osmid,lanes,ref,highway,maxspeed,width,oneway,reversed,length,geometry
223332202,2,32,primary,80,7.5,False,False,167.63,"LINESTRING (15.0052514 58.1671678, 15.0058434 58.1677751, 15.0065729 58.1685045)"
1005063444,,,unclassified,,,False,False,107.702,"LINESTRING (15.0052514 58.1671678, 15.005369 58.1671337, 15.0054768 58.1671126, 15.0055433 58.1671172, 15.0056418 58.1671497, 15.0061795 58.1674998, 15.0065198 58.1677275)"
1005063445,2,32,primary,80,7.5,False,True,288.866,"LINESTRING (15.0052514 58.1671678, 15.0047686 58.1666966, 15.0042463 58.1662375, 15.0026576 58.1649612)"
223332202,2,32,primary,80,7.5,False,True,167.63,"LINESTRING (15.0065729 58.1685045, 15.0058434 58.1677751, 15.0052514 58.1671678)"
1005063444,,,unclassified,,,False,True,73.042,"LINESTRING (15.0065729 58.1685045, 15.0067515 58.1683229, 15.0067681 58.1682397, 15.0067605 58.1681312, 15.0067015 58.1679618, 15.0066706 58.1678755)"
1005063440,,,unclassified,,,False,False,19.078000000000003,"LINESTRING (15.0066706 58.1678755, 15.0066857 58.1677859, 15.0067239 58.1677068)"
1005063444,,,unclassified,,,False,False,73.042,"LINESTRING (15.0066706 58.1678755, 15.0067015 58.1679618, 15.0067605 58.1681312, 15.0067681 58.1682397, 15.0067515 58.1683229, 15.0065729 58.1685045)"
1005063444,,,unclassified,,,False,True,18.683999999999997,"LINESTRING (15.0066706 58.1678755, 15.0066299 58.1678339, 15.0065198 58.1677275)"
1005063438,,,unclassified,,,False,False,12.555,"LINESTRING (15.0065198 58.1677275, 15.0066176 58.1677313, 15.0067239 58.1677068)"
1005063444,,,unclassified,,,False,False,18.683999999999997,"LINESTRING (15.0065198 58.1677275, 15.0066299 58.1678339, 15.0066706 58.1678755)"
1005063444,,,unclassified,,,False,True,107.70199999999998,"LINESTRING (15.0065198 58.1677275, 15.0061795 58.1674998, 15.0056418 58.1671497, 15.0055433 58.1671172, 15.0054768 58.1671126, 15.005369 58.1671337, 15.0052514 58.1671678)"
1005063438,,,unclassified,,,False,True,12.555,"LINESTRING (15.0067239 58.1677068, 15.0066176 58.1677313, 15.0065198 58.1677275)"
1005063440,,,unclassified,,,False,True,19.078000000000003,"LINESTRING (15.0067239 58.1677068, 15.0066857 58.1677859, 15.0066706 58.1678755)"
1005063445,2,32,primary,80,7.5,False,False,288.866,"LINESTRING (15.0026576 58.1649612, 15.0042463 58.1662375, 15.0047686 58.1666966, 15.0052514 58.1671678)"
1005063445,2,32,primary,80,7.5,False,True,200.68099999999998,"LINESTRING (15.0026576 58.1649612, 15.0021327 58.1645367, 15.0015334 58.1640062, 15.0009091 58.1634108)"
1005063448,,,unclassified,,,False,True,214.64600000000002,"LINESTRING (15.0026576 58.1649612, 15.0025474 58.1649816, 15.0025225 58.1649813, 15.0023445 58.1648674, 15.0020123 58.1646314, 15.001616 58.1643003, 15.0012658 58.1640071, 15.0008686 58.1636433, 15.0007983 58.163525, 15.00082 58.1634681, 15.0009091 58.1634108)"
1005063445,2,32,primary,80,7.5,False,False,200.681,"LINESTRING (15.0009091 58.1634108, 15.0015334 58.1640062, 15.0021327 58.1645367, 15.0026576 58.1649612)"
1005063448,,,unclassified,,,False,False,214.64600000000002,"LINESTRING (15.0009091 58.1634108, 15.00082 58.1634681, 15.0007983 58.163525, 15.0008686 58.1636433, 15.0012658 58.1640071, 15.001616 58.1643003, 15.0020123 58.1646314, 15.0023445 58.1648674, 15.0025225 58.1649813, 15.0025474 58.1649816, 15.0026576 58.1649612)"
