osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,junction,lanes
90926247,Västerlånggatan,tertiary,50,False,False,100.963,"LINESTRING (14.1059317 59.309565, 14.1062173 59.3086688)",,,,
90926247,Västerlånggatan,tertiary,50,False,True,55.801,"LINESTRING (14.1059317 59.309565, 14.10577 59.31006)",,,,
97703495,Hovslagaregatan,residential,50,False,False,158.165,"LINESTRING (14.1059317 59.309565, 14.10319 59.30931)",,,,
8233955,Södra Torget,residential,50,False,False,127.185,"LINESTRING (14.1059317 59.309565, 14.1069924 59.3096627, 14.1081368 59.3097689)",,,,
39066962,Nya Kyrkogatan,residential,50,False,False,99.285,"LINESTRING (14.1081368 59.3097689, 14.1098655 59.3099059)",,,,
603100356,Kungsgatan,unclassified,50,False,False,24.738,"LINESTRING (14.1081368 59.3097689, 14.1082102 59.3095496)",,,,
8233955,Södra Torget,residential,50,False,True,127.185,"LINESTRING (14.1081368 59.3097689, 14.1069924 59.3096627, 14.1059317 59.309565)",,,,
"[90926265, 90926263, 8233967]",Kungsgatan,unclassified,50,False,False,127.70499999999998,"LINESTRING (14.1081368 59.3097689, 14.1080482 59.3099976, 14.1080247 59.310073, 14.1079215 59.3102965, 14.1078711 59.3104073, 14.1076856 59.3108938)",yes,,,
90926254,Trädgårdsgatan,residential,50,False,False,223.03199999999998,"LINESTRING (14.1076856 59.3108938, 14.108376 59.3109616, 14.109039 59.3112063, 14.1093176 59.3113092, 14.1093809 59.3113298, 14.1099223 59.3115056, 14.1103007 59.3116285, 14.1100748 59.3120729)",,,,
"[90926265, 8233967, 90926263]",Kungsgatan,unclassified,50,False,True,127.705,"LINESTRING (14.1076856 59.3108938, 14.1078711 59.3104073, 14.1079215 59.3102965, 14.1080247 59.310073, 14.1080482 59.3099976, 14.1081368 59.3097689)",yes,,,
"[90926244, 901649415]",Norra Torget,residential,50,False,True,121.60900000000002,"LINESTRING (14.1076856 59.3108938, 14.1072305 59.3108277, 14.1062887 59.3107384, 14.1062279 59.3107326, 14.1058907 59.3107007, 14.1055889 59.3106721)",,no,,
8233975,Kungsgatan,tertiary,50,False,False,8.401,"LINESTRING (14.1062168 59.3152883, 14.1061879 59.3153624)",,,,
385642390,Karlstadsvägen,secondary,50,True,False,69.223,"LINESTRING (14.1062168 59.3152883, 14.1073874 59.3154635)",,,,
251173012,Kungsgatan,tertiary,50,False,True,40.522,"LINESTRING (14.1062168 59.3152883, 14.1062518 59.3151879, 14.1063418 59.3149295)",,,,
132418596,Frödinggatan,residential,50,False,False,99.94800000000001,"LINESTRING (14.1205191 59.3113851, 14.1203175 59.3113317, 14.119958 59.3112482, 14.1189361 59.3109914)",,,,
8234245,,tertiary,50,True,False,5.808,"LINESTRING (14.1090896 59.3070056, 14.1089954 59.3069852)",,,roundabout,
603100361,Kungsgatan,unclassified,50,False,True,47.356,"LINESTRING (14.1090896 59.3070056, 14.1089424 59.3074248)",,,,
255069574,Södra Staketgatan,tertiary,50,False,True,49.446,"LINESTRING (14.1083923 59.3068769, 14.1081804 59.3068747, 14.1078424 59.3068676, 14.107532 59.3069092)",,,,
72301034,Västerlånggatan,tertiary,50,False,True,103.51299999999999,"LINESTRING (14.107532 59.3069092, 14.1070073 59.3074831, 14.1068568 59.3076403, 14.106734 59.3077457)",,,,
255069574,Södra Staketgatan,tertiary,50,False,False,49.446,"LINESTRING (14.107532 59.3069092, 14.1078424 59.3068676, 14.1081804 59.3068747, 14.1083923 59.3068769)",,,,
133174324,Jakobsbergsallén,residential,50,False,False,68.544,"LINESTRING (14.116496 59.3138293, 14.1176875 59.3139305)",,,,
8234247,Jakobsbergsallén,residential,50,False,False,200.64499999999998,"LINESTRING (14.116496 59.3138293, 14.1164473 59.3139205, 14.1142463 59.3137498, 14.1134288 59.3141437)",,,,
