osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
4198769,2,E 45;E 16,Moravägen,trunk,50,False,False,119.961,"LINESTRING (13.7139175 60.6830322, 13.7140143 60.6830685, 13.7142428 60.6830904, 13.7144687 60.6831013, 13.7148211 60.6831038, 13.715022 60.683126, 13.7151778 60.6831687, 13.7153314 60.6832203, 13.7154453 60.6832627, 13.7158501 60.6834488)",,
8250416,,W 515,Grönlandsvägen,tertiary,,False,False,239.983,"LINESTRING (13.7139175 60.6830322, 13.7136697 60.683151, 13.7134679 60.6832225, 13.7132467 60.6832669, 13.7128996 60.6833194, 13.7127544 60.6833534, 13.7126172 60.6833992, 13.7122035 60.6836078, 13.7118548 60.6838365, 13.7117686 60.6839031, 13.7117187 60.6839416, 13.7115925 60.6840682, 13.7114689 60.684189, 13.7110714 60.6845778)",,
136769257,2,E 45;E 16,Brogatan,trunk,50,False,True,133.654,"LINESTRING (13.7139175 60.6830322, 13.7133092 60.6827848, 13.7125995 60.6824962, 13.7120847 60.6822349)",,
4198769,2,E 45;E 16,Moravägen,trunk,50,False,False,137.753,"LINESTRING (13.7184764 60.6846373, 13.7187404 60.6847582, 13.7190091 60.6848883, 13.7193078 60.6850331, 13.720289 60.6855016)",,
4198769,2,E 45;E 16,Moravägen,trunk,50,False,True,194.828,"LINESTRING (13.7184764 60.6846373, 13.7181429 60.6844692, 13.7177266 60.6842594, 13.717264 60.6840573, 13.7158501 60.6834488)",,
143613568,,,Storgatan,residential,,False,False,112.31700000000001,"LINESTRING (13.7184764 60.6846373, 13.7191487 60.6842809, 13.7192966 60.6842024, 13.7193405 60.6841784, 13.719888 60.6839008)",,
143613568,,,Storgatan,residential,,False,True,146.742,"LINESTRING (13.7184764 60.6846373, 13.7178027 60.6849901, 13.7174599 60.6851695, 13.7166354 60.6856012)",,
4198771,,E 16;E 45;66,,trunk,50,True,False,14.073,"LINESTRING (13.721536 60.68606, 13.7216053 60.6860561, 13.7216672 60.6860617, 13.7217189 60.6860743, 13.7217707 60.6860959)",roundabout,
4198771,,E 16;E 45;66,,trunk,50,True,False,21.569,"LINESTRING (13.7217675 60.6863134, 13.7217003 60.6863375, 13.7216241 60.6863486, 13.721548 60.6863458, 13.7214765 60.6863301, 13.7214184 60.6863041)",roundabout,
922119359,2,E 45,Moravägen,trunk,50,False,False,70.063,"LINESTRING (13.7217675 60.6863134, 13.7221949 60.6866833, 13.7224484 60.6868466)",,
4198771,,E 16;E 45;66,,trunk,50,True,False,18.737,"LINESTRING (13.7214184 60.6863041, 13.72138 60.6862666, 13.7213559 60.6862215, 13.7213536 60.686186, 13.721372 60.6861425)",roundabout,
"[48093216, 4198773]",2,66,Västerdalsvägen,primary,"['70', '50']",False,False,765.259,"LINESTRING (13.7214184 60.6863041, 13.7204319 60.6867612, 13.7194946 60.687194, 13.7189192 60.6874826, 13.7182802 60.6877555, 13.7172392 60.6881817, 13.7159874 60.6886388, 13.7147003 60.6891051, 13.7104834 60.6906109)",,
4198771,,E 16;E 45;66,,trunk,50,True,False,26.117,"LINESTRING (13.7217707 60.6860959, 13.7218227 60.6861361, 13.7218433 60.686183, 13.7218433 60.6862309, 13.7218142 60.6862786, 13.7217675 60.6863134)",roundabout,
922119359,2,E 45,Moravägen,trunk,50,False,False,40.435,"LINESTRING (13.7224484 60.6868466, 13.7228726 60.6871451)",,
101877952,,,Källvägen,residential,,False,False,29.506,"LINESTRING (13.7224484 60.6868466, 13.7221348 60.6869587, 13.7220107 60.6870031)",,
922119359,2,E 45,Moravägen,trunk,50,False,True,70.063,"LINESTRING (13.7224484 60.6868466, 13.7221949 60.6866833, 13.7217675 60.6863134)",,
8250416,,W 515,Grönlandsvägen,tertiary,,False,False,130.631,"LINESTRING (13.7110714 60.6845778, 13.7109477 60.6846683, 13.7108238 60.6847545, 13.7105778 60.6849062, 13.7102722 60.6850903, 13.709917 60.6852998, 13.7097179 60.6854172, 13.7096214 60.6855106)",,
8250416,,W 515,Grönlandsvägen,tertiary,,False,True,239.983,"LINESTRING (13.7110714 60.6845778, 13.7114689 60.684189, 13.7115925 60.6840682, 13.7117187 60.6839416, 13.7117686 60.6839031, 13.7118548 60.6838365, 13.7122035 60.6836078, 13.7126172 60.6833992, 13.7127544 60.6833534, 13.7128996 60.6833194, 13.7132467 60.6832669, 13.7134679 60.6832225, 13.7136697 60.683151, 13.7139175 60.6830322)",,
8250419,,,Postgatan,residential,50,False,True,40.229,"LINESTRING (13.7110714 60.6845778, 13.7108323 60.6844938, 13.7105488 60.6843261)",,
8250428,,,Lisagatan,residential,,False,True,205.784,"LINESTRING (13.7125082 60.6850436, 13.7120979 60.6853162, 13.7117382 60.6855537, 13.7115342 60.6856753, 13.7113256 60.6857912, 13.7110495 60.6859447, 13.7106652 60.6861556, 13.7105239 60.686217, 13.710368 60.6862664, 13.710206 60.6862993, 13.7099081 60.6863249)",,
101877918,,,Postgatan,residential,50,True,False,93.91300000000001,"LINESTRING (13.7125082 60.6850436, 13.7123426 60.6849798, 13.7121459 60.6849058, 13.7120755 60.6848844, 13.7117871 60.6847968, 13.7110714 60.6845778)",,
101877945,,,Postgatan,residential,50,False,False,55.635,"LINESTRING (13.7125082 60.6850436, 13.7127239 60.6851499, 13.7128871 60.6852257, 13.7130802 60.6853131, 13.7132436 60.6853909)",,
8250416,,W 515,Grönlandsvägen,tertiary,,False,False,24.359,"LINESTRING (13.7099081 60.6863249, 13.7098826 60.686456, 13.7098575 60.6865425)",,
