osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref,access
239795358,primary,60,roundabout,True,False,17.011,"LINESTRING (13.6819311 55.634456, 13.6820635 55.6344722, 13.6821867 55.6345041)",,,
285744530,residential,40,,False,True,6.017,"LINESTRING (13.6848712 55.6332574, 13.6847771 55.6332471)",Fluggränd,,
426693697,tertiary,40,,True,False,37.479,"LINESTRING (13.6848712 55.6332574, 13.6848267 55.6334042, 13.684783 55.6335907)",Västergatan,,
313023276,tertiary,40,roundabout,True,False,19.114,"LINESTRING (13.685001 55.6343785, 13.684999 55.6343891, 13.6849753 55.6344179, 13.684935 55.63444, 13.6848834 55.6344526, 13.684825 55.6344539, 13.6847698 55.6344429)",Planteringsgatan,,
239795355,primary,60,roundabout,True,False,5.612,"LINESTRING (13.6813363 55.6349961, 13.6812941 55.6349516)",,,
33918372,residential,40,,False,False,102.114,"LINESTRING (13.6862625 55.6342348, 13.6862483 55.6341602, 13.686176 55.6339943, 13.6859109 55.6333387)",Håkantorpsvägen,,
607975907,tertiary,40,,False,False,221.67,"LINESTRING (13.6862625 55.6342348, 13.6864003 55.6342227, 13.686942 55.6342044, 13.6897795 55.6340569)",Planteringsgatan,,
607975907,tertiary,40,,False,True,45.626000000000005,"LINESTRING (13.6862625 55.6342348, 13.6860058 55.6342556, 13.6855449 55.6343001)",Planteringsgatan,,
23524816,unclassified,40,,False,True,278.732,"LINESTRING (13.6897795 55.6340569, 13.6898036 55.6341193, 13.690099 55.6348068, 13.6903784 55.635519, 13.6907592 55.6365017)",Ommavägen,,
426693692,residential,40,,False,False,67.698,"LINESTRING (13.6897795 55.6340569, 13.6897521 55.6339887, 13.6895629 55.6334605)",Ommavägen,,
607975907,tertiary,40,,False,True,221.66999999999996,"LINESTRING (13.6897795 55.6340569, 13.686942 55.6342044, 13.6864003 55.6342227, 13.6862625 55.6342348)",Planteringsgatan,,
26104529,residential,40,,False,False,269.265,"LINESTRING (13.6853039 55.6326533, 13.6852561 55.6323659, 13.6889717 55.6319788)",Västra Bangatan,,
26104532,residential,40,,False,False,19.535,"LINESTRING (13.6863458 55.6312751, 13.6866406 55.6312188)",Fabriksgatan,,
26104532,residential,40,,False,False,168.696,"LINESTRING (13.688572 55.6309351, 13.6911739 55.6305554)",Fabriksgatan,,
26104532,residential,40,,False,True,125.274,"LINESTRING (13.688572 55.6309351, 13.6866406 55.6312188)",Fabriksgatan,,
26104537,residential,40,,False,False,118.74,"LINESTRING (13.688572 55.6309351, 13.6886863 55.6312144, 13.6889717 55.6319788)",Poppelvägen,,
154557270,unclassified,40,,False,False,87.09200000000001,"LINESTRING (13.684894 55.6371814, 13.6847715 55.6369448, 13.6845347 55.6365165, 13.6844907 55.636432)",Verkstadsgatan,,
