osmid,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed,access,lanes,junction,bridge
13855174,,tertiary,,True,False,18.241,"LINESTRING (17.0821285 59.6338842, 17.0821657 59.6339167, 17.082179 59.6339531, 17.082176 59.6339721, 17.0821513 59.6340069, 17.0821099 59.634033)",,,,,roundabout,
13855174,,tertiary,,True,False,21.95,"LINESTRING (17.0817908 59.6338967, 17.0818403 59.6338695, 17.0818923 59.6338547, 17.0819641 59.6338476, 17.0820303 59.6338523, 17.0820955 59.6338691, 17.0821285 59.6338842)",,,,,roundabout,
13855180,Östra Ringgatan,tertiary,,False,False,44.421,"LINESTRING (17.0817908 59.6338967, 17.0817185 59.633862, 17.0812176 59.6336217)",,,,,,
13855176,Östra Ringgatan,tertiary,,False,False,104.533,"LINESTRING (17.0833652 59.634723, 17.0826992 59.6344004, 17.082528 59.6343054, 17.0823629 59.6341895, 17.082209 59.6340852, 17.0821099 59.634033)",,50,,,,
13855176,Östra Ringgatan,tertiary,,False,True,95.73299999999999,"LINESTRING (17.0833652 59.634723, 17.0834602 59.634771, 17.0845192 59.6352778, 17.0845995 59.6353162)",,50,,,,
13855177,Rådmansgatan,residential,,False,False,61.84700000000001,"LINESTRING (17.0833652 59.634723, 17.0831716 59.6348169, 17.0830012 59.6348996, 17.0827665 59.6350135, 17.0825715 59.6351082)",,,,,,
13855180,Östra Ringgatan,tertiary,,False,False,81.205,"LINESTRING (17.0798245 59.6328911, 17.0796642 59.6328055, 17.0788315 59.6323607)",,,,,,
13855180,Östra Ringgatan,tertiary,,False,True,112.85300000000001,"LINESTRING (17.0798245 59.6328911, 17.0807654 59.6333731, 17.0812176 59.6336217)",,,,,,
13856150,Sandgatan,residential,,False,False,61.086,"LINESTRING (17.0798245 59.6328911, 17.0796909 59.6329584, 17.0790546 59.6332788)",,30,,,,
8199887,Torggatan,tertiary,,False,True,177.966,"LINESTRING (17.0858671 59.632061, 17.0844619 59.6327381, 17.0839642 59.6329852, 17.0835937 59.6331747)",C 519,50,,,,
13855173,Kryddgårdsgatan,residential,,False,True,112.439,"LINESTRING (17.0811777 59.6343829, 17.0825715 59.6351082)",,,,,,
"[13855188, 807859901]",Torggatan,"['residential', 'living_street']",,False,False,87.783,"LINESTRING (17.0811777 59.6343829, 17.0807362 59.6346027, 17.0804521 59.6347428, 17.0800618 59.6349352)",,30,,,,
13855188,Torggatan,residential,,False,True,53.375,"LINESTRING (17.0811777 59.6343829, 17.0817601 59.6340777, 17.0818369 59.6340374)",,30,,,,
125665269,Drottninggatan,residential,,False,False,197.34300000000002,"LINESTRING (17.0808757 59.6399124, 17.0805888 59.6396355, 17.0797973 59.6388718, 17.079699 59.6387532, 17.0793389 59.6383183)",,50,,,,
40304096,Drottninggatan,tertiary,,True,False,20.317999999999998,"LINESTRING (17.0793389 59.6383183, 17.0792299 59.6383249, 17.0791151 59.6383105, 17.0790084 59.63827)",,50,,,roundabout,
125665269,Drottninggatan,residential,,False,True,197.343,"LINESTRING (17.0793389 59.6383183, 17.079699 59.6387532, 17.0797973 59.6388718, 17.0805888 59.6396355, 17.0808757 59.6399124)",,50,,,,
13855170,Tullgatan,tertiary,,False,True,55.947,"LINESTRING (17.0828181 59.6364092, 17.0821098 59.6367627)",,50,,2,,
807859902,Eriksgatan,residential,,False,False,111.346,"LINESTRING (17.0828181 59.6364092, 17.0814379 59.6356909)",,,,,,
967374360,Tullgatan,tertiary,,False,False,90.145,"LINESTRING (17.0828181 59.6364092, 17.0839663 59.6358432)",,50,,2,,
13855194,Korsängsgatan,residential,,False,False,252.626,"LINESTRING (17.0828181 59.6364092, 17.0828886 59.6364408, 17.0838472 59.6368709, 17.0840741 59.6369597, 17.0843281 59.637046, 17.085142 59.6372927, 17.085294 59.6373155, 17.0853561 59.6373397, 17.0853994 59.6373841, 17.0854599 59.6374255, 17.0855945 59.637456, 17.0861871 59.6377109, 17.0862624 59.6377574, 17.0863351 59.6377886)",,,,,,
967374360,Tullgatan,tertiary,,False,True,90.145,"LINESTRING (17.0839663 59.6358432, 17.0828181 59.6364092)",,50,,2,,
13855173,Kryddgårdsgatan,residential,,False,False,113.25200000000001,"LINESTRING (17.0839663 59.6358432, 17.0830159 59.6353424, 17.0825715 59.6351082)",,,,,,
967374360,Tullgatan,tertiary,,False,False,54.713,"LINESTRING (17.0839663 59.6358432, 17.0845639 59.6355466, 17.0846609 59.6354985)",,50,,2,,
51211902,,tertiary,,True,False,24.552,"LINESTRING (17.0846609 59.6354985, 17.0845913 59.635476, 17.0845563 59.635454, 17.0845354 59.6354306, 17.0845265 59.6353866, 17.0845465 59.6353511, 17.0845995 59.6353162)",,,,,roundabout,
967374360,Tullgatan,tertiary,,False,True,54.713,"LINESTRING (17.0846609 59.6354985, 17.0845639 59.6355466, 17.0839663 59.6358432)",,50,,2,,
13855172,Tullgatan,tertiary,,False,False,105.94,"LINESTRING (17.0790084 59.63827, 17.0777211 59.6387988, 17.0775553 59.6388765)",,50,,2,,
40304096,Drottninggatan,tertiary,,True,False,34.543,"LINESTRING (17.0790084 59.63827, 17.0789521 59.6382223, 17.0789313 59.6381679, 17.0789359 59.6381383, 17.078973 59.6380861, 17.0790432 59.6380434, 17.0791448 59.6380143)",,50,,,roundabout,
13856148,Västra Ringgatan,residential,,False,False,97.748,"LINESTRING (17.0791448 59.6380143, 17.0779362 59.6373822)",,,,,,
40304096,Drottninggatan,tertiary,,True,False,20.345,"LINESTRING (17.0791448 59.6380143, 17.0792532 59.6380056, 17.0793487 59.638014, 17.079479 59.6380567)",,50,,,roundabout,
132023492,Tullgatan,tertiary,7,False,True,81.076,"LINESTRING (17.079479 59.6380567, 17.0805128 59.6375482)",,50,,,,
40304096,Drottninggatan,tertiary,,True,False,35.80200000000001,"LINESTRING (17.079479 59.6380567, 17.0795386 59.6381033, 17.0795631 59.6381574, 17.0795568 59.6381981, 17.079516 59.6382496, 17.0794428 59.6382909, 17.0793389 59.6383183)",,50,,,roundabout,
132023492,Tullgatan,tertiary,7,False,False,81.076,"LINESTRING (17.0805128 59.6375482, 17.079479 59.6380567)",,50,,,,
125665274,Kyrkogatan,residential,,False,True,70.717,"LINESTRING (17.0805128 59.6375482, 17.0807761 59.6376959, 17.0813552 59.6380206)",,50,,,,
158838155,Tullgatan,tertiary,,False,True,95.219,"LINESTRING (17.0805128 59.6375482, 17.0815785 59.6370223, 17.081725 59.63695)",,50,,2,,
13855194,Korsängsgatan,residential,,False,True,252.62599999999998,"LINESTRING (17.0863351 59.6377886, 17.0862624 59.6377574, 17.0861871 59.6377109, 17.0855945 59.637456, 17.0854599 59.6374255, 17.0853994 59.6373841, 17.0853561 59.6373397, 17.085294 59.6373155, 17.085142 59.6372927, 17.0843281 59.637046, 17.0840741 59.6369597, 17.0838472 59.6368709, 17.0828886 59.6364408, 17.0828181 59.6364092)",,,,,,
13855173,Kryddgårdsgatan,residential,,False,False,112.439,"LINESTRING (17.0825715 59.6351082, 17.0811777 59.6343829)",,,,,,
13855173,Kryddgårdsgatan,residential,,False,True,113.25200000000001,"LINESTRING (17.0825715 59.6351082, 17.0830159 59.6353424, 17.0839663 59.6358432)",,,,,,
13855177,Rådmansgatan,residential,,False,False,90.875,"LINESTRING (17.0825715 59.6351082, 17.0823501 59.635222, 17.0821979 59.6353003, 17.0814379 59.6356909)",,,,,,
13855177,Rådmansgatan,residential,,False,True,61.846999999999994,"LINESTRING (17.0825715 59.6351082, 17.0827665 59.6350135, 17.0830012 59.6348996, 17.0831716 59.6348169, 17.0833652 59.634723)",,,,,,
13855174,,tertiary,,True,False,16.615,"LINESTRING (17.0821099 59.634033, 17.0820479 59.6340527, 17.0819735 59.6340606, 17.0819011 59.6340551, 17.0818369 59.6340374)",,,,,roundabout,
13855176,Östra Ringgatan,tertiary,,False,True,104.53299999999999,"LINESTRING (17.0821099 59.634033, 17.082209 59.6340852, 17.0823629 59.6341895, 17.082528 59.6343054, 17.0826992 59.6344004, 17.0833652 59.634723)",,50,,,,
13855176,Östra Ringgatan,tertiary,,False,False,95.73299999999999,"LINESTRING (17.0845995 59.6353162, 17.0845192 59.6352778, 17.0834602 59.634771, 17.0833652 59.634723)",,50,,,,
51211902,,tertiary,,True,False,18.821,"LINESTRING (17.0845995 59.6353162, 17.0846746 59.635295, 17.0847401 59.6352899, 17.0848116 59.6352964, 17.084902 59.635328)",,,,,roundabout,
13864351,Sandbrogatan,residential,,False,False,76.422,"LINESTRING (17.084902 59.635328, 17.0850143 59.6352871, 17.0850601 59.6352705, 17.0851832 59.6352257, 17.0859191 59.6348737)",,,,,,
51211902,,tertiary,,True,False,16.148,"LINESTRING (17.084902 59.635328, 17.0849353 59.6353551, 17.0849506 59.6353827, 17.0849459 59.6354251, 17.0849096 59.6354631)",,,,,roundabout,
807859902,Eriksgatan,residential,,False,True,111.346,"LINESTRING (17.0814379 59.6356909, 17.0828181 59.6364092)",,,,,,
13855177,Rådmansgatan,residential,,False,False,88.33,"LINESTRING (17.0814379 59.6356909, 17.0808563 59.6359811, 17.0803194 59.6362489)",,,,,,
13855177,Rådmansgatan,residential,,False,True,90.875,"LINESTRING (17.0814379 59.6356909, 17.0821979 59.6353003, 17.0823501 59.635222, 17.0825715 59.6351082)",,,,,,
"[807859902, 807859903]",Eriksgatan,"['residential', 'living_street']",6,False,False,114.218,"LINESTRING (17.0814379 59.6356909, 17.0804272 59.6351421, 17.0803177 59.6350827, 17.0800618 59.6349352)",,,,,,
"[13855188, 807859901]",Torggatan,"['living_street', 'residential']",,False,True,87.783,"LINESTRING (17.0800618 59.6349352, 17.0804521 59.6347428, 17.0807362 59.6346027, 17.0811777 59.6343829)",,30,,,,
"[807859904, 807859903]",Eriksgatan,"['living_street', 'residential']",6,False,False,59.777,"LINESTRING (17.0800618 59.6349352, 17.0798755 59.6348349, 17.0793225 59.6345488)",,30,,,,
"[807859902, 807859903]",Eriksgatan,"['living_street', 'residential']",6,False,True,114.218,"LINESTRING (17.0800618 59.6349352, 17.0803177 59.6350827, 17.0804272 59.6351421, 17.0814379 59.6356909)",,,,,,
13855180,Östra Ringgatan,tertiary,,False,False,112.85300000000001,"LINESTRING (17.0812176 59.6336217, 17.0807654 59.6333731, 17.0798245 59.6328911)",,,,,,
13855180,Östra Ringgatan,tertiary,,False,True,44.421,"LINESTRING (17.0812176 59.6336217, 17.0817185 59.633862, 17.0817908 59.6338967)",,,,,,
131697889,Källgatan,residential,,False,True,58.309999999999995,"LINESTRING (17.0812176 59.6336217, 17.0810789 59.6336874, 17.0804609 59.6339804)",,30,,,,
41411951,Ågatan,tertiary,,False,False,59.717,"LINESTRING (17.0788315 59.6323607, 17.078055 59.6327272)",,,,,,
13855180,Östra Ringgatan,tertiary,,False,True,81.205,"LINESTRING (17.0788315 59.6323607, 17.0796642 59.6328055, 17.0798245 59.6328911)",,,,,,
41411946,Magasingatan,unclassified,,False,False,112.15899999999999,"LINESTRING (17.0788315 59.6323607, 17.0787719 59.6323325, 17.0786729 59.6322747, 17.0786002 59.6321958, 17.0785613 59.632058, 17.0785956 59.6318394, 17.0786751 59.6313958)",,,,,,
41411951,Ågatan,tertiary,,False,False,81.137,"LINESTRING (17.0769345 59.6332914, 17.0764452 59.6335136, 17.0759494 59.6337248, 17.0758445 59.6337696)",,,,,,
41411951,Ågatan,tertiary,,False,True,88.90100000000001,"LINESTRING (17.0769345 59.6332914, 17.0775685 59.6329742, 17.078055 59.6327272)",,,,,,
125665271,Eriksgatan,residential,,False,True,82.43900000000001,"LINESTRING (17.0769345 59.6332914, 17.0771944 59.6334193, 17.0776624 59.6336698, 17.0779523 59.633825)",,30,,,,
"[125665272, 40349674, 41501780]","['Hamngatan', 'Kryddgårdsgatan']",residential,,False,True,165.112,"LINESTRING (17.0769345 59.6332914, 17.076856 59.6332429, 17.0762697 59.6329375, 17.0764196 59.6321083, 17.076735 59.63207)",,50,,,,
41411951,Ågatan,tertiary,,False,True,81.137,"LINESTRING (17.0758445 59.6337696, 17.0759494 59.6337248, 17.0764452 59.6335136, 17.0769345 59.6332914)",,,,,,
384770505,Ågatan,tertiary,,True,False,14.507000000000001,"LINESTRING (17.0758445 59.6337696, 17.0758649 59.6337794, 17.0758913 59.6338052, 17.0758996 59.6338339, 17.0758889 59.6338625, 17.0758602 59.6338877)",,,,,roundabout,
125665273,Kyrkogatan,residential,,True,False,86.685,"LINESTRING (17.0745292 59.6343966, 17.0755957 59.6349597)",,30,,,,
384770504,Ågatan,tertiary,,False,False,88.334,"LINESTRING (17.0745292 59.6343966, 17.0734265 59.6349626)",,,,,,
384770504,Ågatan,tertiary,,False,True,82.313,"LINESTRING (17.0745292 59.6343966, 17.0754804 59.6339547, 17.0756074 59.6338957)",,,,,,
13855183,Fjärdhundragatan,tertiary,,False,False,79.03,"LINESTRING (17.0725555 59.6355111, 17.0726383 59.6355949, 17.0731397 59.6361575)",,50,,,,
13855189,Hägnadsvägen,residential,,True,False,202.95500000000004,"LINESTRING (17.0725555 59.6355111, 17.072407 59.6354977, 17.0722816 59.6355018, 17.0721611 59.6355233, 17.0720834 59.6355582, 17.0720768 59.6356276, 17.072086 59.6356766, 17.0721209 59.6357647, 17.0721241 59.6358281, 17.0721405 59.636231, 17.0721493 59.6364475, 17.0721593 59.6366929, 17.0721654 59.6368424, 17.0721711 59.6368622, 17.072219 59.6370279, 17.0722439 59.6371214)",,50,,,,
384770504,Ågatan,tertiary,,False,True,83.1,"LINESTRING (17.0725555 59.6355111, 17.0725232 59.6354678, 17.072513 59.6354279, 17.072528 59.6353952, 17.0734265 59.6349626)",,,,,,
13855183,Fjärdhundragatan,tertiary,,False,True,79.03,"LINESTRING (17.0731397 59.6361575, 17.0726383 59.6355949, 17.0725555 59.6355111)",,50,,,,
40979116,Fjärdhundragatan,tertiary,,False,False,75.15,"LINESTRING (17.0731397 59.6361575, 17.0732233 59.6362419, 17.0734996 59.6364819, 17.073802 59.6367444)",,50,,,,
125665276,Sandgatan,residential,,False,True,102.83600000000001,"LINESTRING (17.0731397 59.6361575, 17.0734436 59.6360106, 17.0737208 59.6358766, 17.0744619 59.6355183)",,30,,,,
131697889,Källgatan,residential,,False,False,89.942,"LINESTRING (17.0793225 59.6345488, 17.0804196 59.634, 17.0804609 59.6339804)",,30,,,,
131697889,Källgatan,residential,,False,True,89.441,"LINESTRING (17.0793225 59.6345488, 17.0787246 59.6348359, 17.0781892 59.6351132)",,30,,,,
807859904,Eriksgatan,residential,,False,False,111.401,"LINESTRING (17.0793225 59.6345488, 17.0784158 59.6340747, 17.0779523 59.633825)",,30,,,,
"[807859904, 807859903]",Eriksgatan,"['residential', 'living_street']",6,False,True,59.777,"LINESTRING (17.0793225 59.6345488, 17.0798755 59.6348349, 17.0800618 59.6349352)",,30,,,,
13856150,Sandgatan,residential,,False,True,86.765,"LINESTRING (17.0779523 59.633825, 17.0790546 59.6332788)",,30,,,,
125665271,Eriksgatan,residential,,False,False,82.439,"LINESTRING (17.0779523 59.633825, 17.0776624 59.6336698, 17.0771944 59.6334193, 17.0769345 59.6332914)",,30,,,,
125665277,Sandgatan,residential,,False,False,89.434,"LINESTRING (17.0779523 59.633825, 17.0774645 59.6340585, 17.0770931 59.6342363, 17.076797 59.634378)",,,,,,
807859904,Eriksgatan,residential,,False,True,111.401,"LINESTRING (17.0779523 59.633825, 17.0784158 59.6340747, 17.0793225 59.6345488)",,30,,,,
13855186,Kungsgatan,residential,,False,False,75.883,"LINESTRING (17.0798175 59.6360058, 17.0788932 59.6355084)",,,,,,
13855186,Kungsgatan,residential,,False,True,39.071,"LINESTRING (17.0798175 59.6360058, 17.0803194 59.6362489)",,,,,,
13864350,Rådhusgatan,residential,,False,False,113.366,"LINESTRING (17.0798175 59.6360058, 17.0796091 59.6361822, 17.0795681 59.6362825, 17.0795632 59.6363282, 17.0795405 59.6365379, 17.0794913 59.6369931)",,30,,,,
13855190,,secondary,,True,False,13.373999999999999,"LINESTRING (17.0750379 59.6374605, 17.07498 59.6374538, 17.0749282 59.637439, 17.0748868 59.6374174, 17.0748593 59.6373907)",,50,,,roundabout,
15912292,Torggatan,tertiary,,True,False,24.036,"LINESTRING (17.0750379 59.6374605, 17.0748984 59.637501, 17.0746771 59.6375763)",,50,,,,
13855190,,secondary,,True,False,15.479000000000003,"LINESTRING (17.0748495 59.6373705, 17.0748572 59.6373243, 17.0749036 59.6372842, 17.0749796 59.6372582)",,50,,,roundabout,
40979118,Fjärdhundragatan,secondary,,True,False,49.669,"LINESTRING (17.0748495 59.6373705, 17.0747179 59.6373131, 17.0746881 59.6373001, 17.0745656 59.6372533, 17.074385 59.6372024, 17.0742405 59.6371732, 17.0740891 59.6371575)",E 18.11,50,,,,
13855190,,secondary,,True,False,3.561,"LINESTRING (17.0752614 59.6373443, 17.0752587 59.6373763)",,50,,,roundabout,
51211864,Dr Westerlunds Gata,secondary,,True,False,7.2669999999999995,"LINESTRING (17.0737076 59.6369646, 17.0737431 59.6369373, 17.07379 59.6369148)",,50,,,roundabout,
13856144,Skolgatan,residential,,False,True,14.847,"LINESTRING (17.0815646 59.6379392, 17.0813552 59.6380206)",,50,,,,
13856146,Torggatan,residential,,False,False,91.646,"LINESTRING (17.0777293 59.6360723, 17.0765361 59.636634)",,,,,,
132023491,Kyrkogatan,residential,,True,False,80.84,"LINESTRING (17.0777293 59.6360723, 17.0787123 59.636603)",,,,,,
131697888,Torggatan,residential,,False,True,90.618,"LINESTRING (17.0777293 59.6360723, 17.0778718 59.636004, 17.0788932 59.6355084)",,30,no,,,
132023491,Kyrkogatan,residential,,True,False,39.186,"LINESTRING (17.0755957 59.6349597, 17.0760818 59.6352123)",,,,,,
125665276,Sandgatan,residential,,False,False,88.99199999999999,"LINESTRING (17.0755957 59.6349597, 17.074904 59.6353005, 17.0744619 59.6355183)",,30,,,,
125665277,Sandgatan,residential,,False,True,93.507,"LINESTRING (17.0755957 59.6349597, 17.0760769 59.6347267, 17.076797 59.634378)",,,,,,
13856147,Kungsgatan,living_street,,False,True,113.169,"LINESTRING (17.076797 59.634378, 17.0781892 59.6351132)",,,,,,
125665277,Sandgatan,residential,,False,False,93.507,"LINESTRING (17.076797 59.634378, 17.0760769 59.6347267, 17.0755957 59.6349597)",,,,,,
125665277,Sandgatan,residential,,False,True,89.434,"LINESTRING (17.076797 59.634378, 17.0770931 59.6342363, 17.0774645 59.6340585, 17.0779523 59.633825)",,,,,,
367301334,Kungsgatan,residential,,False,False,75.798,"LINESTRING (17.076797 59.634378, 17.0760556 59.63399, 17.0758602 59.6338877)",,30,,,,
13856148,Västra Ringgatan,residential,,False,True,97.748,"LINESTRING (17.0779362 59.6373822, 17.0791448 59.6380143)",,,,,,
13856151,Badhusgatan,residential,,False,False,91.09,"LINESTRING (17.0779362 59.6373822, 17.0790915 59.6368077)",,,,,,
13856151,Badhusgatan,residential,,False,True,109.473,"LINESTRING (17.0779362 59.6373822, 17.0765426 59.63807)",,,,,,
13856148,Västra Ringgatan,residential,,False,False,114.519,"LINESTRING (17.0779362 59.6373822, 17.0774186 59.6371056, 17.0765361 59.636634)",,,,,,
13856146,Torggatan,residential,,False,True,91.646,"LINESTRING (17.0765361 59.636634, 17.0777293 59.6360723)",,,,,,
13856146,Torggatan,residential,,False,False,55.967,"LINESTRING (17.0765361 59.636634, 17.0764487 59.6366784, 17.0762239 59.6367926, 17.0760573 59.6368773, 17.0758338 59.6369908)",,,,,,
13856148,Västra Ringgatan,residential,,False,True,114.519,"LINESTRING (17.0765361 59.636634, 17.0774186 59.6371056, 17.0779362 59.6373822)",,,,,,
13856149,Västra Ringgatan,residential,,False,False,84.884,"LINESTRING (17.0744619 59.6355183, 17.0734265 59.6349626)",,30,,,,
13856149,Västra Ringgatan,residential,,False,True,111.917,"LINESTRING (17.0744619 59.6355183, 17.0751135 59.6358581, 17.0754623 59.63604, 17.0755231 59.6360717, 17.0758477 59.636241)",,30,,,,
125665276,Sandgatan,residential,,False,False,102.83600000000001,"LINESTRING (17.0744619 59.6355183, 17.0737208 59.6358766, 17.0734436 59.6360106, 17.0731397 59.6361575)",,30,,,,
125665276,Sandgatan,residential,,False,True,88.99199999999999,"LINESTRING (17.0744619 59.6355183, 17.074904 59.6353005, 17.0755957 59.6349597)",,30,,,,
13856149,Västra Ringgatan,residential,,False,True,84.884,"LINESTRING (17.0734265 59.6349626, 17.0744619 59.6355183)",,30,,,,
384770504,Ågatan,tertiary,,False,True,88.334,"LINESTRING (17.0734265 59.6349626, 17.0745292 59.6343966)",,,,,,
384770504,Ågatan,tertiary,,False,False,83.10000000000001,"LINESTRING (17.0734265 59.6349626, 17.072528 59.6353952, 17.072513 59.6354279, 17.0725232 59.6354678, 17.0725555 59.6355111)",,,,,,
13856150,Sandgatan,residential,,False,False,86.765,"LINESTRING (17.0790546 59.6332788, 17.0779523 59.633825)",,30,,,,
1059785383,,living_street,,False,False,45.886,"LINESTRING (17.0790546 59.6332788, 17.0796304 59.6335713)",,,,,,
13856150,Sandgatan,residential,,False,True,61.086,"LINESTRING (17.0790546 59.6332788, 17.0796909 59.6329584, 17.0798245 59.6328911)",,30,,,,
13856161,Kryddgårdsgatan,residential,,False,False,83.183,"LINESTRING (17.0790546 59.6332788, 17.078669 59.633066, 17.0781407 59.6327745, 17.078055 59.6327272)",,30,,,,
13856151,Badhusgatan,residential,,False,True,91.09,"LINESTRING (17.0790915 59.6368077, 17.0779362 59.6373822)",,,,,,
132023491,Kyrkogatan,residential,,True,False,30.495,"LINESTRING (17.0790915 59.6368077, 17.0794913 59.6369931)",,,,,,
13864350,Rådhusgatan,residential,,False,True,113.36600000000001,"LINESTRING (17.0794913 59.6369931, 17.0795405 59.6365379, 17.0795632 59.6363282, 17.0795681 59.6362825, 17.0796091 59.6361822, 17.0798175 59.6360058)",,30,,,,
132023491,Kyrkogatan,residential,,True,False,84.299,"LINESTRING (17.0794913 59.6369931, 17.079645 59.6370766, 17.0805128 59.6375482)",,,,,,
8199887,Torggatan,tertiary,,False,False,177.966,"LINESTRING (17.0835937 59.6331747, 17.0839642 59.6329852, 17.0844619 59.6327381, 17.0858671 59.632061)",C 519,50,,,,
8199887,Torggatan,tertiary,,False,True,114.13100000000001,"LINESTRING (17.0835937 59.6331747, 17.0828149 59.6335443, 17.0822123 59.6338303, 17.0821285 59.6338842)",C 519,50,,,,
