osmid,oneway,ref,name,highway,maxspeed,reversed,length,bridge,geometry,lanes,junction
62141962,True,226,Huddingevägen,primary,70,False,11.694,,"LINESTRING (17.9468103 59.2197156, 17.9469313 59.2198006)",,
"[227054968, 227063455]",True,,Regulatorvägen,tertiary,40,False,43.402,yes,"LINESTRING (17.9468103 59.2197156, 17.9470833 59.2196869, 17.9475574 59.219637)",,
28398841,True,,Regulatorvägen,tertiary,40,False,14.849,,"LINESTRING (17.9465547 59.2197425, 17.9468103 59.2197156)",,
391446470,True,226,Huddingevägen,primary,70,False,40.499,,"LINESTRING (17.9465547 59.2197425, 17.9461497 59.219443)",,
"[347642547, 892072028, 227054966]",True,,Hälsovägen,tertiary,30,False,478.816,,"LINESTRING (17.9426193 59.220796, 17.9425096 59.2208184, 17.9423627 59.2208715, 17.9402638 59.2216421, 17.9393247 59.2219947, 17.9392005 59.2220482, 17.9389969 59.22218, 17.9389298 59.222235, 17.9388243 59.2222921, 17.9386569 59.2223511, 17.9379058 59.2226277, 17.9373609 59.2228325, 17.9362115 59.2232636, 17.9359165 59.2233764)",2,
924800827,True,,,tertiary,40,False,15.586,,"LINESTRING (17.9426193 59.220796, 17.9425602 59.2207805, 17.9425229 59.2207624, 17.9424955 59.2207403, 17.9424792 59.2207152, 17.9424756 59.220688)",,roundabout
27915942,False,,Diagnosvägen,residential,30,True,52.081999999999994,,"LINESTRING (17.945752 59.2250867, 17.9457166 59.2249974, 17.9456964 59.2249534, 17.9456241 59.2247957, 17.9455187 59.2247209, 17.9453926 59.2246773)",,
227052697,False,,Flemingsbergsleden,tertiary,60,False,569.3290000000001,,"LINESTRING (17.945752 59.2250867, 17.9453108 59.2251165, 17.944914 59.2251314, 17.9404927 59.225139, 17.9402417 59.2251394, 17.9383423 59.2251362, 17.9374287 59.2251962, 17.9368835 59.2253066, 17.936495 59.2253946, 17.936152 59.2254909, 17.9359291 59.2255675)",2,
62141973,True,,Hälsovägen,tertiary,40,False,45.825,,"LINESTRING (17.9457659 59.2198255, 17.9465547 59.2197425)",,
609609095,True,,,tertiary,70,False,52.536,,"LINESTRING (17.9457659 59.2198255, 17.9459283 59.2197852, 17.9460034 59.219755, 17.9460758 59.219707, 17.9461133 59.2196589, 17.9461482 59.2196013, 17.9461563 59.2195423, 17.9461497 59.219443)",,
233303493,False,,Hälsovägen,tertiary,40,True,247.23399999999998,,"LINESTRING (17.931903 59.2247435, 17.9331689 59.2242741, 17.9333539 59.2242062, 17.9346479 59.2237405, 17.9349194 59.2236394, 17.9354341 59.2234478)",,
427115803,False,,Hälsovägen,tertiary,40,False,63.311,,"LINESTRING (17.931903 59.2247435, 17.9314595 59.2250134, 17.9314168 59.2250449, 17.9312178 59.2251914)",,
27887933,False,,Röntgenvägen,residential,30,False,252.439,,"LINESTRING (17.9359291 59.2255675, 17.9358391 59.2254878, 17.9352488 59.2250669, 17.9350323 59.2249125, 17.9348958 59.2248005, 17.9348037 59.2246526, 17.9347756 59.2245145, 17.934825 59.2243878, 17.9349336 59.2242473, 17.9351078 59.2241348, 17.9359444 59.2238365, 17.9361023 59.2237802)",,
62141968,False,,Flemingsbergsleden,tertiary,60,False,125.69000000000001,,"LINESTRING (17.9359291 59.2255675, 17.9353114 59.2258535, 17.9348133 59.2261857, 17.9347032 59.2262782, 17.9345173 59.2264276)",,
227052697,False,,Flemingsbergsleden,tertiary,60,True,569.3290000000001,,"LINESTRING (17.9359291 59.2255675, 17.936152 59.2254909, 17.936495 59.2253946, 17.9368835 59.2253066, 17.9374287 59.2251962, 17.9383423 59.2251362, 17.9402417 59.2251394, 17.9404927 59.225139, 17.944914 59.2251314, 17.9453108 59.2251165, 17.945752 59.2250867)",2,
62141968,False,,Flemingsbergsleden,tertiary,60,True,125.69,,"LINESTRING (17.9345173 59.2264276, 17.9347032 59.2262782, 17.9348133 59.2261857, 17.9353114 59.2258535, 17.9359291 59.2255675)",,
27915942,False,,Diagnosvägen,residential,30,False,52.082,,"LINESTRING (17.9453926 59.2246773, 17.9455187 59.2247209, 17.9456241 59.2247957, 17.9456964 59.2249534, 17.9457166 59.2249974, 17.945752 59.2250867)",,
27915942,False,,Diagnosvägen,residential,30,True,388.07599999999996,,"LINESTRING (17.9453926 59.2246773, 17.9452211 59.2246493, 17.9450849 59.2246375, 17.9450278 59.2246342, 17.9449554 59.2246286, 17.9441989 59.2246269, 17.9434779 59.2246718, 17.9433739 59.2246711, 17.9432769 59.2246613, 17.9431506 59.2246498, 17.9430123 59.2246352, 17.94232 59.224639, 17.9419774 59.2246503, 17.9417149 59.2246645, 17.9416283 59.2246591, 17.9410976 59.2246373, 17.9396789 59.2246452, 17.939471 59.2246436, 17.9394502 59.2243326, 17.9394528 59.2241982)",,
469950982,False,,Ortopedvägen,residential,30,True,59.562,,"LINESTRING (17.9453926 59.2246773, 17.9454513 59.2245605, 17.9455543 59.2243373, 17.9456227 59.2242016, 17.945638 59.2241567)",,
