osmid,name,highway,oneway,reversed,length,geometry,bridge,access
41949363,Sporredsvägen,unclassified,False,False,97.226,"LINESTRING (12.0772311 57.6127679, 12.0773224 57.6131856, 12.0774031 57.6134916, 12.0774313 57.6136356)",,
799225233,Sporredsvägen,unclassified,False,False,28.521,"LINESTRING (12.0772311 57.6127679, 12.0773145 57.6128364, 12.0773971 57.6129094, 12.0774964 57.6129812)",,
"[1145104809, 1145104810, 24507055]",Tvärgårdsvägen,unclassified,False,False,736.992,"LINESTRING (12.0787067 57.6149426, 12.0787597 57.6149358, 12.0788509 57.6149293, 12.0793478 57.6148871, 12.0796893 57.6148723, 12.0801396 57.614855, 12.0805704 57.6148294, 12.0806419 57.6147985, 12.0807205 57.6147502, 12.0808462 57.6146701, 12.0809476 57.6146321, 12.0811304 57.6146348, 12.0812852 57.6146658, 12.0818999 57.6148532, 12.0821894 57.6149213, 12.0824491 57.6149936, 12.0825138 57.6150372, 12.0825135 57.6150735, 12.0825097 57.6151996, 12.0825166 57.6152636, 12.0825668 57.6153145, 12.0826402 57.6153469, 12.0828523 57.6153895, 12.0830942 57.6154392, 12.0832718 57.6154714, 12.0835007 57.6155214, 12.0838038 57.6155653, 12.0840095 57.6155905, 12.0843342 57.6156262, 12.0845164 57.6156552, 12.0847013 57.6157001, 12.0847842 57.6156885, 12.0848476 57.6156346, 12.0848784 57.6155459, 12.0848861 57.6154468, 12.0849013 57.6153935, 12.0849436 57.6153116, 12.0850157 57.6152485, 12.0850895 57.6152208, 12.08518 57.6152091, 12.0853246 57.6152282, 12.0858721 57.6153358, 12.0860673 57.6153528, 12.0862624 57.6153612, 12.0872066 57.6153916, 12.0880336 57.6154248, 12.0881468 57.6154306, 12.0893897 57.6155007)",yes,
41949362,Sporredsvägen,unclassified,False,False,497.687,"LINESTRING (12.0787067 57.6149426, 12.0787282 57.6149728, 12.0787521 57.6150249, 12.078761 57.6150827, 12.0787533 57.6151479, 12.0786953 57.6152946, 12.0786332 57.6154395, 12.0786037 57.6155083, 12.0785501 57.6155731, 12.0784873 57.6156455, 12.0784753 57.6157129, 12.0784627 57.6157959, 12.0784622 57.6159091, 12.0784753 57.6160236, 12.0784845 57.6161173, 12.0784588 57.6163225, 12.078446 57.6165096, 12.078446 57.6165872, 12.0784459 57.6168768, 12.0784725 57.6172499, 12.0784535 57.6175171, 12.0783835 57.6177174, 12.0782764 57.6178941, 12.0781922 57.61803, 12.0780535 57.6184305, 12.0780525 57.6187384, 12.0781018 57.618921, 12.0782152 57.6190591, 12.0783845 57.6191724, 12.0785863 57.6192684)",,
"[41949362, 41949363]",Sporredsvägen,unclassified,False,True,161.214,"LINESTRING (12.0787067 57.6149426, 12.0786688 57.6149132, 12.0786263 57.6148906, 12.0784923 57.6148266, 12.0783701 57.6147444, 12.078307 57.6146876, 12.0782635 57.6146359, 12.0781159 57.6144201, 12.0778693 57.6141141, 12.0776785 57.6139502, 12.0775424 57.6138583, 12.0774933 57.6138092, 12.077462 57.6137441, 12.0774448 57.6136833)",,
41949362,Sporredsvägen,unclassified,False,True,406.97799999999995,"LINESTRING (12.0835702 57.6207267, 12.0835474 57.6207091, 12.0834897 57.6206882, 12.0833478 57.6206537, 12.0830794 57.6205714, 12.0828019 57.6204775, 12.0825165 57.6203667, 12.0823473 57.6202576, 12.0822256 57.6201434, 12.0822101 57.6200256, 12.0822088 57.6198697, 12.0821618 57.6197473, 12.0820862 57.6196504, 12.0819448 57.6194869, 12.0819079 57.6194336, 12.0818091 57.6192661, 12.0817175 57.6191936, 12.0815527 57.619151, 12.0813218 57.6191373, 12.0809177 57.6191252, 12.0806336 57.6191104, 12.0803648 57.6191038, 12.0800853 57.6191271, 12.0795045 57.6192061, 12.0789472 57.6192763, 12.0787633 57.6192846, 12.0785863 57.6192684)",,
"[24506977, 44573423, 1196271953, 1196283796, 1196274807]",Tulebo ängsväg,unclassified,False,True,695.4589999999998,"LINESTRING (12.0835702 57.6207267, 12.0836708 57.6207062, 12.0837606 57.6206854, 12.0838344 57.620666, 12.0839236 57.62062, 12.0839826 57.6205726, 12.0840269 57.6205268, 12.0840386 57.6205072, 12.0840476 57.6204864, 12.0840453 57.6204668, 12.0840319 57.6204433, 12.0840088 57.6204087, 12.083994 57.6203832, 12.0839873 57.6203672, 12.083985 57.620333, 12.0840151 57.6202885, 12.0840724 57.6202374, 12.0841277 57.6201885, 12.0842387 57.6200999, 12.0843619 57.6200213, 12.0844604 57.6199871, 12.0846523 57.6199426, 12.0847364 57.6199287, 12.084754 57.6199258, 12.0848485 57.619901, 12.0849269 57.6198615, 12.0850762 57.6197554, 12.0851826 57.6196204, 12.0852717 57.6194774, 12.085344 57.619369, 12.0854131 57.6192936, 12.0856113 57.6191799, 12.0859975 57.6188812, 12.0860792 57.6188228, 12.0864657 57.6185142, 12.08661 57.618396, 12.0867218 57.6183045, 12.0869049 57.6181393, 12.0870975 57.6179863, 12.0874621 57.617666, 12.0877987 57.6174189, 12.0878257 57.6173964, 12.0878537 57.6173672, 12.0878815 57.6173329, 12.0879307 57.6172775, 12.0879934 57.6172068, 12.0882353 57.6168884, 12.0883328 57.6167609, 12.0886575 57.6163489, 12.0890047 57.6159301, 12.0890261 57.6158906, 12.0891251 57.6157382, 12.0891827 57.6156568, 12.0893021 57.6155798, 12.0893897 57.6155007)",,no
"[24506977, 44573423, 1196271953, 1196283796, 1196274807]",Tulebo ängsväg,unclassified,False,False,695.4589999999998,"LINESTRING (12.0893897 57.6155007, 12.0893021 57.6155798, 12.0891827 57.6156568, 12.0891251 57.6157382, 12.0890261 57.6158906, 12.0890047 57.6159301, 12.0886575 57.6163489, 12.0883328 57.6167609, 12.0882353 57.6168884, 12.0879934 57.6172068, 12.0879307 57.6172775, 12.0878815 57.6173329, 12.0878537 57.6173672, 12.0878257 57.6173964, 12.0877987 57.6174189, 12.0874621 57.617666, 12.0870975 57.6179863, 12.0869049 57.6181393, 12.0867218 57.6183045, 12.08661 57.618396, 12.0864657 57.6185142, 12.0860792 57.6188228, 12.0859975 57.6188812, 12.0856113 57.6191799, 12.0854131 57.6192936, 12.085344 57.619369, 12.0852717 57.6194774, 12.0851826 57.6196204, 12.0850762 57.6197554, 12.0849269 57.6198615, 12.0848485 57.619901, 12.084754 57.6199258, 12.0847364 57.6199287, 12.0846523 57.6199426, 12.0844604 57.6199871, 12.0843619 57.6200213, 12.0842387 57.6200999, 12.0841277 57.6201885, 12.0840724 57.6202374, 12.0840151 57.6202885, 12.083985 57.620333, 12.0839873 57.6203672, 12.083994 57.6203832, 12.0840088 57.6204087, 12.0840319 57.6204433, 12.0840453 57.6204668, 12.0840476 57.6204864, 12.0840386 57.6205072, 12.0840269 57.6205268, 12.0839826 57.6205726, 12.0839236 57.62062, 12.0838344 57.620666, 12.0837606 57.6206854, 12.0836708 57.6207062, 12.0835702 57.6207267)",,no
"[788166609, 788166610]",Tulebo ängsväg,unclassified,False,True,161.061,"LINESTRING (12.0893897 57.6155007, 12.0899183 57.6152622, 12.0901107 57.6151751, 12.0902904 57.6150812, 12.0903119 57.61507, 12.0903594 57.6150444, 12.0907216 57.6148618, 12.091205 57.6146328, 12.0914057 57.614536)",,
"[1145104809, 1145104810, 24507055]",Tvärgårdsvägen,unclassified,False,True,736.9919999999998,"LINESTRING (12.0893897 57.6155007, 12.0881468 57.6154306, 12.0880336 57.6154248, 12.0872066 57.6153916, 12.0862624 57.6153612, 12.0860673 57.6153528, 12.0858721 57.6153358, 12.0853246 57.6152282, 12.08518 57.6152091, 12.0850895 57.6152208, 12.0850157 57.6152485, 12.0849436 57.6153116, 12.0849013 57.6153935, 12.0848861 57.6154468, 12.0848784 57.6155459, 12.0848476 57.6156346, 12.0847842 57.6156885, 12.0847013 57.6157001, 12.0845164 57.6156552, 12.0843342 57.6156262, 12.0840095 57.6155905, 12.0838038 57.6155653, 12.0835007 57.6155214, 12.0832718 57.6154714, 12.0830942 57.6154392, 12.0828523 57.6153895, 12.0826402 57.6153469, 12.0825668 57.6153145, 12.0825166 57.6152636, 12.0825097 57.6151996, 12.0825135 57.6150735, 12.0825138 57.6150372, 12.0824491 57.6149936, 12.0821894 57.6149213, 12.0818999 57.6148532, 12.0812852 57.6146658, 12.0811304 57.6146348, 12.0809476 57.6146321, 12.0808462 57.6146701, 12.0807205 57.6147502, 12.0806419 57.6147985, 12.0805704 57.6148294, 12.0801396 57.614855, 12.0796893 57.6148723, 12.0793478 57.6148871, 12.0788509 57.6149293, 12.0787597 57.6149358, 12.0787067 57.6149426)",yes,
