osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge,tunnel
8018910,Bävervägen,residential,30,False,False,115.017,"LINESTRING (18.1985524 59.308045, 18.1990246 59.3079911, 18.1995224 59.3079357, 18.1999822 59.3078399, 18.20025 59.3077749, 18.2003464 59.3077414, 18.2003606 59.3077372, 18.200453 59.3077097)",,,,
8018910,Bävervägen,residential,30,False,True,115.01700000000001,"LINESTRING (18.200453 59.3077097, 18.2003606 59.3077372, 18.2003464 59.3077414, 18.20025 59.3077749, 18.1999822 59.3078399, 18.1995224 59.3079357, 18.1990246 59.3079911, 18.1985524 59.308045)",,,,
310869632,Duvnäsvägen,tertiary,30,False,False,79.80199999999999,"LINESTRING (18.200453 59.3077097, 18.200509 59.3078344, 18.2006968 59.3084163)",,,,
8018896,Ugglevägen,residential,30,False,False,135.713,"LINESTRING (18.2001855 59.3097599, 18.2003167 59.3097758, 18.2004788 59.3097955, 18.200868 59.3098428, 18.2013503 59.30991, 18.2016643 59.3099556, 18.2023057 59.309981, 18.202525 59.3099898)",,,,
51081426,Duvnäsvägen,tertiary,50,True,False,48.615,"LINESTRING (18.2001855 59.3097599, 18.2001355 59.3099661, 18.2001317 59.3100108, 18.2001301 59.3100947, 18.2001201 59.3101345, 18.2001254 59.3101951)",,,,
310869632,Duvnäsvägen,tertiary,30,False,True,62.488,"LINESTRING (18.2001855 59.3097599, 18.200251 59.3096471, 18.20051 59.3092229)",,,,
465901025,Värmdövägen,secondary,50,True,False,4.833,"LINESTRING (18.2001254 59.3101951, 18.2001759 59.3102301)",roundabout,,,
"[1201388522, 8018773]",Ektorpsvägen,tertiary,40,True,False,43.747,"LINESTRING (18.2000707 59.310484, 18.2000104 59.3105387, 18.1999519 59.3106084, 18.1999047 59.3108621)",,,,
148224196,Värmdövägen,secondary,50,True,False,19.362000000000002,"LINESTRING (18.2000707 59.310484, 18.1999897 59.3104928, 18.1998669 59.3104999, 18.1997406 59.3104759)",roundabout,,,
4743103,Värmdövägen,secondary,50,True,False,13.643999999999998,"LINESTRING (18.1997406 59.3104759, 18.1996478 59.3104281, 18.1996143 59.3103754)",roundabout,,,
258436812,Värmdövägen,secondary,50,True,False,22.450000000000003,"LINESTRING (18.1996143 59.3103754, 18.1996089 59.3103233, 18.1996255 59.3102696, 18.1996778 59.3102291, 18.1997463 59.3101979)",roundabout,,,
465901022,Värmdövägen,secondary,50,True,False,9.626000000000001,"LINESTRING (18.1997463 59.3101979, 18.1998201 59.3101771, 18.1998995 59.3101612)",roundabout,,,
8018903,Duvnäsvägen,tertiary,50,True,False,47.515,"LINESTRING (18.1998995 59.3101612, 18.1999278 59.3101182, 18.1999567 59.310081, 18.2000012 59.3100021, 18.2001855 59.3097599)",,,,
258436809,Värmdövägen,secondary,50,True,False,13.57,"LINESTRING (18.1998995 59.3101612, 18.200018 59.3101679, 18.2001254 59.3101951)",roundabout,,,
310870109,Hägervägen,residential,30,False,True,110.429,"LINESTRING (18.2127156 59.3083004, 18.2107728 59.3083545)",,,,
310870109,Hägervägen,residential,30,False,False,110.429,"LINESTRING (18.2107728 59.3083545, 18.2127156 59.3083004)",,,,
319556070,Hägervägen,residential,30,False,True,22.385,"LINESTRING (18.2107728 59.3083545, 18.2103785 59.3083592)",,,,
8018956,Tranvägen,residential,30,False,False,44.107,"LINESTRING (18.2107728 59.3083545, 18.2107702 59.3083877, 18.2107835 59.3085356, 18.2107459 59.3085704, 18.2106738 59.3086061, 18.2105995 59.3086049, 18.2104376 59.3085796)",,,,
319556070,Hägervägen,residential,30,False,False,22.385,"LINESTRING (18.2103785 59.3083592, 18.2107728 59.3083545)",,,,
8018961,Tranvägen,residential,30,False,False,24.748,"LINESTRING (18.2103785 59.3083592, 18.2103831 59.3083953, 18.2104376 59.3085796)",,,,
"[310870108, 319556070]",Hägervägen,residential,30,False,True,53.833999999999996,"LINESTRING (18.2103785 59.3083592, 18.2098764 59.3083715, 18.2097507 59.3083589, 18.2094353 59.3083392)",,,,
8018904,Tranvägen,residential,30,False,True,95.867,"LINESTRING (18.2104376 59.3085796, 18.2107529 59.3087787, 18.2109521 59.3089392, 18.2111444 59.3092058, 18.2111643 59.3092453, 18.2112165 59.3093326)",,,,
8018956,Tranvägen,residential,30,False,True,44.107000000000006,"LINESTRING (18.2104376 59.3085796, 18.2105995 59.3086049, 18.2106738 59.3086061, 18.2107459 59.3085704, 18.2107835 59.3085356, 18.2107702 59.3083877, 18.2107728 59.3083545)",,,,
8018961,Tranvägen,residential,30,False,True,24.748,"LINESTRING (18.2104376 59.3085796, 18.2103831 59.3083953, 18.2103785 59.3083592)",,,,
8018795,Fasanvägen,residential,30,False,False,22.755,"LINESTRING (18.2112165 59.3093326, 18.2108211 59.3093665)",,,,
8018904,Tranvägen,residential,30,False,False,95.867,"LINESTRING (18.2112165 59.3093326, 18.2111643 59.3092453, 18.2111444 59.3092058, 18.2109521 59.3089392, 18.2107529 59.3087787, 18.2104376 59.3085796)",,,,
8018904,Tranvägen,residential,30,False,True,252.737,"LINESTRING (18.2112165 59.3093326, 18.2113039 59.3094585, 18.211344 59.3095743, 18.2114502 59.3098955, 18.2115161 59.3100809, 18.2115535 59.3103146, 18.2115629 59.3104878, 18.2115304 59.3109245, 18.2113769 59.3112556, 18.211273 59.311489, 18.2112408 59.3115706)",,,,
8018795,Fasanvägen,residential,30,False,True,22.755,"LINESTRING (18.2108211 59.3093665, 18.2112165 59.3093326)",,,,
8018795,Fasanvägen,residential,30,False,False,272.299,"LINESTRING (18.2108211 59.3093665, 18.2106512 59.3093446, 18.2094262 59.3091671, 18.2088424 59.3090836, 18.2087449 59.3090697, 18.2083784 59.3090412, 18.2083452 59.3090386, 18.2080398 59.309054, 18.2076856 59.3090718, 18.2076136 59.3090724, 18.2074074 59.309074, 18.2072724 59.3090582, 18.2068695 59.3090109, 18.2068465 59.3090082, 18.2061417 59.3089311)",,,,
