osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,lanes
"[1127630664, 23845396]",O 2544,tertiary,"['40', '50']",False,False,256.142,"LINESTRING (12.6682766 58.3341927, 12.6682122 58.3341524, 12.6681815 58.3341328, 12.6675463 58.3337176, 12.6671047 58.3334368, 12.6669614 58.3333251, 12.6668376 58.3332286, 12.6667483 58.3331403, 12.6666704 58.3330348, 12.6666282 58.3329303, 12.6666041 58.3327563, 12.6666094 58.3326418, 12.6666905 58.3321999, 12.6666961 58.3321751)",,,
"[154251318, 154251322, 24601518]",47,primary,40,False,False,147.769,"LINESTRING (12.6682766 58.3341927, 12.6688158 58.3339657, 12.6690554 58.3338673, 12.6694369 58.3337258, 12.6698814 58.3335974, 12.6702012 58.3335129, 12.6703938 58.3334783)",Södergatan,yes,2
22999584,,residential,40,False,False,101.46499999999999,"LINESTRING (12.6703938 58.3334783, 12.6703767 58.3334296, 12.6703728 58.3334213, 12.6700791 58.3325809)",Ågatan,,
22999584,,residential,40,False,True,64.364,"LINESTRING (12.6703938 58.3334783, 12.6704157 58.3335367, 12.6704211 58.333551, 12.6706072 58.3340462)",Ågatan,,
154251322,47,primary,40,False,False,178.466,"LINESTRING (12.6703938 58.3334783, 12.6706833 58.3334335, 12.670911 58.3334012, 12.6709358 58.3333977, 12.6712432 58.333359, 12.6712743 58.3333557, 12.6715041 58.3333309, 12.6717295 58.3333141, 12.6720348 58.3332913, 12.6724775 58.3332733, 12.6734061 58.3332356)",Södergatan,,2
"[154251322, 24601518, 154251318]",47,primary,40,False,True,147.76899999999998,"LINESTRING (12.6703938 58.3334783, 12.6702012 58.3335129, 12.6698814 58.3335974, 12.6694369 58.3337258, 12.6690554 58.3338673, 12.6688158 58.3339657, 12.6682766 58.3341927)",Södergatan,yes,2
22999622,,residential,40,False,False,105.48899999999999,"LINESTRING (12.6725563 58.3363283, 12.6726855 58.3357151, 12.6727042 58.3355808, 12.6726975 58.3355067, 12.6726598 58.3353854)",Ågatan,,
22999591,,residential,40,False,True,30.058,"LINESTRING (12.6708914 58.3348743, 12.6704182 58.3349809)",Balders väg,,
22999584,,residential,40,False,False,93.566,"LINESTRING (12.6708914 58.3348743, 12.6707331 58.3343954, 12.6706072 58.3340462)",Ågatan,,
"[22999584, 22999587]",,residential,40,False,"[False, True]",123.247,"LINESTRING (12.6708914 58.3348743, 12.6722695 58.335402, 12.6723586 58.3354198, 12.6724497 58.3354181, 12.6726598 58.3353854)","['Ågatan', 'Oskarsgatan']",,
22999584,,residential,40,False,False,64.364,"LINESTRING (12.6706072 58.3340462, 12.6704211 58.333551, 12.6704157 58.3335367, 12.6703938 58.3334783)",Ågatan,,
22999584,,residential,40,False,True,93.566,"LINESTRING (12.6706072 58.3340462, 12.6707331 58.3343954, 12.6708914 58.3348743)",Ågatan,,
22999589,,residential,,False,False,170.809,"LINESTRING (12.6706072 58.3340462, 12.6714751 58.3339782, 12.6735013 58.3338196)",Badgatan,,
22999584,,residential,40,False,False,70.687,"LINESTRING (12.6700791 58.3325809, 12.6699196 58.3321893, 12.6698713 58.3320523, 12.6698905 58.3319569)",Ågatan,,
22999584,,residential,40,False,True,101.46499999999999,"LINESTRING (12.6700791 58.3325809, 12.6703728 58.3334213, 12.6703767 58.3334296, 12.6703938 58.3334783)",Ågatan,,
22999628,,residential,40,False,False,187.32800000000003,"LINESTRING (12.6700791 58.3325809, 12.6706694 58.3325547, 12.6706849 58.332554, 12.6713242 58.3325271, 12.6714061 58.3325237, 12.6718857 58.3325035, 12.6721092 58.3324941, 12.6721605 58.3324919, 12.6721953 58.3324905, 12.6731429 58.3324465, 12.673277 58.3324411)",Lutmansgatan,,
22999629,,residential,40,False,False,193.459,"LINESTRING (12.6698905 58.3319569, 12.6731524 58.3316498)",Hallers väg,,
22999584,,residential,40,False,False,85.101,"LINESTRING (12.6698905 58.3319569, 12.6699458 58.3318764, 12.6701056 58.3317282, 12.670236 58.3315947, 12.6702704 58.3315321, 12.6702993 58.3314455, 12.6703222 58.3312395)",Ågatan,,
22999584,,residential,40,False,True,70.687,"LINESTRING (12.6698905 58.3319569, 12.6698713 58.3320523, 12.6699196 58.3321893, 12.6700791 58.3325809)",Ågatan,,
22999632,,residential,40,False,False,245.582,"LINESTRING (12.6703222 58.3312395, 12.6744613 58.3308451)",Ängsvägen,,
22999584,,residential,40,False,False,103.088,"LINESTRING (12.6703222 58.3312395, 12.6703308 58.3310328, 12.6703517 58.3309452, 12.6704748 58.3308119, 12.6709689 58.3304034)",Ågatan,,
22999584,,residential,40,False,True,85.10100000000001,"LINESTRING (12.6703222 58.3312395, 12.6702993 58.3314455, 12.6702704 58.3315321, 12.670236 58.3315947, 12.6701056 58.3317282, 12.6699458 58.3318764, 12.6698905 58.3319569)",Ågatan,,
22999584,,residential,40,False,False,155.518,"LINESTRING (12.6709689 58.3304034, 12.6710399 58.3302341, 12.6711255 58.3300515, 12.67117 58.3299516, 12.6711579 58.329843, 12.6711363 58.3296889, 12.6710934 58.3295487, 12.6708362 58.3290369)",Ågatan,,
22999584,,residential,40,False,True,103.08800000000001,"LINESTRING (12.6709689 58.3304034, 12.6704748 58.3308119, 12.6703517 58.3309452, 12.6703308 58.3310328, 12.6703222 58.3312395)",Ågatan,,
22999627,,residential,40,False,False,266.93,"LINESTRING (12.6709689 58.3304034, 12.6712309 58.3304267, 12.6713611 58.3304285, 12.6715146 58.3304203, 12.6736878 58.3302093, 12.6740945 58.3301695, 12.6741739 58.3301828, 12.6742259 58.3301975, 12.6742651 58.330301, 12.674322 58.3304797, 12.6744017 58.3306888, 12.6744613 58.3308451)",Ambjörnsvägen,,
22999587,,residential,,False,False,62.913,"LINESTRING (12.6729357 58.3353378, 12.6739786 58.335195)",Oskarsgatan,,
22999587,,residential,,False,True,16.952,"LINESTRING (12.6729357 58.3353378, 12.6726598 58.3353854)",Oskarsgatan,,
22999625,,residential,40,False,False,163.291,"LINESTRING (12.6729357 58.3353378, 12.6725612 58.3344324, 12.6735785 58.3343398)",Västra torget,,
22999587,,residential,,False,True,62.913,"LINESTRING (12.6739786 58.335195, 12.6729357 58.3353378)",Oskarsgatan,,
22999623,,residential,,False,True,97.92,"LINESTRING (12.6739786 58.335195, 12.6735785 58.3343398)",Vallgatan,,
22999623,,residential,,False,False,98.739,"LINESTRING (12.6739786 58.335195, 12.6741068 58.3354865, 12.6742241 58.3357462, 12.6743688 58.3360257, 12.6743859 58.3360567)",Vallgatan,,
22999589,,residential,,False,True,170.809,"LINESTRING (12.6735013 58.3338196, 12.6714751 58.3339782, 12.6706072 58.3340462)",Badgatan,,
22999623,,residential,,False,False,58.025,"LINESTRING (12.6735013 58.3338196, 12.6735492 58.3341875, 12.6735785 58.3343398)",Vallgatan,,
231059917,,residential,40,False,True,65.175,"LINESTRING (12.6735013 58.3338196, 12.6734165 58.3332996, 12.6734061 58.3332356)",Vallgatan,,
22999591,,residential,40,False,False,101.885,"LINESTRING (12.6676986 58.3369157, 12.6670426 58.3360666)",Balders väg,,
22999591,,residential,40,False,True,101.885,"LINESTRING (12.6670426 58.3360666, 12.6676986 58.3369157)",Balders väg,,
22999591,,residential,40,False,False,261.97900000000004,"LINESTRING (12.6670426 58.3360666, 12.6668617 58.3358229, 12.6668447 58.3357726, 12.6669295 58.335722, 12.6672075 58.3356519, 12.6685722 58.3353675, 12.6704182 58.3349809)",Balders väg,,
22999592,,residential,40,False,False,164.409,"LINESTRING (12.6670426 58.3360666, 12.668041 58.3358591, 12.6681456 58.3358556, 12.6682117 58.3358919, 12.6684997 58.3362743, 12.6687751 58.3366456)",Ekvägen,,
22999592,,residential,40,False,True,164.409,"LINESTRING (12.6687751 58.3366456, 12.6684997 58.3362743, 12.6682117 58.3358919, 12.6681456 58.3358556, 12.668041 58.3358591, 12.6670426 58.3360666)",Ekvägen,,
22999593,,residential,40,False,False,39.022,"LINESTRING (12.6706718 58.3353056, 12.6704182 58.3349809)",Kvarnvägen,,
22999593,,residential,40,False,False,322.32499999999993,"LINESTRING (12.6706718 58.3353056, 12.6695261 58.3355423, 12.6694796 58.3355732, 12.6694702 58.3356128, 12.6699422 58.3362306, 12.6699897 58.3362617, 12.6700485 58.3362733, 12.6701188 58.3362683, 12.6705983 58.336172, 12.6711798 58.3360505, 12.6712015 58.3360148, 12.6711783 58.3359748, 12.6706718 58.3353056)",Kvarnvägen,,
22999593,,residential,40,False,True,322.325,"LINESTRING (12.6706718 58.3353056, 12.6711783 58.3359748, 12.6712015 58.3360148, 12.6711798 58.3360505, 12.6705983 58.336172, 12.6701188 58.3362683, 12.6700485 58.3362733, 12.6699897 58.3362617, 12.6699422 58.3362306, 12.6694702 58.3356128, 12.6694796 58.3355732, 12.6695261 58.3355423, 12.6706718 58.3353056)",Kvarnvägen,,
22999591,,residential,40,False,False,30.058,"LINESTRING (12.6704182 58.3349809, 12.6708914 58.3348743)",Balders väg,,
22999593,,residential,40,False,True,39.022,"LINESTRING (12.6704182 58.3349809, 12.6706718 58.3353056)",Kvarnvägen,,
