osmid,highway,oneway,reversed,length,geometry,maxspeed,ref,name
837262920,unclassified,False,True,123.00699999999999,"LINESTRING (12.7847332 58.0344923, 12.7829265 58.0343151, 12.7826786 58.0342908)",,,
83127510,unclassified,False,False,246.49600000000004,"LINESTRING (12.7852817 58.0325901, 12.7852602 58.0326682, 12.7852321 58.0327449, 12.7851851 58.0328103, 12.7851073 58.032877, 12.7849939 58.0329516, 12.7849323 58.0329921, 12.7846599 58.0331514, 12.7838863 58.0335952, 12.7837649 58.0336672, 12.7833346 58.033913, 12.7828353 58.0342006, 12.7827734 58.0342362, 12.7826786 58.0342908)",70,,
"[1128393257, 317114817, 317114813]",tertiary,False,True,418.823,"LINESTRING (12.7852817 58.0325901, 12.7850293 58.0325783, 12.7848297 58.0325632, 12.7845573 58.0325373, 12.7840707 58.0324701, 12.7838159 58.0324311, 12.7836429 58.0324013, 12.7831022 58.0322806, 12.7829783 58.0322453, 12.7826181 58.0321428, 12.7821958 58.0320066, 12.7819599 58.0319305, 12.7806936 58.031468, 12.7805561 58.0314331, 12.7801689 58.0313487, 12.7799664 58.0313074, 12.7798033 58.0312836, 12.7796205 58.0312679, 12.7794087 58.0312516, 12.7790176 58.0312246, 12.778782 58.0312198)","['70', '50']",O 1902,Hobergsvägen
83127510,unclassified,False,True,262.85200000000003,"LINESTRING (12.7792896 58.0371533, 12.7794858 58.0370544, 12.7799332 58.0366083, 12.7808074 58.0357367, 12.7810321 58.0355181, 12.7812072 58.0353425, 12.7813436 58.0352281, 12.7815326 58.035122)",70,,
"[317114817, 317114813, 1128393257]",tertiary,False,False,418.823,"LINESTRING (12.778782 58.0312198, 12.7790176 58.0312246, 12.7794087 58.0312516, 12.7796205 58.0312679, 12.7798033 58.0312836, 12.7799664 58.0313074, 12.7801689 58.0313487, 12.7805561 58.0314331, 12.7806936 58.031468, 12.7819599 58.0319305, 12.7821958 58.0320066, 12.7826181 58.0321428, 12.7829783 58.0322453, 12.7831022 58.0322806, 12.7836429 58.0324013, 12.7838159 58.0324311, 12.7840707 58.0324701, 12.7845573 58.0325373, 12.7848297 58.0325632, 12.7850293 58.0325783, 12.7852817 58.0325901)","['70', '50']",O 1902,Hobergsvägen
81756208,unclassified,False,True,348.487,"LINESTRING (12.7815326 58.035122, 12.7852362 58.037567)",,,Lindbladsvägen
83127510,unclassified,False,False,262.852,"LINESTRING (12.7815326 58.035122, 12.7813436 58.0352281, 12.7812072 58.0353425, 12.7810321 58.0355181, 12.7808074 58.0357367, 12.7799332 58.0366083, 12.7794858 58.0370544, 12.7792896 58.0371533)",70,,
83127510,unclassified,False,True,117.955,"LINESTRING (12.7815326 58.035122, 12.7815199 58.0350191, 12.7815713 58.0349434, 12.7826786 58.0342908)",70,,
81756208,unclassified,False,False,348.487,"LINESTRING (12.7852362 58.037567, 12.7815326 58.035122)",,,Lindbladsvägen
83127510,unclassified,False,False,117.955,"LINESTRING (12.7826786 58.0342908, 12.7815713 58.0349434, 12.7815199 58.0350191, 12.7815326 58.035122)",70,,
83127510,unclassified,False,True,246.496,"LINESTRING (12.7826786 58.0342908, 12.7827734 58.0342362, 12.7828353 58.0342006, 12.7833346 58.033913, 12.7837649 58.0336672, 12.7838863 58.0335952, 12.7846599 58.0331514, 12.7849323 58.0329921, 12.7849939 58.0329516, 12.7851073 58.032877, 12.7851851 58.0328103, 12.7852321 58.0327449, 12.7852602 58.0326682, 12.7852817 58.0325901)",70,,
837262920,unclassified,False,False,123.00699999999999,"LINESTRING (12.7826786 58.0342908, 12.7829265 58.0343151, 12.7847332 58.0344923)",,,
