osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access,junction
160962059,W 635,Vasagatan,tertiary,40,False,True,37.53,"LINESTRING (15.4153546 60.1430814, 15.4159646 60.1432287)",,,,
"[160962059, 45929151]",W 635,"['Vasagatan', 'Torggatan']",tertiary,40,False,False,132.242,"LINESTRING (15.4153546 60.1430814, 15.4149048 60.1429694, 15.4144432 60.1428433, 15.4146562 60.1426233, 15.4151798 60.1422781)",,,,
361398967,,Bergavägen,residential,40,False,True,59.016,"LINESTRING (15.4153546 60.1430814, 15.4151271 60.1433233, 15.414926 60.1435672)",,,,
59147772,,Grenandervägen,residential,,False,False,75.075,"LINESTRING (15.4059103 60.1468869, 15.4070213 60.1472742)",,,,
72839454,,Dalagatan,residential,40,False,True,152.087,"LINESTRING (15.4059103 60.1468869, 15.4076918 60.1458456)",,,,
"[361398968, 361398969, 59164418]",W 635,Vasagatan,tertiary,40,False,False,152.786,"LINESTRING (15.4096644 60.1402809, 15.408993 60.1400063, 15.4083641 60.1397406, 15.4079497 60.1395379, 15.407653 60.1393468)",yes,,,
59164418,W 635,Vasagatan,tertiary,40,False,True,104.5,"LINESTRING (15.4096644 60.1402809, 15.4099027 60.1403761, 15.4103432 60.1405519, 15.411024 60.1409284)",,,,
45928635,,Nordvalls väg,residential,,False,False,75.222,"LINESTRING (15.4204442 60.1448561, 15.4199507 60.1454864)",,,,
59585335,,Malmgatan,residential,40,False,True,92.799,"LINESTRING (15.4204442 60.1448561, 15.4189129 60.1445164)",,,,
45928635,,Nordvalls väg,residential,,False,True,50.303,"LINESTRING (15.4204442 60.1448561, 15.4208489 60.1444853, 15.4208773 60.1444584)",,,,
45928653,,Malmgatan,residential,,False,True,99.17699999999999,"LINESTRING (15.4204442 60.1448561, 15.4211952 60.1450484, 15.4216029 60.1451552, 15.4219677 60.1453154)",,,,
45928635,,Nordvalls väg,residential,,False,True,75.222,"LINESTRING (15.4199507 60.1454864, 15.4204442 60.1448561)",,,,
45928635,,Nordvalls väg,residential,,False,False,232.543,"LINESTRING (15.4199507 60.1454864, 15.4194786 60.1462234, 15.4196074 60.146704, 15.419779 60.1469177, 15.4199292 60.1470031, 15.4200794 60.1470886, 15.420809 60.1471847)",,,,
45928640,,Skolgatan,residential,,False,True,229.094,"LINESTRING (15.4199507 60.1454864, 15.421045 60.1458388, 15.4212596 60.1460097, 15.421324 60.1461593, 15.4212167 60.1463836, 15.420809 60.1471847)",,,,
45928635,,Nordvalls väg,residential,,False,False,84.714,"LINESTRING (15.420809 60.1471847, 15.4222816 60.1473923)",,,,
45928635,,Nordvalls väg,residential,,False,True,232.543,"LINESTRING (15.420809 60.1471847, 15.4200794 60.1470886, 15.4199292 60.1470031, 15.419779 60.1469177, 15.4196074 60.146704, 15.4194786 60.1462234, 15.4199507 60.1454864)",,,,
45928640,,Skolgatan,residential,,False,False,229.094,"LINESTRING (15.420809 60.1471847, 15.4212167 60.1463836, 15.421324 60.1461593, 15.4212596 60.1460097, 15.421045 60.1458388, 15.4199507 60.1454864)",,,,
45928635,,Nordvalls väg,residential,,False,True,84.714,"LINESTRING (15.4222816 60.1473923, 15.420809 60.1471847)",,,,
45928653,,Malmgatan,residential,,False,False,247.88100000000003,"LINESTRING (15.4222816 60.1473923, 15.4227831 60.1462981, 15.4227831 60.1460418, 15.4226973 60.1458388, 15.4224183 60.1455611, 15.4219677 60.1453154)",,,,
45928653,,Malmgatan,residential,,False,False,99.17699999999999,"LINESTRING (15.4219677 60.1453154, 15.4216029 60.1451552, 15.4211952 60.1450484, 15.4204442 60.1448561)",,,,
45928653,,Malmgatan,residential,,False,True,247.88100000000003,"LINESTRING (15.4219677 60.1453154, 15.4224183 60.1455611, 15.4226973 60.1458388, 15.4227831 60.1460418, 15.4227831 60.1462981, 15.4222816 60.1473923)",,,,
59164643,,Hantverkaregatan,residential,40,False,False,72.134,"LINESTRING (15.4219677 60.1453154, 15.4225018 60.1447754, 15.4225433 60.1447334)",,,,
59164418,W 635,Vasagatan,tertiary,40,False,False,104.5,"LINESTRING (15.411024 60.1409284, 15.4103432 60.1405519, 15.4099027 60.1403761, 15.4096644 60.1402809)",,,,
59164421,W 635,Hamngatan,tertiary,40,False,True,92.445,"LINESTRING (15.411024 60.1409284, 15.411194 60.1408749, 15.4115672 60.1407906, 15.4125468 60.1405904)",,2,,
73150913,,Vasagatan,residential,30,False,True,108.209,"LINESTRING (15.411024 60.1409284, 15.4111484 60.1410228, 15.4120638 60.1417524)",,,,
59164414,,Bagaregatan,residential,40,False,True,23.129,"LINESTRING (15.415293 60.1414247, 15.4156497 60.1413164)",,,,
59164422,W 635,Trädgårdsvägen,tertiary,40,False,False,56.146,"LINESTRING (15.415293 60.1414247, 15.4152555 60.1413949, 15.4147552 60.1409966)",,,,
"[59164422, 45929151]",W 635,"['Torggatan', 'Trädgårdsvägen']",tertiary,40,False,True,112.07099999999998,"LINESTRING (15.415293 60.1414247, 15.4157366 60.1418027, 15.4156967 60.1419316, 15.4156672 60.1419981, 15.415562 60.1420771, 15.4151798 60.1422781)",,,,
59164412,,Sveavägen,residential,40,False,True,172.848,"LINESTRING (15.4147552 60.1409966, 15.417369 60.1401464)",,,,
62082183,,Sveavägen,residential,,False,False,99.22,"LINESTRING (15.4147552 60.1409966, 15.413177 60.1414195)",,,,
59164422,W 635,Trädgårdsvägen,tertiary,40,False,False,85.493,"LINESTRING (15.4147552 60.1409966, 15.4146417 60.1409124, 15.4141236 60.1405283, 15.4139848 60.1404479, 15.4138134 60.1403982)",,,,
59164422,W 635,Trädgårdsvägen,tertiary,40,False,True,56.146,"LINESTRING (15.4147552 60.1409966, 15.4152555 60.1413949, 15.415293 60.1414247)",,,,
224711809,,Risgatan,residential,40,False,False,98.572,"LINESTRING (15.4125468 60.1405904, 15.413177 60.1414195)",,,,
59164411,,Risgatan,residential,40,False,False,98.32900000000001,"LINESTRING (15.4125468 60.1405904, 15.4121303 60.1402893, 15.4115223 60.1398681)",,,,
