osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,width,geometry
53856813,Åråsvägen,residential,40,False,False,10.346,,,,"LINESTRING (13.4662729 59.3279647, 13.4663647 59.3278843)"
1194890631,Industrileden,secondary,60,True,False,122.049,1,S 557,4.5,"LINESTRING (13.4662729 59.3279647, 13.4659486 59.3278755, 13.4648918 59.3275943, 13.4643868 59.3274374)"
1194890676,Industrileden,secondary,60,True,False,122.77,1,S 557,4.5,"LINESTRING (13.4643868 59.3274374, 13.465223 59.3276073, 13.4658815 59.3277654, 13.4663647 59.3278843)"
53856813,Åråsvägen,residential,40,False,True,10.346,,,,"LINESTRING (13.4663647 59.3278843, 13.4662729 59.3279647)"
53856813,Åråsvägen,residential,40,False,False,132.269,,,,"LINESTRING (13.4663647 59.3278843, 13.4663888 59.3278531, 13.4664881 59.3277249, 13.4668048 59.3270082, 13.4669426 59.3267336)"
167200239,Vändgatan,residential,30,False,True,124.22700000000003,,,,"LINESTRING (13.4706012 59.31957, 13.4706466 59.3195552, 13.4708587 59.3195331, 13.4712244 59.3195322, 13.4718293 59.3195462, 13.4718426 59.3195465, 13.4720699 59.3195574, 13.472183 59.3195704, 13.4722926 59.3195952, 13.4723623 59.3196109, 13.4724126 59.3196221, 13.4724441 59.319632, 13.472702 59.3197126)"
167305517,Brattvägen,residential,30,False,True,39.729,,,,"LINESTRING (13.4744009 59.3229389, 13.4745483 59.3229187, 13.4745802 59.3229143, 13.4750871 59.322869)"
585986831,,unclassified,,False,True,109.05899999999998,,,,"LINESTRING (13.4669613 59.3229252, 13.4668472 59.3228257, 13.4666865 59.3226717, 13.4661469 59.3220726, 13.4661102 59.322047)"
85028456,Gnejsvägen,residential,30,False,True,106.97399999999999,,,,"LINESTRING (13.4634131 59.3217718, 13.4631866 59.3218257, 13.462918 59.3218833, 13.462874 59.3218988, 13.4627076 59.3219572, 13.4626422 59.3219802, 13.4621057 59.3221528, 13.461803 59.3222659)"
"[498025148, 1184061437]",,residential,30,False,True,147.169,,,,"LINESTRING (13.4722989 59.3257553, 13.4725521 59.3256485, 13.472748 59.3256082, 13.4730886 59.325546, 13.4733953 59.3255029, 13.473507 59.3254871, 13.4738852 59.3254468, 13.4739246 59.3254444, 13.4742311 59.325426, 13.4743976 59.3254194, 13.4745235 59.3254027, 13.4747473 59.3253832)"
542908343,Gärdesvägen,residential,30,False,True,92.728,,,,"LINESTRING (13.4643921 59.3237555, 13.4642828 59.3237572, 13.4638119 59.3237723, 13.463675 59.3237767, 13.463073 59.3237949, 13.4627604 59.3238044)"
53856817,Lunserudsvägen,residential,30,False,True,4.377,,,,"LINESTRING (13.4661102 59.322047, 13.4661715 59.3220231)"
53856817,Lunserudsvägen,residential,30,False,False,79.083,,,,"LINESTRING (13.4661102 59.322047, 13.46597 59.3221017, 13.4654832 59.3222946, 13.4653454 59.3223453, 13.4652044 59.3223971, 13.4650005 59.3224773)"
585986831,,unclassified,,False,False,109.05899999999998,,,,"LINESTRING (13.4661102 59.322047, 13.4661469 59.3220726, 13.4666865 59.3226717, 13.4668472 59.3228257, 13.4669613 59.3229252)"
303643751,Mellanvägen,residential,30,False,True,117.55299999999998,,,,"LINESTRING (13.470808 59.3207821, 13.470808 59.320819, 13.4708079 59.3209552, 13.4708078 59.3210544, 13.4708076 59.32139, 13.4708075 59.321464, 13.4708075 59.3215039, 13.4707913 59.3216069, 13.4707767 59.3217004, 13.4707684 59.3217531, 13.4707551 59.3218382)"
"[1007664285, 85674430]",,residential,30,False,True,194.71800000000002,,,,"LINESTRING (13.464695 59.322662, 13.4646802 59.3227088, 13.4647273 59.3227839, 13.464774 59.3229024, 13.4647681 59.3229338, 13.4647329 59.322963, 13.4646829 59.322978, 13.4643748 59.3229913, 13.4638914 59.3230109, 13.4634732 59.3230184, 13.4633861 59.3230191, 13.4632985 59.3230163, 13.4632147 59.3230054, 13.4630678 59.3229566, 13.4628782 59.3228756, 13.462825 59.3228625, 13.4627259 59.3228546, 13.4625396 59.322853, 13.4622681 59.3228587, 13.4620214 59.3228639)"
"[985163789, 303643750]",Björkhagsgatan,residential,30,False,True,79.27199999999999,,,,"LINESTRING (13.4684382 59.3254398, 13.4682488 59.3254857, 13.4681007 59.3255034, 13.4676264 59.3256192, 13.4672575 59.3257093, 13.4671661 59.325731)"
1118756679,Prästgårdsvägen,residential,30,False,True,21.819,,,,"LINESTRING (13.4723375 59.3214104, 13.4723434 59.3212142)"
162945830,Prästgårdsvägen,residential,30,False,False,53.109,,,,"LINESTRING (13.4725943 59.320729, 13.4726473 59.3208673, 13.4728037 59.3211944)"
162945830,Prästgårdsvägen,residential,30,False,True,37.207,,,,"LINESTRING (13.4725943 59.320729, 13.472551 59.3206159, 13.47246 59.3204015)"
1118756680,Prästgårdsvägen,residential,30,False,True,63.881,,,,"LINESTRING (13.4725943 59.320729, 13.4723375 59.3207805, 13.4723434 59.3212142)"
1118756679,Prästgårdsvägen,residential,30,False,False,21.819,,,,"LINESTRING (13.4723434 59.3212142, 13.4723375 59.3214104)"
1118756680,Prästgårdsvägen,residential,30,False,True,26.208,,,,"LINESTRING (13.4723434 59.3212142, 13.4728037 59.3211944)"
1118756680,Prästgårdsvägen,residential,30,False,False,63.881,,,,"LINESTRING (13.4723434 59.3212142, 13.4723375 59.3207805, 13.4725943 59.320729)"
1118756680,Prästgårdsvägen,residential,30,False,False,26.208,,,,"LINESTRING (13.4728037 59.3211944, 13.4723434 59.3212142)"
162945830,Prästgårdsvägen,residential,30,False,False,64.16000000000001,,,,"LINESTRING (13.4728037 59.3211944, 13.4728464 59.3212839, 13.4729656 59.3215057, 13.4730726 59.3217048, 13.4730986 59.3217514)"
162945830,Prästgårdsvägen,residential,30,False,True,53.109,,,,"LINESTRING (13.4728037 59.3211944, 13.4726473 59.3208673, 13.4725943 59.320729)"
54184086,Gamla Hovlandavägen,residential,30,False,False,74.87,2,,,"LINESTRING (13.4742534 59.3243016, 13.4743244 59.3242851, 13.4743917 59.3242695, 13.4745934 59.32424, 13.4746706 59.3242288, 13.4747402 59.3242215, 13.475127 59.3241809, 13.475236 59.3241708, 13.4755321 59.3241432)"
75569067,Mörmovägen,tertiary,40,False,False,89.34099999999998,,,8,"LINESTRING (13.4742534 59.3243016, 13.474105 59.3241933, 13.4739045 59.3240771, 13.4737642 59.3240149, 13.4736029 59.3239505, 13.4734339 59.3238936, 13.4730954 59.3237674)"
75569067,Mörmovägen,tertiary,40,False,True,72.48400000000001,,,8,"LINESTRING (13.4742534 59.3243016, 13.4743318 59.3244108, 13.4743845 59.324496, 13.474433 59.3246004, 13.4744463 59.3246316, 13.4745639 59.3249327)"
162945827,Ekebovägen,residential,30,False,True,219.063,,,,"LINESTRING (13.4745336 59.3196685, 13.4745806 59.3196742, 13.4746268 59.3196881, 13.4748603 59.3198182, 13.4752766 59.3200891, 13.4760816 59.3205863, 13.4764287 59.3208209, 13.4765999 59.320959, 13.4768357 59.3212285)"
162945829,Herleniusvägen,residential,30,False,True,203.317,,,,"LINESTRING (13.4745336 59.3196685, 13.4745055 59.3197361, 13.4744981 59.3197943, 13.4745316 59.3198542, 13.4757589 59.3213686)"
"[1195334972, 167305524]",Hagavägen,residential,30,False,"[False, True]",239.322,,,,"LINESTRING (13.4745336 59.3196685, 13.4744626 59.3196746, 13.4743883 59.3196874, 13.4739271 59.3197711, 13.4738646 59.3197864, 13.4738306 59.3198243, 13.4738303 59.3198491, 13.4738464 59.3199038, 13.4739456 59.3201303, 13.4739965 59.3202202, 13.4745894 59.3215286)"
1099877462,Bruksgatan,tertiary,40,False,False,37.912,,,8,"LINESTRING (13.4626985 59.3233716, 13.4620314 59.3233918)"
542908345,Nygatan,residential,30,False,True,48.266000000000005,,,,"LINESTRING (13.4626985 59.3233716, 13.4626988 59.3234088, 13.4627002 59.3234189, 13.4627327 59.3236523, 13.4627604 59.3238044)"
"[1195334994, 1099877462, 1195334926]",Bruksgatan,tertiary,"['40', '30']",False,"[False, True]",122.22099999999999,,,"['8.0', '8']","LINESTRING (13.4626985 59.3233716, 13.4635903 59.3233412, 13.4642927 59.3233171, 13.4645184 59.3232926, 13.4646705 59.323276, 13.4648364 59.3232563)"
1099877462,Bruksgatan,tertiary,40,False,True,37.912,,,8,"LINESTRING (13.4620314 59.3233918, 13.4626985 59.3233716)"
85384409,Grytuddsvägen,residential,30,False,True,58.702,,,,"LINESTRING (13.4620314 59.3233918, 13.4620305 59.3233378, 13.46203 59.323311, 13.4620263 59.3231209, 13.4620238 59.3229931, 13.4620214 59.3228639)"
53856817,Lunserudsvägen,residential,30,False,True,68.694,,,,"LINESTRING (13.4745894 59.3215286, 13.4757589 59.3213686)"
167305524,Hagavägen,residential,30,False,False,151.697,,,,"LINESTRING (13.4745894 59.3215286, 13.4750871 59.322869)"
53856817,Lunserudsvägen,residential,30,False,False,88.182,,,,"LINESTRING (13.4745894 59.3215286, 13.4741643 59.3215922, 13.4735472 59.3216741, 13.4731713 59.3217416, 13.4730986 59.3217514)"
"[167305524, 1195334972]",Hagavägen,residential,30,False,"[False, True]",239.322,,,,"LINESTRING (13.4745894 59.3215286, 13.4739965 59.3202202, 13.4739456 59.3201303, 13.4738464 59.3199038, 13.4738303 59.3198491, 13.4738306 59.3198243, 13.4738646 59.3197864, 13.4739271 59.3197711, 13.4743883 59.3196874, 13.4744626 59.3196746, 13.4745336 59.3196685)"
162945827,Ekebovägen,residential,30,False,False,14.293,,,,"LINESTRING (13.4769517 59.3213426, 13.4768357 59.3212285)"
162945827,Ekebovägen,residential,30,False,True,149.181,,,,"LINESTRING (13.4769517 59.3213426, 13.4770049 59.3213948, 13.4772167 59.3216758, 13.4775003 59.3220888, 13.4778432 59.322604)"
923900015,Lunserudsvägen,residential,30,False,True,114.523,,,,"LINESTRING (13.4769517 59.3213426, 13.4773627 59.3212454, 13.4776183 59.3211474, 13.477773 59.3210982, 13.478157 59.3210245, 13.4787886 59.3209393)"
923900015,Lunserudsvägen,residential,30,False,False,114.523,,,,"LINESTRING (13.4787886 59.3209393, 13.478157 59.3210245, 13.477773 59.3210982, 13.4776183 59.3211474, 13.4773627 59.3212454, 13.4769517 59.3213426)"
167305524,Hagavägen,residential,30,False,True,67.68,,,,"LINESTRING (13.4755321 59.3241432, 13.4753259 59.3235437)"
54184086,Gamla Hovlandavägen,residential,30,False,False,100.871,2,,,"LINESTRING (13.4755321 59.3241432, 13.4762748 59.3240773, 13.4767652 59.3240338, 13.4772839 59.3239878)"
54184086,Gamla Hovlandavägen,residential,30,False,True,74.86999999999999,2,,,"LINESTRING (13.4755321 59.3241432, 13.475236 59.3241708, 13.475127 59.3241809, 13.4747402 59.3242215, 13.4746706 59.3242288, 13.4745934 59.32424, 13.4743917 59.3242695, 13.4743244 59.3242851, 13.4742534 59.3243016)"
54184086,Gamla Hovlandavägen,residential,30,False,True,78.779,2,,,"LINESTRING (13.4786523 59.3238673, 13.4784101 59.3238906, 13.4773432 59.3239827, 13.4772839 59.3239878)"
162945827,Ekebovägen,residential,30,False,False,147.928,,,,"LINESTRING (13.4786523 59.3238673, 13.4785781 59.3236944, 13.4782548 59.323175, 13.4778432 59.322604)"
167305523,Nygatan,residential,30,False,False,103.61500000000001,,,,"LINESTRING (13.4635581 59.3255967, 13.4645772 59.325356, 13.4652157 59.3252053)"
