osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
"[41754528, 1130735892, 1131057113, 275526843, 275526847]",5,Christian 8.s Vej,tertiary,50,False,"[False, True]",182.595,"LINESTRING (9.5526606 56.172068, 9.5526633 56.1719215, 9.5526829 56.1718382, 9.5527397 56.1716446, 9.5528246 56.1714962, 9.552922 56.1713497, 9.5529614 56.171269, 9.5529838 56.1711883, 9.5529912 56.1711164, 9.5529681 56.1709447, 9.5529222 56.1707732, 9.5528683 56.1705887, 9.5528606 56.1705593, 9.5528109 56.1704591)",,
"[1130735855, 275533996, 275533989, 275533991]","['4', '6', '3']",Christian 8.s Vej,tertiary,50,False,"[False, True]",220.49099999999999,"LINESTRING (9.5526606 56.172068, 9.5526651 56.1721456, 9.5527134 56.1722278, 9.5527697 56.1722957, 9.552877 56.172389, 9.5528998 56.1724048, 9.5530166 56.1724855, 9.5531621 56.1725861, 9.5543155 56.1732342, 9.5545277 56.1733561, 9.554669 56.1734458, 9.5547514 56.1735005, 9.5548675 56.1735863)",,
"[1133028961, 275135617, 49032003, 1130735878, 1130735879]",4,Søvej,tertiary,50,False,"[False, True]",104.113,"LINESTRING (9.5526606 56.172068, 9.5524426 56.1720441, 9.5523697 56.172033, 9.5522001 56.1720024, 9.5518554 56.1719217, 9.5516651 56.1718771, 9.5512394 56.1717736, 9.5510919 56.1717378)",,
"[1131989889, 274645596]",,Hostrupsgade,residential,50,False,True,80.52,"LINESTRING (9.5428327 56.1698725, 9.5428681 56.1698249, 9.5431417 56.1694577, 9.5432406 56.1693249, 9.5433433 56.1692067)",,
1133814580,1,,tertiary,50,True,False,7.399000000000001,"LINESTRING (9.5560625 56.1701981, 9.556024 56.1701924, 9.5559887 56.1701822, 9.5559583 56.1701678)",roundabout,
1133028960,1,,tertiary,50,True,False,5.843,"LINESTRING (9.5560453 56.1700032, 9.5560764 56.1700005, 9.5561078 56.1700008, 9.5561387 56.1700042)",roundabout,
42983767,,Rosenørns Allé,residential,50,False,False,111.88,"LINESTRING (9.5533576 56.165004, 9.5533001 56.1650086, 9.5528952 56.1650414, 9.5525014 56.1650733, 9.551852 56.1651258, 9.5517032 56.1651369, 9.5515689 56.1651469)",,
284815870,,Åhavevej,residential,50,False,True,335.69499999999994,"LINESTRING (9.5533576 56.165004, 9.5533614 56.1651429, 9.5533833 56.1656672, 9.5533918 56.1662688, 9.5534183 56.1664234, 9.5534778 56.1664997, 9.5535647 56.16658, 9.5536785 56.1666478, 9.5538824 56.1667398, 9.553952 56.1667712, 9.554066 56.1668467, 9.5541141 56.1669278, 9.5541394 56.1670159, 9.554073 56.1678748)",,
48877243,,Møllegade,residential,50,False,False,19.549,"LINESTRING (9.5477496 56.16545, 9.5480413 56.1655173)",,
138284737,,Markedsgade,unclassified,50,False,True,136.753,"LINESTRING (9.5507549 56.1671177, 9.550357 56.1670234, 9.5500225 56.1669441, 9.5497001 56.1668675, 9.549204 56.1667501, 9.5487225 56.166636)",,
138524603,,Kornmods Gård,residential,50,False,True,188.87699999999998,"LINESTRING (9.5429005 56.1661712, 9.54281 56.1663001, 9.5427352 56.1664068, 9.5425634 56.1666325, 9.5425565 56.1666428, 9.5424377 56.166809, 9.5423383 56.166953, 9.5424668 56.1669863, 9.5425849 56.1670371, 9.5426652 56.1670617, 9.5428738 56.1671077, 9.5427796 56.1672333, 9.5427349 56.1672917, 9.5425701 56.1675115, 9.5425073 56.1675842)",,
"[49075597, 266147743]","['2', '3']",Østergade,tertiary,50,False,False,84.85499999999999,"LINESTRING (9.5556072 56.1701507, 9.5555173 56.1701596, 9.554763 56.1702333, 9.5542593 56.1702891)",,yes
"[1133814577, 928937810, 261280398]",1,Østergade,tertiary,50,True,False,23.628,"LINESTRING (9.5556072 56.1701507, 9.5557167 56.1701122, 9.5557666 56.1700973, 9.5558411 56.1700781, 9.5559385 56.1700457)",,
1131619790,,Zeltnersvej,residential,50,False,True,8.607,"LINESTRING (9.5521198 56.1681611, 9.5519833 56.1681758)",,
"[272075628, 272075618, 275135580, 1130735886]","['2', '4']",Christian 8.s Vej,tertiary,50,True,False,259.80600000000004,"LINESTRING (9.5521198 56.1681611, 9.552576 56.1694498, 9.5526666 56.1697398, 9.5526864 56.1698209, 9.5527111 56.1699362, 9.5528312 56.1702983, 9.5528418 56.1703365, 9.5528109 56.1704591)",,
"[87906422, 1131619789, 1131619790]",,Zeltnersvej,residential,50,False,False,125.406,"LINESTRING (9.5521198 56.1681611, 9.5522472 56.1681462, 9.552289 56.1681393, 9.5524018 56.1681206, 9.5527593 56.1680614, 9.5534038 56.1679497, 9.5539423 56.1678738, 9.554073 56.1678748)",,
"[267047852, 224210822]","['2', '3']",Godthåbsvej,unclassified,50,False,"[False, True]",41.674,"LINESTRING (9.5514108 56.1710248, 9.5513906 56.1710971, 9.5513769 56.1711906, 9.5513501 56.1712454, 9.551309 56.1713293, 9.5512788 56.1713911)",,
1021465477,1,,tertiary,50,True,False,8.298,"LINESTRING (9.5559385 56.1700457, 9.5559673 56.1700267, 9.5560037 56.1700122, 9.5560453 56.1700032)",roundabout,
935070851,1,,tertiary,50,True,False,10.719,"LINESTRING (9.556264 56.1700807, 9.556267 56.1700944, 9.5562666 56.1701082, 9.5562557 56.170135, 9.5562453 56.1701475, 9.5562158 56.1701696)",roundabout,
89580328,,Hovedgårdsvej,residential,50,False,True,118.094,"LINESTRING (9.5532073 56.1693436, 9.5533345 56.1696965, 9.5533934 56.1698593, 9.5533973 56.16987, 9.5535402 56.1702653, 9.5535597 56.1703191, 9.5535834 56.1703848)",,
"[49075595, 683524917]",4,Østergade,tertiary,50,False,False,48.546,"LINESTRING (9.5535834 56.1703848, 9.5532151 56.1704235, 9.5529848 56.1704471, 9.5528109 56.1704591)",,
"[928937809, 49075595, 1130735867]","['4', '3']",Østergade,tertiary,50,False,True,43.23500000000001,"LINESTRING (9.5535834 56.1703848, 9.5536771 56.1703744, 9.5538349 56.170357, 9.5539072 56.1703485, 9.5540315 56.1703309, 9.5542593 56.1702891)",,
89580328,,Hovedgårdsvej,residential,50,False,False,118.094,"LINESTRING (9.5535834 56.1703848, 9.5535597 56.1703191, 9.5535402 56.1702653, 9.5533973 56.16987, 9.5533934 56.1698593, 9.5533345 56.1696965, 9.5532073 56.1693436)",,
"[896747036, 261280399]",1,Østergade,tertiary,50,True,False,21.866,"LINESTRING (9.5559583 56.1701678, 9.5558613 56.1701573, 9.5557846 56.1701546, 9.5556072 56.1701507)",,
935070852,1,,tertiary,50,True,False,14.642999999999999,"LINESTRING (9.5559583 56.1701678, 9.5559308 56.1701464, 9.5559143 56.1701217, 9.5559101 56.1700955, 9.5559183 56.1700695, 9.5559385 56.1700457)",roundabout,
42983767,,Rosenørns Allé,residential,50,False,True,111.88,"LINESTRING (9.5515689 56.1651469, 9.5517032 56.1651369, 9.551852 56.1651258, 9.5525014 56.1650733, 9.5528952 56.1650414, 9.5533001 56.1650086, 9.5533576 56.165004)",,
"[1131619779, 1131619781, 1131619782, 497510547, 275135572, 275135573, 275135574, 275135575, 275135577, 1121058878]","['2', '3', '4', '5']",Christian 8.s Vej,tertiary,50,False,False,303.198,"LINESTRING (9.5515689 56.1651469, 9.5515998 56.1652916, 9.5516093 56.1654368, 9.5516103 56.1654513, 9.5516061 56.1655017, 9.5516032 56.1655882, 9.551595 56.1657042, 9.5515738 56.1659954, 9.5515719 56.1660209, 9.5515811 56.1661059, 9.5515944 56.1662321, 9.5516265 56.1664376, 9.5516419 56.1664928, 9.5516643 56.166579, 9.5516874 56.1666538, 9.5517039 56.1667098, 9.5517621 56.1669737, 9.5517709 56.1670053, 9.5517932 56.1670857, 9.5518408 56.1672711, 9.5518946 56.1674804, 9.5519361 56.1677527, 9.5519565 56.1678586)",,
48877237,,Bindslevs Plads,living_street,,False,False,110.54599999999999,"LINESTRING (9.5461064 56.1655096, 9.5466242 56.1656294, 9.5468214 56.165675, 9.5468509 56.1656818, 9.5470269 56.1657225, 9.5472327 56.1657701, 9.5475566 56.165845, 9.5477553 56.165891)",,
48877243,,Møllegade,residential,50,False,True,50.293,"LINESTRING (9.5487917 56.1656905, 9.5480413 56.1655173)",,
48877243,,Møllegade,residential,50,False,False,171.184,"LINESTRING (9.5487917 56.1656905, 9.549244 56.1657948, 9.5497311 56.1659069, 9.5499848 56.1659652, 9.5501871 56.1660118, 9.5504414 56.1660703, 9.5506626 56.1661212, 9.5513469 56.1662787)",,
"[275135571, 698682228, 1064370343]",,"['Amaliegade', 'Bindslevs Plads']","['residential', 'living_street']",50,False,False,109.979,"LINESTRING (9.5487917 56.1656905, 9.5486921 56.1658202, 9.5485404 56.1660274, 9.5485172 56.1660734, 9.5485266 56.1661239, 9.5486688 56.1664501, 9.5487114 56.1665478, 9.5487298 56.166595, 9.5487225 56.166636)",,
138284744,,Estrupsgade,unclassified,,True,False,43.663,"LINESTRING (9.5450297 56.1662465, 9.5447573 56.1666087)",,
