osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
4928462,2,38,Zahrtmannsvej,primary,50,False,True,68.396,"LINESTRING (14.7126661 55.0976732, 14.7125722 55.0975765, 14.7125513 55.0975573, 14.7124533 55.0974538, 14.7121499 55.0971337)",,
402496867,1,38,Almindings Runddel,primary,50,True,False,26.836000000000002,"LINESTRING (14.7126661 55.0976732, 14.7127514 55.0976535, 14.7128431 55.0976491, 14.7129329 55.0976604, 14.7130129 55.0976864, 14.713055 55.0977056)",roundabout,
402496867,1,38,Almindings Runddel,primary,50,True,False,26.907,"LINESTRING (14.713055 55.0977056, 14.7130958 55.0977335, 14.7131171 55.0977739, 14.71313 55.0978279, 14.7131135 55.0978815, 14.7130691 55.0979297)",roundabout,
402496867,1,38,Almindings Runddel,primary,50,True,False,15.434000000000001,"LINESTRING (14.7130691 55.0979297, 14.7130099 55.097964, 14.7129414 55.0979868, 14.7128651 55.0979987)",roundabout,
402496867,1,38,Almindings Runddel,primary,50,True,False,33.574,"LINESTRING (14.7125856 55.0979364, 14.7125335 55.0978839, 14.7125154 55.0978244, 14.7125336 55.0977649, 14.7125859 55.0977125, 14.7126661 55.0976732)",roundabout,
"[617169354, 33480700]",,,Åkirkebyvej,tertiary,"['40', '50']",False,True,187.11,"LINESTRING (14.7125856 55.0979364, 14.7124347 55.098009, 14.7124231 55.0980148, 14.7122981 55.0980719, 14.7114658 55.0984796, 14.7104828 55.0989408, 14.7103245 55.0990122)",,
402496867,1,38,Almindings Runddel,primary,50,True,False,19.884,"LINESTRING (14.7128651 55.0979987, 14.712787 55.0979992, 14.7127111 55.0979884, 14.7126425 55.097967, 14.7125856 55.0979364)",roundabout,
533673057,2,,Borgmester Nielsens Vej,tertiary,50,False,True,126.814,"LINESTRING (14.7128651 55.0979987, 14.7128865 55.0981071, 14.7128935 55.0981321, 14.7131378 55.0990018, 14.7131477 55.0990824, 14.7131532 55.0991267)",,
4928462,2,38,Zahrtmannsvej,primary,50,False,False,250.48499999999999,"LINESTRING (14.7092525 55.0957578, 14.7099036 55.0958637, 14.710128 55.0959042, 14.7104301 55.0959824, 14.7107479 55.0960993, 14.7110491 55.0962231, 14.7110972 55.0962514, 14.7113008 55.096371, 14.7114428 55.0964723, 14.7115542 55.0965518, 14.7117688 55.0967614, 14.7119161 55.0969053, 14.7121499 55.0971337)",,
4928462,2,38,Zahrtmannsvej,primary,50,False,True,93.053,"LINESTRING (14.7092525 55.0957578, 14.7084687 55.0956312, 14.7080613 55.0955634, 14.7078464 55.0955277)",,
