osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,tunnel
12334950,Banegårdspladsen,tertiary,50,False,False,132.172,"LINESTRING (10.2492436 55.0941178, 10.2490693 55.0940853, 10.2485715 55.0939913, 10.2483344 55.0939479, 10.2481479 55.0939204, 10.24796 55.0938988, 10.247826 55.0938848, 10.2476669 55.0938751, 10.2474788 55.0938667, 10.2472275 55.0938597)",,,,
1218758661,Sundvænget,residential,50,False,False,30.235,"LINESTRING (10.2492436 55.0941178, 10.2491995 55.0941946, 10.2490957 55.0943762)",,,,
12334950,Banegårdspladsen,tertiary,50,False,True,132.172,"LINESTRING (10.2472275 55.0938597, 10.2474788 55.0938667, 10.2476669 55.0938751, 10.247826 55.0938848, 10.24796 55.0938988, 10.2481479 55.0939204, 10.2483344 55.0939479, 10.2485715 55.0939913, 10.2490693 55.0940853, 10.2492436 55.0941178)",,,,
24463973,Østerbrogade,residential,50,False,False,41.585,"LINESTRING (10.2472275 55.0938597, 10.247279 55.0937612, 10.2473494 55.0936446, 10.2474916 55.0935212)",,,,
25564097,Banegårdspladsen,tertiary,50,False,False,40.687,"LINESTRING (10.2472275 55.0938597, 10.2471644 55.0938582, 10.2465908 55.09389)",,,,
12334953,Christian IX's Vej,tertiary,50,False,False,130.65,"LINESTRING (10.2443872 55.09395, 10.2441214 55.0939626, 10.2438075 55.0940012, 10.2431548 55.0940792, 10.2423753 55.0941789)",2,,,
25564097,Banegårdspladsen,tertiary,50,False,True,140.422,"LINESTRING (10.2443872 55.09395, 10.2445213 55.0939424, 10.2446746 55.0939413, 10.2448147 55.09394, 10.2449824 55.093937, 10.2454762 55.0939304, 10.2459765 55.0939171, 10.2465908 55.09389)",,,,
"[49210009, 32812597]","['Jomfrulågen', 'Adelgade']",residential,,False,False,99.585,"LINESTRING (10.2443872 55.09395, 10.2443732 55.0940146, 10.2443741 55.0944367, 10.2439899 55.0944535, 10.243664 55.0944766)",,,,
1124107992,Banegårdspladsen,unclassified,,False,False,60.641999999999996,"LINESTRING (10.2443872 55.09395, 10.2443816 55.0938748, 10.2443353 55.0936259, 10.2443222 55.0934979, 10.2444799 55.0934823)",,,,
911325308,Strandgade,residential,,True,False,34.427,"LINESTRING (10.2411246 55.0943444, 10.2413335 55.09463)",,,,
"[762074457, 12334954, 328327203]","[""Christian IX's Vej"", 'Havnegade']",tertiary,"['30', '50']",False,False,261.64799999999997,"LINESTRING (10.2411246 55.0943444, 10.2409446 55.0944102, 10.2404757 55.0947367, 10.2402681 55.0949157, 10.2396325 55.095324, 10.239561 55.095369, 10.239244 55.0955765, 10.2391204 55.0956574, 10.2390598 55.0956919, 10.2388543 55.0958115, 10.2386301 55.0959323, 10.2383447 55.0960641)",2,,,
"[762074458, 204910134]",Christian IX's Vej,tertiary,"['30', '50']",False,True,81.744,"LINESTRING (10.2411246 55.0943444, 10.2412727 55.0943151, 10.2414767 55.0942899, 10.2418006 55.0942499, 10.2423753 55.0941789)",2,,,
448300940,,tertiary,50,True,False,16.272,"LINESTRING (10.2363405 55.0980611, 10.2364033 55.0980542, 10.2364669 55.0980583, 10.2365256 55.0980728, 10.2365742 55.0980965)",1,roundabout,,
762074457,Havnegade,tertiary,50,False,True,106.31800000000001,"LINESTRING (10.2363405 55.0980611, 10.2363194 55.0979907, 10.2362972 55.0979093, 10.2362758 55.0977461, 10.2362861 55.0976625, 10.2363566 55.097462, 10.2364478 55.0972985, 10.2365657 55.097133)",2,,,
448300940,,tertiary,50,True,False,27.055,"LINESTRING (10.2362535 55.0982613, 10.2362146 55.0982275, 10.2361969 55.0981882, 10.2362024 55.0981477, 10.2362306 55.0981105, 10.2362784 55.0980805, 10.2363405 55.0980611)",1,roundabout,,
84079167,Vestergade,residential,50,False,True,170.429,"LINESTRING (10.2365742 55.0980965, 10.2366665 55.0980471, 10.2368444 55.0979463, 10.2372264 55.0977471, 10.2377817 55.0974469, 10.2380395 55.0973309, 10.2382668 55.0972545, 10.2386371 55.0971299)",,,,
448300940,,tertiary,50,True,False,24.809,"LINESTRING (10.2365742 55.0980965, 10.236609 55.0981279, 10.2366259 55.0981638, 10.2366233 55.098201, 10.2366014 55.098236, 10.2365624 55.0982657, 10.2365096 55.0982874)",1,roundabout,,
448300940,,tertiary,50,True,False,17.688,"LINESTRING (10.2365096 55.0982874, 10.2364434 55.0982995, 10.2363739 55.0982989, 10.2363084 55.0982858, 10.2362535 55.0982613)",1,roundabout,,
