osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,bridge
935470304,Ringstedgade,tertiary,50,False,True,16.293,"LINESTRING (11.7601519 55.2341093, 11.760218 55.2342509)",,,
10663485,Farimagsvej,tertiary,50,True,False,97.414,"LINESTRING (11.7601519 55.2341093, 11.761107 55.2339461, 11.7612625 55.233921, 11.7616333 55.2338801)",,,
935470304,Ringstedgade,tertiary,50,False,False,16.293,"LINESTRING (11.760218 55.2342509, 11.7601519 55.2341093)",,,
935470304,Ringstedgade,tertiary,50,False,True,65.909,"LINESTRING (11.760218 55.2342509, 11.7605134 55.2348192)",,,
"[39654275, 10663486]",Farimagsvej,tertiary,40,False,False,266.871,"LINESTRING (11.7641334 55.2331571, 11.7650805 55.2322145, 11.7651989 55.2320966, 11.7653365 55.2319592, 11.7653682 55.2319276, 11.7654123 55.2318836, 11.7662246 55.2310743)",,,
330726710,Farimagsvej,tertiary,50,True,False,36.458,"LINESTRING (11.7641334 55.2331571, 11.7639812 55.2334305, 11.763952 55.233468)",,,
"[699117832, 1112116535, 1112116534, 10663487]",Jernbanegade,"['unclassified', 'residential']","['30', '50']",False,False,248.466,"LINESTRING (11.7662246 55.2310743, 11.7659397 55.2310024, 11.7657559 55.2309756, 11.7657418 55.2309749, 11.7655789 55.2309672, 11.7653645 55.2309681, 11.7645516 55.2310242, 11.7643277 55.2310165, 11.7641117 55.2309924, 11.7638978 55.230945, 11.7637718 55.2309037, 11.7633573 55.2307369, 11.7632357 55.2306822, 11.7626665 55.2304263)",2,,
26117407,Farimagsvej,tertiary,40,False,False,221.38499999999996,"LINESTRING (11.7662246 55.2310743, 11.7662568 55.2310405, 11.7665454 55.2307377, 11.7667446 55.2304763, 11.766773 55.2304136, 11.7668259 55.2303024, 11.7668783 55.2301751, 11.766968 55.2298289, 11.7669951 55.2296174, 11.7669938 55.2292703, 11.7669832 55.2291675)",2,,
"[39654275, 10663486]",Farimagsvej,tertiary,40,False,True,266.871,"LINESTRING (11.7662246 55.2310743, 11.7654123 55.2318836, 11.7653682 55.2319276, 11.7653365 55.2319592, 11.7651989 55.2320966, 11.7650805 55.2322145, 11.7641334 55.2331571)",,,
699117832,Jernbanegade,residential,50,False,True,16.078,"LINESTRING (11.7624409 55.2303603, 11.7626665 55.2304263)",2,,
56250364,Jernbanegade,residential,50,True,False,82.205,"LINESTRING (11.7624409 55.2303603, 11.7615972 55.2301358, 11.7612628 55.2300519)",1,,
"[1112116539, 1112116540]",Teatergade,unclassified,50,False,False,151.327,"LINESTRING (11.7624409 55.2303603, 11.763114 55.2298601, 11.7632034 55.2297937, 11.7632658 55.2297462, 11.7635008 55.2295672, 11.7636092 55.2294901, 11.7637598 55.229377, 11.7639229 55.2292967)",2,,
10663502,Ramsherred,residential,50,True,False,86.57,"LINESTRING (11.7614713 55.2307273, 11.7623719 55.23061, 11.762439 55.2305887, 11.7624803 55.2305624, 11.7626665 55.2304263)",1,,
26302602,Grønnegade,residential,50,False,True,162.797,"LINESTRING (11.7614713 55.2307273, 11.761559 55.2309433, 11.7615796 55.2310375, 11.761561 55.2311531, 11.7614828 55.2313668, 11.7614324 55.2314486, 11.761329 55.2315391, 11.7611429 55.2317018, 11.7610373 55.2317941, 11.7608035 55.231958, 11.7606722 55.2320281)",,,
699117832,Jernbanegade,residential,50,False,False,16.078,"LINESTRING (11.7626665 55.2304263, 11.7624409 55.2303603)",2,,
"[699117832, 10663487, 1112116534, 1112116535]",Jernbanegade,"['residential', 'unclassified']","['50', '30']",False,True,248.466,"LINESTRING (11.7626665 55.2304263, 11.7632357 55.2306822, 11.7633573 55.2307369, 11.7637718 55.2309037, 11.7638978 55.230945, 11.7641117 55.2309924, 11.7643277 55.2310165, 11.7645516 55.2310242, 11.7653645 55.2309681, 11.7655789 55.2309672, 11.7657418 55.2309749, 11.7657559 55.2309756, 11.7659397 55.2310024, 11.7662246 55.2310743)",2,,
26302587,Kvægtorvet,tertiary,50,False,True,16.314,"LINESTRING (11.7629321 55.2337466, 11.7629665 55.233892)",,,
441635443,Farimagsvej,tertiary,50,True,False,107.708,"LINESTRING (11.7629321 55.2337466, 11.7632903 55.2337245, 11.7635062 55.2336708, 11.7636762 55.2335752, 11.7641334 55.2331571)",,,
45791775,Hvedevænget,tertiary,50,False,True,7.117,"LINESTRING (11.7682623 55.2354078, 11.7681654 55.2354401)",2,,
"[26439016, 699126991]",Rugvænget,tertiary,"['30', '50']",False,False,141.002,"LINESTRING (11.7682623 55.2354078, 11.7682118 55.235306, 11.7682236 55.2351312, 11.7682904 55.2341446)",2,,
"[45791776, 699126992]",Hvedevænget,tertiary,50,False,False,200.44799999999998,"LINESTRING (11.7682623 55.2354078, 11.7688902 55.2352098, 11.7705436 55.2346885, 11.7707951 55.2346404, 11.7710813 55.2346163)",2,,
677208877,Kildemarksvej,residential,,False,False,10.467,"LINESTRING (11.7710081 55.2297996, 11.7709633 55.229709)",,,
1087311320,Grønvej,unclassified,50,False,True,41.56,"LINESTRING (11.7710081 55.2297996, 11.7710331 55.2299102, 11.7710258 55.2300204, 11.770999 55.2301152, 11.7709727 55.2301691)",2,,
"[699126988, 1201551662]",Kildemarksvej,residential,50,False,True,89.53999999999999,"LINESTRING (11.7710081 55.2297996, 11.7711621 55.2297862, 11.77131 55.2297932, 11.7714209 55.229807, 11.7717088 55.2298427, 11.771892 55.2298683, 11.7720437 55.2298911, 11.7723898 55.229934)",2,,
26302587,Kvægtorvet,tertiary,50,False,False,16.314,"LINESTRING (11.7629665 55.233892, 11.7629321 55.2337466)",,,
26439023,Hvedevænget,tertiary,50,False,False,115.20800000000001,"LINESTRING (11.7629665 55.233892, 11.7629942 55.2340506, 11.7630114 55.234149, 11.763095 55.234327, 11.7632626 55.2345483, 11.7633705 55.2347594, 11.7633732 55.234892)",,,
330726710,Farimagsvej,tertiary,50,True,False,181.01,"LINESTRING (11.7629665 55.233892, 11.7625855 55.2339107, 11.7617279 55.2339528, 11.7614927 55.233974, 11.7612844 55.2339927, 11.7610055 55.2340389, 11.7609143 55.234054, 11.760218 55.2342509)",,,
"[26439024, 26439018, 26439023]",Hvedevænget,tertiary,50,False,False,160.757,"LINESTRING (11.7633732 55.234892, 11.7633274 55.2349807, 11.7632417 55.2350812, 11.7627955 55.2354195, 11.7627593 55.2354952, 11.7627894 55.2355681, 11.7628811 55.2356314, 11.763092 55.2357007, 11.7635098 55.235814, 11.7637941 55.2358926)",2,yes,
26439023,Hvedevænget,tertiary,50,False,True,115.20799999999998,"LINESTRING (11.7633732 55.234892, 11.7633705 55.2347594, 11.7632626 55.2345483, 11.763095 55.234327, 11.7630114 55.234149, 11.7629942 55.2340506, 11.7629665 55.233892)",,,
105911246,Nordre Farimagsvej,residential,,False,False,264.683,"LINESTRING (11.7633732 55.234892, 11.7631238 55.2348684, 11.7630413 55.2348761, 11.7629415 55.2349056, 11.7623237 55.2353935, 11.7619671 55.2361343, 11.7619056 55.236262, 11.7618346 55.2363003, 11.7608477 55.2363637)",,,
26439018,Hvedevænget,tertiary,50,False,False,118.03999999999999,"LINESTRING (11.7653313 55.2361089, 11.7656175 55.2360694, 11.7661752 55.23595, 11.766619 55.2358549, 11.7670847 55.2357552)",2,,
26439018,Hvedevænget,tertiary,50,False,True,102.357,"LINESTRING (11.7653313 55.2361089, 11.7650375 55.2361176, 11.7647724 55.2361111, 11.7644632 55.2360683, 11.7640443 55.2359583, 11.7637941 55.2358926)",2,,
