osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,ref
146524930,Fonnesbechsgade,residential,50,False,True,159.46800000000002,"LINESTRING (8.9804549 56.1356137, 8.9801681 56.1350187, 8.9801322 56.1349367, 8.980011 56.13466, 8.9798199 56.134224)",,,,
"[146524947, 146525118]","['Østergade', 'Kampmannsgade']","['unclassified', 'residential']",50,False,"[False, True]",151.603,"LINESTRING (8.9804549 56.1356137, 8.9803707 56.1356231, 8.9801749 56.1356451, 8.9801967 56.1356874, 8.9807724 56.1368024)",,,,
32822197,Gullestrupvej,tertiary,50,True,False,108.41499999999999,"LINESTRING (8.9681551 56.1410193, 8.9681643 56.1410496, 8.9681754 56.1410865, 8.9681845 56.1412483, 8.9682099 56.1416232, 8.9682972 56.1419898)",,,,
146496051,,tertiary,50,True,False,6.852,"LINESTRING (8.9681551 56.1410193, 8.9681025 56.1410288, 8.9680472 56.1410285)",roundabout,,,
146496051,,tertiary,50,True,False,9.901,"LINESTRING (8.9679774 56.1408563, 8.9680516 56.1408398, 8.9681312 56.1408438)",roundabout,,,
146496064,Møllegade,tertiary,50,True,False,290.70300000000003,"LINESTRING (8.9679774 56.1408563, 8.9679604 56.1408277, 8.9679286 56.1407763, 8.9678417 56.1403481, 8.9676923 56.1396214, 8.9676684 56.1395082, 8.9674211 56.1385022, 8.9673734 56.1383081, 8.9673631 56.1382663)",,,,
32822911,Rolighedsvej,tertiary,50,False,True,10.193,"LINESTRING (8.9673631 56.1382663, 8.9675259 56.1382531)",,,,
146496064,Møllegade,tertiary,50,True,False,110.146,"LINESTRING (8.9673631 56.1382663, 8.9673308 56.1381433, 8.9672294 56.1377575, 8.9671055 56.1372862)",,,,
1132053092,Vestergade,tertiary,50,False,False,10.493,"LINESTRING (8.9668114 56.1362819, 8.9669805 56.1362768)",,2,,
146496048,Fredensgade,tertiary,50,True,False,148.816,"LINESTRING (8.9668114 56.1362819, 8.9667947 56.1362291, 8.9667226 56.1360006, 8.9666931 56.135766, 8.9667119 56.1354783, 8.9667644 56.1350989, 8.9667749 56.1349499)",,,,
146496040,Bethaniagade,residential,,False,True,123.356,"LINESTRING (8.9746032 56.1371261, 8.9742274 56.1371411, 8.9740317 56.1371489, 8.9738518 56.1371561, 8.9737233 56.1371612, 8.9734538 56.137172, 8.9734369 56.137172, 8.9732549 56.1371721, 8.973125 56.1371719, 8.9726152 56.1371726)",,,,
764287594,Skolegade,residential,,False,True,61.428,"LINESTRING (8.9726152 56.1371726, 8.972462 56.1366268)",,,,
146496040,Bethaniagade,residential,,False,False,123.356,"LINESTRING (8.9726152 56.1371726, 8.973125 56.1371719, 8.9732549 56.1371721, 8.9734369 56.137172, 8.9734538 56.137172, 8.9737233 56.1371612, 8.9738518 56.1371561, 8.9740317 56.1371489, 8.9742274 56.1371411, 8.9746032 56.1371261)",,,,
146496040,Bethaniagade,residential,,False,True,89.77000000000001,"LINESTRING (8.9726152 56.1371726, 8.9716134 56.1371867, 8.9711671 56.1371979)",,,,
764287594,Skolegade,residential,,False,False,67.856,"LINESTRING (8.9726152 56.1371726, 8.972778 56.1377293, 8.9727913 56.1377749)",,,,
32429569,Nørgaards Alle,residential,,False,False,81.21900000000001,"LINESTRING (8.9711671 56.1371979, 8.971199 56.137552, 8.9712066 56.1376361, 8.9712292 56.1378859, 8.9712329 56.1379274)",,,,
146496040,Bethaniagade,residential,,False,False,89.77000000000001,"LINESTRING (8.9711671 56.1371979, 8.9716134 56.1371867, 8.9726152 56.1371726)",,,,
146496040,Bethaniagade,residential,,False,True,63.788999999999994,"LINESTRING (8.9711671 56.1371979, 8.9710934 56.1371989, 8.9701391 56.1372289)",,,,
146496040,Bethaniagade,residential,,False,False,9.73,"LINESTRING (8.9671055 56.1372862, 8.9672625 56.1372843)",,,,
311296512,Markedspladsen,unclassified,,False,True,29.605,"LINESTRING (8.9671055 56.1372862, 8.9670177 56.1372948, 8.9666355 56.1373342)",,,,
1132053091,Møllegade,tertiary,50,True,False,113.14999999999999,"LINESTRING (8.9671055 56.1372862, 8.966826 56.1363316, 8.9668114 56.1362819)",,,,
146524963,Pontoppidansvej,residential,,False,False,50.259,"LINESTRING (8.9738481 56.1393347, 8.974428 56.1391885, 8.9745872 56.1391484)",,,,
146524963,Pontoppidansvej,residential,,False,True,73.827,"LINESTRING (8.9738481 56.1393347, 8.9731692 56.1395072, 8.9727664 56.1396132)",,,,
146524972,Skolegade,residential,50,False,False,111.335,"LINESTRING (8.9738481 56.1393347, 8.9742058 56.1398228, 8.9743931 56.1400785, 8.9745273 56.1402617)",,,,
146524972,Skolegade,residential,50,False,True,108.17399999999999,"LINESTRING (8.9738481 56.1393347, 8.9732457 56.1385032, 8.9731919 56.1384332)",,,,
"[25828842, 25828843]","['Danmarksgade', 'Grønnegade']",residential,,False,False,222.963,"LINESTRING (8.9798199 56.134224, 8.9798864 56.1342127, 8.9810059 56.1340225, 8.9821978 56.1338201, 8.9822715 56.1339551, 8.9823166 56.1340376, 8.9824038 56.1341981, 8.9825217 56.1344131)",,,,
25828843,Grønnegade,residential,,False,True,116.27300000000001,"LINESTRING (8.9798199 56.134224, 8.9797478 56.1342368, 8.9782713 56.1344988, 8.9780319 56.1345413)",,,,
146524930,Fonnesbechsgade,residential,50,False,False,159.46800000000002,"LINESTRING (8.9798199 56.134224, 8.980011 56.13466, 8.9801322 56.1349367, 8.9801681 56.1350187, 8.9804549 56.1356137)",,,,
146524930,Fonnesbechsgade,residential,50,False,True,66.936,"LINESTRING (8.9798199 56.134224, 8.9796381 56.1338333, 8.9795502 56.1336411)",,,,
146524930,Fonnesbechsgade,residential,50,False,False,66.936,"LINESTRING (8.9795502 56.1336411, 8.9796381 56.1338333, 8.9798199 56.134224)",,,,
"[993253928, 955644133, 25608398]",Sølvgade,tertiary,50,False,False,130.98999999999998,"LINESTRING (8.9795502 56.1336411, 8.9788251 56.1337548, 8.9786299 56.1337893, 8.9784162 56.1338239, 8.9781341 56.1338715, 8.977931 56.1339058, 8.9775229 56.1339747)",,,,
"[25608398, 993253927]",Sølvgade,tertiary,50,False,False,60.882,"LINESTRING (8.9771068 56.1340393, 8.9767655 56.1340987, 8.9766475 56.1340972, 8.9764974 56.1340856, 8.9763909 56.1340773, 8.9763399 56.1340733, 8.976246 56.1340657, 8.9761455 56.1340578)",,,,
25608398,Sølvgade,tertiary,50,False,True,26.765,"LINESTRING (8.9771068 56.1340393, 8.9771329 56.1340352, 8.9775229 56.1339747)",,,,
146524982,Søndergade,residential,,True,False,144.115,"LINESTRING (8.9761455 56.1340578, 8.9761213 56.1342609, 8.9761021 56.1344219, 8.976085 56.1345647, 8.9760839 56.134574, 8.9759911 56.135351)",,,,
"[955681208, 993253927]",Sølvgade,tertiary,50,False,False,31.836,"LINESTRING (8.9761455 56.1340578, 8.9761012 56.1340548, 8.9759548 56.1340412, 8.9757657 56.1340113, 8.9756558 56.1339791)",,,,
"[25608398, 993253927]",Sølvgade,tertiary,50,False,True,60.882,"LINESTRING (8.9761455 56.1340578, 8.976246 56.1340657, 8.9763399 56.1340733, 8.9763909 56.1340773, 8.9764974 56.1340856, 8.9766475 56.1340972, 8.9767655 56.1340987, 8.9771068 56.1340393)",,,,
25829456,Dalgasgade,tertiary,50,False,False,81.258,"LINESTRING (8.9756558 56.1339791, 8.9752722 56.1340367, 8.974381 56.13415)",,,,
"[144466523, 131221925]",Sølvgade,tertiary,50,False,False,25.977,"LINESTRING (8.9756558 56.1339791, 8.9755967 56.1339089, 8.9755808 56.1338553, 8.975541 56.133756)",,,,
"[955681208, 993253927]",Sølvgade,tertiary,50,False,True,31.836,"LINESTRING (8.9756558 56.1339791, 8.9757657 56.1340113, 8.9759548 56.1340412, 8.9761012 56.1340548, 8.9761455 56.1340578)",,,,
146524984,Th. Nielsens Gade,unclassified,50,False,False,23.17,"LINESTRING (8.9809101 56.1378224, 8.9812705 56.1377668)",,,,
25657658,Monradsgade,residential,,False,False,200.565,"LINESTRING (8.9809101 56.1378224, 8.9818252 56.1391336, 8.9820676 56.1394809, 8.9820833 56.1395035)",,,,
146524984,Th. Nielsens Gade,unclassified,50,False,True,78.017,"LINESTRING (8.9809101 56.1378224, 8.9805025 56.1379006, 8.9797309 56.1380272, 8.9797082 56.1380311)",,,,
677062387,H.C. Ørsteds Vej,tertiary,50,False,False,81.49,"LINESTRING (8.9820833 56.1395035, 8.9808157 56.1396991)",,,,
25657658,Monradsgade,residential,,False,False,99.98299999999999,"LINESTRING (8.9820833 56.1395035, 8.9821098 56.1395438, 8.9823248 56.1398712, 8.9824159 56.1400098, 8.9826379 56.1403479)",,,,
25657658,Monradsgade,residential,,False,True,200.565,"LINESTRING (8.9820833 56.1395035, 8.9820676 56.1394809, 8.9818252 56.1391336, 8.9809101 56.1378224)",,,,
677062387,H.C. Ørsteds Vej,tertiary,50,False,False,44.64,"LINESTRING (8.9808157 56.1396991, 8.9801203 56.1398042)",,,,
677062387,H.C. Ørsteds Vej,tertiary,50,False,True,81.49,"LINESTRING (8.9808157 56.1396991, 8.9820833 56.1395035)",,,,
25657762,Bellisvej,residential,,False,True,213.858,"LINESTRING (8.9717348 56.1421654, 8.9716558 56.1421609, 8.9712406 56.1421371, 8.9683575 56.1419928, 8.9682972 56.1419898)",,,,
25657770,Farvergårdvej,residential,50,False,True,100.779,"LINESTRING (8.9717348 56.1421654, 8.9720528 56.1413122, 8.9720655 56.141278)",,,,
506069852,Gammel Landevej,tertiary,50,False,False,84.845,"LINESTRING (8.9755831 56.1418588, 8.9757559 56.1418887, 8.9760734 56.1419488, 8.9768814 56.1421016)",,,,
506069852,Gammel Landevej,tertiary,50,False,True,205.086,"LINESTRING (8.9755831 56.1418588, 8.9753837 56.1418234, 8.9749074 56.141739, 8.9746524 56.1416938, 8.9743679 56.1416433, 8.9740687 56.1415903, 8.9739827 56.1415731, 8.9730786 56.1414148, 8.9724207 56.1413144)",,,,
1101801522,Skolegade,tertiary,50,False,True,145.065,"LINESTRING (8.9755831 56.1418588, 8.9756031 56.141824, 8.9756257 56.1417846, 8.9756176 56.1417442, 8.9755928 56.1416868, 8.9754049 56.1414394, 8.9748563 56.1407112, 8.9748332 56.1406795, 8.97481 56.1406476)",,,,
506069852,Gammel Landevej,tertiary,50,False,False,22.374,"LINESTRING (8.9720655 56.141278, 8.9724207 56.1413144)",,,,
25657770,Farvergårdvej,residential,50,False,False,100.779,"LINESTRING (8.9720655 56.141278, 8.9720528 56.1413122, 8.9717348 56.1421654)",,,,
506069852,Gammel Landevej,tertiary,50,False,True,199.35299999999998,"LINESTRING (8.9720655 56.141278, 8.9719624 56.1412681, 8.9717057 56.1412435, 8.9707158 56.1411557, 8.97064 56.1411489, 8.9702039 56.1411096, 8.9693568 56.1410441, 8.9690536 56.1410207, 8.9688849 56.1410068)",,,,
506069852,Gammel Landevej,tertiary,50,False,True,78.392,"LINESTRING (8.978086 56.1423175, 8.9775764 56.1422262, 8.9770646 56.1421344, 8.9768814 56.1421016)",,,,
25657762,Bellisvej,residential,,False,True,4.766,"LINESTRING (8.9682972 56.1419898, 8.9682205 56.1419931)",,,,
25657762,Bellisvej,residential,,False,False,213.858,"LINESTRING (8.9682972 56.1419898, 8.9683575 56.1419928, 8.9712406 56.1421371, 8.9716558 56.1421609, 8.9717348 56.1421654)",,,,
25608398,Sølvgade,tertiary,50,False,False,26.765,"LINESTRING (8.9775229 56.1339747, 8.9771329 56.1340352, 8.9771068 56.1340393)",,,,
"[993253928, 955644133, 25608398]",Sølvgade,tertiary,50,False,True,130.99,"LINESTRING (8.9775229 56.1339747, 8.977931 56.1339058, 8.9781341 56.1338715, 8.9784162 56.1338239, 8.9786299 56.1337893, 8.9788251 56.1337548, 8.9795502 56.1336411)",,,,
146524978,Smedegade,residential,,False,False,89.658,"LINESTRING (8.9775229 56.1339747, 8.9778684 56.1345677, 8.9779652 56.1347424)",,,no,
146524950,Mindegade,residential,,False,False,177.529,"LINESTRING (8.9751105 56.1363164, 8.9749412 56.1358017, 8.9748751 56.1355992, 8.9747848 56.1353217, 8.974742 56.1351933, 8.9746788 56.135004, 8.974594 56.134746)",,,,
25829456,Dalgasgade,tertiary,50,False,False,94.668,"LINESTRING (8.974381 56.13415, 8.9728882 56.1343312)",,,,
25829456,Dalgasgade,tertiary,50,False,True,81.258,"LINESTRING (8.974381 56.13415, 8.9752722 56.1340367, 8.9756558 56.1339791)",,,,
146524950,Mindegade,residential,,False,True,67.574,"LINESTRING (8.974381 56.13415, 8.9745879 56.1347275, 8.974594 56.134746)",,,,
25829456,Dalgasgade,tertiary,50,False,True,94.668,"LINESTRING (8.9728882 56.1343312, 8.974381 56.13415)",,,,
25829456,Dalgasgade,tertiary,50,False,False,95.69400000000002,"LINESTRING (8.9728882 56.1343312, 8.9724659 56.1343844, 8.972061 56.1344354, 8.9717169 56.1344787, 8.9713818 56.1345209)",,,,
"[1076905200, 32806456]",Bryggergade,residential,,False,True,216.61700000000002,"LINESTRING (8.9728882 56.1343312, 8.9732188 56.1352232, 8.9733442 56.1355614, 8.9735522 56.1361224, 8.9735749 56.1362408)",,,,
25829456,Dalgasgade,tertiary,50,False,True,95.69399999999999,"LINESTRING (8.9713818 56.1345209, 8.9717169 56.1344787, 8.972061 56.1344354, 8.9724659 56.1343844, 8.9728882 56.1343312)",,,,
