osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width
31898685,residential,,,False,True,56.282000000000004,"LINESTRING (12.3538274 55.86837, 12.3540297 55.8685426, 12.3540702 55.8685771, 12.3541965 55.8686857, 12.3543217 55.8687934)",,Fritz Hansens Vej,
316649460,tertiary,50,,False,False,11.409,"LINESTRING (12.3538274 55.86837, 12.3539618 55.8683207, 12.3539804 55.8683138)",2,Frederiksborgvej,
26290869,residential,50,,False,False,111.13,"LINESTRING (12.3540492 55.8718897, 12.3540189 55.8719027, 12.3535616 55.8720873, 12.353288 55.8721951, 12.3527679 55.8725691)",,Rønnealle,
"[26290869, 598589663]",residential,50,,False,True,71.20299999999999,"LINESTRING (12.3540492 55.8718897, 12.3544139 55.8717559, 12.3544653 55.8717371, 12.3545815 55.8716945, 12.3546977 55.8716519, 12.3548018 55.8716138, 12.354887 55.871555, 12.3549546 55.8715083)",,Rønnealle,
26432629,residential,,,False,True,88.94,"LINESTRING (12.3540492 55.8718897, 12.3546369 55.8723382, 12.3549121 55.8725261)",,Lundevej,
155287219,residential,,,False,False,107.091,"LINESTRING (12.3585953 55.8734727, 12.359492 55.8731981, 12.3601054 55.8730147)",,Hvidehusvej,
38693322,residential,,,False,False,33.487,"LINESTRING (12.3620862 55.8738887, 12.3616112 55.874029)",,Horsemosevej,
"[801778192, 416539732]",residential,50,,True,False,29.515,"LINESTRING (12.357261 55.871912, 12.3573524 55.8719733, 12.3574086 55.8720559, 12.3574704 55.8721466)",1,Tokkekøbvej,
801778191,tertiary,50,roundabout,True,False,6.914999999999999,"LINESTRING (12.357261 55.871912, 12.3572479 55.8719313, 12.3572266 55.8719483, 12.3571988 55.871962)",,,
11562647,tertiary,50,roundabout,True,False,22.941,"LINESTRING (12.3592661 55.8699565, 12.3592647 55.8699724, 12.3592595 55.869988, 12.3592506 55.870003, 12.3592382 55.8700173, 12.3592225 55.8700305, 12.3592038 55.8700424, 12.3591824 55.8700528, 12.3591587 55.8700614, 12.3591331 55.8700682, 12.3591062 55.870073, 12.3590783 55.8700758, 12.35905 55.8700764, 12.3590219 55.8700749)",1,,
801778206,tertiary,50,roundabout,True,False,9.085999999999999,"LINESTRING (12.3588459 55.8699592, 12.3588472 55.8699456, 12.3588513 55.8699322, 12.3588581 55.8699191, 12.3588675 55.8699066, 12.3588795 55.8698947, 12.3588938 55.8698837)",1,,
"[801778201, 801778202, 801778219, 110955316]",tertiary,50,,True,False,75.57900000000001,"LINESTRING (12.3588459 55.8699592, 12.3587171 55.869921, 12.3585644 55.86988, 12.3584138 55.8698341, 12.358197 55.8697638, 12.3580925 55.8697323, 12.3580283 55.8697114, 12.3579422 55.86969, 12.3579145 55.8696835, 12.3577714 55.8696464)",1,Amtsvej,
345534759,tertiary,50,roundabout,True,False,7.292,"LINESTRING (12.3547291 55.8680759, 12.3547406 55.8680608, 12.3547581 55.8680477, 12.3547805 55.8680372, 12.3548067 55.8680299)",,,
345534759,tertiary,50,roundabout,True,False,6.462999999999999,"LINESTRING (12.3548067 55.8680299, 12.3548405 55.868026, 12.3548749 55.8680274, 12.3549073 55.8680342)",,,
345534759,tertiary,50,roundabout,True,False,8.144,"LINESTRING (12.354967 55.8680746, 12.3549727 55.8680927, 12.3549698 55.8681109, 12.3549585 55.8681281, 12.3549397 55.868143)",,,
345534759,tertiary,50,roundabout,True,False,5.914000000000001,"LINESTRING (12.3549397 55.868143, 12.3549155 55.8681544, 12.3548869 55.868162, 12.3548559 55.8681653)",,,
700328509,tertiary,50,,True,False,20.506,"LINESTRING (12.3549397 55.868143, 12.3549723 55.8681726, 12.3549863 55.8681898, 12.3550691 55.8682685, 12.3550745 55.8683077)",1,Amtsvej,
26432607,residential,,,False,True,6.199,"LINESTRING (12.3608613 55.8693983, 12.3608073 55.8693515)",,Gammel Amtsvej,
"[111121434, 801778228]",tertiary,50,,True,False,117.44900000000001,"LINESTRING (12.3608613 55.8693983, 12.3607758 55.869429, 12.3599945 55.8697098, 12.3596855 55.8698093, 12.3594062 55.8698941, 12.3593772 55.8699034, 12.3592661 55.8699565)",1,Banevang,
62757825,residential,,,False,True,69.89,"LINESTRING (12.3569605 55.8692738, 12.3571508 55.8690859, 12.3572456 55.8689928, 12.3575154 55.8687278)",,Prins Valdemars Alle,
"[366986057, 295076110]",tertiary,50,,False,False,162.792,"LINESTRING (12.3569605 55.8692738, 12.3564584 55.8691082, 12.3560776 55.8689718, 12.3559167 55.868919, 12.3557401 55.8688439, 12.3555634 55.8687327, 12.3552661 55.8684718, 12.3550745 55.8683077)",2,Amtsvej,
295076110,tertiary,50,,False,True,20.656,"LINESTRING (12.3569605 55.8692738, 12.3570806 55.8693127, 12.3571924 55.8693502, 12.3572453 55.8693685)",2,Amtsvej,
31898685,residential,,,False,False,56.282,"LINESTRING (12.3543217 55.8687934, 12.3541965 55.8686857, 12.3540702 55.8685771, 12.3540297 55.8685426, 12.3538274 55.86837)",,Fritz Hansens Vej,
31898685,residential,,,False,True,103.538,"LINESTRING (12.3543217 55.8687934, 12.3545446 55.8689818, 12.3548646 55.8692549, 12.3550177 55.8693855, 12.3550948 55.8694464, 12.3551397 55.8694924, 12.3551638 55.8695171, 12.3551553 55.8695357, 12.3551072 55.8695746)",,Fritz Hansens Vej,
62758304,unclassified,,,False,True,71.22399999999999,"LINESTRING (12.3543217 55.8687934, 12.353662 55.8690259, 12.3534054 55.8691696)",,Fritz Hansens Vej,3
131315387,residential,,,False,False,76.08,"LINESTRING (12.3513663 55.8699503, 12.3512951 55.8699278, 12.3509867 55.8701069, 12.3505136 55.8698221)",,Frederiksborgvej,
801778191,tertiary,50,roundabout,True,False,5.382,"LINESTRING (12.3572563 55.8718643, 12.3572635 55.8718799, 12.357265 55.871896, 12.357261 55.871912)",,,
31898685,residential,,,False,False,103.538,"LINESTRING (12.3551072 55.8695746, 12.3551553 55.8695357, 12.3551638 55.8695171, 12.3551397 55.8694924, 12.3550948 55.8694464, 12.3550177 55.8693855, 12.3548646 55.8692549, 12.3545446 55.8689818, 12.3543217 55.8687934)",,Fritz Hansens Vej,
110954138,unclassified,50,,False,False,65.671,"LINESTRING (12.355003 55.8707121, 12.3548057 55.8708241, 12.3544709 55.8710181, 12.3543247 55.8711027, 12.3542686 55.8711352)",,Lilledal,
34235268,unclassified,50,,False,False,59.650999999999996,"LINESTRING (12.3542686 55.8711352, 12.3541015 55.8710286, 12.3539711 55.8709203, 12.3538637 55.8708159, 12.3537612 55.8706847)",,Lilledal,
34235268,unclassified,50,,False,True,59.625,"LINESTRING (12.3542686 55.8711352, 12.3548522 55.8714592, 12.3549546 55.8715083)",,Lilledal,
110954138,unclassified,50,,False,True,65.671,"LINESTRING (12.3542686 55.8711352, 12.3543247 55.8711027, 12.3544709 55.8710181, 12.3548057 55.8708241, 12.355003 55.8707121)",,Lilledal,
"[110954818, 902767235, 801778207]",tertiary,50,roundabout,True,False,19.94,"LINESTRING (12.3576005 55.8695126, 12.3576169 55.8695087, 12.3576339 55.8695059, 12.3576515 55.8695044, 12.3576691 55.8695039, 12.3576869 55.8695047, 12.3577043 55.8695066, 12.3577212 55.8695097, 12.3577373 55.869514, 12.3577523 55.8695192, 12.3577662 55.8695254, 12.3577787 55.8695325, 12.3577895 55.8695404, 12.3577986 55.869549, 12.3578057 55.8695581, 12.357811 55.8695676, 12.3578141 55.8695774, 12.3578152 55.8695874, 12.3578141 55.8695973)",,,
66304975,unclassified,,,False,False,51.728,"LINESTRING (12.35665 55.8704891, 12.3565795 55.870462, 12.3565165 55.8704379, 12.356443 55.8703977, 12.3561921 55.8702478, 12.3561468 55.8702217, 12.3561145 55.8702032, 12.3560555 55.8701672)",,Stationspassagen,
295076112,unclassified,50,,False,True,86.44999999999999,"LINESTRING (12.35665 55.8704891, 12.3566849 55.8704509, 12.3567434 55.8703898, 12.3568008 55.8703298, 12.3568719 55.8702551, 12.3570248 55.8701106, 12.35718 55.8699683, 12.357352 55.8698193)",2,Allerød Stationsvej,
"[316645956, 598589672, 598589677, 598589710, 598589685, 598589688]",unclassified,50,,True,False,145.13,"LINESTRING (12.35665 55.8704891, 12.3565567 55.870681, 12.3564457 55.8707994, 12.3564051 55.8708473, 12.3563711 55.8708841, 12.3563554 55.870901, 12.3560326 55.8712498, 12.3558115 55.8714888, 12.3557033 55.8716075, 12.355652 55.8716639)","['1', '2']",Allerød Stationsvej,
"[316649416, 26432625]",residential,,,False,True,158.344,"LINESTRING (12.3530663 55.8716448, 12.3524904 55.8713736, 12.352916 55.87112, 12.353586 55.8707207, 12.3536508 55.8707008, 12.3537612 55.8706847)",,Aggebovej,
26290837,unclassified,50,,True,False,24.916000000000004,"LINESTRING (12.357352 55.8698193, 12.3574614 55.8696949, 12.3574778 55.8696806, 12.3575287 55.8696185)",1,Allerød Stationsvej,
295076112,unclassified,50,,False,False,86.45,"LINESTRING (12.357352 55.8698193, 12.35718 55.8699683, 12.3570248 55.8701106, 12.3568719 55.8702551, 12.3568008 55.8703298, 12.3567434 55.8703898, 12.3566849 55.8704509, 12.35665 55.8704891)",2,Allerød Stationsvej,
"[801778227, 111121438]",tertiary,50,,True,False,116.262,"LINESTRING (12.3592061 55.8698761, 12.3593355 55.8698567, 12.3596532 55.8697665, 12.359963 55.8696763, 12.3602924 55.8695624, 12.3607228 55.869384, 12.3608073 55.8693515)",1,Banevang,
801778223,tertiary,50,roundabout,True,False,9.922,"LINESTRING (12.3592061 55.8698761, 12.3592234 55.8698873, 12.3592381 55.8698997, 12.3592498 55.8699131, 12.3592585 55.8699271, 12.359264 55.8699417, 12.3592661 55.8699565)",1,,
801778205,tertiary,50,roundabout,True,False,21.982999999999997,"LINESTRING (12.3588938 55.8698837, 12.3589123 55.8698726, 12.3589332 55.8698629, 12.3589562 55.8698549, 12.3589808 55.8698485, 12.3590067 55.869844, 12.3590334 55.8698414, 12.3590605 55.8698407, 12.3590875 55.869842, 12.359114 55.8698453, 12.3591395 55.8698504, 12.3591636 55.8698573, 12.3591859 55.8698659, 12.3592061 55.8698761)",1,,
"[11562645, 801778199]",tertiary,50,,True,False,144.96699999999998,"LINESTRING (12.3590219 55.8700749, 12.3589476 55.8701445, 12.3587503 55.8703123, 12.3583319 55.8707674, 12.3582564 55.8708499, 12.3580788 55.871044, 12.3579163 55.8712204)",1,Banevang,
960141871,tertiary,50,roundabout,True,False,7.871,"LINESTRING (12.3590219 55.8700749, 12.3590013 55.8700724, 12.3589813 55.8700687, 12.3589621 55.870064, 12.3589437 55.8700582, 12.3589266 55.8700514, 12.3589107 55.8700437)",1,,
316665274,tertiary,50,,False,False,6.055,"LINESTRING (12.3497173 55.8703023, 12.3497912 55.870267)",2,Frederiksborgvej,
316665259,tertiary,50,,False,True,126.028,"LINESTRING (12.3497173 55.8703023, 12.3495157 55.8703987, 12.3493172 55.8704852, 12.348576 55.8707446, 12.3480434 55.8709337)",2,Frederiksborgvej,
66304975,unclassified,,,False,True,51.727999999999994,"LINESTRING (12.3560555 55.8701672, 12.3561145 55.8702032, 12.3561468 55.8702217, 12.3561921 55.8702478, 12.356443 55.8703977, 12.3565165 55.8704379, 12.3565795 55.870462, 12.35665 55.8704891)",,Stationspassagen,
39846329,residential,,,False,True,39.92,"LINESTRING (12.3489051 55.874581, 12.3490942 55.8748809, 12.3491178 55.8749196)",,Kirkevænget,
131199494,residential,,,False,False,73.214,"LINESTRING (12.3541551 55.8749528, 12.354304 55.8749824, 12.3553174 55.8750208)",,Bakkevej,
316665268,residential,,,False,True,208.158,"LINESTRING (12.36162 55.8717268, 12.361888 55.8715777, 12.36295 55.8720672, 12.3632608 55.8724218, 12.3624814 55.8726516)",,Hvidehusvej,
155287218,residential,,,False,True,30.952,"LINESTRING (12.3563568 55.8752333, 12.3562106 55.8749673)",,Sandholmvej,
155287218,residential,,,False,False,30.952,"LINESTRING (12.3562106 55.8749673, 12.3563568 55.8752333)",,Sandholmvej,
26432705,residential,,,False,False,56.88,"LINESTRING (12.3562106 55.8749673, 12.3560342 55.8750089, 12.3558696 55.8750281, 12.3553174 55.8750208)",,Sandholmvej,
26432705,residential,,,False,True,193.42700000000002,"LINESTRING (12.3562106 55.8749673, 12.356763 55.8748027, 12.3569596 55.8747468, 12.3577322 55.8745171, 12.358955 55.8741577)",,Sandholmvej,
177336643,residential,,,False,True,30.604,"LINESTRING (12.3585752 55.8692863, 12.3583243 55.8695228)",,Allerød Park,
26432593,residential,50,,False,True,91.307,"LINESTRING (12.3585752 55.8692863, 12.3582482 55.8691658, 12.3579707 55.8689903, 12.3576866 55.8688106, 12.3575368 55.8687382, 12.3575154 55.8687278)",,Prins Valdemars Alle,
177336643,residential,,,False,False,136.97500000000002,"LINESTRING (12.3585752 55.8692863, 12.3589408 55.8689811, 12.3591054 55.8688437, 12.3594165 55.8686324, 12.3593574 55.8685787, 12.3590191 55.8682712)",,Allerød Park,
177336643,residential,,,False,False,30.604,"LINESTRING (12.3583243 55.8695228, 12.3585752 55.8692863)",,Allerød Park,
"[316649416, 26432625]",residential,,,False,False,158.344,"LINESTRING (12.3537612 55.8706847, 12.3536508 55.8707008, 12.353586 55.8707207, 12.352916 55.87112, 12.3524904 55.8713736, 12.3530663 55.8716448)",,Aggebovej,
34235268,unclassified,50,,False,True,59.650999999999996,"LINESTRING (12.3537612 55.8706847, 12.3538637 55.8708159, 12.3539711 55.8709203, 12.3541015 55.8710286, 12.3542686 55.8711352)",,Lilledal,
316649412,unclassified,50,,False,False,55.301,"LINESTRING (12.3537612 55.8706847, 12.3537294 55.8706116, 12.3536567 55.8704469, 12.3535138 55.8702762, 12.353457 55.8702209)",,Lilledal,
39846298,residential,,,False,True,79.757,"LINESTRING (12.3532315 55.8734322, 12.3531066 55.8734715, 12.3529814 55.8736025, 12.3537947 55.8737764)",,Hasselvej,
184346572,residential,,,False,True,58.481,"LINESTRING (12.3608776 55.8737607, 12.3610655 55.8737429, 12.3616112 55.874029)",,Horsemosevej,
184346571,residential,,,False,True,49.307,"LINESTRING (12.3604809 55.8739163, 12.3610575 55.8742196)",,Horsemosevej,
38693322,residential,,,False,False,40.525,"LINESTRING (12.3616112 55.874029, 12.3610575 55.8742196)",,Horsemosevej,
38693322,residential,,,False,True,33.487,"LINESTRING (12.3616112 55.874029, 12.3620862 55.8738887)",,Horsemosevej,
184346572,residential,,,False,False,58.481,"LINESTRING (12.3616112 55.874029, 12.3610655 55.8737429, 12.3608776 55.8737607)",,Horsemosevej,
38693322,residential,,,False,False,81.196,"LINESTRING (12.3610575 55.8742196, 12.3599482 55.8746016)",,Horsemosevej,
38693322,residential,,,False,True,40.525,"LINESTRING (12.3610575 55.8742196, 12.3616112 55.874029)",,Horsemosevej,
184346571,residential,,,False,False,49.307,"LINESTRING (12.3610575 55.8742196, 12.3604809 55.8739163)",,Horsemosevej,
26290967,residential,,,False,False,121.017,"LINESTRING (12.351243 55.8749758, 12.3511189 55.8749307, 12.3518748 55.8743926, 12.352366 55.8742294)",,Bøgealle,
298475650,residential,,,False,False,17.925,"LINESTRING (12.3498208 55.8693287, 12.3497359 55.8694827)",,Kollerødvej,
113392965,residential,,,False,False,18.216,"LINESTRING (12.3531214 55.8693345, 12.3530028 55.869279, 12.3528827 55.8692414)",,M D Madsensvej,
62758304,unclassified,,,False,False,71.22399999999999,"LINESTRING (12.3534054 55.8691696, 12.353662 55.8690259, 12.3543217 55.8687934)",,Fritz Hansens Vej,3
177336643,residential,,,False,True,136.97500000000002,"LINESTRING (12.3590191 55.8682712, 12.3593574 55.8685787, 12.3594165 55.8686324, 12.3591054 55.8688437, 12.3589408 55.8689811, 12.3585752 55.8692863)",,Allerød Park,
25645027,tertiary,50,,True,False,27.406,"LINESTRING (12.3572453 55.8693685, 12.357493 55.8694601, 12.3575148 55.8694723, 12.3576005 55.8695126)",1,Amtsvej,
295076110,tertiary,50,,False,False,20.656,"LINESTRING (12.3572453 55.8693685, 12.3571924 55.8693502, 12.3570806 55.8693127, 12.3569605 55.8692738)",2,Amtsvej,
110954818,tertiary,50,roundabout,True,False,5.9159999999999995,"LINESTRING (12.3575342 55.8695494, 12.3575421 55.8695417, 12.3575514 55.8695346, 12.3575621 55.869528, 12.3575738 55.8695221, 12.3575868 55.8695169, 12.3576005 55.8695126)",,,
295076111,tertiary,50,,True,False,27.015,"LINESTRING (12.3575342 55.8695494, 12.3574597 55.869506, 12.3572453 55.8693685)",1,Amtsvej,
801778211,tertiary,50,roundabout,True,False,6.186999999999999,"LINESTRING (12.3578141 55.8695973, 12.3578112 55.8696065, 12.3578065 55.8696153, 12.3578001 55.8696238, 12.3577921 55.869632, 12.3577825 55.8696395, 12.3577714 55.8696464)",,,
"[801778220, 801778221, 801778222, 295075991]",tertiary,50,,True,False,74.88199999999999,"LINESTRING (12.3578141 55.8695973, 12.3579355 55.8696276, 12.3581457 55.8696833, 12.3582533 55.869717, 12.3584728 55.8697857, 12.3587175 55.8698605, 12.3587441 55.8698671, 12.3588938 55.8698837)",1,Amtsvej,
"[903547722, 903547723, 801778210]",tertiary,50,roundabout,True,False,9.243,"LINESTRING (12.3577714 55.8696464, 12.3577604 55.869652, 12.3577484 55.8696569, 12.3577358 55.8696611, 12.3577223 55.8696646, 12.3577082 55.8696674, 12.3576938 55.8696693, 12.3576792 55.8696704, 12.3576643 55.8696707, 12.3576496 55.8696702, 12.357635 55.8696688)",,,
316649460,tertiary,50,,False,False,46.621,"LINESTRING (12.3531842 55.8685834, 12.3538274 55.86837)",2,Frederiksborgvej,
26432597,residential,,,False,False,84.798,"LINESTRING (12.3531842 55.8685834, 12.3531121 55.8684863, 12.3530549 55.8681154, 12.3530752 55.8678305)",,Grønnehegn,
316649460,tertiary,50,,False,True,65.646,"LINESTRING (12.3531842 55.8685834, 12.3525174 55.8688088, 12.3522863 55.8688911)",2,Frederiksborgvej,
316645952,tertiary,50,,False,True,87.15,"LINESTRING (12.3514733 55.8692526, 12.3505136 55.8698221)",2,Frederiksborgvej,
491072220,residential,,,False,False,36.042,"LINESTRING (12.3514733 55.8692526, 12.351087 55.8690116)",,Frederiksborgvej,
316645952,tertiary,50,,False,False,64.817,"LINESTRING (12.3514733 55.8692526, 12.3516721 55.8691504, 12.3517182 55.8691267, 12.3518168 55.8690838, 12.3520705 55.8689734, 12.3522863 55.8688911)",2,Frederiksborgvej,
396993560,residential,,,False,False,4.627,"LINESTRING (12.3482262 55.869021, 12.3482618 55.8689845)",,Æblehaven,
396993560,residential,,,False,True,3.852,"LINESTRING (12.3482914 55.8689541, 12.3482618 55.8689845)",,Æblehaven,
26432647,residential,50,,True,False,26.779,"LINESTRING (12.3574704 55.8721466, 12.3573002 55.8720122, 12.3572825 55.8720015, 12.3571988 55.871962)",1,Tokkekøbvej,
1044138067,residential,,,False,False,26.809,"LINESTRING (12.3574704 55.8721466, 12.3575144 55.8722022, 12.3576223 55.872372)",,Tokkekøbvej,
416539730,tertiary,50,,True,False,28.887999999999998,"LINESTRING (12.3568068 55.8721682, 12.3569083 55.8720137, 12.3569239 55.8719977, 12.3569855 55.871929)",1,Banevang,
801778186,tertiary,50,,True,False,81.023,"LINESTRING (12.3571524 55.8718132, 12.3572378 55.8717595, 12.3573084 55.8717024, 12.3577081 55.8713298, 12.3577577 55.8712829, 12.3578674 55.8712069)",1,Banevang,
960141870,tertiary,50,roundabout,True,False,8.975,"LINESTRING (12.3571524 55.8718132, 12.357197 55.8718228, 12.3572328 55.8718408, 12.3572563 55.8718643)",,,
"[417535884, 801778181]",tertiary,80,,True,False,126.825,"LINESTRING (12.3634728 55.8697497, 12.3632207 55.8696279, 12.3631382 55.8695797, 12.3629297 55.8694375, 12.362768 55.869298, 12.3626219 55.8691659, 12.3624587 55.868988, 12.3624097 55.8689311, 12.3623395 55.8688201)","['2', '3']",Nymøllevej,
"[417535908, 801778166]",tertiary,80,,True,False,69.333,"LINESTRING (12.3620744 55.8680621, 12.3622417 55.8682817, 12.3623225 55.8684525, 12.362368 55.8685414, 12.3624329 55.868651)",3,Nymøllevej,
801778179,tertiary,80,,True,False,13.119,"LINESTRING (12.3622831 55.8687338, 12.3624329 55.868651)",2,Banevang,
"[418132160, 801778165]",tertiary,80,,True,False,76.19200000000001,"LINESTRING (12.3622831 55.8687338, 12.3622046 55.8686139, 12.3621042 55.8683062, 12.3620744 55.8680621)",1,Nymøllevej,
801778180,tertiary,80,,True,False,12.755,"LINESTRING (12.3624855 55.8687398, 12.3623395 55.8688201)",2,Sortemosevej,
26621926,tertiary,80,,True,False,128.816,"LINESTRING (12.3624855 55.8687398, 12.3625543 55.8688567, 12.3626125 55.868948, 12.3627452 55.8691075, 12.3628733 55.8692468, 12.3629719 55.8693453, 12.3631549 55.8694988, 12.3632864 55.8695952, 12.3634728 55.8697497)",1,Nymøllevej,
418132159,tertiary,80,,True,False,10.221,"LINESTRING (12.3623395 55.8688201, 12.3622831 55.8687338)",2,Nymøllevej,
"[801778233, 801778234, 417535901, 801778230]",tertiary,"['50', '80']",,True,False,112.68599999999999,"LINESTRING (12.3623395 55.8688201, 12.3621944 55.8689001, 12.3618601 55.8690405, 12.3616069 55.8691282, 12.3614068 55.8691975, 12.361195 55.869275, 12.3609396 55.8693686, 12.3608613 55.8693983)","['1', '2']",Banevang,
418132163,tertiary,80,,True,False,10.405,"LINESTRING (12.3624329 55.868651, 12.3624855 55.8687398)",2,Nymøllevej,
491072171,residential,,,False,True,30.203,"LINESTRING (12.3601663 55.8694247, 12.3599584 55.8691794)",,Gammel Amtsvej,
491072171,residential,,,False,False,30.203,"LINESTRING (12.3599584 55.8691794, 12.3601663 55.8694247)",,Gammel Amtsvej,
26432604,residential,,,False,False,37.284000000000006,"LINESTRING (12.3599584 55.8691794, 12.3602709 55.8690944, 12.3604983 55.8690357)",,Gammel Amtsvej,
26432604,residential,,,False,True,38.612,"LINESTRING (12.3599584 55.8691794, 12.3595601 55.8692757, 12.3594367 55.8692953, 12.3593802 55.8692992)",,Gammel Amtsvej,
491072180,residential,,,False,True,44.363,"LINESTRING (12.3583612 55.8731011, 12.3577357 55.8732909)",,Tokkekøbvej,
491072180,residential,,,False,False,44.363,"LINESTRING (12.3577357 55.8732909, 12.3583612 55.8731011)",,Tokkekøbvej,
416539731,residential,,,False,False,43.864000000000004,"LINESTRING (12.3577357 55.8732909, 12.3577439 55.8733483, 12.3577967 55.8734735, 12.3579421 55.8736651)",1,Tokkekøbvej,
"[1044138067, 416539731]",residential,,,False,True,102.43499999999999,"LINESTRING (12.3577357 55.8732909, 12.3577082 55.8730971, 12.3576495 55.8726833, 12.3576421 55.8725612, 12.3576299 55.872445, 12.3576223 55.872372)",1,Tokkekøbvej,
491072220,residential,,,False,True,36.042,"LINESTRING (12.351087 55.8690116, 12.3514733 55.8692526)",,Frederiksborgvej,
997351132,tertiary,50,,True,False,38.354,"LINESTRING (12.3477414 55.8706336, 12.3479791 55.8708575, 12.3479929 55.8708728, 12.3480434 55.8709337)",1,Gammel Lyngevej,
345534759,tertiary,50,roundabout,True,False,5.967,"LINESTRING (12.3549073 55.8680342, 12.3549332 55.8680446, 12.3549536 55.8680584, 12.354967 55.8680746)",,,
700328505,unclassified,50,,True,False,21.519,"LINESTRING (12.3549073 55.8680342, 12.3549739 55.8680063, 12.354999 55.8679946, 12.3550768 55.8679743, 12.3551723 55.8679657, 12.3552189 55.8679649)",1,Frederiksborgvej,
62072979,unclassified,50,,True,False,19.903999999999996,"LINESTRING (12.3552189 55.8679649, 12.3551514 55.8679936, 12.3550383 55.8680462, 12.354967 55.8680746)",1,Frederiksborgvej,
700328506,unclassified,50,,False,False,92.31800000000001,"LINESTRING (12.3552189 55.8679649, 12.3552974 55.8679388, 12.355334 55.8679336, 12.3555813 55.8678984, 12.3562027 55.86781, 12.3565435 55.8677615, 12.3566432 55.8677473)",1,Frederiksborgvej,
345534759,tertiary,50,roundabout,True,False,5.754,"LINESTRING (12.3547368 55.8681264, 12.3547267 55.8681101, 12.3547241 55.8680929, 12.3547291 55.8680759)",,,
700328507,tertiary,50,,True,False,52.664,"LINESTRING (12.3547368 55.8681264, 12.3546667 55.868141, 12.3544974 55.8681921, 12.3542184 55.8682792, 12.3540865 55.8683205, 12.3539804 55.8683138)",1,Frederiksborgvej,
316649460,tertiary,50,,False,True,11.409,"LINESTRING (12.3539804 55.8683138, 12.3539618 55.8683207, 12.3538274 55.86837)",2,Frederiksborgvej,
"[700328508, 316565220]",tertiary,50,,True,False,53.946,"LINESTRING (12.3539804 55.8683138, 12.3542532 55.8682119, 12.3545994 55.8680998, 12.3546222 55.8680924, 12.3547291 55.8680759)",1,Frederiksborgvej,
"[366986057, 295076110]",tertiary,50,,False,True,162.792,"LINESTRING (12.3550745 55.8683077, 12.3552661 55.8684718, 12.3555634 55.8687327, 12.3557401 55.8688439, 12.3559167 55.868919, 12.3560776 55.8689718, 12.3564584 55.8691082, 12.3569605 55.8692738)",2,Amtsvej,
700328510,tertiary,50,,True,False,21.215,"LINESTRING (12.3550745 55.8683077, 12.3550146 55.8682884, 12.3549352 55.8682222, 12.3549194 55.868211, 12.3548559 55.8681653)",1,Amtsvej,
345534759,tertiary,50,roundabout,True,False,9.079999999999998,"LINESTRING (12.3548559 55.8681653, 12.3548196 55.8681635, 12.3547858 55.8681559, 12.3547574 55.8681432, 12.3547368 55.8681264)",,,
26432607,residential,,,False,False,6.199,"LINESTRING (12.3608073 55.8693515, 12.3608613 55.8693983)",,Gammel Amtsvej,
718074506,residential,,,False,False,40.076,"LINESTRING (12.3608073 55.8693515, 12.3607606 55.869311, 12.3604983 55.8690357)",,Gammel Amtsvej,
"[801778232, 801778227, 26621924, 801778231]",tertiary,"['50', '80']",,True,False,115.21999999999998,"LINESTRING (12.3608073 55.8693515, 12.3608865 55.8693216, 12.3614118 55.8691252, 12.3616442 55.8690415, 12.3617776 55.8689916, 12.3620619 55.8688562, 12.3621396 55.8688132, 12.3622831 55.8687338)","['1', '2', '3']",Banevang,
801778209,tertiary,50,roundabout,True,False,9.024000000000001,"LINESTRING (12.357635 55.8696688, 12.3576207 55.8696667, 12.3576069 55.8696637, 12.3575936 55.86966, 12.3575811 55.8696555, 12.3575694 55.8696504, 12.3575592 55.8696449, 12.3575498 55.869639, 12.3575417 55.8696325, 12.3575346 55.8696257, 12.3575287 55.8696185)",,,
801778214,unclassified,50,,True,False,24.35,"LINESTRING (12.357635 55.8696688, 12.3575446 55.8697109, 12.357352 55.8698193)",1,Allerød Stationsvej,
"[801778208, 110954818, 902767236]",tertiary,50,roundabout,True,False,7.929,"LINESTRING (12.3575287 55.8696185, 12.357524 55.869611, 12.3575207 55.8696033, 12.3575186 55.8695955, 12.3575179 55.8695875, 12.3575185 55.8695797, 12.3575205 55.8695718, 12.3575238 55.8695641, 12.3575283 55.8695567, 12.3575342 55.8695494)",,,
903547721,tertiary,50,roundabout,True,False,10.501000000000001,"LINESTRING (12.3589107 55.8700437, 12.3588962 55.8700351, 12.3588834 55.8700257, 12.3588723 55.8700157, 12.358863 55.8700051, 12.3588557 55.8699941, 12.3588504 55.8699826, 12.3588471 55.869971, 12.3588459 55.8699592)",1,,
761682908,unclassified,50,roundabout,True,False,21.894,"LINESTRING (12.355652 55.8716639, 12.3556553 55.8716761, 12.3556534 55.8716883, 12.3556466 55.8717, 12.3556351 55.8717105, 12.3556196 55.8717192, 12.355601 55.8717257, 12.3555801 55.8717296, 12.3555583 55.8717306, 12.3555366 55.8717288, 12.3555162 55.8717243, 12.3554983 55.8717172, 12.3554837 55.871708, 12.3554734 55.8716971, 12.3554678 55.8716852, 12.3554672 55.8716729, 12.3554718 55.8716609)",,,
