osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,bridge
1836119,tertiary,50,roundabout,True,False,18.624000000000002,"LINESTRING (9.4979443 55.2511236, 9.4979613 55.2510828, 9.4979992 55.251047, 9.4980544 55.2510194, 9.4981218 55.2510027)",,,
68132651,tertiary,50,,False,True,222.508,"LINESTRING (9.4979443 55.2511236, 9.4978258 55.2511168, 9.49734 55.2510891, 9.4972259 55.2510822, 9.4965918 55.2510666, 9.4964943 55.2510642, 9.4964564 55.2510633, 9.495925 55.2510502, 9.4958004 55.2510471, 9.4956897 55.2510439, 9.4952979 55.2510348, 9.4944391 55.2510278)",2,Jomfrustien,
1836119,tertiary,50,roundabout,True,False,28.109,"LINESTRING (9.4981218 55.2510027, 9.4982103 55.2509992, 9.4982949 55.2510143, 9.498364 55.2510461, 9.4984079 55.25109, 9.4984207 55.25114)",,,
1836120,tertiary,50,,False,False,89.912,"LINESTRING (9.4981218 55.2510027, 9.4980922 55.2509356, 9.4980356 55.250807, 9.498002 55.2506624, 9.497986 55.2505202, 9.4980298 55.2502027)",2,Toldbodgade,
1836120,tertiary,50,,False,True,69.876,"LINESTRING (9.4981714 55.2495795, 9.4980298 55.2502027)",2,Toldbodgade,
165491613,residential,50,,False,True,41.177,"LINESTRING (9.4981714 55.2495795, 9.4982607 55.2492127)",2,Toldbodgade,
1836121,tertiary,50,,False,False,67.838,"LINESTRING (9.4981714 55.2495795, 9.4975671 55.2495342, 9.4973774 55.2495067, 9.4971456 55.2494334)",2,Skibbrogade,
100283846,unclassified,,,True,False,178.65699999999998,"LINESTRING (9.4981714 55.2495795, 9.4999672 55.2497073, 9.5009683 55.2497792)",,Hansborggade,
1836121,tertiary,50,,False,True,67.838,"LINESTRING (9.4971456 55.2494334, 9.4973774 55.2495067, 9.4975671 55.2495342, 9.4981714 55.2495795)",2,Skibbrogade,
165491612,residential,50,,False,True,113.09100000000001,"LINESTRING (9.4971456 55.2494334, 9.4970396 55.2494735, 9.4969652 55.2494873, 9.4953979 55.2493787)",,Skibbrogade,
1147634363,tertiary,50,,False,False,46.218,"LINESTRING (9.4971456 55.2494334, 9.4970364 55.2493783, 9.496942 55.2493149, 9.4968645 55.2492445, 9.4968054 55.2491685, 9.4967659 55.2490885)",2,Ved Ridehuset,
1836122,tertiary,50,,False,True,191.731,"LINESTRING (9.4944888 55.2481399, 9.4946292 55.2481763, 9.4947705 55.2482091, 9.4954897 55.2483831, 9.4958152 55.2484606, 9.4962081 55.2485535, 9.4963945 55.2486109, 9.496425 55.2486262, 9.496517 55.2486724, 9.4965909 55.248727, 9.4966483 55.2487877, 9.4966877 55.2488529, 9.4967265 55.2489793, 9.4967659 55.2490885)",2,Ved Ridehuset,
154075927,tertiary,50,,False,True,67.92099999999999,"LINESTRING (9.4944888 55.2481399, 9.4944435 55.2482658, 9.4943229 55.2485247, 9.4942468 55.2487347)",2,Sejlstensgyde,
"[240100592, 143816876, 13510556]",tertiary,50,,False,False,89.405,"LINESTRING (9.4944888 55.2481399, 9.4945069 55.2480613, 9.4944917 55.247957, 9.4943639 55.2477949, 9.4941632 55.247544, 9.4941204 55.2474905, 9.4940446 55.2473917)",2,Sejlstensgyde,yes
38656816,residential,,,False,True,45.769000000000005,"LINESTRING (9.4940446 55.2473917, 9.4939646 55.2473081, 9.4939466 55.2472887, 9.4939328 55.2472737, 9.4938448 55.2471784, 9.4937476 55.247121, 9.4936231 55.2470656)",,Hertug Hans Gade,
"[240100592, 13510556, 143816876]",tertiary,50,,False,True,89.405,"LINESTRING (9.4940446 55.2473917, 9.4941204 55.2474905, 9.4941632 55.247544, 9.4943639 55.2477949, 9.4944917 55.247957, 9.4945069 55.2480613, 9.4944888 55.2481399)",2,Sejlstensgyde,yes
581228574,tertiary,50,,False,True,25.498,"LINESTRING (9.4940446 55.2473917, 9.4942388 55.2473515, 9.4943417 55.2473302, 9.4944227 55.2473134)",3,Sydhavnsvej,
1836119,tertiary,50,roundabout,True,False,29.752,"LINESTRING (9.4982597 55.251263, 9.4981666 55.25127, 9.498076 55.2512561, 9.498034 55.2512375, 9.4980018 55.2512233, 9.4979555 55.2511767, 9.4979443 55.2511236)",,,
194454758,tertiary,50,,False,True,96.892,"LINESTRING (9.4982597 55.251263, 9.4983356 55.2513354, 9.498367 55.2513624, 9.498547 55.2515233, 9.4987562 55.2516571, 9.4989252 55.2517434, 9.4991036 55.2518237, 9.4992917 55.2518893)",,Nordhavnsvej,
1836119,tertiary,50,roundabout,True,False,18.062,"LINESTRING (9.4984207 55.25114, 9.4984071 55.2511799, 9.4983735 55.2512157, 9.4983229 55.2512442, 9.4982597 55.251263)",,,
38562104,unclassified,50,,False,False,147.767,"LINESTRING (9.4984207 55.25114, 9.4992464 55.2511021, 9.4996765 55.2510824, 9.5006291 55.2510296, 9.5007431 55.2510233)",,Jomfrustien,
26235825,tertiary,50,,False,False,7.555,"LINESTRING (9.492881 55.2540894, 9.4929922 55.2541139)",2,Aastrupvej,
103526135,residential,50,,False,False,140.762,"LINESTRING (9.492881 55.2540894, 9.4929836 55.2528491, 9.4929856 55.2528249)",,Mariegade,
38656816,residential,,,False,False,45.769,"LINESTRING (9.4936231 55.2470656, 9.4937476 55.247121, 9.4938448 55.2471784, 9.4939328 55.2472737, 9.4939466 55.2472887, 9.4939646 55.2473081, 9.4940446 55.2473917)",,Hertug Hans Gade,
219029290,residential,,,False,False,52.138999999999996,"LINESTRING (9.4936231 55.2470656, 9.4938721 55.2468352, 9.4942079 55.2467835)",,Hertug Hans Gade,
32239172,residential,50,,False,False,97.448,"LINESTRING (9.4945583 55.2544583, 9.4945279 55.2535821)",,Ny Allegade,
26235825,tertiary,50,,False,True,61.768,"LINESTRING (9.4945583 55.2544583, 9.4945408 55.2544544, 9.493649 55.2542583)",2,Aastrupvej,
68132651,tertiary,50,,False,False,222.508,"LINESTRING (9.4944391 55.2510278, 9.4952979 55.2510348, 9.4956897 55.2510439, 9.4958004 55.2510471, 9.495925 55.2510502, 9.4964564 55.2510633, 9.4964943 55.2510642, 9.4965918 55.2510666, 9.4972259 55.2510822, 9.49734 55.2510891, 9.4978258 55.2511168, 9.4979443 55.2511236)",2,Jomfrustien,
68132651,tertiary,50,,False,True,122.483,"LINESTRING (9.4944391 55.2510278, 9.4936453 55.2510224, 9.4934551 55.2510211, 9.4928447 55.2510172, 9.4925067 55.251015)",2,Jomfrustien,
68289665,tertiary,50,,False,False,107.181,"LINESTRING (9.4944391 55.2510278, 9.4944265 55.2506718, 9.4944256 55.2506449, 9.4944052 55.2500641)",,Allegade,
