osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,bridge
32548533,2,Dalgasvej,tertiary,50,False,False,146.03,,"LINESTRING (9.1230876 55.9457172, 9.1250332 55.9464505)",,
107226788,2,Herningvej,secondary,50,False,False,108.257,184;411,"LINESTRING (9.1230876 55.9457172, 9.1229219 55.9458718, 9.122638 55.9461376, 9.1221651 55.9465422)",,
598549939,,Storegade,secondary,50,False,True,146.325,184,"LINESTRING (9.1230876 55.9457172, 9.123439 55.9454422, 9.1236196 55.9453358, 9.12386 55.9452194, 9.1239797 55.9451827, 9.1243447 55.9450701, 9.1247691 55.9449429, 9.1248814 55.9449045)",,
957902053,,Brandlundvej,secondary,50,False,True,73.986,411,"LINESTRING (9.1230876 55.9457172, 9.1225667 55.9455365, 9.1220477 55.9453973)",,
150949844,,Vejlevej,secondary,50,False,True,42.47,184,"LINESTRING (9.1304417 55.9411402, 9.1305837 55.9410437, 9.1306073 55.9410276, 9.1308753 55.9408454)",,
678028413,,Storegade,secondary,50,False,False,42.439,184,"LINESTRING (9.1304417 55.9411402, 9.1303034 55.9412306, 9.1300928 55.9413683, 9.1300021 55.9414318)",,
1203806391,2,Østre Allé,tertiary,50,False,True,133.155,,"LINESTRING (9.1304417 55.9411402, 9.1305791 55.9412068, 9.1306424 55.9412374, 9.1310977 55.9414581, 9.131335 55.9415706, 9.1315281 55.9416621, 9.1320712 55.9419155)",,
598549939,,Storegade,secondary,50,False,False,36.094,184,"LINESTRING (9.1263749 55.9439817, 9.1260445 55.9442484)",,
80656451,,Ågade,residential,,False,False,126.164,,"LINESTRING (9.1263749 55.9439817, 9.1261484 55.943867, 9.1260642 55.9438008, 9.1259765 55.9437317, 9.1258991 55.9436491, 9.1256777 55.9434131, 9.1253143 55.9430256)",,
598549939,,Storegade,secondary,50,False,True,107.64500000000001,184,"LINESTRING (9.1263749 55.9439817, 9.1266788 55.9437181, 9.1269665 55.9434686, 9.1271146 55.9433598, 9.1273487 55.9431825)",,
32548514,2,Østre Allé,tertiary,50,False,False,105.185,,"LINESTRING (9.1362813 55.9446955, 9.1359137 55.9441537, 9.1356824 55.943811)",,
32548514,2,Østre Allé,tertiary,50,False,True,131.643,,"LINESTRING (9.1329121 55.9422715, 9.1333341 55.9424159, 9.1336073 55.9425286, 9.134067 55.9427711, 9.1345333 55.9430236)",,
598549938,,Stationsvej,tertiary,50,False,True,112.476,,"LINESTRING (9.1329121 55.9422715, 9.1317269 55.9428407, 9.1315556 55.9429387)",,
1203806391,2,Østre Allé,tertiary,50,False,False,65.68,,"LINESTRING (9.1329121 55.9422715, 9.1325177 55.9421168, 9.1320712 55.9419155)",,
33906298,2,Gammel Thyregodvej,unclassified,50,False,False,112.296,,"LINESTRING (9.1345333 55.9430236, 9.1359656 55.94241)",,
32548514,2,Østre Allé,tertiary,50,False,False,131.643,,"LINESTRING (9.1345333 55.9430236, 9.134067 55.9427711, 9.1336073 55.9425286, 9.1333341 55.9424159, 9.1329121 55.9422715)",,
32548514,2,Østre Allé,tertiary,50,False,True,113.693,,"LINESTRING (9.1345333 55.9430236, 9.1353566 55.9435162, 9.1354785 55.9436089, 9.1355356 55.9436523, 9.1356824 55.943811)",,
33906298,2,Gammel Thyregodvej,unclassified,50,False,True,112.296,,"LINESTRING (9.1359656 55.94241, 9.1345333 55.9430236)",,
32548514,2,Østre Allé,tertiary,50,False,False,113.693,,"LINESTRING (9.1356824 55.943811, 9.1355356 55.9436523, 9.1354785 55.9436089, 9.1353566 55.9435162, 9.1345333 55.9430236)",,
32548514,2,Østre Allé,tertiary,50,False,True,105.185,,"LINESTRING (9.1356824 55.943811, 9.1359137 55.9441537, 9.1362813 55.9446955)",,
33906560,,Rønne Allé,residential,,False,True,138.507,,"LINESTRING (9.1350622 55.9440469, 9.1335863 55.943115)",,
1090864430,,Lærkevej,residential,,False,False,35.655,,"LINESTRING (9.1350622 55.9440469, 9.135551 55.9438799)",,
33906560,,Rønne Allé,residential,,False,False,88.659,,"LINESTRING (9.1350622 55.9440469, 9.1356435 55.944705, 9.1356265 55.9447674)",,
33906528,,Gl Arvadvej,residential,,False,False,28.174,,"LINESTRING (9.1360506 55.9448557, 9.1356265 55.9447674)",,
32548484,,,tertiary,50,True,False,23.499000000000002,,"LINESTRING (9.1360506 55.9448557, 9.1360823 55.944806, 9.136135 55.9447622, 9.1362055 55.9447272, 9.1362813 55.9446955)",roundabout,
33906528,,Gl Arvadvej,residential,,False,False,19.459,,"LINESTRING (9.1326892 55.9441484, 9.1323959 55.944088)",,
33906528,,Gl Arvadvej,residential,,False,True,30.574,,"LINESTRING (9.1326892 55.9441484, 9.1331472 55.9442475)",,
129039374,,Remisevej,residential,,False,False,60.248999999999995,,"LINESTRING (9.1326892 55.9441484, 9.1323916 55.9443085, 9.1321915 55.9444162, 9.1319915 55.9445238)",,
33906588,,Mylius-Erichsensvej,residential,,False,False,204.673,,"LINESTRING (9.1361515 55.9450505, 9.1336669 55.9462556)",,
32548484,,,tertiary,50,True,False,23.463,,"LINESTRING (9.1361515 55.9450505, 9.1360939 55.9450088, 9.1360566 55.9449603, 9.1360418 55.9449082, 9.1360506 55.9448557)",roundabout,
33906528,,Gl Arvadvej,residential,,False,False,30.574,,"LINESTRING (9.1331472 55.9442475, 9.1326892 55.9441484)",,
33906528,,Gl Arvadvej,residential,,False,True,74.945,,"LINESTRING (9.1331472 55.9442475, 9.134271 55.9444888)",,
33906538,,Vinkelvej,residential,,False,False,91.463,,"LINESTRING (9.1331472 55.9442475, 9.133302 55.9440132, 9.1333082 55.9438978, 9.1330789 55.943592, 9.1329451 55.9434912)",,
33906538,,Vinkelvej,residential,,False,True,91.46300000000001,,"LINESTRING (9.1329451 55.9434912, 9.1330789 55.943592, 9.1333082 55.9438978, 9.133302 55.9440132, 9.1331472 55.9442475)",,
33906560,,Rønne Allé,residential,,False,False,138.507,,"LINESTRING (9.1335863 55.943115, 9.1350622 55.9440469)",,
33906528,,Gl Arvadvej,residential,,False,False,89.911,,"LINESTRING (9.1356265 55.9447674, 9.134271 55.9444888)",,
33906528,,Gl Arvadvej,residential,,False,True,28.174,,"LINESTRING (9.1356265 55.9447674, 9.1360506 55.9448557)",,
33906560,,Rønne Allé,residential,,False,True,88.659,,"LINESTRING (9.1356265 55.9447674, 9.1356435 55.944705, 9.1350622 55.9440469)",,
33906594,,Ahornvej,residential,,False,True,200.761,,"LINESTRING (9.1356265 55.9447674, 9.1355754 55.9448242, 9.1332283 55.9459673)",,
33906528,,Gl Arvadvej,residential,,False,False,74.945,,"LINESTRING (9.134271 55.9444888, 9.1331472 55.9442475)",,
33906528,,Gl Arvadvej,residential,,False,True,89.911,,"LINESTRING (9.134271 55.9444888, 9.1356265 55.9447674)",,
33906591,,Birkevej,residential,,False,True,176.678,,"LINESTRING (9.134271 55.9444888, 9.1325279 55.9454178, 9.1325057 55.945463, 9.1325279 55.9455046, 9.1327043 55.9456189)",,
33906588,,Mylius-Erichsensvej,residential,,False,False,216.966,,"LINESTRING (9.1336669 55.9462556, 9.131031 55.9475318)",,
33906588,,Mylius-Erichsensvej,residential,,False,True,204.673,,"LINESTRING (9.1336669 55.9462556, 9.1361515 55.9450505)",,
33906591,,Birkevej,residential,,False,False,42.113,,"LINESTRING (9.1336669 55.9462556, 9.1332283 55.9459673)",,
33906591,,Birkevej,residential,,False,False,50.65,,"LINESTRING (9.1332283 55.9459673, 9.1327043 55.9456189)",,
33906591,,Birkevej,residential,,False,True,42.113,,"LINESTRING (9.1332283 55.9459673, 9.1336669 55.9462556)",,
33906594,,Ahornvej,residential,,False,False,200.761,,"LINESTRING (9.1332283 55.9459673, 9.1355754 55.9448242, 9.1356265 55.9447674)",,
33906591,,Birkevej,residential,,False,True,50.65,,"LINESTRING (9.1327043 55.9456189, 9.1332283 55.9459673)",,
33906783,,Poppelvej,residential,,False,False,209.935,,"LINESTRING (9.1327043 55.9456189, 9.1301484 55.9468502)",,
33906591,,Birkevej,residential,,False,False,176.678,,"LINESTRING (9.1327043 55.9456189, 9.1325279 55.9455046, 9.1325057 55.945463, 9.1325279 55.9454178, 9.134271 55.9444888)",,
33906783,,Poppelvej,residential,,False,False,25.338,,"LINESTRING (9.1301484 55.9468502, 9.1303935 55.9470321)",,
33906783,,Poppelvej,residential,,False,True,209.935,,"LINESTRING (9.1301484 55.9468502, 9.1327043 55.9456189)",,
33906787,,Poppelvej,residential,,False,False,44.759,,"LINESTRING (9.1301484 55.9468502, 9.1297317 55.9465222)",,
33906783,,Poppelvej,residential,,False,False,68.286,,"LINESTRING (9.1303935 55.9470321, 9.131031 55.9475318)",,
33906783,,Poppelvej,residential,,False,True,25.338,,"LINESTRING (9.1303935 55.9470321, 9.1301484 55.9468502)",,
33906784,,Poppelvej,residential,,False,False,97.304,,"LINESTRING (9.1303935 55.9470321, 9.1292466 55.9476265)",,
33906588,,Mylius-Erichsensvej,residential,,False,True,216.966,,"LINESTRING (9.131031 55.9475318, 9.1336669 55.9462556)",,
33906783,,Poppelvej,residential,,False,True,68.286,,"LINESTRING (9.131031 55.9475318, 9.1303935 55.9470321)",,
33906588,,Mylius-Erichsensvej,residential,,False,False,161.16400000000002,,"LINESTRING (9.131031 55.9475318, 9.1304973 55.9477949, 9.1290883 55.9484896)",,
33906784,,Poppelvej,residential,,False,True,97.304,,"LINESTRING (9.1292466 55.9476265, 9.1303935 55.9470321)",,
33906787,,Poppelvej,residential,,False,False,40.847,,"LINESTRING (9.1297317 55.9465222, 9.1291971 55.9467351)",,
33906787,,Poppelvej,residential,,False,True,44.759,,"LINESTRING (9.1297317 55.9465222, 9.1301484 55.9468502)",,
680981751,,Remiseparken,residential,,False,True,10.605,,"LINESTRING (9.1297317 55.9465222, 9.1296387 55.9464423)",,
33906787,,Poppelvej,residential,,False,True,40.847,,"LINESTRING (9.1291971 55.9467351, 9.1297317 55.9465222)",,
33906787,,Poppelvej,residential,,False,False,107.38799999999999,,"LINESTRING (9.1291971 55.9467351, 9.1289709 55.9468252, 9.1286319 55.9465584, 9.1288581 55.9464683, 9.1291971 55.9467351)",,
33906787,,Poppelvej,residential,,False,True,107.38799999999998,,"LINESTRING (9.1291971 55.9467351, 9.1288581 55.9464683, 9.1286319 55.9465584, 9.1289709 55.9468252, 9.1291971 55.9467351)",,
33906588,,Mylius-Erichsensvej,residential,,False,True,161.16400000000002,,"LINESTRING (9.1290883 55.9484896, 9.1304973 55.9477949, 9.131031 55.9475318)",,
80656411,,Præstelunden,residential,,False,True,87.003,,"LINESTRING (9.123276 55.941472, 9.1224565 55.9421057)",,
115170164,,Ågade,residential,,False,True,15.283,,"LINESTRING (9.123276 55.941472, 9.1234335 55.9415774)",,
115170164,,Ågade,residential,,False,False,115.88300000000001,,"LINESTRING (9.123276 55.941472, 9.1226249 55.9410396, 9.1220467 55.94069)",,
