osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,width
"[308074848, 955794025]",2,Bredgade,tertiary,50,False,True,365.718,"LINESTRING (8.495256 55.9455451, 8.4952173 55.9455795, 8.4949087 55.9458581, 8.4946551 55.9460888, 8.4945876 55.9461503, 8.4942788 55.94643, 8.4939603 55.9467184, 8.4938751 55.9467955, 8.4937915 55.9468712, 8.4935604 55.9470804, 8.493 55.9475875, 8.4929532 55.9476303, 8.492867 55.9477083, 8.492759 55.9478062, 8.4925708 55.9479766, 8.4925394 55.948005, 8.4922533 55.948264, 8.4921667 55.9483424)",,,
"[955804786, 179100150]",1,,tertiary,50,True,False,29.561,"LINESTRING (8.495256 55.9455451, 8.4952171 55.9455248, 8.4951932 55.9454981, 8.4951872 55.9454685, 8.4951998 55.9454395, 8.495229 55.9454152, 8.4952711 55.9453978, 8.4953213 55.9453895, 8.4953736 55.9453912, 8.4954217 55.9454028)",roundabout,,
24610050,2,Bredgade,tertiary,50,False,False,49.458,"LINESTRING (8.4954217 55.9454028, 8.4954572 55.9453698, 8.49584 55.9450247)",,,
955794026,1,,tertiary,50,True,False,15.540000000000001,"LINESTRING (8.4954217 55.9454028, 8.4954583 55.9454218, 8.4954821 55.9454464, 8.4954902 55.945474, 8.495482 55.9455015, 8.4954582 55.9455261)",roundabout,,
520639094,2,Bredgade,tertiary,50,False,True,44.912,"LINESTRING (8.4967434 55.9442082, 8.4966949 55.944252, 8.4965923 55.9443447, 8.4963634 55.9445515)",,,
960144224,1,,tertiary,50,True,False,14.097999999999999,"LINESTRING (8.4967434 55.9442082, 8.4967076 55.9441927, 8.4966821 55.9441717, 8.4966692 55.9441474, 8.4966702 55.9441221, 8.496685 55.9440981)",roundabout,,
"[955794028, 127030342, 960144225, 24521502]",2,"['Bredgade', 'Vardevej']",tertiary,50,False,"[False, True]",201.235,"LINESTRING (8.4969017 55.9440709, 8.4969412 55.9440344, 8.4974347 55.9435792, 8.4975278 55.9434884, 8.4978569 55.9431922, 8.4986019 55.942532)",,yes,
955794027,1,,tertiary,50,True,False,13.679,"LINESTRING (8.4969017 55.9440709, 8.4969326 55.9440884, 8.4969527 55.9441103, 8.4969604 55.9441345, 8.4969549 55.9441589, 8.4969367 55.9441813)",roundabout,,
726129557,,Finderupsvej,residential,50,False,True,33.019000000000005,"LINESTRING (8.4954582 55.9455261, 8.4955115 55.9455497, 8.4957381 55.9456612, 8.4957728 55.9456906, 8.4957972 55.9457436)",,,
955794026,1,,tertiary,50,True,False,13.943,"LINESTRING (8.4954582 55.9455261, 8.4954162 55.9455468, 8.4953637 55.9455577, 8.4953077 55.9455571, 8.495256 55.9455451)",roundabout,,
220960025,2,Østergade,tertiary,50,False,False,21.236,"LINESTRING (8.4970925 55.9494987, 8.4974027 55.9495781)",,,
23772159,,Nylandsvej,residential,,False,True,85.47800000000001,"LINESTRING (8.4970925 55.9494987, 8.497122 55.9494563, 8.4971756 55.9489588, 8.4971998 55.9487344)",,,
220960025,2,Østergade,tertiary,50,False,True,131.274,"LINESTRING (8.4970925 55.9494987, 8.4964114 55.949337, 8.4955818 55.9491401, 8.4954356 55.9491153, 8.4953231 55.9490883, 8.4952858 55.9490808, 8.4951434 55.9490498)",,,
9674611,2,Østergade,tertiary,50,False,True,16.507,"LINESTRING (8.4940301 55.948784, 8.4937859 55.9487262)",,,
9674611,2,Østergade,tertiary,50,False,False,75.37,"LINESTRING (8.4940301 55.948784, 8.4949446 55.9489974, 8.4950066 55.9490121, 8.4951434 55.9490498)",,,
25190951,,Møllegade,residential,,False,False,112.65199999999999,"LINESTRING (8.4940301 55.948784, 8.4943007 55.9484154, 8.494468 55.9481712, 8.494645 55.9478878, 8.494655 55.9478353)",,,
9674611,2,Østergade,tertiary,50,False,False,16.507,"LINESTRING (8.4937859 55.9487262, 8.4940301 55.948784)",,,
24486443,,Nygade,unclassified,,False,True,81.779,"LINESTRING (8.4937859 55.9487262, 8.4932757 55.9494039)",,,
9674611,2,Østergade,tertiary,50,False,True,109.475,"LINESTRING (8.4937859 55.9487262, 8.4936447 55.9486928, 8.493395 55.9486338, 8.4932715 55.9486044, 8.4929806 55.9485356, 8.4925739 55.9484393, 8.4924498 55.9484099, 8.4921667 55.9483424)",,,
9671179,,Søndergade,residential,50,False,False,93.39000000000001,"LINESTRING (8.4957972 55.9457436, 8.4959102 55.9457771, 8.4964596 55.9459594, 8.4969665 55.9461277, 8.4970908 55.9461685)",,,
220960024,,Finderupsvej,residential,50,False,True,103.96700000000001,"LINESTRING (8.4957972 55.9457436, 8.4958005 55.9458023, 8.4957181 55.94611, 8.4956493 55.9463669, 8.4956442 55.9464051, 8.495632 55.9464961, 8.4956108 55.9466715)",,,
726129557,,Finderupsvej,residential,50,False,False,33.019000000000005,"LINESTRING (8.4957972 55.9457436, 8.4957728 55.9456906, 8.4957381 55.9456612, 8.4955115 55.9455497, 8.4954582 55.9455261)",,,
25190718,,Mellemgade,residential,,False,False,65.806,"LINESTRING (8.4970908 55.9461685, 8.4976879 55.9456802)",,,
9671179,,Søndergade,residential,50,False,True,93.39,"LINESTRING (8.4970908 55.9461685, 8.4969665 55.9461277, 8.4964596 55.9459594, 8.4959102 55.9457771, 8.4957972 55.9457436)",,,
960144215,,Søndergade,residential,50,False,False,24.729,"LINESTRING (8.4970908 55.9461685, 8.497316 55.9462437, 8.4974407 55.9462726)",,,
23772159,,Nylandsvej,residential,,False,False,59.924,"LINESTRING (8.4974407 55.9462726, 8.4973881 55.9468107)",,,
960144215,,Søndergade,residential,50,False,True,24.729,"LINESTRING (8.4974407 55.9462726, 8.497316 55.9462437, 8.4970908 55.9461685)",,,
"[960144225, 955794028, 127030342, 24521502]",2,"['Vardevej', 'Bredgade']",tertiary,50,False,"[False, True]",201.23499999999999,"LINESTRING (8.4986019 55.942532, 8.4978569 55.9431922, 8.4975278 55.9434884, 8.4974347 55.9435792, 8.4969412 55.9440344, 8.4969017 55.9440709)",,yes,
220960025,2,Østergade,tertiary,50,False,True,21.236,"LINESTRING (8.4974027 55.9495781, 8.4970925 55.9494987)",,,
23772167,,Reberbanen,residential,,False,False,88.26,"LINESTRING (8.4974027 55.9495781, 8.4973688 55.9496286, 8.497355 55.9496423, 8.4973453 55.9496545, 8.4972929 55.9499815, 8.4972451 55.9502834, 8.4972473 55.9503627)",,,
23772169,,Bækgårdsvej,residential,50,False,False,112.156,"LINESTRING (8.4972473 55.9503627, 8.4973894 55.9513682)",,,
23772167,,Reberbanen,residential,,False,True,88.25999999999999,"LINESTRING (8.4972473 55.9503627, 8.4972451 55.9502834, 8.4972929 55.9499815, 8.4973453 55.9496545, 8.497355 55.9496423, 8.4973688 55.9496286, 8.4974027 55.9495781)",,,
24575613,,Nørregade,residential,,False,True,126.895,"LINESTRING (8.4972473 55.9503627, 8.4971893 55.9503656, 8.496625 55.950401, 8.4956998 55.9504704, 8.4954803 55.9504767, 8.4953199 55.9504542, 8.4952292 55.9504415)",,,
9674611,2,Østergade,tertiary,50,False,False,109.475,"LINESTRING (8.4921667 55.9483424, 8.4924498 55.9484099, 8.4925739 55.9484393, 8.4929806 55.9485356, 8.4932715 55.9486044, 8.493395 55.9486338, 8.4936447 55.9486928, 8.4937859 55.9487262)",,,
"[308074848, 955794025]",2,Bredgade,tertiary,50,False,False,365.71799999999996,"LINESTRING (8.4921667 55.9483424, 8.4922533 55.948264, 8.4925394 55.948005, 8.4925708 55.9479766, 8.492759 55.9478062, 8.492867 55.9477083, 8.4929532 55.9476303, 8.493 55.9475875, 8.4935604 55.9470804, 8.4937915 55.9468712, 8.4938751 55.9467955, 8.4939603 55.9467184, 8.4942788 55.94643, 8.4945876 55.9461503, 8.4946551 55.9460888, 8.4949087 55.9458581, 8.4952173 55.9455795, 8.495256 55.9455451)",,,
308074848,2,Bredgade,tertiary,50,False,True,72.30600000000001,"LINESTRING (8.4921667 55.9483424, 8.4920337 55.9484629, 8.4919395 55.9485481, 8.4917951 55.9486789, 8.4915924 55.9488625, 8.491556 55.9488955)",,,
24486431,,Danmarksgade,residential,50,False,True,84.12100000000001,"LINESTRING (8.4942658 55.9502192, 8.4942207 55.9502646, 8.4937754 55.9508511, 8.4937473 55.9509165)",,,
24575613,,Nørregade,residential,,False,False,64.87700000000001,"LINESTRING (8.4942658 55.9502192, 8.4943503 55.9502396, 8.4944822 55.9502714, 8.4952292 55.9504415)",,,
960144217,,Danmarksgade,residential,50,False,False,59.474000000000004,"LINESTRING (8.4942658 55.9502192, 8.4943199 55.950173, 8.4946537 55.9497313)",,,
960144218,,Nørregade,residential,,False,True,91.30499999999999,"LINESTRING (8.4942658 55.9502192, 8.4941883 55.9502006, 8.494049 55.950167, 8.4929607 55.9499046, 8.4929193 55.9498939)",,,
24486443,,Nygade,unclassified,,False,False,86.075,"LINESTRING (8.4923583 55.9506014, 8.4929193 55.9498939)",,,
24486443,,Nygade,unclassified,,False,True,26.811,"LINESTRING (8.4923583 55.9506014, 8.4921911 55.9508236)",,,
25534071,,Grønnegade,residential,,False,False,93.642,"LINESTRING (8.4923583 55.9506014, 8.4929355 55.950744, 8.4930591 55.9507514, 8.4934697 55.9508535, 8.4936829 55.9509036, 8.4937473 55.9509165)",,,
24486443,,Nygade,unclassified,,False,False,81.779,"LINESTRING (8.4932757 55.9494039, 8.4937859 55.9487262)",,,
24486443,,Nygade,unclassified,,False,True,8.706,"LINESTRING (8.4932757 55.9494039, 8.4932229 55.9494764)",,,
25190798,,Tværgade,residential,,False,True,93.2,"LINESTRING (8.4932757 55.9494039, 8.4941738 55.9496173, 8.4946537 55.9497313)",,,
179099895,1,,tertiary,50,True,False,15.58,"LINESTRING (8.496685 55.9440981, 8.4967255 55.9440714, 8.4967822 55.9440566, 8.4968447 55.9440564, 8.4969017 55.9440709)",roundabout,,
520639093,2,Klostervej,tertiary,50,False,True,41.924,"LINESTRING (8.496685 55.9440981, 8.4966296 55.9440787, 8.4962428 55.9439329, 8.4961118 55.9439027)",,,
"[24533033, 977872029]",,Anlægsvej,unclassified,,False,False,56.983,"LINESTRING (8.4969367 55.9441813, 8.4970122 55.9442046, 8.497628 55.9443948, 8.4977094 55.9444484)",,,
977872028,1,,tertiary,50,True,False,13.594000000000001,"LINESTRING (8.4969367 55.9441813, 8.4969076 55.9441996, 8.4968703 55.9442122, 8.4968279 55.9442181, 8.4967843 55.9442167, 8.4967434 55.9442082)",roundabout,,
"[24533033, 977872029]",,Anlægsvej,unclassified,,False,True,56.983,"LINESTRING (8.4977094 55.9444484, 8.497628 55.9443948, 8.4970122 55.9442046, 8.4969367 55.9441813)",,,
495715610,2,Bredgade,tertiary,50,False,True,83.45,"LINESTRING (8.4909179 55.9494741, 8.4907646 55.9496083, 8.490199 55.9501075)",,,
960144218,,Nørregade,residential,,False,False,42.805,"LINESTRING (8.4909179 55.9494741, 8.4910114 55.9495043, 8.491347 55.9496072, 8.4915197 55.9496602)",,,
"[960144219, 674530380]",2,Bredgade,tertiary,50,False,False,75.627,"LINESTRING (8.4909179 55.9494741, 8.4910125 55.949384, 8.4910713 55.9493279, 8.4912964 55.9491272, 8.4914916 55.9489493, 8.491556 55.9488955)",,,
24486443,,Nygade,unclassified,,False,False,50.125,"LINESTRING (8.4929193 55.9498939, 8.4932229 55.9494764)",,,
24486443,,Nygade,unclassified,,False,True,86.075,"LINESTRING (8.4929193 55.9498939, 8.4923583 55.9506014)",,,
960144218,,Nørregade,residential,,False,False,91.30499999999999,"LINESTRING (8.4929193 55.9498939, 8.4929607 55.9499046, 8.494049 55.950167, 8.4941883 55.9502006, 8.4942658 55.9502192)",,,
960144218,,Nørregade,residential,,False,True,91.166,"LINESTRING (8.4929193 55.9498939, 8.4928534 55.9498779, 8.4928161 55.9498703, 8.491843 55.9497362, 8.4916276 55.9496856, 8.4915197 55.9496602)",,,
23772159,,Nylandsvej,residential,,False,False,75.938,"LINESTRING (8.4973514 55.9472209, 8.497305 55.9476594, 8.4972861 55.9478522, 8.4972818 55.9479027)",,,
23772159,,Nylandsvej,residential,,False,True,45.671,"LINESTRING (8.4973514 55.9472209, 8.4973583 55.9471137, 8.4973755 55.9469391, 8.4973881 55.9468107)",,,
23772159,,Nylandsvej,residential,,False,True,59.924,"LINESTRING (8.4973881 55.9468107, 8.4974407 55.9462726)",,,
