osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,tunnel
3101251,False,2,Nørgaardsvej,tertiary,40,False,127.707,"LINESTRING (12.5053948 55.7691034, 12.5055193 55.7691521, 12.5061042 55.7693809, 12.5063288 55.7694647, 12.5068246 55.7696562, 12.5068648 55.7696705, 12.5070814 55.7697505)",,
28256445,False,2,Lyngby Hovedgade,tertiary,40,False,57.072,"LINESTRING (12.5053948 55.7691034, 12.5055266 55.7690082, 12.5056915 55.768889, 12.5059553 55.7686984)",,
28417289,False,2,Gammel Jernbanevej,residential,40,False,96.359,"LINESTRING (12.5053948 55.7691034, 12.5053126 55.7690671, 12.5045103 55.7687126, 12.5044567 55.7686928, 12.5043918 55.7686726, 12.5043357 55.7686543, 12.5042902 55.7686313, 12.5042758 55.7686218, 12.5042522 55.7686015, 12.5042033 55.7685616)",,
"[171328771, 123982749]",False,2,Lyngby Hovedgade,residential,40,False,302.603,"LINESTRING (12.5053948 55.7691034, 12.5052805 55.7691867, 12.504844 55.7695049, 12.5046692 55.7696334, 12.5045383 55.7697336, 12.504095 55.7700728, 12.5039634 55.7701735, 12.503875 55.7702412, 12.5037302 55.7703445, 12.503511 55.770512, 12.5029994 55.7708891, 12.5028048 55.7710326, 12.5024765 55.7712737)",,
3101251,False,2,Nørgaardsvej,tertiary,40,False,183.774,"LINESTRING (12.5070814 55.7697505, 12.5076291 55.769951, 12.5080354 55.7700997, 12.5081709 55.7701493, 12.5083438 55.7702125, 12.5085541 55.7702864, 12.5089365 55.7704208, 12.5090223 55.7704509, 12.5093771 55.7705756, 12.5095583 55.7706393)",,
3101251,False,2,Nørgaardsvej,tertiary,40,True,127.707,"LINESTRING (12.5070814 55.7697505, 12.5068648 55.7696705, 12.5068246 55.7696562, 12.5063288 55.7694647, 12.5061042 55.7693809, 12.5055193 55.7691521, 12.5053948 55.7691034)",,
3101251,False,2,Nørgaardsvej,tertiary,40,True,10.598,"LINESTRING (12.509702 55.7706898, 12.5095583 55.7706393)",,
45765019,False,2,Nørgaardsvej,tertiary,40,False,14.79,"LINESTRING (12.509702 55.7706898, 12.5099209 55.7707401)",,
"[171328771, 123982749]",False,2,Lyngby Hovedgade,residential,40,True,302.603,"LINESTRING (12.5024765 55.7712737, 12.5028048 55.7710326, 12.5029994 55.7708891, 12.503511 55.770512, 12.5037302 55.7703445, 12.503875 55.7702412, 12.5039634 55.7701735, 12.504095 55.7700728, 12.5045383 55.7697336, 12.5046692 55.7696334, 12.504844 55.7695049, 12.5052805 55.7691867, 12.5053948 55.7691034)",,
"[156507576, 780302322]",False,2,Lyngby Hovedgade,tertiary,40,False,177.25,"LINESTRING (12.5024765 55.7712737, 12.5022746 55.7714238, 12.501923 55.7716835, 12.5017263 55.7718288, 12.5015832 55.7719344, 12.5013276 55.7721331, 12.5009196 55.7724384, 12.5008439 55.7724825, 12.5008044 55.7724986, 12.5007625 55.7725105, 12.5007401 55.7725281)",,
1025631821,False,2,Toftebæksvej,tertiary,40,False,77.514,"LINESTRING (12.5024765 55.7712737, 12.5030617 55.7714816, 12.5031322 55.7715133, 12.5031909 55.7715428, 12.5032577 55.7715801, 12.5033044 55.771613, 12.5033498 55.7716466, 12.503431 55.7717067)",,
3535822,False,,Gasværksvej,residential,,False,109.27199999999999,"LINESTRING (12.5035402 55.7717609, 12.5036929 55.7716981, 12.5037343 55.7716549, 12.5038134 55.7714887, 12.503893 55.7713134, 12.5039106 55.7712907, 12.5039286 55.7712676, 12.5040501 55.7709838, 12.5040712 55.7709189, 12.50405 55.7708822, 12.5040215 55.7708595)",,
171328774,True,2,Toftebæksvej,tertiary,40,False,134.38299999999998,"LINESTRING (12.5035402 55.7717609, 12.5037118 55.7719083, 12.5038259 55.7720009, 12.5041484 55.7722641, 12.5042849 55.7723717, 12.5046235 55.7726435, 12.504656 55.7726706, 12.5047199 55.7727674)",,
26548775,False,2,Toftebæksvej,tertiary,40,False,23.878,"LINESTRING (12.5050804 55.7730871, 12.5052009 55.7732128, 12.5052297 55.7732429, 12.5052581 55.7732771)",,
34630185,False,,Toftevang,residential,,False,35.25,"LINESTRING (12.5050804 55.7730871, 12.5049511 55.7731184, 12.5049118 55.7731276, 12.5048577 55.7731402, 12.5047122 55.7731658, 12.5046252 55.7731762, 12.5045466 55.7731855)",,
1025631764,False,2,Toftebæksvej,tertiary,40,True,42.124,"LINESTRING (12.5050804 55.7730871, 12.5048348 55.772859, 12.5047764 55.7728156, 12.5047199 55.7727674)",,
26548775,False,2,Toftebæksvej,tertiary,40,True,23.878,"LINESTRING (12.5052581 55.7732771, 12.5052297 55.7732429, 12.5052009 55.7732128, 12.5050804 55.7730871)",,
26548776,False,2,Toftebæksvej,tertiary,40,False,10.233,"LINESTRING (12.5052581 55.7732771, 12.5053033 55.7733524, 12.5053104 55.7733643)",,
198889413,True,,Kanalvej,tertiary,50,False,237.68900000000005,"LINESTRING (12.5052581 55.7732771, 12.5054051 55.7732598, 12.5055233 55.7732458, 12.505766 55.7732262, 12.5062126 55.7732088, 12.5064571 55.7731948, 12.5066712 55.7731824, 12.506965 55.77315, 12.5072721 55.7731055, 12.5073423 55.7730936, 12.5075108 55.7730572, 12.507657 55.7730188, 12.5078326 55.7729531, 12.5079225 55.7729049, 12.5080284 55.7728385, 12.5081719 55.7727215, 12.5082714 55.772612, 12.5083828 55.7724985, 12.5084862 55.7724387)",,
490854578,False,2,Toftebæksvej,tertiary,50,False,17.548,"LINESTRING (12.5056553 55.7745723, 12.5056855 55.7746613, 12.505708 55.7747273)",,
"[490854578, 749511894, 211669375]",False,2,Toftebæksvej,tertiary,"['40', '50']",True,136.10000000000002,"LINESTRING (12.5056553 55.7745723, 12.5055671 55.7742237, 12.5055083 55.7739695, 12.5054946 55.773918, 12.5054853 55.7738818, 12.5054746 55.7738422, 12.5054546 55.7737678, 12.5053104 55.7733643)",,
682263351,False,2,Lyngbygårdsvej,residential,50,False,129.232,"LINESTRING (12.5056553 55.7745723, 12.5058531 55.7745555, 12.5060111 55.774553, 12.506264 55.7745557, 12.506935 55.7745628, 12.507719 55.7745712)",,
3101254,False,2,Høstvej,residential,,False,17.701999999999998,"LINESTRING (12.5060793 55.7754079, 12.5059461 55.7754759, 12.5058941 55.7754997, 12.5058662 55.7755126)",,
490854578,False,2,Toftebæksvej,tertiary,50,True,80.14500000000001,"LINESTRING (12.5060793 55.7754079, 12.5060179 55.7753622, 12.5059386 55.7752868, 12.505892 55.7752202, 12.5058515 55.7751486, 12.5058041 55.7750392, 12.5057502 55.7748734, 12.505708 55.7747273)",,
3101254,False,2,Høstvej,residential,,False,20.98,"LINESTRING (12.5047466 55.7755778, 12.5044151 55.7756067)",,
3101254,False,2,Høstvej,residential,,True,70.721,"LINESTRING (12.5047466 55.7755778, 12.5050605 55.7755612, 12.5051877 55.7755566, 12.5054214 55.7755485, 12.5056683 55.7755413, 12.5057278 55.7755391, 12.5057873 55.7755316, 12.5058257 55.7755244, 12.5058662 55.7755126)",,
198889412,False,,Høstvej,residential,,False,109.58699999999999,"LINESTRING (12.5047466 55.7755778, 12.5047344 55.7755124, 12.5047239 55.7754209, 12.5046741 55.7750809, 12.5046686 55.7750057, 12.5046622 55.7749505, 12.5040299 55.7749731)",,
3101255,False,2,Gammel Lundtoftevej,residential,,True,5.361,"LINESTRING (12.5027425 55.7756093, 12.5027941 55.7756478)",,
"[948470803, 682263355, 682263356, 3101255]",False,2,Gammel Lundtoftevej,residential,,False,96.95400000000001,"LINESTRING (12.5027425 55.7756093, 12.50264 55.7755332, 12.5025384 55.7754678, 12.5024262 55.7754106, 12.5021845 55.7752863, 12.501815 55.775111, 12.5017333 55.7750722, 12.5016699 55.7750421, 12.501617 55.7750131)",,
128637144,True,,Høstvej,residential,,False,106.22200000000001,"LINESTRING (12.5027425 55.7756093, 12.5028282 55.7755858, 12.5029114 55.7755726, 12.5030167 55.7755763, 12.503324 55.7756093, 12.5036121 55.7756363, 12.5037449 55.7756412, 12.5039259 55.7756356, 12.5044151 55.7756067)",,
160127959,False,2,Lyngby Kirkestræde,residential,40,False,14.29,"LINESTRING (12.5009539 55.7746337, 12.5011052 55.7745374)",,
339889572,False,2,Gammel Lundtoftevej,residential,,False,83.748,"LINESTRING (12.5009539 55.7746337, 12.5008153 55.7745641, 12.5007672 55.7745428, 12.5006316 55.7744945, 12.5003365 55.7743932, 12.5002725 55.7743661, 12.5002087 55.7743364, 12.5000891 55.7742746, 12.4999009 55.7741733)",,
339889572,False,2,Gammel Lundtoftevej,residential,,True,59.163000000000004,"LINESTRING (12.5009539 55.7746337, 12.5009966 55.7746558, 12.5012467 55.7748, 12.5014499 55.7749189, 12.501617 55.7750131)",,
3101253,False,2,Jernbanevej,tertiary,40,False,58.476,"LINESTRING (12.4998008 55.7704532, 12.4997947 55.7705248, 12.4998068 55.7705954, 12.4999197 55.7709338, 12.4999325 55.7709721)",,
38655522,False,,Jernbanebakken,residential,,False,93.56700000000001,"LINESTRING (12.4998008 55.7704532, 12.4990709 55.7703951, 12.4990202 55.7704506, 12.4985744 55.770715)",,
"[596132873, 612049924]",False,"['4', '3']",Jernbanevej,tertiary,40,True,25.117,"LINESTRING (12.4998008 55.7704532, 12.4998122 55.7703781, 12.4998615 55.7703059, 12.4999169 55.7702397)",,
608523341,True,1,Jernbanepladsen,tertiary,50,False,9.608,"LINESTRING (12.5005893 55.7697475, 12.5006737 55.7696753)",,
608523363,True,1,Buddingevej,tertiary,50,False,18.727,"LINESTRING (12.5005893 55.7697475, 12.5004874 55.7697165, 12.5003533 55.769646)",,
"[718917499, 11551214]",False,2,Stades Krog,residential,40,False,47.001,"LINESTRING (12.50012 55.773012, 12.5002051 55.7730387, 12.5002993 55.7730682, 12.5007033 55.7731435, 12.5008044 55.7731805)",,
339889574,False,,Lyngby Hovedgade,tertiary,40,False,52.528000000000006,"LINESTRING (12.50012 55.773012, 12.5003914 55.7728512, 12.5004136 55.7728345, 12.5005348 55.772743, 12.5005702 55.7727014, 12.5005763 55.7726942, 12.5005844 55.7726726, 12.5005929 55.7726498, 12.5005989 55.7726339)",,
"[682263354, 502413863]",False,2,Lyngby Hovedgade,tertiary,"['40', '50']",True,104.50899999999999,"LINESTRING (12.50012 55.773012, 12.4998813 55.7731707, 12.4997859 55.7732341, 12.4996847 55.7733086, 12.4995813 55.7733847, 12.4994294 55.7735135, 12.4992809 55.7736515, 12.4991488 55.7737743)",,
3101253,False,2,Jernbanevej,tertiary,40,True,173.023,"LINESTRING (12.5005668 55.7724855, 12.5005597 55.7724665, 12.5005497 55.7724419, 12.5005402 55.7724193, 12.5005376 55.7724141, 12.5004715 55.7722827, 12.5004326 55.7722052, 12.5003961 55.7721327, 12.5003562 55.7720534, 12.5003235 55.7719884, 12.5002077 55.7717187, 12.5000465 55.7713432, 12.4999325 55.7709721)",,
156507569,True,,,tertiary,40,False,13.013000000000002,"LINESTRING (12.5005668 55.7724855, 12.5006075 55.7724809, 12.5006489 55.7724833, 12.5006871 55.7724927, 12.5007184 55.7725081, 12.5007401 55.7725281)",roundabout,
339889574,False,,Lyngby Hovedgade,tertiary,40,True,52.528,"LINESTRING (12.5005989 55.7726339, 12.5005929 55.7726498, 12.5005844 55.7726726, 12.5005763 55.7726942, 12.5005702 55.7727014, 12.5005348 55.772743, 12.5004136 55.7728345, 12.5003914 55.7728512, 12.50012 55.773012)",,
757310228,True,,,tertiary,40,False,22.784,"LINESTRING (12.5005989 55.7726339, 12.500563 55.7726288, 12.5005307 55.7726185, 12.5005047 55.7726036, 12.5004867 55.7725854, 12.5004777 55.7725616, 12.5004822 55.7725375, 12.5005 55.7725154, 12.5005291 55.7724974, 12.5005668 55.7724855)",roundabout,
