osmid,highway,oneway,reversed,length,geometry,name,access,junction,bridge
182082305,residential,False,True,50.526,"LINESTRING (23.385715 41.2302985, 23.3853791 41.2306762)",,,,
182082357,residential,False,False,52.076,"LINESTRING (23.3867303 41.2305961, 23.3862274 41.2303199)",,,,
182082385,residential,False,False,70.546,"LINESTRING (23.3867303 41.2305961, 23.3862421 41.2311135)",,,,
182082357,residential,False,True,153.46699999999998,"LINESTRING (23.3867303 41.2305961, 23.3875139 41.2310318, 23.3875663 41.231061, 23.3876318 41.2310788, 23.3883576 41.2310807)",,,,
182082305,residential,False,False,50.526,"LINESTRING (23.3853791 41.2306762, 23.385715 41.2302985)",,,,
182082305,residential,False,True,49.977,"LINESTRING (23.3853791 41.2306762, 23.3850238 41.2310376)",,,,
182082359,residential,False,False,87.022,"LINESTRING (23.3853791 41.2306762, 23.3862421 41.2311135)",,,,
182082390,residential,False,False,20.623,"LINESTRING (23.3884956 41.2310046, 23.388357 41.2308512)",,,,
182082390,residential,False,True,14.454,"LINESTRING (23.3884956 41.2310046, 23.3885801 41.2310442, 23.3886406 41.2310753)",,,,
208707592,residential,False,False,14.353,"LINESTRING (23.3884956 41.2310046, 23.388428 41.231048, 23.3883576 41.2310807)",,,,
182082305,residential,False,False,49.977,"LINESTRING (23.3850238 41.2310376, 23.3853791 41.2306762)",,,,
182082305,residential,False,True,56.433,"LINESTRING (23.3850238 41.2310376, 23.3846382 41.2314541)",,,,
182082349,residential,False,True,87.381,"LINESTRING (23.3850238 41.2310376, 23.3858809 41.2314871)",,,,
182082359,residential,False,True,87.022,"LINESTRING (23.3862421 41.2311135, 23.3853791 41.2306762)",,,,
182082385,residential,False,False,51.363,"LINESTRING (23.3862421 41.2311135, 23.3858809 41.2314871)",,,,
182082385,residential,False,True,70.546,"LINESTRING (23.3862421 41.2311135, 23.3867303 41.2305961)",,,,
"[182082335, 182082359]",residential,False,"[False, True]",187.71,"LINESTRING (23.3862421 41.2311135, 23.3874141 41.2317618, 23.3874618 41.2318052, 23.387491 41.2318742, 23.3874825 41.2323394)",,,,
182082357,residential,False,False,23.674,"LINESTRING (23.3886406 41.2310753, 23.3883576 41.2310807)",,,,
182082390,residential,False,False,14.454,"LINESTRING (23.3886406 41.2310753, 23.3885801 41.2310442, 23.3884956 41.2310046)",,,,
182082390,residential,False,True,15.029,"LINESTRING (23.3886406 41.2310753, 23.3887571 41.2311317, 23.3887895 41.2311508)",,,,
345581395,secondary,False,True,155.624,"LINESTRING (23.3908915 41.231127, 23.3904387 41.2324845)",Παλαιά Εθνική Οδός,,,
182082342,residential,False,False,99.632,"LINESTRING (23.3908915 41.231127, 23.390764 41.2311185, 23.3902408 41.2311031, 23.389701 41.2310998)",,,,
182082324,residential,False,True,178.30400000000003,"LINESTRING (23.3887895 41.2311508, 23.3888203 41.2315184, 23.3888604 41.2319308, 23.3888699 41.2323345, 23.3888886 41.2327522)",,,,
182082342,residential,False,True,76.55699999999999,"LINESTRING (23.3887895 41.2311508, 23.3888366 41.2311447, 23.3889459 41.2311309, 23.3890642 41.2311197, 23.3892589 41.2311086, 23.3894733 41.2311011, 23.3895642 41.2310996, 23.389701 41.2310998)",,,,
182082390,residential,False,False,15.029,"LINESTRING (23.3887895 41.2311508, 23.3887571 41.2311317, 23.3886406 41.2310753)",,,,
182082305,residential,False,False,56.433,"LINESTRING (23.3846382 41.2314541, 23.3850238 41.2310376)",,,,
182082305,residential,False,True,50.066,"LINESTRING (23.3846382 41.2314541, 23.3842906 41.2318207)",,,,
182082351,residential,False,False,85.844,"LINESTRING (23.3846382 41.2314541, 23.3854817 41.2318941)",,,,
182082349,residential,False,False,87.381,"LINESTRING (23.3858809 41.2314871, 23.3850238 41.2310376)",,,,
