osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed
411756466,residential,False,False,101.626,"LINESTRING (21.1842618 39.7695935, 21.1845266 39.7695785, 21.1846144 39.7695647, 21.184689 39.7695465, 21.1849424 39.7693889, 21.1850229 39.7692569, 21.185106 39.7690838)",,
411756484,residential,True,False,96.807,"LINESTRING (21.1842618 39.7695935, 21.1842347 39.7696278, 21.1842028 39.7696515, 21.1841357 39.7696873, 21.1840563 39.7697151, 21.1839648 39.769744, 21.1838612 39.7697796, 21.18372 39.7698393, 21.1836295 39.7698744, 21.1834219 39.7699607, 21.1833898 39.7699821, 21.1833717 39.7700007, 21.183371 39.770029, 21.1833908 39.7700615)",,
1083543263,residential,True,False,132.958,"LINESTRING (21.1842618 39.7695935, 21.1840551 39.7696221, 21.1831301 39.7697498, 21.183034 39.7697631, 21.1828758 39.7697857, 21.1827289 39.769794)",1,30
191823525,residential,False,False,53.742000000000004,"LINESTRING (21.1839614 39.7680436, 21.1838811 39.7680488, 21.1838113 39.7680529, 21.1837631 39.768055, 21.1837148 39.768055, 21.1836799 39.7680488, 21.1836343 39.7680343, 21.1835753 39.7680055, 21.1834787 39.767956, 21.1834224 39.7679189, 21.1834055 39.7678942)",1,30
411756467,tertiary,False,False,258.03499999999997,"LINESTRING (21.1839614 39.7680436, 21.1838872 39.7680198, 21.1838385 39.7679988, 21.1837956 39.7679617, 21.18375 39.7679122, 21.1837044 39.7678648, 21.1836722 39.7678256, 21.1836534 39.7677905, 21.1836427 39.7677493, 21.1836534 39.7677101, 21.1836775 39.7676689, 21.1837097 39.7676318, 21.1837553 39.7675967, 21.1838063 39.7675617, 21.183868 39.7675431, 21.183927 39.7675287, 21.1839779 39.7675328, 21.1840718 39.7675514, 21.184298 39.7675987, 21.1844607 39.7676359, 21.1847451 39.7677081, 21.1848282 39.7677266, 21.1848977 39.7677429, 21.1849746 39.7677571, 21.1850564 39.767754, 21.1851148 39.767736, 21.1851744 39.7677169, 21.1852401 39.7676875, 21.1852884 39.7676561, 21.1853246 39.7676326, 21.1853806 39.767611, 21.1854587 39.7676097, 21.1855054 39.7676112, 21.1855862 39.7676226, 21.1856666 39.7676411, 21.185729 39.7676602, 21.1857934 39.7676674, 21.1858892 39.7676602)",2,50
411756467,tertiary,False,True,53.757,"LINESTRING (21.1839614 39.7680436, 21.183975 39.768048, 21.1841147 39.7680812, 21.1842596 39.7681163, 21.1844339 39.7681575, 21.1845612 39.7681889)",2,50
304369111,secondary,False,False,26.588,"LINESTRING (21.1827289 39.769794, 21.1827041 39.769728, 21.1826652 39.769662, 21.1825895 39.7695832)",2,30
304369111,secondary,False,True,11.318,"LINESTRING (21.1827289 39.769794, 21.182735 39.7698373, 21.1827376 39.7698955)",2,30
191823643,secondary,False,False,62.852000000000004,"LINESTRING (21.1812785 39.7721813, 21.1814824 39.7720174, 21.1815816 39.7719463, 21.1817023 39.7718855, 21.1818451 39.7718293)",2,50
191823643,secondary,False,True,157.09799999999998,"LINESTRING (21.1812785 39.7721813, 21.1809768 39.7724307, 21.180667 39.772743, 21.180557 39.7728193, 21.1804283 39.7728791, 21.1802212 39.7729528, 21.1801708 39.7729693, 21.1801153 39.7729883, 21.1800831 39.7730069, 21.1800509 39.7730295, 21.1800187 39.7730625, 21.179983 39.7731378)",2,50
304369106,residential,True,False,45.358,"LINESTRING (21.1812785 39.7721813, 21.1809298 39.7719872, 21.1808467 39.7719442)",,
191823485,residential,False,False,20.846,"LINESTRING (21.1856237 39.7699306, 21.1855707 39.7699043, 21.185509 39.7698785, 21.1854071 39.7698455)",2,50
"[191823485, 760165550]",residential,False,True,85.958,"LINESTRING (21.1856237 39.7699306, 21.1856727 39.7699767, 21.185727 39.7700285, 21.1857645 39.770096, 21.1857887 39.7701687, 21.1857256 39.7702877, 21.1856626 39.770364, 21.1855835 39.7704382, 21.1853997 39.7705557)",2,50
760166013,residential,False,True,69.72999999999999,"LINESTRING (21.1856237 39.7699306, 21.1857555 39.7698911, 21.1857917 39.7698868, 21.1858279 39.7698942, 21.185904 39.769944, 21.1859643 39.7700177, 21.1860059 39.7701094, 21.1860234 39.7701697, 21.1860361 39.7702295, 21.1860441 39.7703073)",,
411756458,residential,True,False,29.689,"LINESTRING (21.1837207 39.7705125, 21.183716 39.7705862, 21.1836704 39.7706691, 21.1836349 39.770717, 21.183604 39.7707588)",,
