osmid,oneway,highway,reversed,length,geometry,name,lanes,maxspeed
166077549,True,tertiary,False,149.422,"LINESTRING (23.6708382 40.225966, 23.6709621 40.2256157, 23.6710061 40.2255147, 23.6710864 40.22534, 23.6711666 40.2251883, 23.6712585 40.225056, 23.671393 40.2249045, 23.6715042 40.2247312)",,,
764110516,False,tertiary,False,191.661,"LINESTRING (23.6708382 40.225966, 23.6708017 40.2262335, 23.6707805 40.2265604, 23.6707899 40.2267797, 23.6708133 40.2269763, 23.6708522 40.2273719, 23.6708784 40.2275042, 23.6709311 40.2276797)",Νεακιτου,,
894640961,False,residential,False,69.789,"LINESTRING (23.6708382 40.225966, 23.6708814 40.2260011, 23.6709368 40.2260385, 23.6710688 40.2261003, 23.6715286 40.2263018)",,,
27214371,False,residential,False,64.149,"LINESTRING (23.6671157 40.2227092, 23.666825 40.2221767)",,,
27214371,False,residential,True,56.005,"LINESTRING (23.6671157 40.2227092, 23.6673817 40.2231701)",,,
770598554,False,residential,False,132.961,"LINESTRING (23.6671157 40.2227092, 23.6656614 40.2231528)",,,
27214371,False,residential,False,62.27,"LINESTRING (23.6657253 40.2201508, 23.6654482 40.2196323)",,,
27214371,False,residential,True,63.368,"LINESTRING (23.6657253 40.2201508, 23.6660074 40.2206784)",,,
166077524,False,residential,False,133.929,"LINESTRING (23.6657253 40.2201508, 23.6665061 40.2198961, 23.6671732 40.2196729)",,,
27214371,False,residential,False,65.775,"LINESTRING (23.6654482 40.2196323, 23.6651508 40.2190861)",,,
27214371,False,residential,True,62.27,"LINESTRING (23.6654482 40.2196323, 23.6657253 40.2201508)",,,
27214416,False,residential,True,97.489,"LINESTRING (23.6654482 40.2196323, 23.664395 40.2199815)",,,
27214378,False,residential,False,117.99,"LINESTRING (23.6654482 40.2196323, 23.6661977 40.2194025, 23.6667265 40.2192169)",,,
227362450,False,tertiary,False,53.521,"LINESTRING (23.6669336 40.2192277, 23.6671732 40.2196729)",Νεακιτου,,
227362450,False,tertiary,True,5.717,"LINESTRING (23.6669336 40.2192277, 23.666902 40.2191823)",Νεακιτου,,
27214416,False,residential,False,68.944,"LINESTRING (23.6630891 40.2197667, 23.6633407 40.2200665, 23.6633947 40.220107, 23.6634661 40.2201333, 23.6635557 40.2201562, 23.6636515 40.2201631)",,,
517080723,False,residential,False,190.74599999999998,"LINESTRING (23.6630891 40.2197667, 23.6632792 40.2196963, 23.6638507 40.2195151, 23.6646956 40.2192448, 23.6651508 40.2190861)",,,
27214416,False,residential,False,66.443,"LINESTRING (23.6636515 40.2201631, 23.6638459 40.2201328, 23.6640189 40.2200931, 23.664395 40.2199815)",,,
27214416,False,residential,True,68.944,"LINESTRING (23.6636515 40.2201631, 23.6635557 40.2201562, 23.6634661 40.2201333, 23.6633947 40.220107, 23.6633407 40.2200665, 23.6630891 40.2197667)",,,
462846683,False,residential,False,31.168999999999997,"LINESTRING (23.6636515 40.2201631, 23.6636555 40.2202409, 23.663663 40.2203446, 23.6636685 40.2204431)",,,
27214474,False,tertiary,True,103.987,"LINESTRING (23.6725671 40.2213757, 23.6722486 40.2204727)",,,
27214474,False,tertiary,False,117.957,"LINESTRING (23.6725671 40.2213757, 23.6728659 40.2220986, 23.6729749 40.2223897)",,,
166077533,False,residential,True,70.128,"LINESTRING (23.6725671 40.2213757, 23.6722613 40.2214796, 23.6717972 40.2216026)",,,
27214474,False,tertiary,False,31.847,"LINESTRING (23.6729749 40.2223897, 23.6730677 40.2226672)",,,
166077509,False,residential,False,59.953,"LINESTRING (23.6729749 40.2223897, 23.6723145 40.2225806)",,,
27214474,False,tertiary,True,117.957,"LINESTRING (23.6729749 40.2223897, 23.6728659 40.2220986, 23.6725671 40.2213757)",,,
27214474,False,tertiary,True,31.847,"LINESTRING (23.6730677 40.2226672, 23.6729749 40.2223897)",,,
227371050,False,tertiary,False,57.379000000000005,"LINESTRING (23.6730677 40.2226672, 23.6729212 40.2228532, 23.672841 40.2229758, 23.6727523 40.2231229)",Γαληψους,,
227371050,False,tertiary,True,40.002,"LINESTRING (23.6730677 40.2226672, 23.6731367 40.2225758, 23.673228 40.2224829, 23.6733444 40.2223772)",Γαληψους,,
