osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes
225238915,Φιλώτα Αντωνιάδη,residential,50,False,True,39.249,"LINESTRING (22.0666555 40.2562313, 22.0670175 40.2560116)",,,
225139756,Αγίου Νικολάου,secondary,,False,True,148.88700000000003,"LINESTRING (22.0666555 40.2562313, 22.0670489 40.2566825, 22.0671132 40.2567235, 22.0672044 40.2567501, 22.0673037 40.2567501, 22.0675263 40.2567153, 22.0676255 40.2567276, 22.0676899 40.256748, 22.0678052 40.2568074, 22.067942 40.256877, 22.0679962 40.256901)",,,
225129538,Αγίων Αναργύρων,tertiary,,False,True,15.93,"LINESTRING (22.0682724 40.2571642, 22.068331 40.2573003)",,,
962820108,,secondary,,True,False,16.872,"LINESTRING (22.0682724 40.2571642, 22.0682327 40.2571625, 22.0681963 40.2571503, 22.0681678 40.2571291, 22.0681509 40.2571016, 22.0681476 40.2570714)",roundabout,,
225129538,Αγίων Αναργύρων,tertiary,,False,False,15.93,"LINESTRING (22.068331 40.2573003, 22.0682724 40.2571642)",,,
225129538,Αγίων Αναργύρων,tertiary,,False,True,46.153,"LINESTRING (22.068331 40.2573003, 22.0680705 40.2575412, 22.0680367 40.2575966, 22.0680259 40.2576374)",,,
225239893,Αγίου Αντωνίου,residential,50,False,True,65.223,"LINESTRING (22.068331 40.2573003, 22.068413 40.2573457, 22.0686112 40.2574288, 22.0689876 40.2576044)",,,
225129538,Αγίων Αναργύρων,tertiary,,False,False,19.457,"LINESTRING (22.0681671 40.2594749, 22.0681216 40.2593034)",,,
225239905,Αποστόλου Παύλου,residential,50,False,False,97.10999999999999,"LINESTRING (22.0681671 40.2594749, 22.0682856 40.2594843, 22.0684291 40.2594873, 22.0685257 40.2594874, 22.0687148 40.2594597, 22.0689133 40.2594127, 22.0691412 40.2593472, 22.0692627 40.2592923)",,,
165521638,Πιερίδων Μούσων,tertiary,50,False,True,233.638,"LINESTRING (22.0756423 40.2588707, 22.0751113 40.2589802, 22.0740404 40.259278, 22.0730549 40.2595831)",,,
"[225140107, 225140108, 131341181]",,unclassified,,False,"[False, True]",32.364,"LINESTRING (22.0756423 40.2588707, 22.0756786 40.2589295, 22.0758025 40.2590602, 22.0758689 40.2591005)",,yes,
225140109,Σκεπασμένου,residential,50,False,False,180.48999999999998,"LINESTRING (22.0756423 40.2588707, 22.0755917 40.2587704, 22.0755407 40.2586926, 22.0754898 40.2586169, 22.0753691 40.2584634, 22.0752698 40.258318, 22.0751518 40.2581625, 22.0749986 40.2579967, 22.0748954 40.2579015, 22.0747679 40.257795, 22.0746714 40.2577285, 22.0745802 40.2576651, 22.0744119 40.257575)",,,
"[225140107, 225140108, 131341181]",,unclassified,,False,"[False, True]",32.364000000000004,"LINESTRING (22.0758689 40.2591005, 22.0758025 40.2590602, 22.0756786 40.2589295, 22.0756423 40.2588707)",,yes,
225129530,Παπαευαγγέλου Ν.,residential,,False,True,12.779,"LINESTRING (22.0690578 40.2550061, 22.069208 40.2550143)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,False,75.219,"LINESTRING (22.0690578 40.2550061, 22.0690069 40.254961, 22.0689532 40.2549283, 22.0688915 40.2549099, 22.0688137 40.2548996, 22.0687226 40.2548996, 22.0685294 40.2549365, 22.0682412 40.2550108)",,,
382413201,Κίσσα Σ.,residential,50,False,True,86.24300000000001,"LINESTRING (22.0690578 40.2550061, 22.0689964 40.2550588, 22.0688784 40.2552328, 22.0688126 40.2553495, 22.0686753 40.2556099, 22.0686383 40.2556351, 22.0685602 40.2556572)",,,
432867112,Παπαναστασίου Ζ.,tertiary,,True,False,12.881,"LINESTRING (22.0701505 40.2564512, 22.0700406 40.2565311)",,,
225239452,Κοιμήσεως Θεοτόκου,residential,50,False,False,51.62500000000001,"LINESTRING (22.0701505 40.2564512, 22.0700264 40.256374, 22.0698936 40.2562871, 22.0697742 40.2562144, 22.0696762 40.2561608)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,False,12.779,"LINESTRING (22.069208 40.2550143, 22.0690578 40.2550061)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,True,36.636,"LINESTRING (22.069208 40.2550143, 22.0693526 40.2551555, 22.0694062 40.2551944, 22.0694599 40.2552241, 22.0695055 40.2552497)",,,
382416451,Φυλακτού Ν.,residential,50,False,True,69.13499999999999,"LINESTRING (22.069208 40.2550143, 22.0695741 40.2547635, 22.0696154 40.2547164, 22.0696288 40.2546734, 22.0696315 40.254611, 22.0696265 40.2545281)",,,
382416451,Φυλακτού Ν.,residential,50,False,False,69.13499999999999,"LINESTRING (22.0696265 40.2545281, 22.0696315 40.254611, 22.0696288 40.2546734, 22.0696154 40.2547164, 22.0695741 40.2547635, 22.069208 40.2550143)",,,
382416451,Φυλακτού Ν.,residential,50,False,True,44.031,"LINESTRING (22.0696265 40.2545281, 22.0696063 40.2544022, 22.0695943 40.254307, 22.0695916 40.2542036, 22.0696023 40.254134)",,,
382416452,Βυζαντίου,tertiary,50,False,False,89.565,"LINESTRING (22.0696265 40.2545281, 22.069535 40.2544923, 22.0694116 40.2544544, 22.0693217 40.2544349, 22.0692667 40.2544227, 22.0692027 40.2544043, 22.0691463 40.2543756, 22.0689693 40.2542405, 22.0687859 40.2540767)",,,
382416452,Βυζαντίου,tertiary,50,False,True,58.566,"LINESTRING (22.0696265 40.2545281, 22.0697177 40.2545598, 22.069892 40.2546049, 22.0700637 40.2546315, 22.0701921 40.2546376, 22.070294 40.2546335)",,,
382453607,Ζαχαριάδη Αν.,residential,50,False,False,21.725,"LINESTRING (22.0705475 40.2558863, 22.0708029 40.2558728)",,,
382413740,Ειρήνης και Φιλίας,tertiary,,True,False,34.646,"LINESTRING (22.0705475 40.2558863, 22.0705234 40.2559702, 22.0705207 40.2560603, 22.0705354 40.2561954)",,,
225129537,Καμβουνίων,residential,50,False,True,91.145,"LINESTRING (22.0681888 40.2541934, 22.0681807 40.254261, 22.0681754 40.2543531, 22.0681861 40.2544493, 22.0682412 40.2550108)",,,
680671487,Καμβουνίων,residential,50,False,False,48.403999999999996,"LINESTRING (22.0681888 40.2541934, 22.0682183 40.2541381, 22.0682827 40.2540767, 22.068442 40.2539325, 22.0685119 40.2538382)",,,
382413740,Ειρήνης και Φιλίας,tertiary,,True,False,44.491,"LINESTRING (22.0709018 40.2550778, 22.0707013 40.2554475)",,,
680671488,Κοιμήσεως Θεοτόκου,residential,,True,False,49.877,"LINESTRING (22.0709018 40.2550778, 22.0707852 40.2550634, 22.0704216 40.2550169, 22.0704016 40.2550143, 22.0703211 40.2550104)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,False,19.315,"LINESTRING (22.0682412 40.2550108, 22.0680351 40.2550845)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,True,75.21900000000001,"LINESTRING (22.0682412 40.2550108, 22.0685294 40.2549365, 22.0687226 40.2548996, 22.0688137 40.2548996, 22.0688915 40.2549099, 22.0689532 40.2549283, 22.0690069 40.254961, 22.0690578 40.2550061)",,,
225129537,Καμβουνίων,residential,50,False,False,91.14500000000001,"LINESTRING (22.0682412 40.2550108, 22.0681861 40.2544493, 22.0681754 40.2543531, 22.0681807 40.254261, 22.0681888 40.2541934)",,,
225139086,Οδυσσέα Ελύτη,tertiary,50,False,True,34.705,"LINESTRING (22.0705354 40.2561954, 22.0706162 40.2562117, 22.0706913 40.2562445, 22.0707798 40.2563018, 22.0708522 40.2563775)",,,
432867112,Παπαναστασίου Ζ.,tertiary,,True,False,43.324,"LINESTRING (22.0705354 40.2561954, 22.0705039 40.2562133, 22.0704324 40.2562634, 22.0701505 40.2564512)",,,
225129532,Παπαμάρκου,tertiary,,True,False,5.523,"LINESTRING (22.0710602 40.2547023, 22.0710681 40.254653)",,,
680671485,Απόδημου Ελληνισμού,tertiary,,False,True,61.982,"LINESTRING (22.0710602 40.2547023, 22.0708358 40.2546335, 22.0707366 40.254611, 22.0706266 40.2546008, 22.070533 40.2546069, 22.0703556 40.2546316)",,,
680671489,Ειρήνης και Φιλίας,tertiary,,True,False,6.4559999999999995,"LINESTRING (22.0710602 40.2547023, 22.0710933 40.2547171, 22.0711053 40.2547229, 22.0711164 40.2547287, 22.0711249 40.2547328)",,,
382416451,Φυλακτού Ν.,residential,50,False,False,44.031,"LINESTRING (22.0696023 40.254134, 22.0695916 40.2542036, 22.0695943 40.254307, 22.0696063 40.2544022, 22.0696265 40.2545281)",,,
382416451,Φυλακτού Ν.,residential,50,False,True,17.547,"LINESTRING (22.0696023 40.254134, 22.0696291 40.2540911, 22.069716 40.254003)",,,
382455849,Πουκεβίλ,residential,50,False,True,79.264,"LINESTRING (22.0696023 40.254134, 22.069374 40.2539723, 22.0693392 40.25396, 22.0692882 40.2539539, 22.0692278 40.253958, 22.0690642 40.2539856, 22.0688684 40.2540378, 22.0687859 40.2540767)",,,
225130991,Μακεδονίας,residential,50,False,True,14.509,"LINESTRING (22.0679727 40.2533137, 22.0681222 40.2532504)",,,
382416452,Βυζαντίου,tertiary,50,False,True,74.878,"LINESTRING (22.0679727 40.2533137, 22.0680721 40.2533684, 22.0681496 40.2534247, 22.0684248 40.2537165, 22.0685119 40.2538382)",,,
810864160,Μακεδονίας,tertiary,50,False,False,92.786,"LINESTRING (22.0679727 40.2533137, 22.067879 40.2532907, 22.0677462 40.2532661, 22.0675531 40.2532354, 22.0673224 40.2531965, 22.0671481 40.2531617, 22.0670274 40.2531453, 22.0669442 40.2531392, 22.0669059 40.2531415)",,,
382416451,Φυλακτού Ν.,residential,50,False,False,17.547,"LINESTRING (22.069716 40.254003, 22.0696291 40.2540911, 22.0696023 40.254134)",,,
382416634,Απόδημου Ελληνισμού,residential,,False,True,25.630999999999997,"LINESTRING (22.069716 40.254003, 22.0696637 40.2539201, 22.0696449 40.2538495, 22.0696302 40.253784)",,,
795608372,Απόδημου Ελληνισμού,residential,,True,False,85.667,"LINESTRING (22.069716 40.254003, 22.0698193 40.2541033, 22.0699252 40.2542006, 22.070294 40.2546335)",,,
225129530,Παπαευαγγέλου Ν.,residential,,False,False,36.635999999999996,"LINESTRING (22.0695055 40.2552497, 22.0694599 40.2552241, 22.0694062 40.2551944, 22.0693526 40.2551555, 22.069208 40.2550143)",,,
225239449,Κοιμήσεως Θεοτόκου,residential,50,False,True,31.224000000000004,"LINESTRING (22.0695055 40.2552497, 22.0694873 40.2552861, 22.0694577 40.2553679, 22.0694363 40.2554846, 22.0694431 40.2555234)",,,
680671126,Κοιμήσεως Θεοτόκου,residential,,True,False,77.78800000000001,"LINESTRING (22.0695055 40.2552497, 22.0696157 40.2551576, 22.0697203 40.25509, 22.0698357 40.2550532, 22.0699993 40.2550245, 22.0702326 40.2550061, 22.0703211 40.2550104)",,,
680671485,Απόδημου Ελληνισμού,tertiary,,False,False,5.232,"LINESTRING (22.070294 40.2546335, 22.0703556 40.2546316)",,,
382416452,Βυζαντίου,tertiary,50,False,False,58.566,"LINESTRING (22.070294 40.2546335, 22.0701921 40.2546376, 22.0700637 40.2546315, 22.069892 40.2546049, 22.0697177 40.2545598, 22.0696265 40.2545281)",,,
225239903,Ψυρρή,residential,50,False,True,52.467,"LINESTRING (22.0688429 40.2567931, 22.0688972 40.2568499, 22.0690313 40.2570567, 22.069103 40.2572185)",,,
432867112,Παπαναστασίου Ζ.,tertiary,,True,False,19.127000000000002,"LINESTRING (22.0688429 40.2567931, 22.0687303 40.2568053, 22.068623 40.2568289)",,,
1016216935,Παπαμάρκου,tertiary,,False,True,19.684,"LINESTRING (22.0775279 40.2534137, 22.077299 40.2533851)",,,
225238920,Παπακωστοπούλου Π.,residential,50,False,False,88.104,"LINESTRING (22.068623 40.2568289, 22.0685941 40.2567435, 22.0685699 40.256678, 22.0683527 40.2560639)",,,
432867112,Παπαναστασίου Ζ.,tertiary,,True,False,34.853,"LINESTRING (22.068623 40.2568289, 22.0685643 40.256875, 22.0684446 40.2569986, 22.0683703 40.2570754)",,,
382416452,Βυζαντίου,tertiary,50,False,False,74.87800000000001,"LINESTRING (22.0685119 40.2538382, 22.0684248 40.2537165, 22.0681496 40.2534247, 22.0680721 40.2533684, 22.0679727 40.2533137)",,,
382416452,Βυζαντίου,tertiary,50,False,True,35.271,"LINESTRING (22.0685119 40.2538382, 22.0687172 40.2540153, 22.0687859 40.2540767)",,,
680671487,Καμβουνίων,residential,50,False,True,48.403999999999996,"LINESTRING (22.0685119 40.2538382, 22.068442 40.2539325, 22.0682827 40.2540767, 22.0682183 40.2541381, 22.0681888 40.2541934)",,,
225130991,Μακεδονίας,residential,50,False,False,99.394,"LINESTRING (22.0692804 40.2531556, 22.0692 40.2531617, 22.0691195 40.2531678, 22.0688862 40.253174, 22.0686099 40.2531842, 22.0682398 40.2532129, 22.0681222 40.2532504)",,,
225130997,Αγίου Δημητρίου,residential,,False,True,30.238999999999997,"LINESTRING (22.0692804 40.2531556, 22.069201 40.253087, 22.0691568 40.2530348, 22.0691353 40.2529815, 22.0691138 40.2529212)",,,
382416634,Απόδημου Ελληνισμού,residential,,False,False,14.142,"LINESTRING (22.0692804 40.2531556, 22.0693552 40.2532241, 22.069378 40.2532579)",,,
225130982,Αγίας Παρασκευής,residential,50,False,False,74.194,"LINESTRING (22.0713605 40.2525506, 22.071218 40.2528546, 22.0711403 40.2530123, 22.0711148 40.2531074, 22.0711124 40.2531862)",,,
