osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,junction
328058751,False,2,ΕΟ2,Κουντουριώτου,primary,50,True,22.213,"LINESTRING (24.4149775 40.9367336, 24.414815 40.936576)",,,
674690139,False,2,ΕΟ2,Κουντουριώτου,primary,50,False,52.33,"LINESTRING (24.4149775 40.9367336, 24.4153982 40.9370807)",,,
226725396,True,1,,,secondary_link,50,False,35.098,"LINESTRING (24.4149775 40.9367336, 24.4148791 40.9367002, 24.4147807 40.9366786, 24.4146754 40.9366597, 24.4145778 40.9366461)",,,
225801192,False,1,,Ελληνικής Δημοκρατίας,tertiary,50,True,33.913,"LINESTRING (24.4153982 40.9370807, 24.4154442 40.9373837)",,,
674690139,False,2,ΕΟ2,Κουντουριώτου,primary,50,True,52.33,"LINESTRING (24.4153982 40.9370807, 24.4149775 40.9367336)",,,
165083582,True,1,ΕΟ2,Νυρεμβέργης,primary,50,False,70.398,"LINESTRING (24.4170476 40.9370154, 24.4162102 40.9370408)",,,
165083581,False,2,ΕΟ2,Νυρεμβέργης,primary,50,False,22.855999999999998,"LINESTRING (24.4170476 40.9370154, 24.4171334 40.9370827, 24.4171943 40.9371218, 24.4172481 40.9371538)",,,
99609655,False,2,ΕΟ2,Κουντουριώτου,primary,50,False,43.691,"LINESTRING (24.4126497 40.9354859, 24.4130935 40.9356908)",,,
"[970730720, 888817228]",True,2,ΕΟ2,Ερυθρού Σταυρού,primary,50,False,109.826,"LINESTRING (24.4126497 40.9354859, 24.4125232 40.935546, 24.4121137 40.9357356, 24.4117192 40.935913, 24.4115313 40.9359974)",,,
711260434,True,2,ΕΟ2,Ερυθρού Σταυρού,primary,50,False,13.552,"LINESTRING (24.4080133 40.9364511, 24.4081736 40.9364649)",,,
"[226728971, 712277330, 712277331]",True,1,,Μητροπολίτου Χρυσοστόμου,residential,50,False,57.230000000000004,"LINESTRING (24.4080133 40.9364511, 24.4080216 40.9363582, 24.4080546 40.9359906, 24.4080594 40.9359376)",10,,
685463941,False,2,,Ελευθερίου Βενιζέλου,secondary,50,True,55.982,"LINESTRING (24.4114184 40.9366258, 24.4110538 40.9367436, 24.4108033 40.9368195)",,yes,
"[712691532, 678325221]",True,1,,Ελευθερίου Βενιζέλου,secondary,50,False,31.168,"LINESTRING (24.4114184 40.9366258, 24.4115 40.9365802, 24.4115473 40.9365539, 24.4117168 40.9364592)",,,
226727127,True,1,,Ελευθερίου Βενιζέλου,secondary,50,False,108.36699999999999,"LINESTRING (24.4120559 40.9362699, 24.4121536 40.9362154, 24.4125935 40.9359699, 24.4130935 40.9356908)",,,
226767286,True,1,,Δοϊράνης,tertiary,50,False,27.055999999999997,"LINESTRING (24.4120559 40.9362699, 24.4121 40.9363063, 24.4122683 40.9364528)",,,
226725432,True,,,,secondary,50,False,21.395,"LINESTRING (24.414815 40.936576, 24.4145778 40.9366461)",,,
328058751,False,2,ΕΟ2,Κουντουριώτου,primary,50,False,22.213,"LINESTRING (24.414815 40.936576, 24.4149775 40.9367336)",,,
