osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access
127584389,False,2,Μελά Σπύρου,tertiary,50,False,43.435,"LINESTRING (20.509868 39.4655232, 20.5100919 39.4655232, 20.5103736 39.4655346)",,
"[127587299, 773737399]",False,2,Καλυβίων,residential,50,"[False, True]",178.338,"LINESTRING (20.509868 39.4655232, 20.5097513 39.4655232, 20.5096547 39.4655149, 20.5095488 39.4655087, 20.5093718 39.4654946, 20.5092484 39.4654573, 20.5091894 39.4653911, 20.509125 39.4652503, 20.5090512 39.4651732, 20.5088581 39.4650966, 20.5085845 39.4651577, 20.5083109 39.4652747, 20.5081768 39.4654)",,
671252457,False,2,Γεννηματά Γ.,primary,50,False,182.17600000000002,"LINESTRING (20.509868 39.4655232, 20.509925 39.4653906, 20.509984 39.465258, 20.5100484 39.4651524, 20.5101262 39.4650448, 20.5102227 39.4649454, 20.5103246 39.4648688, 20.5105178 39.4647321, 20.5110347 39.4643449, 20.5111433 39.4642507)",ΕΟ18,
671252457,False,2,Γεννηματά Γ.,primary,50,True,84.78399999999999,"LINESTRING (20.509868 39.4655232, 20.5097936 39.4658917, 20.5097265 39.4661526, 20.509689 39.4662727)",ΕΟ18,
671252457,False,2,Γεννηματά Γ.,primary,50,False,50.525000000000006,"LINESTRING (20.5086214 39.4674002, 20.5087574 39.4673154, 20.5088662 39.4672523, 20.5089379 39.4672107, 20.5090533 39.467132, 20.5090758 39.4671123)",ΕΟ18,
127587317,False,2,,residential,50,True,165.436,"LINESTRING (20.509689 39.4662727, 20.5096165 39.4662437, 20.5095406 39.4662034, 20.5094253 39.4661496, 20.5093073 39.4660999, 20.5087669 39.4659135, 20.5086771 39.4658493, 20.5085725 39.4657431, 20.5082828 39.4654673, 20.5081768 39.4654)",,
671252457,False,2,Γεννηματά Γ.,primary,50,False,84.78399999999999,"LINESTRING (20.509689 39.4662727, 20.5097265 39.4661526, 20.5097936 39.4658917, 20.509868 39.4655232)",ΕΟ18,
671252457,False,2,Γεννηματά Γ.,primary,50,True,17.784,"LINESTRING (20.509689 39.4662727, 20.5096353 39.4663741, 20.5096078 39.4664198)",ΕΟ18,
494971588,False,,,tertiary,,True,150.982,"LINESTRING (20.5119453 39.4633168, 20.5121623 39.4633079, 20.5128479 39.46303, 20.512919 39.4630124, 20.5129941 39.4630083, 20.5131952 39.4630197, 20.5133428 39.4630321, 20.5133951 39.4630487, 20.5134782 39.4630973, 20.5135627 39.463147)",,
494971590,False,,,unclassified,,False,67.364,"LINESTRING (20.5119453 39.4633168, 20.5115859 39.4632716, 20.5114465 39.4632102, 20.511319 39.4630352)",,
671252457,False,2,Γεννηματά Γ.,primary,50,False,74.482,"LINESTRING (20.5119453 39.4633168, 20.5119976 39.4631926, 20.5121076 39.4629213, 20.5121814 39.4626728)",ΕΟ18,
671252457,False,2,Γεννηματά Γ.,primary,50,True,127.405,"LINESTRING (20.5119453 39.4633168, 20.5118622 39.4635239, 20.5117992 39.4636492, 20.5117334 39.4637517, 20.5116315 39.4638697, 20.5115269 39.4639784, 20.5113821 39.4640934, 20.5112775 39.4641689, 20.5111433 39.4642507)",ΕΟ18,
127581775,False,2,Αγίου Δονάτου,tertiary,50,False,54.852999999999994,"LINESTRING (20.5121076 39.4692948, 20.5119836 39.4693192, 20.5119138 39.4693243, 20.5118629 39.4693223, 20.5118072 39.4693186, 20.5117455 39.4693124, 20.5116087 39.4692865, 20.511484 39.4692555)",,
127581775,False,2,Αγίου Δονάτου,tertiary,50,True,67.545,"LINESTRING (20.5121076 39.4692948, 20.5122979 39.4692369, 20.5124033 39.4691985, 20.5125321 39.4691446, 20.5126716 39.4690784, 20.5127976 39.469008)",,
