osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry
30350987,False,2,Λητής - Δρυμού,secondary,50,False,264.594,"LINESTRING (22.9645418 40.7774748, 22.9645496 40.7776198, 22.9645667 40.7779294, 22.9645699 40.7781435, 22.9645479 40.7783986, 22.9645243 40.7786797, 22.9644793 40.7788446, 22.9643993 40.7790449, 22.9640946 40.7798062)"
802676385,False,2,,residential,,False,100.44399999999999,"LINESTRING (22.9645418 40.7774748, 22.9644345 40.777504, 22.9642285 40.7775821, 22.9639951 40.7776979, 22.9638669 40.7777723, 22.9637364 40.777845, 22.9636172 40.7778841, 22.963505 40.7779065)"
30350987,False,2,Λητής - Δρυμού,secondary,50,False,28.452,"LINESTRING (22.9640946 40.7798062, 22.9640059 40.7800531)"
30350987,False,2,Λητής - Δρυμού,secondary,50,True,264.594,"LINESTRING (22.9640946 40.7798062, 22.9643993 40.7790449, 22.9644793 40.7788446, 22.9645243 40.7786797, 22.9645479 40.7783986, 22.9645699 40.7781435, 22.9645667 40.7779294, 22.9645496 40.7776198, 22.9645418 40.7774748)"
429863459,False,,,tertiary,,True,98.37899999999999,"LINESTRING (22.9640946 40.7798062, 22.9637137 40.7796884, 22.9633221 40.7795828, 22.9630029 40.7794914)"
19727974,False,2,,tertiary,,False,39.105,"LINESTRING (22.9640059 40.7800531, 22.9644685 40.7800843)"
30350987,False,2,Λητής - Δρυμού,secondary,50,False,73.607,"LINESTRING (22.9640059 40.7800531, 22.9637279 40.7806807)"
30350987,False,2,Λητής - Δρυμού,secondary,50,True,28.452,"LINESTRING (22.9640059 40.7800531, 22.9640946 40.7798062)"
30350987,False,2,Λητής - Δρυμού,secondary,50,False,16.664,"LINESTRING (22.9637279 40.7806807, 22.9636691 40.7808238)"
30350987,False,2,Λητής - Δρυμού,secondary,50,True,73.607,"LINESTRING (22.9637279 40.7806807, 22.9640059 40.7800531)"
19727880,False,,,residential,,True,135.518,"LINESTRING (22.9637279 40.7806807, 22.9635054 40.7806385, 22.9631557 40.7805897, 22.9629605 40.7805589, 22.9627009 40.780489, 22.9625722 40.7804452, 22.9624112 40.7803932, 22.9622094 40.7803043)"
19728885,False,,,residential,,False,112.387,"LINESTRING (22.9626599 40.7823356, 22.9628809 40.7823805, 22.9630353 40.7824195, 22.963235 40.7824859, 22.9633551 40.7825053, 22.9634077 40.7825059, 22.9634548 40.7824851, 22.9635332 40.782439, 22.9635932 40.782361, 22.9636619 40.7822635, 22.963722 40.782244, 22.9637821 40.7822635)"
30350987,False,2,Λητής - Δρυμού,secondary,50,False,118.533,"LINESTRING (22.9626599 40.7823356, 22.962394 40.7826775, 22.9622806 40.7828758, 22.962168 40.7830932, 22.9620909 40.7833049)"
30350987,False,2,Λητής - Δρυμού,secondary,50,True,81.964,"LINESTRING (22.9626599 40.7823356, 22.9629567 40.7819815, 22.9630885 40.7817909, 22.9631492 40.7816992)"
19676659,False,,,secondary,,False,59.967,"LINESTRING (22.9618435 40.7839296, 22.961344 40.7837032, 22.9612341 40.7836505)"
19676803,False,2,,tertiary,,False,58.062,"LINESTRING (22.9618435 40.7839296, 22.9619441 40.7839809, 22.9620454 40.7840286, 22.96215 40.7840814, 22.9622794 40.784154, 22.9624122 40.7842246)"
