osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,junction
337373788,True,Αθανασίου Διάκου,secondary,False,54.342,"LINESTRING (26.1717339 40.8939282, 26.171333 40.8943116)",,,
232872204,False,25ης Μαρτίου,secondary,True,30.161,"LINESTRING (26.1717339 40.8939282, 26.1716403 40.8938849, 26.1715807 40.8938463, 26.1715197 40.8938093, 26.1714436 40.8937697)",,,
337373804,False,,tertiary,True,36.534,"LINESTRING (26.1717339 40.8939282, 26.1718323 40.8939421, 26.1721648 40.89397)",,,
232871221,True,Δημοκρίτου,secondary,False,101.987,"LINESTRING (26.1685833 40.895639, 26.1688236 40.8951153, 26.1689966 40.8947768)",1,,
232872208,False,,residential,False,66.485,"LINESTRING (26.1724934 40.8976455, 26.1730186 40.8971984)",,,
232872208,False,,residential,True,109.65299999999999,"LINESTRING (26.1724934 40.8976455, 26.1722475 40.8978208, 26.1719605 40.8980297, 26.171813 40.8981391, 26.1717406 40.898204, 26.171695 40.8982506, 26.1716139 40.8983657)",,,
232872213,False,,residential,False,54.759,"LINESTRING (26.1724934 40.8976455, 26.1726203 40.8977073, 26.1728939 40.8978452, 26.1730012 40.897908, 26.1730263 40.8979275)",,,
232872213,False,,residential,True,135.27100000000002,"LINESTRING (26.1724934 40.8976455, 26.172108 40.8974579, 26.1715474 40.897168, 26.1711612 40.8969632)",,,
232872205,False,Ανδριανουπόλεως,residential,False,54.431,"LINESTRING (26.1693177 40.8966318, 26.1697233 40.8962502)",,,
232872205,False,Ανδριανουπόλεως,residential,True,59.064,"LINESTRING (26.1693177 40.8966318, 26.168926 40.8970728)",,,
232872297,False,,residential,False,89.232,"LINESTRING (26.1693177 40.8966318, 26.1701566 40.8971236)",,,
232933030,False,,residential,True,46.047000000000004,"LINESTRING (26.1693177 40.8966318, 26.1692842 40.8966095, 26.16886 40.8964049)",,,
232872213,False,,residential,True,12.445,"LINESTRING (26.1711612 40.8969632, 26.1710432 40.8968956)",,,
232933029,False,Αγίας Παρασκευής,residential,True,83.159,"LINESTRING (26.1711612 40.8969632, 26.1717232 40.8963477)",,,
232872213,False,,residential,False,135.27100000000002,"LINESTRING (26.1711612 40.8969632, 26.1715474 40.897168, 26.172108 40.8974579, 26.1724934 40.8976455)",,,
232874752,False,Παπανδρέου,residential,False,56.298,"LINESTRING (26.1768056 40.8946935, 26.1768287 40.8951995)",,,
232874752,False,Παπανδρέου,residential,True,69.7,"LINESTRING (26.1768056 40.8946935, 26.1767983 40.8940667)",,,
232871222,False,Ανδρούτσου,residential,False,160.099,"LINESTRING (26.1768056 40.8946935, 26.1761177 40.8946066, 26.1749227 40.8944768)",,,
232872208,False,,residential,True,66.485,"LINESTRING (26.1730186 40.8971984, 26.1724934 40.8976455)",,,
232872304,False,,residential,True,20.874,"LINESTRING (26.1730186 40.8971984, 26.1732078 40.89732)",,,
232872304,False,,residential,False,123.369,"LINESTRING (26.1730186 40.8971984, 26.1726096 40.8969166, 26.1725399 40.8968598, 26.1725238 40.8968213, 26.1725318 40.8967787, 26.1725855 40.896724, 26.1729995 40.8963839)",,,
232872206,False,,residential,True,57.978,"LINESTRING (26.1699816 40.8951477, 26.1704756 40.8955116)",,,
539924319,True,50ου Συντάγματος,secondary,False,86.55,"LINESTRING (26.1699816 40.8951477, 26.1690692 40.8955085)",1,,
232872298,False,,residential,False,26.642,"LINESTRING (26.1742028 40.898279, 26.1743741 40.8984806)",,,
232872298,False,,residential,True,20.88,"LINESTRING (26.1742028 40.898279, 26.1741081 40.8981054)",,,
232872213,False,,residential,True,128.773,"LINESTRING (26.1742028 40.898279, 26.1739614 40.8983277, 26.1736101 40.8983885, 26.1735081 40.8984027, 26.1734384 40.8983946, 26.1733901 40.8983561, 26.1732882 40.8982283, 26.1731863 40.8980763, 26.1731085 40.8979911, 26.1730263 40.8979275)",,,
232872206,False,,residential,False,65.558,"LINESTRING (26.1723146 40.8967321, 26.1717232 40.8963477)",,,
232933029,False,Αγίας Παρασκευής,residential,False,76.04,"LINESTRING (26.1744077 40.894415, 26.1739353 40.8949982)",,,
232871222,False,Ανδρούτσου,residential,False,14.684999999999999,"LINESTRING (26.1744077 40.894415, 26.1743219 40.8943795, 26.1742655 40.89434)",,,
232871222,False,Ανδρούτσου,residential,True,43.857,"LINESTRING (26.1744077 40.894415, 26.1745647 40.8944403, 26.1749227 40.8944768)",,,
232872968,False,,residential,False,66.516,"LINESTRING (26.1721348 40.8959515, 26.1715105 40.8955839)",,,
232933029,False,Αγίας Παρασκευής,residential,False,56.016,"LINESTRING (26.1721348 40.8959515, 26.1717232 40.8963477)",,,
232933029,False,Αγίας Παρασκευής,residential,True,10.369,"LINESTRING (26.1721348 40.8959515, 26.1722408 40.8959038)",,,
28143173,False,Βοσπόρου,residential,True,56.741,"LINESTRING (26.172268 40.898491, 26.1717483 40.898398, 26.1716139 40.8983657)",2,,
232872207,False,,residential,True,92.09700000000001,"LINESTRING (26.172268 40.898491, 26.1723038 40.8984027, 26.1723306 40.898352, 26.1723601 40.8983115, 26.1724138 40.8982669, 26.1725157 40.8981979, 26.1726927 40.8981087, 26.172851 40.8980256, 26.1730263 40.8979275)",,,
232872205,False,Ανδριανουπόλεως,residential,True,12.779,"LINESTRING (26.1698214 40.8961624, 26.1697233 40.8962502)",,,
232872213,False,,residential,False,80.092,"LINESTRING (26.1698214 40.8961624, 26.1705615 40.8966161)",,,
232872205,False,Ανδριανουπόλεως,residential,False,90.893,"LINESTRING (26.1698214 40.8961624, 26.1700357 40.8959417, 26.1704756 40.8955116)",,,
28143173,False,Βοσπόρου,residential,False,56.741,"LINESTRING (26.1716139 40.8983657, 26.1717483 40.898398, 26.172268 40.898491)",2,,
28143173,False,Βοσπόρου,residential,True,126.12899999999999,"LINESTRING (26.1716139 40.8983657, 26.1714654 40.8983299, 26.1712403 40.898261, 26.1710866 40.8981902, 26.1703232 40.8977995)",2,,
232872208,False,,residential,False,109.65299999999999,"LINESTRING (26.1716139 40.8983657, 26.171695 40.8982506, 26.1717406 40.898204, 26.171813 40.8981391, 26.1719605 40.8980297, 26.1722475 40.8978208, 26.1724934 40.8976455)",,,
232872206,False,,residential,False,70.62,"LINESTRING (26.1717232 40.8963477, 26.1710864 40.8959334)",,,
232872206,False,,residential,True,65.558,"LINESTRING (26.1717232 40.8963477, 26.1723146 40.8967321)",,,
232933029,False,Αγίας Παρασκευής,residential,False,83.159,"LINESTRING (26.1717232 40.8963477, 26.1711612 40.8969632)",,,
232933029,False,Αγίας Παρασκευής,residential,True,56.016,"LINESTRING (26.1717232 40.8963477, 26.1721348 40.8959515)",,,
232872205,False,Ανδριανουπόλεως,residential,False,59.064,"LINESTRING (26.168926 40.8970728, 26.1693177 40.8966318)",,,
28143173,False,Βοσπόρου,residential,False,52.358000000000004,"LINESTRING (26.168926 40.8970728, 26.1692453 40.8972321, 26.1694433 40.8973351)",2,,
232872207,False,,residential,False,92.09700000000001,"LINESTRING (26.1730263 40.8979275, 26.172851 40.8980256, 26.1726927 40.8981087, 26.1725157 40.8981979, 26.1724138 40.8982669, 26.1723601 40.8983115, 26.1723306 40.898352, 26.1723038 40.8984027, 26.172268 40.898491)",,,
232872213,False,,residential,False,128.773,"LINESTRING (26.1730263 40.8979275, 26.1731085 40.8979911, 26.1731863 40.8980763, 26.1732882 40.8982283, 26.1733901 40.8983561, 26.1734384 40.8983946, 26.1735081 40.8984027, 26.1736101 40.8983885, 26.1739614 40.8983277, 26.1742028 40.898279)",,,
232872213,False,,residential,True,54.759,"LINESTRING (26.1730263 40.8979275, 26.1730012 40.897908, 26.1728939 40.8978452, 26.1726203 40.8977073, 26.1724934 40.8976455)",,,
232872206,False,,residential,False,57.978,"LINESTRING (26.1704756 40.8955116, 26.1699816 40.8951477)",,,
232872206,False,,residential,True,69.538,"LINESTRING (26.1704756 40.8955116, 26.1710864 40.8959334)",,,
232872979,False,,residential,False,49.639,"LINESTRING (26.1704756 40.8955116, 26.1708277 40.8951532)",,,
232872205,False,Ανδριανουπόλεως,residential,True,90.893,"LINESTRING (26.1704756 40.8955116, 26.1700357 40.8959417, 26.1698214 40.8961624)",,,
232933029,False,Αγίας Παρασκευής,residential,False,10.369,"LINESTRING (26.1722408 40.8959038, 26.1721348 40.8959515)",,,
232933029,False,Αγίας Παρασκευής,residential,True,97.949,"LINESTRING (26.1722408 40.8959038, 26.1732816 40.8955076)",,,
232872298,False,,residential,False,83.26299999999999,"LINESTRING (26.1722408 40.8959038, 26.1728939 40.8963002, 26.1729625 40.8963537, 26.1729995 40.8963839)",,,
232872204,False,25ης Μαρτίου,secondary,False,130.439,"LINESTRING (26.1696931 40.8932777, 26.1711551 40.893671)",,,
