osmid,name,highway,oneway,reversed,length,lanes,geometry,ref
"[26944346, 128915654]",Παλαιά Εθνική Οδός,secondary,False,False,94.45299999999999,2,"LINESTRING (20.7437471 40.041897, 20.7441106 40.0417548, 20.7443118 40.0416842, 20.7445613 40.0416082, 20.7446686 40.0415836, 20.7447437 40.0415774, 20.7447667 40.0415825)",
26944346,Παλαιά Εθνική Οδός,secondary,False,True,89.215,,"LINESTRING (20.7437471 40.041897, 20.7434656 40.0416891, 20.7433442 40.0415798, 20.7431947 40.0414437, 20.7430324 40.0413113)",
232636489,,residential,False,True,71.058,,"LINESTRING (20.7437471 40.041897, 20.743302 40.042109, 20.7431544 40.0421655, 20.7430197 40.0422076)",
685073197,Πάροδος Κύπρου Α,residential,False,True,26.358,,"LINESTRING (20.7472535 40.0446681, 20.7473394 40.0445726, 20.7473803 40.0445182, 20.7474124 40.0444653)",
993996908,Παλαιά Εθνική Οδός,secondary,False,False,27.229999999999997,2,"LINESTRING (20.7472535 40.0446681, 20.7472542 40.0447559, 20.7472666 40.0449127)",
993996908,Παλαιά Εθνική Οδός,secondary,False,True,43.471999999999994,2,"LINESTRING (20.7472535 40.0446681, 20.7472448 40.0446216, 20.7472173 40.0445823, 20.7471811 40.0445587, 20.7471322 40.0445474, 20.7470839 40.044549, 20.7470393 40.0445577, 20.746993 40.0445893, 20.7469089 40.0446712)",
232633975,,tertiary,False,True,10.315,,"LINESTRING (20.7476974 40.0472681, 20.7477222 40.0473589)",
993996908,Παλαιά Εθνική Οδός,secondary,False,False,188.202,2,"LINESTRING (20.7476974 40.0472681, 20.7477584 40.0472629, 20.7478282 40.0472373, 20.7478859 40.0471967, 20.7479388 40.0471182, 20.7480039 40.0470011, 20.7480723 40.0468795, 20.7481675 40.0467558, 20.7482922 40.0465961, 20.7485108 40.0462815, 20.7487844 40.0458359)",
993996908,Παλαιά Εθνική Οδός,secondary,False,True,96.384,2,"LINESTRING (20.7476974 40.0472681, 20.747623 40.047225, 20.7475794 40.0471757, 20.7475546 40.0471136, 20.747501 40.046688, 20.747459 40.0464468)",
993996920,Κοζάνης - Ιωαννίνων,primary,False,True,113.379,2,"LINESTRING (20.7395911 40.0457712, 20.7390547 40.0467045)",ΕΟ20
"[993996920, 993996914, 993996916]",Κοζάνης - Ιωαννίνων,primary,False,False,114.256,2,"LINESTRING (20.7395911 40.0457712, 20.7398378 40.0453394, 20.7400371 40.0449907, 20.740129 40.0448298)",ΕΟ20
232618014,,unclassified,False,True,16.022,,"LINESTRING (20.7385524 40.0430002, 20.738643 40.0428739)",
232858642,,residential,False,False,102.02500000000002,,"LINESTRING (20.7385524 40.0430002, 20.738647 40.0430598, 20.7387918 40.0431429, 20.7390895 40.0432877, 20.7394912 40.0434633, 20.7395616 40.043492)",
232618017,Παλαιά Εθνική Οδός 20,secondary,True,False,22.738,,"LINESTRING (20.7421564 40.0409596, 20.7424115 40.0410202)",
993996915,Κοζάνης - Ιωαννίνων,primary,False,True,12.18,2,"LINESTRING (20.7421564 40.0409596, 20.742107 40.0410624)",ΕΟ20
1223471043,Κοζάνης - Ιωαννίνων,primary,False,False,20.755,2,"LINESTRING (20.7421564 40.0409596, 20.7422405 40.0407844)",ΕΟ20
485985361,Παλαιά Εθνική Οδός,secondary,True,False,14.897,,"LINESTRING (20.7424115 40.0410202, 20.7425648 40.0410848)",
26944346,Παλαιά Εθνική Οδός,secondary,False,False,47.156,,"LINESTRING (20.7425648 40.0410848, 20.7426529 40.0411188, 20.7427689 40.0411758, 20.7429298 40.0412569, 20.7430324 40.0413113)",
232618015,Παλαιά Εθνική Οδός,secondary,True,False,39.275,,"LINESTRING (20.7425648 40.0410848, 20.742433 40.0410937, 20.742252 40.0410695, 20.742107 40.0410624)",
232618014,,unclassified,False,False,46.326,,"LINESTRING (20.7432255 40.0406357, 20.7430337 40.040533, 20.7429378 40.0404801, 20.7428467 40.0404555, 20.7427514 40.040454)",
232618014,,unclassified,False,True,77.225,,"LINESTRING (20.7432255 40.0406357, 20.743202 40.0406793, 20.7431779 40.0407373, 20.7431531 40.0407912, 20.7431115 40.0408985, 20.7430874 40.0410063, 20.7430673 40.0411403, 20.7430525 40.0412291, 20.7430324 40.0413113)",
685073195,,residential,False,True,87.49600000000001,,"LINESTRING (20.7432255 40.0406357, 20.7433134 40.0406793, 20.7434019 40.040724, 20.7434917 40.0407717, 20.7436097 40.0408287, 20.7438344 40.0409367, 20.7440881 40.0410634)",
27039969,,residential,False,False,30.558999999999997,,"LINESTRING (20.7448798 40.0409622, 20.7448456 40.0411111, 20.7448228 40.0412335)",
27039969,,residential,False,True,61.655,,"LINESTRING (20.7448798 40.0409622, 20.7449254 40.0407825, 20.7450152 40.0404175)",
232619285,,residential,False,False,54.36000000000001,,"LINESTRING (20.7448798 40.0409622, 20.7447625 40.0409224, 20.7447115 40.0408977, 20.7446766 40.0408587, 20.7446203 40.0407848, 20.744572 40.0407355, 20.7444916 40.0407026, 20.7443917 40.0406785)",
232619297,,residential,False,True,38.644,,"LINESTRING (20.7447108 40.0401454, 20.7447758 40.0401809, 20.7448352 40.040196, 20.7448915 40.0401986, 20.7449515 40.0401932, 20.7450125 40.0401767, 20.7450508 40.0401516, 20.7450957 40.0401013)",
232619300,,residential,False,True,65.568,,"LINESTRING (20.7447108 40.0401454, 20.7446765 40.0401914, 20.7446579 40.0402344, 20.7446176 40.0403392, 20.7445774 40.0404234, 20.7445103 40.0405322, 20.7443917 40.0406785)",
