osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,width
407290929,True,1,Όθωνος,secondary,False,45.565,,"LINESTRING (22.4384973 38.9006741, 22.4379861 38.9007723)",,
205651232,False,,Χατζίσκου,residential,False,66.194,20,"LINESTRING (22.4384973 38.9006741, 22.4386785 38.9012225, 22.4386858 38.901251)",,
407290929,True,1,Όθωνος,secondary,False,5.796,,"LINESTRING (22.4379861 38.9007723, 22.4379213 38.9007855)",,
85958481,True,,Περικλέους,secondary,False,55.768,,"LINESTRING (22.4379861 38.9007723, 22.4378651 38.9003319, 22.437843 38.9002837)",,
85958492,True,,Αμαλίας,residential,False,74.509,,"LINESTRING (22.4361569 38.9011353, 22.4359324 38.9004884)",,
407290929,True,1,Όθωνος,secondary,False,111.434,,"LINESTRING (22.4361569 38.9011353, 22.4356041 38.9012389, 22.4349084 38.9013806)",,
85958454,True,,Αγίου Νικολάου,residential,False,42.602,,"LINESTRING (22.4349084 38.9013806, 22.4348152 38.9010044)",,
407290929,True,1,Όθωνος,secondary,False,86.35499999999999,,"LINESTRING (22.4349084 38.9013806, 22.434695 38.9014273, 22.4344466 38.9014799, 22.4340719 38.9015576, 22.4339453 38.9015839)",,
295505948,False,2,Αθηνών,secondary,True,100.954,,"LINESTRING (22.4384392 38.8953486, 22.4383934 38.8962558)",ΕΟ3,
85354280,False,,Γοργοποτάμου,residential,True,48.158,,"LINESTRING (22.4384392 38.8953486, 22.4380412 38.8953193, 22.4379464 38.8953103, 22.4378874 38.8952977)",,
295531359,True,,Ιουστινιανού,tertiary,False,57.637,,"LINESTRING (22.4384392 38.8953486, 22.4385851 38.8953632, 22.4388229 38.895385, 22.4389573 38.8953986, 22.4390394 38.8954051, 22.4391008 38.895405)",,
655141226,True,,K. Έσλιν,residential,False,64.763,,"LINESTRING (22.4318217 38.8978059, 22.4310789 38.897735)",,
420125851,False,2,Γεωργίου Πλατή,primary,True,49.012,,"LINESTRING (22.4303306 38.8966291, 22.4299367 38.8963124)",ΕΟ38,
385767483,False,,Πλάτωνος,residential,True,50.708999999999996,,"LINESTRING (22.4303306 38.8966291, 22.4302906 38.8966753, 22.4302859 38.8966862, 22.4302178 38.8970714)",,
"[420125851, 991902908, 991902909]",False,2,Γεωργίου Πλατή,primary,False,92.94,,"LINESTRING (22.4303306 38.8966291, 22.4305908 38.8968414, 22.4306271 38.896871, 22.4306652 38.8969013, 22.4306939 38.8969243, 22.4307691 38.8969716, 22.4308248 38.8970032, 22.4308628 38.8970196, 22.430911 38.8970334, 22.4311892 38.8970923)",ΕΟ38,
295504667,True,,Δροσοπούλου,secondary,False,48.674,,"LINESTRING (22.4340815 38.8979793, 22.4340165 38.8984141)",,
655141226,True,,K. Έσλιν,residential,False,56.829,,"LINESTRING (22.4340815 38.8979793, 22.4334267 38.8979406)",,
620080830,False,,Χαλκομάτας,residential,True,101.405,,"LINESTRING (22.4366785 38.8958566, 22.4367322 38.8949456)",,
842700473,False,,Σμύρνης,tertiary,True,35.605,,"LINESTRING (22.4366785 38.8958566, 22.4362704 38.895816)",,
842700473,False,,Σμύρνης,tertiary,False,105.737,,"LINESTRING (22.4366785 38.8958566, 22.436792 38.8958711, 22.4368744 38.8958848, 22.4369975 38.8959128, 22.4378442 38.8961368)",,
85354246,True,,Σατωβριάνδου,secondary,False,70.559,,"LINESTRING (22.4366173 38.8963444, 22.4361586 38.896869)",,
295505945,True,,Κωνσταντινουπόλεως,tertiary,False,256.05,,"LINESTRING (22.4366173 38.8963444, 22.4364719 38.8963049, 22.4364042 38.8962932, 22.4363483 38.8962883, 22.4363071 38.8962862, 22.4358729 38.8962733, 22.435512 38.8962642, 22.4354292 38.8962623, 22.4354013 38.8962632, 22.4353889 38.8962641, 22.4353766 38.8962659, 22.4353358 38.8962772, 22.4352123 38.8963115, 22.4351919 38.8963161, 22.4351446 38.8963247, 22.4351024 38.8963295, 22.4350371 38.8963317, 22.434923 38.8963324, 22.4348667 38.8963328, 22.4347761 38.8963308, 22.4345406 38.8963191, 22.4343558 38.8963101, 22.4336864 38.896264)",,
295504666,False,,Αβέρωφ,primary,False,68.148,,"LINESTRING (22.4311892 38.8970923, 22.431938 38.897282)",ΕΟ38,
339409425,True,,Αχιλλέως,residential,False,74.166,,"LINESTRING (22.4311892 38.8970923, 22.4312917 38.8964301)",,
407290942,False,,Αχιλλέως,residential,True,6.696,,"LINESTRING (22.4311892 38.8970923, 22.4311791 38.897152)",,
"[420125851, 991902908, 991902909]",False,2,Γεωργίου Πλατή,primary,True,92.94,,"LINESTRING (22.4311892 38.8970923, 22.430911 38.8970334, 22.4308628 38.8970196, 22.4308248 38.8970032, 22.4307691 38.8969716, 22.4306939 38.8969243, 22.4306652 38.8969013, 22.4306271 38.896871, 22.4305908 38.8968414, 22.4303306 38.8966291)",ΕΟ38,
489456026,True,,Μάρκου Μπότσαρη,tertiary,False,70.406,,"LINESTRING (22.4312917 38.8964301, 22.4321003 38.8964999)",,
339409425,True,,Αχιλλέως,residential,False,23.990000000000002,,"LINESTRING (22.4312917 38.8964301, 22.4313087 38.8962906, 22.4313177 38.8962153)",,
295515533,True,,Βύρωνος,residential,False,70.022,,"LINESTRING (22.4324975 38.8982873, 22.432412 38.8989135)",,
655141230,True,,Πατρόκλου,secondary,False,75.137,,"LINESTRING (22.4324975 38.8982873, 22.4333608 38.8983593)",,
205276574,False,,Ηρακλείας,residential,True,56.509,,"LINESTRING (22.4330127 38.895781, 22.4330468 38.8952735)",,
295505947,False,,Σμύρνης,tertiary,True,77.07,,"LINESTRING (22.4330127 38.895781, 22.4321227 38.8958054)",,
"[842700473, 295505947]",False,,Σμύρνης,tertiary,False,188.929,,"LINESTRING (22.4330127 38.895781, 22.4333273 38.895766, 22.4335217 38.8957529, 22.4337081 38.8957373, 22.434279 38.8957133, 22.4345119 38.8957088, 22.4347398 38.8957076, 22.4349749 38.8957111, 22.435192 38.8957219)",,
205380356,True,,Ασωπού,residential,False,86.637,,"LINESTRING (22.439121 38.896183, 22.4391107 38.8961375, 22.4391 38.8960603, 22.4391 38.895887, 22.4391008 38.895405)",,
295505950,True,,Ανθήλης,residential,False,64.786,,"LINESTRING (22.439121 38.896183, 22.4389684 38.8962312, 22.4388908 38.8962506, 22.4388211 38.8962639, 22.4387658 38.8962713, 22.4386452 38.8962769, 22.4385178 38.8962723, 22.4383934 38.8962558)",,
655141226,True,,K. Έσλιν,residential,False,82.718,,"LINESTRING (22.4310789 38.897735, 22.4301298 38.8976468)",,
