osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,name,junction
767806596,residential,False,False,100.507,,,"LINESTRING (20.7605204 39.1665649, 20.760452 39.166517, 20.7603575 39.166491, 20.760276 39.1664811, 20.7598069 39.1663569, 20.7594255 39.1662767)",,,
767806591,residential,False,True,63.253,,,"LINESTRING (20.7571428 39.1663761, 20.7576162 39.1659415)",,,
461091451,primary,True,False,103.298,1,50,"LINESTRING (20.7571428 39.1663761, 20.7573192 39.1665107, 20.7575916 39.1667186, 20.7576676 39.1667767, 20.7580148 39.1670127)",ΕΟ21,Φιλιππιάδα - Πρέβεζα,
126948116,secondary,False,False,30.697,2,50,"LINESTRING (20.7522149 39.1630804, 20.7521425 39.1628101)",,Παλαιά Εθνική Οδός 21,
126948116,secondary,False,True,32.3,2,50,"LINESTRING (20.7522149 39.1630804, 20.7523037 39.1633626)",,Παλαιά Εθνική Οδός 21,
117035150,residential,False,False,180.49099999999999,,,"LINESTRING (20.7522149 39.1630804, 20.7526883 39.1630014, 20.7528171 39.1629515, 20.7531014 39.1627674, 20.753324 39.1626832, 20.7535842 39.1625907, 20.7540804 39.1623879)",,,
116953159,residential,False,True,49.802,,,"LINESTRING (20.7569807 39.1647414, 20.7565584 39.1644358)",,,
767806592,residential,False,True,58.335,,,"LINESTRING (20.7569807 39.1647414, 20.7565503 39.1651462)",,,
116953159,residential,False,False,131.641,,,"LINESTRING (20.7569807 39.1647414, 20.7579126 39.1654632, 20.7580387 39.1655931)",,,
126984922,residential,False,False,103.544,,,"LINESTRING (20.7593556 39.1671578, 20.7587177 39.1663688)",,,
126984922,residential,False,True,98.203,,,"LINESTRING (20.7593556 39.1671578, 20.7599813 39.1678958)",,,
126984926,residential,False,False,72.768,,,"LINESTRING (20.7593556 39.1671578, 20.7586756 39.1675455)",,,
126984926,residential,False,True,62.324,,,"LINESTRING (20.7593556 39.1671578, 20.759956 39.1668456)",,,
116953167,residential,False,True,127.534,,,"LINESTRING (20.7565503 39.1651462, 20.7576162 39.1659415)",,,
767806592,residential,False,False,58.335,,,"LINESTRING (20.7565503 39.1651462, 20.7569807 39.1647414)",,,
767806592,residential,False,True,22.366,,,"LINESTRING (20.7565503 39.1651462, 20.7563693 39.1652903)",,,
767794035,residential,False,False,73.166,2,50,"LINESTRING (20.7587592 39.1677577, 20.7581319 39.1682009)",,,
461091452,primary,True,False,104.06700000000001,1,50,"LINESTRING (20.7587592 39.1677577, 20.7585451 39.1675475, 20.7584198 39.1674228, 20.7582923 39.1673132, 20.7581572 39.1672101, 20.7579477 39.1670686)",ΕΟ21,Φιλιππιάδα - Πρέβεζα,
461091453,residential,False,False,78.06,2,50,"LINESTRING (20.7594255 39.1662767, 20.759956 39.1668456)",,,
461091453,residential,False,True,22.818,2,50,"LINESTRING (20.7594255 39.1662767, 20.7592168 39.1661505)",,,
767806596,residential,False,True,100.50699999999999,,,"LINESTRING (20.7594255 39.1662767, 20.7598069 39.1663569, 20.760276 39.1664811, 20.7603575 39.166491, 20.760452 39.166517, 20.7605204 39.1665649)",,,
116953177,residential,False,False,98.415,,,"LINESTRING (20.7611433 39.1673066, 20.7605204 39.1665649)",,Μεσολογγίου,
"[126984926, 116953183]",residential,False,False,194.01900000000003,,,"LINESTRING (20.7611433 39.1673066, 20.7616959 39.1670023, 20.7613515 39.166562, 20.7613064 39.1665099, 20.7612465 39.1664783, 20.7611969 39.1664672, 20.7611055 39.1664707, 20.7606792 39.1664947, 20.7605955 39.1665202, 20.7605204 39.1665649)",,,
116953183,residential,False,True,60.915,,,"LINESTRING (20.7611433 39.1673066, 20.7605601 39.1676159)",,,
116953183,residential,False,False,58.809,,,"LINESTRING (20.7599813 39.1678958, 20.7605601 39.1676159)",,,
116953183,residential,False,True,73.476,,,"LINESTRING (20.7599813 39.1678958, 20.7592716 39.1682617)",,,
126984922,residential,False,False,98.203,,,"LINESTRING (20.7599813 39.1678958, 20.7593556 39.1671578)",,,
126984922,residential,False,True,104.715,,,"LINESTRING (20.7599813 39.1678958, 20.7605322 39.1687351)",,,
126984891,residential,False,False,60.8,2,50,"LINESTRING (20.7611587 39.168484, 20.7605322 39.1687351)",,,
461091453,residential,False,True,109.457,2,50,"LINESTRING (20.7611587 39.168484, 20.7605601 39.1676159)",,,
116953167,residential,False,False,127.534,,,"LINESTRING (20.7576162 39.1659415, 20.7565503 39.1651462)",,,
116953167,residential,False,True,42.742,,,"LINESTRING (20.7576162 39.1659415, 20.7579774 39.1662048)",,,
767806591,residential,False,False,63.253,,,"LINESTRING (20.7576162 39.1659415, 20.7571428 39.1663761)",,,
767806591,residential,False,True,53.18,,,"LINESTRING (20.7576162 39.1659415, 20.7578617 39.1657356, 20.7579421 39.1656685, 20.7580387 39.1655931)",,,
116953171,residential,False,False,61.501,2,50,"LINESTRING (20.7561483 39.1665468, 20.7565874 39.1661109)",,,
116953171,residential,False,True,16.395,2,50,"LINESTRING (20.7561483 39.1665468, 20.7559899 39.1666284)",,,
116953181,residential,False,True,145.566,,,"LINESTRING (20.7561483 39.1665468, 20.7573645 39.1674549)",,,
116953181,residential,False,False,119.98,,,"LINESTRING (20.7561483 39.1665468, 20.7559619 39.1664084, 20.7558007 39.1663076, 20.7555678 39.1662109, 20.755263 39.1661234, 20.7549576 39.1660124)",,,
126984899,residential,False,False,46.929,2,50,"LINESTRING (20.7581005 39.1689109, 20.7585326 39.1686542)",,,
126984908,residential,False,False,75.729,2,50,"LINESTRING (20.7581005 39.1689109, 20.7581732 39.1691155, 20.7581812 39.1692797, 20.7581946 39.169417, 20.7582161 39.1695064, 20.7582353 39.1695808)",,,
126984908,residential,False,True,49.446,2,50,"LINESTRING (20.7581005 39.1689109, 20.7580427 39.1688247, 20.7579696 39.1687389, 20.7578459 39.1686601, 20.7577912 39.1686246, 20.7577145 39.1685977)",,,
116953178,residential,False,True,61.106,2,50,"LINESTRING (20.7581319 39.1682009, 20.7585326 39.1686542)",,,
767794035,residential,False,True,73.166,2,50,"LINESTRING (20.7581319 39.1682009, 20.7587592 39.1677577)",,,
767794035,residential,False,False,57.405,2,50,"LINESTRING (20.7581319 39.1682009, 20.7580119 39.1682908, 20.7579589 39.1683537, 20.7579119 39.1684281, 20.757804 39.1685315, 20.7577145 39.1685977)",,,
126984891,residential,False,False,71.536,2,50,"LINESTRING (20.7605322 39.1687351, 20.7598094 39.1690511)",,,
126984891,residential,False,True,60.8,2,50,"LINESTRING (20.7605322 39.1687351, 20.7611587 39.168484)",,,
126984922,residential,False,False,104.715,,,"LINESTRING (20.7605322 39.1687351, 20.7599813 39.1678958)",,,
126984922,residential,False,True,99.17,,,"LINESTRING (20.7605322 39.1687351, 20.7611102 39.1695062)",,,
116953183,residential,False,False,60.915,,,"LINESTRING (20.7605601 39.1676159, 20.7611433 39.1673066)",,,
116953183,residential,False,True,58.809,,,"LINESTRING (20.7605601 39.1676159, 20.7599813 39.1678958)",,,
461091453,residential,False,False,109.457,2,50,"LINESTRING (20.7605601 39.1676159, 20.7611587 39.168484)",,,
461091453,residential,False,True,100.244,2,50,"LINESTRING (20.7605601 39.1676159, 20.759956 39.1668456)",,,
234867677,residential,False,True,25.967,,,"LINESTRING (20.7557343 39.1648927, 20.7555505 39.1650777)",,,
461091455,residential,False,True,70.368,,,"LINESTRING (20.7557343 39.1648927, 20.7563693 39.1652903)",,,
"[234867677, 116953159]",residential,False,False,103.399,,,"LINESTRING (20.7557343 39.1648927, 20.7563829 39.1643279, 20.7565584 39.1644358)",,,
116953171,residential,False,False,16.395,2,50,"LINESTRING (20.7559899 39.1666284, 20.7561483 39.1665468)",,,
126984908,residential,False,False,62.787,2,50,"LINESTRING (20.7559899 39.1666284, 20.7560059 39.1667365, 20.7559979 39.1668592, 20.7559443 39.1670838, 20.7558911 39.1671799)",,,
126984908,residential,False,True,124.04999999999998,2,50,"LINESTRING (20.7559899 39.1666284, 20.7559657 39.1665556, 20.7558853 39.1664661, 20.7558101 39.16641, 20.7557163 39.1663518, 20.7556251 39.1663268, 20.7555124 39.1662936, 20.7552952 39.1662499, 20.7547748 39.1661534)",,,
117035132,residential,False,True,29.315,,,"LINESTRING (20.7526843 39.1615051, 20.752805 39.1616153, 20.7528774 39.1617203)",,,
126948116,secondary,False,True,30.697,2,50,"LINESTRING (20.7521425 39.1628101, 20.7522149 39.1630804)",,Παλαιά Εθνική Οδός 21,
117035162,residential,False,True,69.31700000000001,,,"LINESTRING (20.7521425 39.1628101, 20.7520299 39.1628111, 20.751863 39.1628089, 20.7517183 39.1628131, 20.7515015 39.1628423, 20.7513419 39.1628444)",,,
126948116,secondary,False,False,58.885,2,50,"LINESTRING (20.7521425 39.1628101, 20.7520688 39.1624711, 20.7520366 39.162287)",,Παλαιά Εθνική Οδός 21,
117035121,residential,False,False,68.403,2,50,"LINESTRING (20.7531587 39.165151, 20.7538259 39.1648181)",,,
126984907,residential,False,False,92.715,2,50,"LINESTRING (20.7531587 39.165151, 20.7538223 39.1656555, 20.7539205 39.1657393)",,,
126984907,residential,False,True,81.716,2,50,"LINESTRING (20.7531587 39.165151, 20.7530206 39.1650395, 20.7529 39.1649439, 20.752796 39.164844, 20.7527273 39.1647153, 20.7526629 39.1645435)",,,
117035162,residential,False,True,18.318,,,"LINESTRING (20.7513419 39.1628444, 20.7512628 39.1626915)",,,
117035162,residential,False,False,69.31700000000001,,,"LINESTRING (20.7513419 39.1628444, 20.7515015 39.1628423, 20.7517183 39.1628131, 20.751863 39.1628089, 20.7520299 39.1628111, 20.7521425 39.1628101)",,,
117035290,residential,False,True,78.834,,,"LINESTRING (20.7513419 39.1628444, 20.7513539 39.1630087, 20.7514156 39.1631459, 20.7515028 39.1633586, 20.7515658 39.1635276)",,,
117035121,residential,False,True,68.403,2,50,"LINESTRING (20.7538259 39.1648181, 20.7531587 39.165151)",,,
126984930,residential,False,False,44.108,2,50,"LINESTRING (20.7538259 39.1648181, 20.7541726 39.1651098)",,,
126984930,residential,False,True,47.271,2,50,"LINESTRING (20.7538259 39.1648181, 20.7534925 39.1644806)",,,
117035145,residential,False,False,66.211,,,"LINESTRING (20.7523037 39.1633626, 20.7515658 39.1635276)",,,
126948116,secondary,False,False,32.3,2,50,"LINESTRING (20.7523037 39.1633626, 20.7522149 39.1630804)",,Παλαιά Εθνική Οδός 21,
126948116,secondary,False,True,15.352,2,50,"LINESTRING (20.7523037 39.1633626, 20.7523319 39.1634118, 20.7523583 39.1634553, 20.7523741 39.1634893)",,Παλαιά Εθνική Οδός 21,
117035130,residential,False,False,92.81,,,"LINESTRING (20.7528774 39.1617203, 20.752793 39.1617328, 20.7527125 39.1617619, 20.7525247 39.1619117, 20.7524161 39.1620552, 20.752337 39.1621269, 20.7523075 39.1621399, 20.7522686 39.1621451, 20.752046 39.1621467)",,,
117035130,residential,False,True,60.422,,,"LINESTRING (20.7528774 39.1617203, 20.753092 39.1617224, 20.7532905 39.1617172, 20.7535621 39.1616439)",,,
117035132,residential,False,False,29.315,,,"LINESTRING (20.7528774 39.1617203, 20.752805 39.1616153, 20.7526843 39.1615051)",,,
117035155,residential,False,True,39.263,,,"LINESTRING (20.7528774 39.1617203, 20.7528962 39.1618971, 20.7528962 39.1620728)",,,
117035124,residential,False,False,44.349,,,"LINESTRING (20.7506351 39.1624524, 20.7501335 39.1625408)",,,
117035124,residential,False,True,41.99,,,"LINESTRING (20.7506351 39.1624524, 20.7510723 39.162286)",,,
117035287,residential,False,False,33.674,,,"LINESTRING (20.7506351 39.1624524, 20.7508028 39.1627259)",,,
117035162,residential,False,False,22.453,,,"LINESTRING (20.7512158 39.1621175, 20.7510723 39.162286)",,,
126984945,residential,False,False,77.217,,,"LINESTRING (20.7512158 39.1621175, 20.7516772 39.1623193, 20.7517429 39.1623297, 20.7520366 39.162287)",,,
126984945,residential,False,True,36.243,,,"LINESTRING (20.7512158 39.1621175, 20.7513694 39.1619111, 20.7513861 39.1618851, 20.7513949 39.1618269)",,,
117035162,residential,False,False,18.318,,,"LINESTRING (20.7512628 39.1626915, 20.7513419 39.1628444)",,,
117035162,residential,False,True,48.745999999999995,,,"LINESTRING (20.7512628 39.1626915, 20.7512212 39.1625012, 20.7511729 39.1624066, 20.7510723 39.162286)",,,
117035292,residential,False,True,39.947,,,"LINESTRING (20.7512628 39.1626915, 20.7511077 39.1627154, 20.7508028 39.1627259)",,,
117035163,residential,False,False,39.209,,,"LINESTRING (20.749974 39.1616423, 20.7501121 39.161855, 20.7501724 39.1619595)",,,
117035155,residential,False,False,39.263,,,"LINESTRING (20.7528962 39.1620728, 20.7528962 39.1618971, 20.7528774 39.1617203)",,,
117035155,residential,False,True,41.418000000000006,,,"LINESTRING (20.7528962 39.1620728, 20.7528238 39.1622267, 20.7527541 39.1622798, 20.7526897 39.162312, 20.7526039 39.1623432)",,,
117035158,residential,False,False,32.665,,,"LINESTRING (20.7528962 39.1620728, 20.7531888 39.162107, 20.7532677 39.1621269)",,,
126984930,residential,False,False,74.464,2,50,"LINESTRING (20.7541726 39.1651098, 20.7546672 39.1656588)",,,
126984930,residential,False,True,44.108,2,50,"LINESTRING (20.7541726 39.1651098, 20.7538259 39.1648181)",,,
117035161,residential,False,False,69.406,2,50,"LINESTRING (20.7541726 39.1651098, 20.754628 39.1647681, 20.7547606 39.164684)",,,
117035131,residential,False,True,33.727,,,"LINESTRING (20.7498992 39.1629126, 20.7499569 39.1632126)",,,
117035131,residential,False,False,40.125,,,"LINESTRING (20.7498992 39.1629126, 20.7499324 39.1627664, 20.7499887 39.1626853, 20.7500879 39.1625928)",,,
126948116,secondary,False,False,15.622,2,50,"LINESTRING (20.7520366 39.162287, 20.752046 39.1621467)",,Παλαιά Εθνική Οδός 21,
126948116,secondary,False,True,58.885,2,50,"LINESTRING (20.7520366 39.162287, 20.7520688 39.1624711, 20.7521425 39.1628101)",,Παλαιά Εθνική Οδός 21,
126984945,residential,False,True,77.217,,,"LINESTRING (20.7520366 39.162287, 20.7517429 39.1623297, 20.7516772 39.1623193, 20.7512158 39.1621175)",,,
117035127,residential,False,True,71.864,,,"LINESTRING (20.7526629 39.1645435, 20.7534925 39.1644806)",,,
126984907,residential,False,False,81.71600000000001,2,50,"LINESTRING (20.7526629 39.1645435, 20.7527273 39.1647153, 20.752796 39.164844, 20.7529 39.1649439, 20.7530206 39.1650395, 20.7531587 39.165151)",,,
126984907,residential,False,True,25.139,2,50,"LINESTRING (20.7526629 39.1645435, 20.7526132 39.1644343, 20.7525744 39.1643282)",,,
126948116,secondary,False,True,15.622,2,50,"LINESTRING (20.752046 39.1621467, 20.7520366 39.162287)",,Παλαιά Εθνική Οδός 21,
791409740,secondary,True,False,47.213,2,50,"LINESTRING (20.752046 39.1621467, 20.7521131 39.1617253)",,Παλαιά Εθνική Οδός 21,
117035130,residential,False,True,92.81000000000002,,,"LINESTRING (20.752046 39.1621467, 20.7522686 39.1621451, 20.7523075 39.1621399, 20.752337 39.1621269, 20.7524161 39.1620552, 20.7525247 39.1619117, 20.7527125 39.1617619, 20.752793 39.1617328, 20.7528774 39.1617203)",,,
117035150,residential,False,False,24.328000000000003,,,"LINESTRING (20.7540804 39.1623879, 20.754232 39.162337, 20.7543352 39.1622943)",,,
117035150,residential,False,True,180.49099999999999,,,"LINESTRING (20.7540804 39.1623879, 20.7535842 39.1625907, 20.753324 39.1626832, 20.7531014 39.1627674, 20.7528171 39.1629515, 20.7526883 39.1630014, 20.7522149 39.1630804)",,,
293414724,residential,False,True,96.951,,,"LINESTRING (20.7540804 39.1623879, 20.7539141 39.162233, 20.7537961 39.1620812, 20.7537653 39.1620032, 20.7537545 39.161842, 20.7537317 39.1617973, 20.7535621 39.1616439)",,,
117035124,residential,False,True,44.349,,,"LINESTRING (20.7501335 39.1625408, 20.7506351 39.1624524)",,,
117035131,residential,False,True,6.992,,,"LINESTRING (20.7501335 39.1625408, 20.7500879 39.1625928)",,,
117035124,residential,False,False,62.044000000000004,,,"LINESTRING (20.7501335 39.1625408, 20.7501215 39.1623973, 20.750096 39.1623422, 20.7499994 39.1622039, 20.7499726 39.1621508, 20.7499619 39.1621061, 20.749982 39.1620115)",,,
117035127,residential,False,False,51.686,,,"LINESTRING (20.754076 39.1643739, 20.7534925 39.1644806)",,,
126948116,secondary,False,True,68.356,2,50,"LINESTRING (20.754076 39.1643739, 20.7547606 39.164684)",,Παλαιά Εθνική Οδός 21,
126948116,secondary,False,False,177.645,2,50,"LINESTRING (20.754076 39.1643739, 20.7528356 39.1637918, 20.7526612 39.1637024, 20.7525137 39.163615, 20.7524145 39.1635422, 20.7523741 39.1634893)",,Παλαιά Εθνική Οδός 21,
474989184,secondary,False,False,17.404,2,50,"LINESTRING (20.749982 39.1620115, 20.7501724 39.1619595)",,Λούρου - Βρυσούλας,
117035124,residential,False,True,62.044000000000004,,,"LINESTRING (20.749982 39.1620115, 20.7499619 39.1621061, 20.7499726 39.1621508, 20.7499994 39.1622039, 20.750096 39.1623422, 20.7501215 39.1623973, 20.7501335 39.1625408)",,,
474989184,secondary,False,False,42.06,2,50,"LINESTRING (20.7501724 39.1619595, 20.7506418 39.1618565)",,Λούρου - Βρυσούλας,
474989184,secondary,False,True,17.404,2,50,"LINESTRING (20.7501724 39.1619595, 20.749982 39.1620115)",,Λούρου - Βρυσούλας,
117035163,residential,False,True,39.209,,,"LINESTRING (20.7501724 39.1619595, 20.7501121 39.161855, 20.749974 39.1616423)",,,
117035127,residential,False,False,71.864,,,"LINESTRING (20.7534925 39.1644806, 20.7526629 39.1645435)",,,
117035127,residential,False,True,51.686,,,"LINESTRING (20.7534925 39.1644806, 20.754076 39.1643739)",,,
126984930,residential,False,False,47.271,2,50,"LINESTRING (20.7534925 39.1644806, 20.7538259 39.1648181)",,,
117035135,residential,False,True,23.684,,,"LINESTRING (20.7506418 39.1618565, 20.7506043 39.1616455)",,,
474989184,secondary,False,False,65.013,2,50,"LINESTRING (20.7506418 39.1618565, 20.7513949 39.1618269)",,Λούρου - Βρυσούλας,
474989184,secondary,False,True,42.06,2,50,"LINESTRING (20.7506418 39.1618565, 20.7501724 39.1619595)",,Λούρου - Βρυσούλας,
117035145,residential,False,False,68.229,,,"LINESTRING (20.7506856 39.1637881, 20.7499659 39.1640433)",,,
117035145,residential,False,True,57.692,,,"LINESTRING (20.7506856 39.1637881, 20.7513067 39.163595)",,,
117035131,residential,False,False,101.149,,,"LINESTRING (20.7506856 39.1637881, 20.7504761 39.1634639, 20.7504044 39.1634485, 20.7502904 39.1634614, 20.7501509 39.1634537, 20.7500585 39.163396, 20.7499569 39.1632126)",,,
117035131,residential,False,False,33.727,,,"LINESTRING (20.7499569 39.1632126, 20.7498992 39.1629126)",,,
117035131,residential,False,True,101.149,,,"LINESTRING (20.7499569 39.1632126, 20.7500585 39.163396, 20.7501509 39.1634537, 20.7502904 39.1634614, 20.7504044 39.1634485, 20.7504761 39.1634639, 20.7506856 39.1637881)",,,
117035130,residential,False,False,60.422,,,"LINESTRING (20.7535621 39.1616439, 20.7532905 39.1617172, 20.753092 39.1617224, 20.7528774 39.1617203)",,,
293414724,residential,False,False,96.951,,,"LINESTRING (20.7535621 39.1616439, 20.7537317 39.1617973, 20.7537545 39.161842, 20.7537653 39.1620032, 20.7537961 39.1620812, 20.7539141 39.162233, 20.7540804 39.1623879)",,,
117035135,residential,False,False,23.684,,,"LINESTRING (20.7506043 39.1616455, 20.7506418 39.1618565)",,,
474989184,secondary,False,True,65.013,2,50,"LINESTRING (20.7513949 39.1618269, 20.7506418 39.1618565)",,Λούρου - Βρυσούλας,
126984945,residential,False,False,36.243,,,"LINESTRING (20.7513949 39.1618269, 20.7513861 39.1618851, 20.7513694 39.1619111, 20.7512158 39.1621175)",,,
474989184,secondary,False,False,38.61,2,50,"LINESTRING (20.7513949 39.1618269, 20.7515819 39.1617879, 20.7517268 39.1617505, 20.7518193 39.1617182)",,Λούρου - Βρυσούλας,
117035124,residential,False,False,41.99,,,"LINESTRING (20.7510723 39.162286, 20.7506351 39.1624524)",,,
117035162,residential,False,True,22.453,,,"LINESTRING (20.7510723 39.162286, 20.7512158 39.1621175)",,,
117035162,residential,False,False,48.745999999999995,,,"LINESTRING (20.7510723 39.162286, 20.7511729 39.1624066, 20.7512212 39.1625012, 20.7512628 39.1626915)",,,
117035145,residential,False,False,23.562,,,"LINESTRING (20.7515658 39.1635276, 20.7513067 39.163595)",,,
117035145,residential,False,True,66.211,,,"LINESTRING (20.7515658 39.1635276, 20.7523037 39.1633626)",,,
117035290,residential,False,False,78.834,,,"LINESTRING (20.7515658 39.1635276, 20.7515028 39.1633586, 20.7514156 39.1631459, 20.7513539 39.1630087, 20.7513419 39.1628444)",,,
117035291,residential,False,False,145.447,,,"LINESTRING (20.7512426 39.1648614, 20.7514653 39.16495, 20.751531 39.1649667, 20.7515853 39.1649594, 20.7517335 39.1647603, 20.7517663 39.1647228, 20.7518126 39.1646838, 20.7525744 39.1643282)",,,
117035145,residential,False,False,57.692,,,"LINESTRING (20.7513067 39.163595, 20.7506856 39.1637881)",,,
117035145,residential,False,True,23.562,,,"LINESTRING (20.7513067 39.163595, 20.7515658 39.1635276)",,,
117035289,residential,False,False,106.48100000000001,,,"LINESTRING (20.7513067 39.163595, 20.7511063 39.1634152, 20.7509251 39.1632581, 20.7508351 39.1631274, 20.7507833 39.1629801, 20.7507753 39.1628563, 20.7507632 39.1627724)",,,
117035291,residential,False,True,145.447,,,"LINESTRING (20.7525744 39.1643282, 20.7518126 39.1646838, 20.7517663 39.1647228, 20.7517335 39.1647603, 20.7515853 39.1649594, 20.751531 39.1649667, 20.7514653 39.16495, 20.7512426 39.1648614)",,,
126984907,residential,False,False,25.139,2,50,"LINESTRING (20.7525744 39.1643282, 20.7526132 39.1644343, 20.7526629 39.1645435)",,,
126984907,residential,False,True,95.035,2,50,"LINESTRING (20.7525744 39.1643282, 20.7524416 39.1638712, 20.7524081 39.1637444, 20.7524014 39.1636321, 20.7523741 39.1634893)",,,
117035131,residential,False,False,6.992,,,"LINESTRING (20.7500879 39.1625928, 20.7501335 39.1625408)",,,
117035131,residential,False,True,40.125,,,"LINESTRING (20.7500879 39.1625928, 20.7499887 39.1626853, 20.7499324 39.1627664, 20.7498992 39.1629126)",,,
117035292,residential,False,False,66.657,,,"LINESTRING (20.7500879 39.1625928, 20.7501879 39.1626874, 20.7502556 39.162742, 20.7503307 39.1627732, 20.7507632 39.1627724)",,,
117035292,residential,False,False,6.196,,,"LINESTRING (20.7507632 39.1627724, 20.7508028 39.1627259)",,,
117035289,residential,False,True,106.481,,,"LINESTRING (20.7507632 39.1627724, 20.7507753 39.1628563, 20.7507833 39.1629801, 20.7508351 39.1631274, 20.7509251 39.1632581, 20.7511063 39.1634152, 20.7513067 39.163595)",,,
117035292,residential,False,True,66.657,,,"LINESTRING (20.7507632 39.1627724, 20.7503307 39.1627732, 20.7502556 39.162742, 20.7501879 39.1626874, 20.7500879 39.1625928)",,,
117035287,residential,False,True,33.674,,,"LINESTRING (20.7508028 39.1627259, 20.7506351 39.1624524)",,,
117035292,residential,False,True,6.196,,,"LINESTRING (20.7508028 39.1627259, 20.7507632 39.1627724)",,,
117035292,residential,False,False,39.947,,,"LINESTRING (20.7508028 39.1627259, 20.7511077 39.1627154, 20.7512628 39.1626915)",,,
126984899,residential,False,True,68.295,2,50,"LINESTRING (20.7591852 39.168306, 20.7585326 39.1686542)",,,
461091452,primary,True,False,71.25,1,50,"LINESTRING (20.7591852 39.168306, 20.7590865 39.1681575, 20.7589703 39.1680056, 20.7588377 39.1678543, 20.7587592 39.1677577)",ΕΟ21,Φιλιππιάδα - Πρέβεζα,
116953186,residential,False,False,76.538,2,50,"LINESTRING (20.7603162 39.1698142, 20.7611102 39.1695062)",,,
234867677,residential,False,False,25.967,,,"LINESTRING (20.7555505 39.1650777, 20.7557343 39.1648927)",,,
461091451,primary,True,False,70.137,1,50,"LINESTRING (20.7555505 39.1650777, 20.7556219 39.1651721, 20.7557212 39.1652886, 20.7558157 39.1653871, 20.7559134 39.165477, 20.7560346 39.1655826)",ΕΟ21,Φιλιππιάδα - Πρέβεζα,
116953183,residential,False,False,73.476,,,"LINESTRING (20.7592716 39.1682617, 20.7599813 39.1678958)",,,
