osmid,oneway,highway,reversed,length,geometry,bridge,name,lanes
114134759,False,tertiary,True,95.212,"LINESTRING (22.2289546 39.8779641, 22.2290295 39.8778266, 22.229389 39.8771754)",,,
381212882,True,tertiary,False,80.564,"LINESTRING (22.2289546 39.8779641, 22.2289278 39.8781214, 22.2287991 39.8785227, 22.2287588 39.8785948, 22.2287052 39.8786565)",,,
786987907,False,residential,True,21.251,"LINESTRING (22.2284653 39.8788915, 22.2282694 39.8787735)",,,
381212868,False,secondary,False,69.475,"LINESTRING (22.2284653 39.8788915, 22.2282883 39.8793894, 22.2282681 39.879497)",,,
"[381212867, 381212868, 961804828]",False,secondary,"[False, True]",27.127,"LINESTRING (22.2284653 39.8788915, 22.2285148 39.8788397, 22.228622 39.8787739, 22.2286731 39.8787107)",yes,,
381212868,False,secondary,False,32.178,"LINESTRING (22.2280086 39.8802293, 22.2281876 39.880484)",,,
381212859,False,residential,False,99.67600000000002,"LINESTRING (22.2280086 39.8802293, 22.2279462 39.8801639, 22.2277719 39.8800106, 22.2275224 39.8798284, 22.2272556 39.8795475)",,,
381212868,False,secondary,True,47.658,"LINESTRING (22.2280086 39.8802293, 22.2281293 39.8801011, 22.2281796 39.8800178, 22.228217 39.8798415)",,,
158880729,False,residential,True,226.712,"LINESTRING (22.2272556 39.8795475, 22.2271641 39.8794351, 22.2270631 39.8792463, 22.2270209 39.8790761, 22.2270316 39.8789639, 22.227037 39.8788291, 22.2270225 39.8785005, 22.2270091 39.8784328, 22.2269603 39.8781847, 22.2267942 39.8775642)",,,
158880731,False,residential,True,111.92099999999999,"LINESTRING (22.2272556 39.8795475, 22.2273843 39.8794939, 22.2274728 39.8794692, 22.2275814 39.8794476, 22.2278161 39.8794178, 22.227855 39.8794219, 22.2278872 39.8794394, 22.2279248 39.8795053, 22.227959 39.8796344, 22.2279717 39.8796596, 22.2279985 39.8796859, 22.228217 39.8798415)",,,
381212853,False,residential,False,29.77,"LINESTRING (22.2272556 39.8795475, 22.2271402 39.8796246, 22.2270691 39.8796982, 22.2270249 39.8797461)",,,
381212859,False,residential,True,99.67600000000002,"LINESTRING (22.2272556 39.8795475, 22.2275224 39.8798284, 22.2277719 39.8800106, 22.2279462 39.8801639, 22.2280086 39.8802293)",,,
381212853,False,residential,False,21.775,"LINESTRING (22.2270249 39.8797461, 22.2270396 39.8799416)",,,
158880741,False,residential,True,165.54500000000002,"LINESTRING (22.2270249 39.8797461, 22.226988 39.8797368, 22.2269672 39.8797363, 22.2266835 39.8798262, 22.2266581 39.8798274, 22.2266393 39.8798248, 22.2266123 39.8798159, 22.2262779 39.8794589, 22.2259701 39.8792011, 22.2259453 39.879179, 22.2259305 39.8791548, 22.2259319 39.8791255, 22.2259433 39.8790967, 22.2261465 39.8789063)",,,
381212853,False,residential,True,29.769999999999996,"LINESTRING (22.2270249 39.8797461, 22.2270691 39.8796982, 22.2271402 39.8796246, 22.2272556 39.8795475)",,,
381212853,False,residential,False,38.132999999999996,"LINESTRING (22.2265721 39.8808078, 22.2265782 39.8808898, 22.2265796 39.8809481, 22.2265916 39.8810153, 22.2266735 39.8811344)",,,
381212853,False,residential,True,46.022,"LINESTRING (22.2265721 39.8808078, 22.2265922 39.8807232, 22.226752 39.8804191)",,,
483828845,False,residential,True,267.00100000000003,"LINESTRING (22.2265721 39.8808078, 22.2261214 39.8804328, 22.2259681 39.8803193, 22.2257154 39.8801343, 22.2255282 39.880024, 22.2252399 39.8798325, 22.2246586 39.87942, 22.2243998 39.8792055, 22.2243306 39.8791379)",,Μεσολογγίου,
381212864,False,secondary,False,42.247,"LINESTRING (22.2265414 39.8811838, 22.226121 39.8813845)",,Ελασσόνας - Τσαριτσάνης,
381212864,False,secondary,True,12.539,"LINESTRING (22.2265414 39.8811838, 22.2266735 39.8811344)",,Ελασσόνας - Τσαριτσάνης,
381212884,False,unclassified,True,222.938,"LINESTRING (22.2265414 39.8811838, 22.2253881 39.8805868, 22.2242206 39.8803111)",,,
135015744,False,secondary,True,38.698,"LINESTRING (22.2272621 39.8764143, 22.2269293 39.8761779)",,,
381212863,False,secondary,True,107.863,"LINESTRING (22.2272621 39.8764143, 22.22756 39.8767378, 22.2278046 39.8770598, 22.2279103 39.8772439)",,,2
135015744,False,secondary,False,38.698,"LINESTRING (22.2269293 39.8761779, 22.2272621 39.8764143)",,,
333971177,False,tertiary,True,25.315,"LINESTRING (22.2269293 39.8761779, 22.2267151 39.8760204)",,,
381212880,False,trunk_link,True,11.056,"LINESTRING (22.2269293 39.8761779, 22.2270154 39.8761036)",,,
333971177,False,tertiary,False,25.315,"LINESTRING (22.2267151 39.8760204, 22.2269293 39.8761779)",,,
