osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed
26125285,False,2,Ιωάννου Σπέντζα,secondary,False,45.948,"LINESTRING (21.5829108 37.1569639, 21.5834261 37.1570096)",,
26133154,False,2,Ιωάννου Σπέντζα,secondary,False,104.284,"LINESTRING (21.5829108 37.1569639, 21.5817433 37.1568466)",,
356914465,False,2,Εθνικής Αντιστάσεως,primary,True,66.714,"LINESTRING (21.5829108 37.1569639, 21.5827797 37.1563731)",,
385541318,False,2,Εθνικής Αντιστάσεως,primary,True,11.439,"LINESTRING (21.5829108 37.1569639, 21.5829333 37.1570652)",,
223116034,False,,,residential,False,81.487,"LINESTRING (21.5836358 37.1610073, 21.5831872 37.1610821, 21.5827346 37.1611529)",,
385541318,False,2,Εθνικής Αντιστάσεως,primary,False,65.738,"LINESTRING (21.5836358 37.1610073, 21.58375 37.1607494, 21.5837587 37.1606799, 21.5837554 37.1605987, 21.5837191 37.1604346)",,
975028499,False,2,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,primary,False,43.041000000000004,"LINESTRING (21.5836358 37.1610073, 21.5837086 37.161003, 21.5841202 37.160979)",ΕΟ9,
223071751,False,,Βασιλέως Παύλου,residential,False,234.922,"LINESTRING (21.5858468 37.1601003, 21.5884477 37.1596916)",,
223071751,False,,Βασιλέως Παύλου,residential,True,46.624,"LINESTRING (21.5858468 37.1601003, 21.5853306 37.1601814)",,
"[975028498, 988421443, 988421444]",False,2,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,primary,False,73.591,"LINESTRING (21.5858468 37.1601003, 21.5857967 37.1597176, 21.5857679 37.1594851, 21.5857625 37.1594419)",ΕΟ9,
"[975028498, 26125282]",False,2,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,primary,True,51.355,"LINESTRING (21.5858468 37.1601003, 21.585848 37.1601305, 21.5858898 37.1604031, 21.585907 37.1605595)",ΕΟ9,30
223071888,True,,,tertiary,False,61.896,"LINESTRING (21.5855237 37.1578113, 21.5848377 37.1579159)",,
590527313,True,2,,secondary,False,38.572,"LINESTRING (21.5855237 37.1578113, 21.5854362 37.1574715)",ΕΟ9,
988421445,False,2,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,primary,True,71.812,"LINESTRING (21.5855237 37.1578113, 21.5856394 37.1584505)",ΕΟ9,
590527313,True,2,,secondary,False,28.387,"LINESTRING (21.5854362 37.1574715, 21.5854859 37.1572193)",ΕΟ9,
27042464,True,,Δημάρχου Ανδρέα Κεφαλά,secondary,False,66.78,"LINESTRING (21.5842303 37.1567253, 21.5849834 37.1567459)",,
590527314,False,2,,secondary,False,38.999,"LINESTRING (21.5842303 37.1567253, 21.5841698 37.1570727)",,
590527309,False,2,,tertiary,True,44.498,"LINESTRING (21.5842303 37.1567253, 21.584267 37.1565998, 21.584318 37.1564459, 21.5843605 37.156339)",,
26125285,False,2,Ιωάννου Σπέντζα,secondary,True,66.28,"LINESTRING (21.5841698 37.1570727, 21.5834261 37.1570096)",,
590527311,False,2,,tertiary,False,31.291,"LINESTRING (21.5841698 37.1570727, 21.5841345 37.1573527)",,
590527314,False,2,,secondary,True,38.999,"LINESTRING (21.5841698 37.1570727, 21.5842303 37.1567253)",,
26133156,False,2,Κωνσταντίνου Κανάρη,secondary,False,43.671,"LINESTRING (21.5875963 37.1536557, 21.5876924 37.1540409)",,
147100460,False,,Κωνσταντίνου Κανάρη,residential,False,47.623,"LINESTRING (21.5875963 37.1536557, 21.5874924 37.1532355)",,
229474384,False,2,,primary,False,55.217,"LINESTRING (21.5875963 37.1536557, 21.5882166 37.1536091)",ΕΟ9,
229474384,False,2,,primary,True,60.044,"LINESTRING (21.5875963 37.1536557, 21.5869218 37.1537065)",ΕΟ9,
229474384,False,2,,primary,False,60.044,"LINESTRING (21.5869218 37.1537065, 21.5875963 37.1536557)",ΕΟ9,
229474384,False,2,,primary,True,34.904,"LINESTRING (21.5869218 37.1537065, 21.5865297 37.153736)",ΕΟ9,
229474992,False,2,,residential,True,47.413,"LINESTRING (21.5869218 37.1537065, 21.5870097 37.1541271)",,
223113722,False,2,Ηρώων Πολυτεχνείου,secondary,False,53.326,"LINESTRING (21.5885185 37.1573542, 21.5879275 37.1574444)",,
