osmid,oneway,ref,highway,maxspeed,reversed,length,bridge,lanes,name,geometry,width
"[544763666, 544763667, 546136175]",False,ΕΟ44,primary,30,"[False, True]",63.16499999999999,movable,2,Παλαιά Γέφυρα Ευρίπου,"LINESTRING (23.589049 38.462864, 23.5890714 38.4628575, 23.5895918 38.4626931, 23.5896181 38.4626842, 23.5897206 38.4626493)",
546136177,True,ΕΟ44,primary,,False,9.487,,,,"LINESTRING (23.5898273 38.462632, 23.5897206 38.4626493)",
545951300,True,ΕΟ44,primary,30,False,47.295,,1,,"LINESTRING (23.59036 38.4626356, 23.5902049 38.4626034, 23.590166 38.4625976, 23.5901235 38.4625959, 23.5900682 38.4625974, 23.5900147 38.4626018, 23.5899626 38.4626096, 23.5899028 38.4626217, 23.5898273 38.462632)",
545951301,True,,primary,30,False,31.041,,1,Αγγελή Γοβιού,"LINESTRING (23.59036 38.4626356, 23.5902112 38.4625567, 23.5901484 38.4625235, 23.5900646 38.4624793)",
519466164,False,,unclassified,,True,21.627,,,,"LINESTRING (23.5897135 38.4610523, 23.589471 38.4610102)",
660609875,False,,tertiary,50,True,19.958,,2,Λιάσκα,"LINESTRING (23.5897135 38.4610523, 23.5896643 38.4612276)",
1268322372,False,,tertiary,50,False,74.397,,2,Λιάσκα,"LINESTRING (23.5897135 38.4610523, 23.5898251 38.4606772, 23.5899143 38.460402)",
780444949,True,ΕΟ44,primary,30,False,10.158,,2,Αγγελή Γοβιού,"LINESTRING (23.5923351 38.4641244, 23.5923067 38.4640951, 23.5922607 38.4640541)",
55892831,True,,primary,30,False,16.97,,1,Ελευθερίου Βενιζέλου,"LINESTRING (23.5922607 38.4640541, 23.5923988 38.4639464)",
52431157,True,ΕΟ44,primary,30,False,69.035,,2,Αγγελή Γοβιού,"LINESTRING (23.5922607 38.4640541, 23.5922286 38.4640234, 23.5922226 38.4640174, 23.5917575 38.4635743)",
32130873,True,,residential,50,False,38.075,,,Βαρατάση,"LINESTRING (23.5918869 38.4618118, 23.5919658 38.4621486)",
689114079,True,ΕΟ44,primary,50,False,36.615,,1,Κώτσου,"LINESTRING (23.5918869 38.4618118, 23.5922908 38.4617201)",
689114079,True,ΕΟ44,primary,50,False,26.299,,1,Κώτσου,"LINESTRING (23.5927147 38.4616449, 23.5930164 38.4616336)",
32130983,True,,residential,,False,80.602,,,Κωτσόπουλου,"LINESTRING (23.5927147 38.4616449, 23.5926702 38.4614243, 23.5925931 38.4610416, 23.5925704 38.4609289)",
1181685909,True,,tertiary,,False,7.097,,,Μ. Φριζή,"LINESTRING (23.5938504 38.4616283, 23.5937939 38.4616743)",
32243666,True,ΕΟ44,primary,,False,24.033,,2,Παπαναστασίου,"LINESTRING (23.5938504 38.4616283, 23.5938734 38.4616465, 23.594003 38.4617494, 23.5940442 38.4617822)",
32130873,True,,residential,50,False,43.356,,,Βαρατάση,"LINESTRING (23.5920512 38.4625131, 23.5921411 38.4628966)",
32130885,True,,residential,,False,23.464,,,Δημητρίου Βασιλείου,"LINESTRING (23.5920512 38.4625131, 23.591787 38.4625547)",
32130873,True,,residential,50,False,56.933,,,Βαρατάση,"LINESTRING (23.5921411 38.4628966, 23.5922591 38.4634002)",
589759906,True,,residential,,False,61.067,,,Τραπεζουντίου,"LINESTRING (23.5921411 38.4628966, 23.5928335 38.462809)",
32130873,True,,residential,50,False,61.941,,,Βαρατάση,"LINESTRING (23.5922591 38.4634002, 23.5923988 38.4639464)",
32130882,True,,residential,,False,22.98,,,Δούνα,"LINESTRING (23.5922591 38.4634002, 23.5919992 38.4634362)",
55892831,True,,primary,30,False,46.513,,1,Ελευθερίου Βενιζέλου,"LINESTRING (23.5923988 38.4639464, 23.5927773 38.4636512)",
263432550,False,,residential,,True,43.487,,,,"LINESTRING (23.5918952 38.4629365, 23.591787 38.4625547)",
589759906,True,,residential,,False,21.865,,,Τραπεζουντίου,"LINESTRING (23.5918952 38.4629365, 23.5921411 38.4628966)",
589759907,False,,residential,,False,56.297,,,,"LINESTRING (23.5918952 38.4629365, 23.5919992 38.4634362)",
32130885,True,,residential,,False,46.117,,,Δημητρίου Βασιλείου,"LINESTRING (23.5933423 38.4623334, 23.5928245 38.4624207)",
"[1181685914, 733060989]",True,,residential,,False,45.647999999999996,,,"['Φαβιέρου', 'Αθανασίου Φίλωνος']","LINESTRING (23.5933423 38.4623334, 23.5933513 38.4623722, 23.5934354 38.4627374)",
32131018,True,,residential,,False,49.576,,,Κριτζάλη,"LINESTRING (23.5915777 38.4625814, 23.5910989 38.4623401)",
32130885,True,,residential,,False,61.439,,,Δημητρίου Βασιλείου,"LINESTRING (23.5915777 38.4625814, 23.5912196 38.4630378, 23.5912105 38.4630531)",
52431157,True,ΕΟ44,primary,30,False,43.272,,2,Αγγελή Γοβιού,"LINESTRING (23.5912105 38.4630531, 23.5907894 38.4628464)",
570566702,False,,residential,,False,59.963,,,Σ. Καπνίση,"LINESTRING (23.5969011 38.4595793, 23.5972533 38.4600427)",
32131099,True,,residential,,False,78.05600000000001,,,Σ. Καπνίση,"LINESTRING (23.5969011 38.4595793, 23.5965628 38.4591141, 23.5965206 38.459043, 23.5964938 38.4589573)",
336960081,True,,residential,,False,53.007,,,Τραπεζουντίου,"LINESTRING (23.5934354 38.4627374, 23.5928335 38.462809)",
336960083,True,,residential,,False,31.67,,,Αθανασίου Φίλωνος,"LINESTRING (23.5937004 38.4629325, 23.5934354 38.4627374)",
733069048,False,,residential,,True,9.629,,,Αθανασίου Φίλωνος,"LINESTRING (23.5937004 38.4629325, 23.593781 38.4629918)",
733069049,True,,primary,30,False,104.176,,1,Ελευθερίου Βενιζέλου,"LINESTRING (23.5937004 38.4629325, 23.5937872 38.4628636, 23.5944597 38.462339, 23.5945473 38.4622707)",
263435943,True,ΕΟ44,primary,,False,58.269999999999996,,2,Ελευθερίου Βενιζέλου,"LINESTRING (23.5984114 38.4597308, 23.5982963 38.4597633, 23.5981263 38.4598214, 23.5978096 38.4599577)",
263435943,True,ΕΟ44,primary,,False,54.401,,2,Ελευθερίου Βενιζέλου,"LINESTRING (23.5973537 38.4602328, 23.5968986 38.460568)",
928689469,False,,residential,,True,32.001000000000005,,1,Βορείου Ηπείρου,"LINESTRING (23.5973537 38.4602328, 23.597392 38.4602804, 23.5974991 38.4604137, 23.5975298 38.4604371, 23.5975721 38.4604604)",
32130891,True,,residential,,False,77.415,,,Φαβιέρου,"LINESTRING (23.5962676 38.4600678, 23.5969011 38.4595793)",
693837807,True,,residential,,False,69.818,,,Σταμούλη,"LINESTRING (23.5962676 38.4600678, 23.5957041 38.4596211)",
693837807,True,,residential,,False,55.456,,,Σταμούλη,"LINESTRING (23.5949447 38.459019, 23.5944971 38.4586642)",
32130951,False,,residential,,False,89.419,,,Παπίγκη,"LINESTRING (23.5949447 38.459019, 23.5948364 38.4591169, 23.5945649 38.4593444, 23.5942465 38.4596086)",
32130951,False,,residential,,True,52.652,,,Παπίγκη,"LINESTRING (23.5949447 38.459019, 23.5950581 38.4589151, 23.5953351 38.4586574)",
663776393,True,ΕΟ44,primary,,False,59.806,,1,Ελευθερίου Βενιζέλου,"LINESTRING (23.596827 38.4605112, 23.597329 38.4601441)",
693837807,True,,residential,,False,69.305,,,Σταμούλη,"LINESTRING (23.596827 38.4605112, 23.5962676 38.4600678)",
263435943,True,ΕΟ44,primary,,False,82.347,,2,Ελευθερίου Βενιζέλου,"LINESTRING (23.5968986 38.460568, 23.5962181 38.4610823)",
693837807,True,,residential,,False,8.874,,,Σταμούλη,"LINESTRING (23.5968986 38.460568, 23.596827 38.4605112)",
32131142,True,,residential,,False,83.283,,,Κριεζώτου,"LINESTRING (23.5972756 38.4608668, 23.5967977 38.4615156)",
693837807,True,,residential,,False,46.706,,,Σταμούλη,"LINESTRING (23.5972756 38.4608668, 23.5969413 38.4606019, 23.5968986 38.460568)",
32130951,False,,residential,,False,52.652,,,Παπίγκη,"LINESTRING (23.5953351 38.4586574, 23.5950581 38.4589151, 23.5949447 38.459019)",
32130966,False,,residential,,False,106.42500000000001,,,Πολιτικών,"LINESTRING (23.5953351 38.4586574, 23.5962364 38.4589093, 23.5963368 38.4589349, 23.5963969 38.4589456, 23.5964938 38.4589573)",
263547103,False,,residential,,True,40.347,,,Πολιτικών,"LINESTRING (23.5953351 38.4586574, 23.5952043 38.4585022, 23.5951514 38.4584392, 23.5951352 38.4583385)",
32130951,False,,residential,,True,21.716,,,Παπίγκη,"LINESTRING (23.5940699 38.4597465, 23.5942465 38.4596086)",
689114131,True,,residential,,False,16.244,,,Προμαχώνος,"LINESTRING (23.5979579 38.4593637, 23.5980389 38.4594953)",
143645551,True,,residential,,False,51.42699999999999,,,,"LINESTRING (23.5979579 38.4593637, 23.5979904 38.4593205, 23.5980346 38.4592458, 23.5980626 38.4591847, 23.5981027 38.459097, 23.5981654 38.4589322)",
32130951,False,,residential,,False,21.716,,,Παπίγκη,"LINESTRING (23.5942465 38.4596086, 23.5940699 38.4597465)",
263437129,True,,residential,,False,91.746,,,Παπασκιαδά,"LINESTRING (23.5942465 38.4596086, 23.5950087 38.4601783)",
32130951,False,,residential,,True,89.419,,,Παπίγκη,"LINESTRING (23.5942465 38.4596086, 23.5945649 38.4593444, 23.5948364 38.4591169, 23.5949447 38.459019)",
32130891,True,,residential,,False,84.617,,,Φαβιέρου,"LINESTRING (23.5955751 38.4606017, 23.5962676 38.4600678)",
263437129,True,,residential,,False,69.103,,,Παπασκιαδά,"LINESTRING (23.5955751 38.4606017, 23.5961087 38.4610006, 23.5961492 38.4610308)",
263437129,True,,residential,,False,8.294,,,Παπασκιαδά,"LINESTRING (23.5961492 38.4610308, 23.5962181 38.4610823)",
663776393,True,ΕΟ44,primary,,False,82.59,,1,Ελευθερίου Βενιζέλου,"LINESTRING (23.5961492 38.4610308, 23.596827 38.4605112)",
693837807,True,,residential,,False,27.114,,,Σταμούλη,"LINESTRING (23.5944971 38.4586642, 23.5942783 38.4584907)",
32130980,False,,residential,,True,91.03199999999998,,,Πάλλα,"LINESTRING (23.5944971 38.4586642, 23.5944229 38.458727, 23.5943785 38.4587645, 23.5943262 38.4588088, 23.594288 38.4588411, 23.5941701 38.4589409, 23.594121 38.4589824, 23.5940872 38.459011, 23.5940429 38.4590484, 23.5940123 38.4590743, 23.5939556 38.4591223, 23.5938972 38.4591717, 23.5938404 38.4592198, 23.5937869 38.459265)",
263435948,True,,residential,,False,135.592,,,Σκαλκώτα,"LINESTRING (23.5923325 38.4595098, 23.592914 38.4594577, 23.5931547 38.4597873, 23.5933453 38.4600619, 23.5933887 38.4601218)",
32130984,True,,residential,,False,55.905,,,Τζαβάρα,"LINESTRING (23.5924673 38.4603132, 23.5918357 38.4604036)",
729996535,True,,residential,,False,50.695,,,Κωτσόπουλου,"LINESTRING (23.5924673 38.4603132, 23.5923983 38.4598605)",
32130984,True,,residential,,False,73.457,,,Τζαβάρα,"LINESTRING (23.5918357 38.4604036, 23.5914007 38.4604089, 23.5909921 38.4604088)",
263435946,True,,residential,,False,68.345,,,Αλ. Βάκη,"LINESTRING (23.5918357 38.4604036, 23.5918394 38.4605778, 23.5917976 38.461017)",
263435946,True,,residential,,False,52.367999999999995,,,Αλ. Βάκη,"LINESTRING (23.5917147 38.4599468, 23.5917529 38.4599915, 23.5918274 38.4603622, 23.5918357 38.4604036)",
358273221,True,,residential,,False,61.174,,,Ερωτόκριτου,"LINESTRING (23.5917147 38.4599468, 23.5918023 38.4599027, 23.5923983 38.4598605)",
263435948,True,,residential,,False,53.736,,,Σκαλκώτα,"LINESTRING (23.590918 38.4596386, 23.5915309 38.459582)",
263435946,True,,residential,,False,48.298,,,Αλ. Βάκη,"LINESTRING (23.591778 38.4613859, 23.5918869 38.4618118)",
"[32131011, 546931973, 406160694]",False,,residential,,False,128.23,,,"['Μαυρομιχάλη Ηλ.', 'Παπαλουκά']","LINESTRING (23.591778 38.4613859, 23.591509 38.4614413, 23.5914475 38.4614424, 23.591541 38.4611135, 23.5915636 38.4605635)",
32131005,True,,residential,,False,58.916,,,Παύλου Ερίζου,"LINESTRING (23.5900871 38.4613161, 23.5899265 38.4618308)",
560600685,True,,residential,,False,38.105,,,Παπαλουκά,"LINESTRING (23.5900871 38.4613161, 23.5896643 38.4612276)",
729996535,True,,residential,,False,69.049,,,Κωτσόπουλου,"LINESTRING (23.5925704 38.4609289, 23.5924673 38.4603132)",
263435946,True,,residential,,False,41.055,,,Αλ. Βάκη,"LINESTRING (23.5917976 38.461017, 23.591778 38.4613859)",
729996534,True,,residential,,False,29.277,,,Χάρωνδα,"LINESTRING (23.5917976 38.461017, 23.5921306 38.4609805)",
32131013,True,,residential,,False,60.542,,,Χάρωνδα,"LINESTRING (23.5937244 38.4608105, 23.593033 38.4608683)",
1181685912,True,,residential,,False,47.161,,,Μ. Φριζή,"LINESTRING (23.5937244 38.4608105, 23.5936677 38.4603887)",
32131016,False,,residential,,False,83.414,,,Ιουστινιανού,"LINESTRING (23.5921306 38.4609805, 23.5922908 38.4617201)",
729996534,True,,residential,,False,38.721,,,Χάρωνδα,"LINESTRING (23.5921306 38.4609805, 23.5925704 38.4609289)",
32131016,False,,residential,,True,83.414,,,Ιουστινιανού,"LINESTRING (23.5922908 38.4617201, 23.5921306 38.4609805)",
689114079,True,ΕΟ44,primary,50,False,37.85,,1,Κώτσου,"LINESTRING (23.5922908 38.4617201, 23.5924942 38.4616808, 23.5927147 38.4616449)",
32131018,True,,residential,,False,39.009,,,Κριτζάλη,"LINESTRING (23.5910989 38.4623401, 23.5909865 38.4620005)",
263432547,True,,residential,,False,62.028,,,Καλλία,"LINESTRING (23.590734 38.4628192, 23.5909291 38.4625632, 23.5909417 38.4625466, 23.5910989 38.4623401)",
963613434,True,ΕΟ44,primary,30,False,38.433,,2,Αγγελή Γοβιού,"LINESTRING (23.590734 38.4628192, 23.5905633 38.4627354, 23.5905399 38.4627239, 23.5904117 38.4626609, 23.5903933 38.4626519, 23.59036 38.4626356)",
689114079,True,ΕΟ44,primary,50,False,62.352,,1,Κώτσου,"LINESTRING (23.5930164 38.4616336, 23.5937325 38.4616291)",
