osmid,oneway,lanes,name,highway,maxspeed,reversed,length,junction,geometry,bridge
166027305,False,2,Σταυρού - Ουρανούπολης,secondary,50,False,22.961,,"LINESTRING (23.7019187 40.6646659, 23.702142 40.6645478)",
211039446,True,,,secondary,,False,30.863999999999997,roundabout,"LINESTRING (23.7019187 40.6646659, 23.7019619 40.6647108, 23.7019799 40.6647646, 23.7019702 40.6648196, 23.7019342 40.6648679, 23.7018771 40.6649026)",
181922049,False,,,residential,,False,42.496,,"LINESTRING (23.705214 40.6636888, 23.7050985 40.6633168)",
376959737,False,2,Σταυρού - Ουρανούπολης,secondary,,False,52.917,,"LINESTRING (23.705214 40.6636888, 23.7055589 40.6636174, 23.7058192 40.6635634)",
376959737,False,2,Σταυρού - Ουρανούπολης,secondary,,True,45.041,,"LINESTRING (23.705214 40.6636888, 23.7048126 40.663772, 23.7046989 40.6637956)",
181922046,False,,,residential,,False,84.285,,"LINESTRING (23.7037101 40.6640005, 23.7034255 40.6632739)",
376959737,False,2,Σταυρού - Ουρανούπολης,secondary,,False,86.458,,"LINESTRING (23.7037101 40.6640005, 23.7046989 40.6637956)",
"[998883176, 166027305, 376959741]",False,2,Σταυρού - Ουρανούπολης,secondary,50,True,146.23199999999997,,"LINESTRING (23.7037101 40.6640005, 23.7035535 40.6640227, 23.7033764 40.664071, 23.7031686 40.6641428, 23.7028273 40.6642939, 23.7025775 40.6643876, 23.702142 40.6645478)",yes
211044179,False,,Παυλου Μελα,residential,50,False,41.41,,"LINESTRING (23.7046989 40.6637956, 23.7045421 40.6634427)",
376959737,False,2,Σταυρού - Ουρανούπολης,secondary,,True,86.458,,"LINESTRING (23.7046989 40.6637956, 23.7037101 40.6640005)",
376959737,False,2,Σταυρού - Ουρανούπολης,secondary,,False,45.041,,"LINESTRING (23.7046989 40.6637956, 23.7048126 40.663772, 23.705214 40.6636888)",
182860249,False,,,residential,,False,56.094,,"LINESTRING (23.6988522 40.6650889, 23.698948 40.6655881)",
182860252,False,,,residential,,True,29.432,,"LINESTRING (23.6988522 40.6650889, 23.6988106 40.6648261)",
306695003,False,,,secondary,,False,45.957,,"LINESTRING (23.6988522 40.6650889, 23.699394 40.6650451)",
306695003,False,,,secondary,,True,65.826,,"LINESTRING (23.6988522 40.6650889, 23.6980731 40.6651235)",
211039449,False,,Βενιζελου,residential,50,False,27.68,,"LINESTRING (23.700133 40.6649637, 23.7000642 40.6647203)",
211039449,False,,Βενιζελου,residential,50,True,54.511,,"LINESTRING (23.700133 40.6649637, 23.7002502 40.6654458)",
306695003,False,,,secondary,,False,61.762,,"LINESTRING (23.700133 40.6649637, 23.7008606 40.6649012)",
306695003,False,,,secondary,,True,62.985,,"LINESTRING (23.700133 40.6649637, 23.699394 40.6650451)",
211039446,True,,,secondary,,False,20.305,roundabout,"LINESTRING (23.7016942 40.6646449, 23.7017508 40.6646294, 23.701811 40.6646278, 23.7018688 40.6646404, 23.7019187 40.6646659)",
181922049,False,,,residential,,False,52.443,,"LINESTRING (23.7044193 40.6620278, 23.704766 40.6624193)",
211044159,False,,,residential,,False,107.447,,"LINESTRING (23.7044193 40.6620278, 23.7054576 40.661468)",
166027515,False,,,residential,,True,167.95,,"LINESTRING (23.7044193 40.6620278, 23.7033995 40.6622309, 23.7024876 40.6623936)",
181922049,False,,,residential,,True,125.64500000000001,,"LINESTRING (23.7044193 40.6620278, 23.7043771 40.6621484, 23.7043999 40.6623069, 23.7045003 40.6624368, 23.7046335 40.6625862, 23.7049937 40.6630225)",
211044163,False,,,unclassified,,True,70.581,,"LINESTRING (23.7044193 40.6620278, 23.7044014 40.6619648, 23.7042713 40.6614031)",
211044175,False,,,residential,,False,35.563,,"LINESTRING (23.7012492 40.6633576, 23.7016664 40.6633114)",
211044175,False,,,residential,,True,56.699,,"LINESTRING (23.7012492 40.6633576, 23.7005802 40.6634074)",
744246871,False,,,residential,,True,35.892,,"LINESTRING (23.7012492 40.6633576, 23.7012871 40.6636791)",
166027475,False,,,residential,,False,33.696,,"LINESTRING (23.7012871 40.6636791, 23.7016846 40.6636489)",
744246871,False,,,residential,,False,35.892,,"LINESTRING (23.7012871 40.6636791, 23.7012492 40.6633576)",
744246871,False,,,residential,,True,26.811,,"LINESTRING (23.7012871 40.6636791, 23.7012969 40.6639201)",
166027303,False,,,residential,,False,32.72,,"LINESTRING (23.7012969 40.6639201, 23.7016833 40.663894)",
166027501,False,,,residential,,True,5.746,,"LINESTRING (23.7012969 40.6639201, 23.7012304 40.6639313)",
744246871,False,,,residential,,False,26.811,,"LINESTRING (23.7012969 40.6639201, 23.7012871 40.6636791)",
46782871,False,,Κατιρλι,residential,50,False,32.931,,"LINESTRING (23.7016833 40.663894, 23.701696 40.66419)",
166027303,False,,,residential,,False,46.025,,"LINESTRING (23.7016833 40.663894, 23.7022287 40.663881)",
166027303,False,,,residential,,True,32.72,,"LINESTRING (23.7016833 40.663894, 23.7012969 40.6639201)",
46782871,False,,Κατιρλι,residential,50,True,27.265,,"LINESTRING (23.7016833 40.663894, 23.7016859 40.6638142, 23.7016886 40.6637415, 23.7016846 40.6636489)",
46782969,False,,,residential,,False,41.261,,"LINESTRING (23.7021824 40.664178, 23.702142 40.6645478)",
46782969,False,,,residential,,True,33.255,,"LINESTRING (23.7021824 40.664178, 23.7022287 40.663881)",
166027448,False,,Προυσσης,residential,50,True,41.048,,"LINESTRING (23.7021824 40.664178, 23.701696 40.66419)",
46782969,False,,,residential,,False,33.255,,"LINESTRING (23.7022287 40.663881, 23.7021824 40.664178)",
46782969,False,,,residential,,True,28.172,,"LINESTRING (23.7022287 40.663881, 23.7022404 40.6636278)",
166027303,False,,,residential,,True,46.025,,"LINESTRING (23.7022287 40.663881, 23.7016833 40.663894)",
46782871,False,,Κατιρλι,residential,50,True,32.931,,"LINESTRING (23.701696 40.66419, 23.7016833 40.663894)",
166027448,False,,Προυσσης,residential,50,False,41.048,,"LINESTRING (23.701696 40.66419, 23.7021824 40.664178)",
166027448,False,,Προυσσης,residential,50,True,21.858,,"LINESTRING (23.701696 40.66419, 23.7014379 40.6642076)",
46782871,False,,Κατιρλι,residential,50,False,39.035,,"LINESTRING (23.701696 40.66419, 23.7016787 40.6643623, 23.7016586 40.6645399)",
46782871,False,,Κατιρλι,residential,50,True,37.56,,"LINESTRING (23.7016846 40.6636489, 23.7016664 40.6633114)",
166027475,False,,,residential,,True,33.696,,"LINESTRING (23.7016846 40.6636489, 23.7012871 40.6636791)",
810745974,False,,,residential,,True,46.939,,"LINESTRING (23.7016846 40.6636489, 23.7022404 40.6636278)",
46782871,False,,Κατιρλι,residential,50,False,27.265,,"LINESTRING (23.7016846 40.6636489, 23.7016886 40.6637415, 23.7016859 40.6638142, 23.7016833 40.663894)",
166027501,False,,,residential,,False,5.746,,"LINESTRING (23.7012304 40.6639313, 23.7012969 40.6639201)",
166027501,False,,,residential,,True,44.095,,"LINESTRING (23.7012304 40.6639313, 23.7007181 40.6640103)",
403574170,True,,,residential,,False,35.359,,"LINESTRING (23.7012304 40.6639313, 23.7014379 40.6642076)",
211039453,False,,,residential,,True,93.724,,"LINESTRING (23.6956155 40.6622218, 23.695631 40.6630646)",
166027515,False,,,residential,,False,167.95,,"LINESTRING (23.7024876 40.6623936, 23.7033995 40.6622309, 23.7044193 40.6620278)",
211039443,False,,Μακεδονομαχων,residential,,False,29.682,,"LINESTRING (23.695631 40.6630646, 23.6952791 40.6630631)",
211039443,False,,Μακεδονομαχων,residential,,True,32.684,,"LINESTRING (23.695631 40.6630646, 23.696018 40.6630794)",
211039453,False,,,residential,,False,93.724,,"LINESTRING (23.695631 40.6630646, 23.6956155 40.6622218)",
181922046,False,,,residential,,True,50.622,,"LINESTRING (23.7031532 40.6628682, 23.7034255 40.6632739)",
181922044,False,,,residential,,False,46.526,,"LINESTRING (23.7049937 40.6630225, 23.7044523 40.6631026)",
810745964,False,,,residential,,False,42.713,,"LINESTRING (23.7049937 40.6630225, 23.7054859 40.6629322)",
181922049,False,,,residential,,False,125.645,,"LINESTRING (23.7049937 40.6630225, 23.7046335 40.6625862, 23.7045003 40.6624368, 23.7043999 40.6623069, 23.7043771 40.6621484, 23.7044193 40.6620278)",
181922049,False,,,residential,,True,33.898,,"LINESTRING (23.7049937 40.6630225, 23.7050259 40.6631098, 23.7050985 40.6633168)",
181922043,False,,,residential,,False,25.895,,"LINESTRING (23.7000221 40.6631572, 23.6997171 40.6631838)",
181922043,False,,,residential,,True,49.339,,"LINESTRING (23.7000221 40.6631572, 23.7004879 40.6634256)",
166027274,False,,,residential,,True,30.641000000000002,,"LINESTRING (23.7000221 40.6631572, 23.6999537 40.6631137, 23.6998776 40.6630615, 23.6998129 40.6630241, 23.6997253 40.6630082)",
181922044,False,,,residential,,True,88.678,,"LINESTRING (23.7034255 40.6632739, 23.7044523 40.6631026)",
181922046,False,,,residential,,False,50.622,,"LINESTRING (23.7034255 40.6632739, 23.7031532 40.6628682)",
181922046,False,,,residential,,True,84.285,,"LINESTRING (23.7034255 40.6632739, 23.7037101 40.6640005)",
181922043,False,,,residential,,False,8.874,,"LINESTRING (23.700582 40.6634613, 23.7004879 40.6634256)",
182860248,False,,,tertiary,,False,5.995,,"LINESTRING (23.700582 40.6634613, 23.7005802 40.6634074)",
182860248,False,,,tertiary,,True,25.078,,"LINESTRING (23.700582 40.6634613, 23.7006166 40.6636853)",
403574170,True,,,residential,,False,75.932,,"LINESTRING (23.700582 40.6634613, 23.7006818 40.6635192, 23.7008516 40.6636171, 23.7012304 40.6639313)",
181922043,False,,,residential,,True,23.727,,"LINESTRING (23.6950157 40.6638266, 23.6952806 40.6637548)",
