osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,junction
89417030,2,Λεωφόρος Δημοκρατίας,tertiary,False,True,124.133,,"LINESTRING (23.8652678 38.1062288, 23.8655503 38.1073228)",
89427047,2,Αμαδρυάδων,residential,False,False,85.664,,"LINESTRING (23.8652678 38.1062288, 23.8650718 38.105474)",
1016678905,2,Διονύσου,secondary,False,False,157.15200000000002,50,"LINESTRING (23.8652678 38.1062288, 23.8648445 38.1063923, 23.86456 38.1065194, 23.864179 38.1067109, 23.8637392 38.1069646)",
1016678905,2,Διονύσου,secondary,False,True,105.112,50,"LINESTRING (23.8652678 38.1062288, 23.8657811 38.106051, 23.8663724 38.1058573)",
376642796,1,Θυώνης,residential,False,False,71.598,,"LINESTRING (23.8637392 38.1069646, 23.8635775 38.1063334)",
376642798,,Μαραθωνομάχων,residential,True,False,49.663,,"LINESTRING (23.8637392 38.1069646, 23.8638727 38.1073987)",
662126284,4,Διονύσου,secondary,False,False,129.718,,"LINESTRING (23.8637392 38.1069646, 23.8631292 38.1073132, 23.8628109 38.1074836, 23.8625096 38.1076137)",
1016678905,2,Διονύσου,secondary,False,True,157.15200000000002,50,"LINESTRING (23.8637392 38.1069646, 23.864179 38.1067109, 23.86456 38.1065194, 23.8648445 38.1063923, 23.8652678 38.1062288)",
89417024,,Πεντέλης,residential,False,False,41.222,,"LINESTRING (23.8625096 38.1076137, 23.8625538 38.1076753, 23.8628517 38.1078625)",
89417034,1,Προφήτου Ηλία,residential,True,False,119.838,,"LINESTRING (23.8625096 38.1076137, 23.862454 38.1075063, 23.8622032 38.106565)",
662126284,4,Διονύσου,secondary,False,False,104.178,,"LINESTRING (23.8625096 38.1076137, 23.8622677 38.1077003, 23.8620329 38.107802, 23.8617936 38.1079203, 23.8614932 38.108096)",
662126284,4,Διονύσου,secondary,False,True,129.718,,"LINESTRING (23.8625096 38.1076137, 23.8628109 38.1074836, 23.8631292 38.1073132, 23.8637392 38.1069646)",
662126283,4,Διονύσου,secondary,False,False,43.988,50,"LINESTRING (23.8607689 38.1085963, 23.8603675 38.1088345)",
89417010,,Γιάννη Μακρυγιάννη,residential,True,False,93.38799999999999,,"LINESTRING (23.8607689 38.1085963, 23.8608221 38.1086419, 23.8609076 38.1086784, 23.8610977 38.1087284, 23.8616555 38.1088137, 23.8617775 38.1088244)",
662126283,4,Διονύσου,secondary,False,True,84.337,50,"LINESTRING (23.8607689 38.1085963, 23.86122 38.1082765, 23.8614932 38.108096)",
89374357,,Δαβάκη,residential,False,False,39.967,,"LINESTRING (23.8603675 38.1088345, 23.8607197 38.1090634)",
662126283,4,Διονύσου,secondary,False,False,59.009,50,"LINESTRING (23.8603675 38.1088345, 23.8597968 38.1091173)",
662126283,4,Διονύσου,secondary,False,True,43.988,50,"LINESTRING (23.8603675 38.1088345, 23.8607689 38.1085963)",
662126283,4,Διονύσου,secondary,False,True,59.009,50,"LINESTRING (23.8597968 38.1091173, 23.8603675 38.1088345)",
89374364,,Κολοκοτρώνη,residential,False,False,121.672,,"LINESTRING (23.8597968 38.1091173, 23.8591954 38.1082374, 23.8591558 38.1081475)",
376642797,4,Διονύσου,secondary,False,False,86.1,50,"LINESTRING (23.8597968 38.1091173, 23.8596468 38.1092179, 23.8594294 38.1093684, 23.8592657 38.1095172, 23.8591129 38.1096702)",
376642797,4,Διονύσου,secondary,False,True,16.575,50,"LINESTRING (23.858996 38.1097875, 23.8591129 38.1096702)",
880132617,,Πανός,residential,True,False,131.737,,"LINESTRING (23.858996 38.1097875, 23.8583109 38.1087325)",
376642797,4,Διονύσου,secondary,False,False,44.685,50,"LINESTRING (23.858996 38.1097875, 23.8588403 38.1099232, 23.858629 38.1100658)",
376642797,4,Διονύσου,secondary,False,True,62.481,50,"LINESTRING (23.8580217 38.1103612, 23.8584662 38.1101514, 23.858629 38.1100658)",
376834285,4,Διονύσου,secondary,False,False,61.143,50,"LINESTRING (23.8580217 38.1103612, 23.8576702 38.1105118, 23.8573977 38.1106079)",
"[376834286, 662126263]",,Δελφών,residential,False,False,146.954,,"LINESTRING (23.8580217 38.1103612, 23.8575217 38.1098686, 23.8569831 38.1093226)",
"[662126265, 89374349]",,Νικηταρα,residential,False,True,90.65899999999999,,"LINESTRING (23.8580217 38.1103612, 23.8582395 38.1105053, 23.8584541 38.1106569, 23.8587988 38.1109004)",
376834285,4,Διονύσου,secondary,False,False,47.376,50,"LINESTRING (23.8573977 38.1106079, 23.8568943 38.1107649)",
"[89374323, 662126261]",,,residential,False,False,145.329,,"LINESTRING (23.8573977 38.1106079, 23.8571632 38.1104022, 23.8562801 38.109641)",
376834285,4,Διονύσου,secondary,False,True,61.143,50,"LINESTRING (23.8573977 38.1106079, 23.8576702 38.1105118, 23.8580217 38.1103612)",
89374324,,Μάνης,residential,False,False,190.621,,"LINESTRING (23.8568943 38.1107649, 23.8585132 38.1119122)",
376834285,4,Διονύσου,secondary,False,False,11.529,50,"LINESTRING (23.8568943 38.1107649, 23.8567719 38.1108033)",
376834285,4,Διονύσου,secondary,False,True,47.376,50,"LINESTRING (23.8568943 38.1107649, 23.8573977 38.1106079)",
463429599,,Θετιδος,residential,True,False,39.08,,"LINESTRING (23.8559239 38.1110907, 23.8562489 38.1113318)",
660054401,4,Διονύσου,secondary,False,False,14.257,50,"LINESTRING (23.8559239 38.1110907, 23.8557761 38.1111447)",
376834285,4,Διονύσου,secondary,False,True,80.797,50,"LINESTRING (23.8559239 38.1110907, 23.8561975 38.1109907, 23.8567719 38.1108033)",
660054401,4,Διονύσου,secondary,False,True,14.257,50,"LINESTRING (23.8557761 38.1111447, 23.8559239 38.1110907)",
89349431,,Θετιδος,residential,True,False,26.236,,"LINESTRING (23.8557761 38.1111447, 23.8557088 38.1111083, 23.8556689 38.1110621, 23.8556674 38.1110149, 23.8556567 38.1109468)",
89349400,,Θετιδος,residential,True,False,28.436999999999998,,"LINESTRING (23.8556567 38.1109468, 23.8557393 38.1109843, 23.8558164 38.1110194, 23.8559239 38.1110907)",
89374336,,Άγγελου Σικελιανού,residential,False,True,140.792,,"LINESTRING (23.8597351 38.1100649, 23.8607197 38.1090634)",
89374351,,Κερασούντος,residential,False,False,65.865,,"LINESTRING (23.8597351 38.1100649, 23.8603036 38.1104532)",
89374351,,Κερασούντος,residential,False,True,69.926,,"LINESTRING (23.8597351 38.1100649, 23.8591129 38.1096702)",
662126267,,Αγγ. Σικελιανου,residential,False,False,123.861,,"LINESTRING (23.8597351 38.1100649, 23.8587988 38.1109004)",
389082384,,,residential,False,False,70.969,,"LINESTRING (23.8569831 38.1093226, 23.8562801 38.109641)",
389082384,,,residential,False,True,81.282,,"LINESTRING (23.8569831 38.1093226, 23.8577832 38.1089511)",
"[376834286, 662126263]",,Δελφών,residential,False,True,146.954,,"LINESTRING (23.8569831 38.1093226, 23.8575217 38.1098686, 23.8580217 38.1103612)",
662126272,,Νικηταρα,residential,False,False,28.211,,"LINESTRING (23.8599083 38.1116814, 23.859665 38.1115149)",
662126272,,Νικηταρα,residential,False,True,60.125,,"LINESTRING (23.8599083 38.1116814, 23.8604269 38.1120362)",
89374319,,Παύλου Μελά,residential,False,True,27.590000000000003,,"LINESTRING (23.8599083 38.1116814, 23.8596859 38.1117122, 23.8595964 38.111714)",
89374321,1,Μεσσήνης,residential,False,True,82.124,,"LINESTRING (23.8601019 38.1075334, 23.8596719 38.1068769)",
89374322,1,Μανιακίου,residential,False,False,103.221,,"LINESTRING (23.8601019 38.1075334, 23.860997 38.1069287)",
89374322,1,Μανιακίου,residential,False,True,107.308,,"LINESTRING (23.8601019 38.1075334, 23.8591558 38.1081475)",
662139321,1,Μεσσήνης,residential,True,False,76.44,,"LINESTRING (23.8601019 38.1075334, 23.8604887 38.1081498)",
89374359,,Παύλου Μελά,residential,True,False,84.309,,"LINESTRING (23.8624612 38.1092126, 23.8618792 38.1098169)",
89417035,,Γιάννη Μακρυγιάνη,residential,False,True,55.209,,"LINESTRING (23.8624612 38.1092126, 23.8619784 38.1088929)",
89374322,1,Μανιακίου,residential,False,False,53.122,,"LINESTRING (23.8578552 38.1090482, 23.8583109 38.1087325)",
376834284,,Καραϊσκάκη,residential,False,False,131.859,,"LINESTRING (23.8578552 38.1090482, 23.858629 38.1100658)",
376834284,,Καραϊσκάκη,residential,False,True,12.5,,"LINESTRING (23.8578552 38.1090482, 23.8577832 38.1089511)",
89374317,,Θέτιδος,residential,False,False,66.327,,"LINESTRING (23.8583745 38.1128049, 23.8577949 38.1124204)",
89374317,,Θέτιδος,residential,False,True,79.125,,"LINESTRING (23.8583745 38.1128049, 23.8590539 38.1132746)",
661587810,,Παύλου Μελά,residential,False,False,161.686,,"LINESTRING (23.8583745 38.1128049, 23.8595964 38.111714)",
