osmid,highway,oneway,reversed,length,name,lanes,ref,geometry,maxspeed,bridge,width,junction
4381500,residential,False,True,59.255,,,,"LINESTRING (24.0534866 37.7155528, 24.052814 37.7155825)",,,,
4381503,residential,False,False,51.8,Στράβωνος,,,"LINESTRING (24.0534866 37.7155528, 24.0535095 37.7160183)",,,,
4381503,residential,False,True,69.717,Στράβωνος,,,"LINESTRING (24.0534866 37.7155528, 24.0534557 37.7149263)",,,,
4381504,residential,True,False,52.455,Φλέμινγκ,,,"LINESTRING (24.0538936 37.7155348, 24.0539124 37.7160063)",,,,
41910722,residential,True,False,35.856,Κατσαρού,,,"LINESTRING (24.0538936 37.7155348, 24.0534866 37.7155528)",,,,
41910722,residential,True,False,44.367,Κατσαρού,,,"LINESTRING (24.054726 37.7154979, 24.0542224 37.7155202)",,,,
680833745,primary,True,False,69.814,Ηρώων Πολυτεχνείου,1,ΕΟ89,"LINESTRING (24.054726 37.7154979, 24.0546995 37.7148704)",,,,
"[680833745, 680834433]",primary,True,False,63.472,Ηρώων Πολυτεχνείου,1,ΕΟ89,"LINESTRING (24.0546995 37.7148704, 24.0546775 37.7143477, 24.0546755 37.7142999)",,,,
4381505,residential,True,False,40.878,Μ. Μητρόπουλου,,,"LINESTRING (24.0541799 37.7148937, 24.0541551 37.7145266)",,,,
41910197,residential,True,False,45.779,Ματείδη,,,"LINESTRING (24.0541799 37.7148937, 24.0546995 37.7148704)",,,,
4381504,residential,True,False,69.765,Φλέμινγκ,,,"LINESTRING (24.0538686 37.7149077, 24.0538936 37.7155348)",,,,
41910197,residential,True,False,27.427,Ματείδη,,,"LINESTRING (24.0538686 37.7149077, 24.0541799 37.7148937)",,,,
4381503,residential,False,False,69.717,Στράβωνος,,,"LINESTRING (24.0534557 37.7149263, 24.0534866 37.7155528)",,,,
4381503,residential,False,True,40.55,Στράβωνος,,,"LINESTRING (24.0534557 37.7149263, 24.0534377 37.7145619)",,,,
41910197,residential,True,False,36.379,Ματείδη,,,"LINESTRING (24.0534557 37.7149263, 24.0538686 37.7149077)",,,,
4381505,residential,True,False,69.764,Μ. Μητρόπουλου,,,"LINESTRING (24.0542224 37.7155202, 24.0541799 37.7148937)",,,,
41910722,residential,True,False,28.967,Κατσαρού,,,"LINESTRING (24.0542224 37.7155202, 24.0538936 37.7155348)",,,,
4381503,residential,False,True,54.805,Στράβωνος,,,"LINESTRING (24.0535338 37.7165108, 24.0535095 37.7160183)",,,,
1268338355,residential,False,True,38.531,,,,"LINESTRING (24.0535338 37.7165108, 24.0530965 37.716531)",,,,
46420548,residential,True,False,35.06,,,,"LINESTRING (24.053932 37.7164969, 24.0535338 37.7165108)",,,,
4381505,residential,True,False,54.91,Μ. Μητρόπουλου,,,"LINESTRING (24.0542882 37.7164892, 24.0542546 37.7159961)",,,,
46420548,residential,True,False,31.343,,,,"LINESTRING (24.0542882 37.7164892, 24.053932 37.7164969)",,,,
"[680833745, 47105933]",primary,True,False,53.532000000000004,Ηρώων Πολυτεχνείου,1,ΕΟ89,"LINESTRING (24.0547921 37.7164562, 24.0547803 37.7164452, 24.0547652 37.7164199, 24.0547593 37.7163924, 24.0547464 37.7159814)",,,,
291932660,primary,False,True,57.855000000000004,Λαυρίου,2,ΕΟ89,"LINESTRING (24.0547921 37.7164562, 24.0545064 37.7167444, 24.0544077 37.7168772)",50,,,
4381501,residential,False,False,35.465,Γ. Μαρμαρά,,,"LINESTRING (24.0535095 37.7160183, 24.0539124 37.7160063)",,,,
4381501,residential,False,True,82.647,Γ. Μαρμαρά,,,"LINESTRING (24.0535095 37.7160183, 24.0525724 37.7160723)",,,,
4381503,residential,False,False,54.805,Στράβωνος,,,"LINESTRING (24.0535095 37.7160183, 24.0535338 37.7165108)",,,,
4381503,residential,False,True,51.8,Στράβωνος,,,"LINESTRING (24.0535095 37.7160183, 24.0534866 37.7155528)",,,,
4381501,residential,False,False,30.122,Γ. Μαρμαρά,,,"LINESTRING (24.0539124 37.7160063, 24.0542546 37.7159961)",,,,
4381501,residential,False,True,35.465,Γ. Μαρμαρά,,,"LINESTRING (24.0539124 37.7160063, 24.0535095 37.7160183)",,,,
4381504,residential,True,False,54.58,Φλέμινγκ,,,"LINESTRING (24.0539124 37.7160063, 24.053932 37.7164969)",,,,
4381501,residential,False,False,43.29,Γ. Μαρμαρά,,,"LINESTRING (24.0542546 37.7159961, 24.0547464 37.7159814)",,,,
4381501,residential,False,True,30.122,Γ. Μαρμαρά,,,"LINESTRING (24.0542546 37.7159961, 24.0539124 37.7160063)",,,,
4381505,residential,True,False,52.993,Μ. Μητρόπουλου,,,"LINESTRING (24.0542546 37.7159961, 24.0542224 37.7155202)",,,,
4381501,residential,False,True,43.29,Γ. Μαρμαρά,,,"LINESTRING (24.0547464 37.7159814, 24.0542546 37.7159961)",,,,
680833745,primary,True,False,53.793,Ηρώων Πολυτεχνείου,1,ΕΟ89,"LINESTRING (24.0547464 37.7159814, 24.054726 37.7154979)",,,,
4381505,residential,True,False,44.474000000000004,Μ. Μητρόπουλου,,,"LINESTRING (24.0544077 37.7168772, 24.0543394 37.7167022, 24.0542882 37.7164892)",,,,
291932660,primary,False,False,57.855000000000004,Λαυρίου,2,ΕΟ89,"LINESTRING (24.0544077 37.7168772, 24.0545064 37.7167444, 24.0547921 37.7164562)",50,,,
291932660,primary,False,True,71.779,Λαυρίου,2,ΕΟ89,"LINESTRING (24.0544077 37.7168772, 24.054324 37.7170351, 24.0541794 37.7174954)",50,,,
