osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,width,junction,bridge
26267844,True,ΕΟ90,Επιμενίδου,primary,False,107.81800000000001,"LINESTRING (25.7141722 35.1895509, 25.7142104 35.1894025, 25.7142225 35.1892929, 25.7142252 35.1892052, 25.7142158 35.1890967, 25.7141876 35.1889575, 25.7140772 35.1886818, 25.7140483 35.1886051)",,,,,
489686489,False,ΕΟ90,Επιμενίδου,primary,True,104.10499999999999,"LINESTRING (25.7141722 35.1895509, 25.7141191 35.1896475, 25.7140145 35.1897918, 25.7138621 35.1899962, 25.7138388 35.1900274, 25.7137903 35.1900872, 25.7135773 35.1903497)",2,30,,,
180847325,True,,Λατούς,primary,False,73.587,"LINESTRING (25.7138414 35.1873414, 25.7146065 35.1875581)",,,,,
26804063,True,,Αργυροπούλου,residential,False,64.033,"LINESTRING (25.7138414 35.1873414, 25.7137901 35.1873637, 25.7133137 35.1877209)",,,,,
927277761,False,,Αργυροπούλου,residential,True,44.333000000000006,"LINESTRING (25.7138414 35.1873414, 25.7138629 35.1873242, 25.7141642 35.1870823, 25.7141778 35.1870556)",,,,,
26804053,True,,Αναπαύσεως,residential,False,68.117,"LINESTRING (25.7146065 35.1875581, 25.7141778 35.1870556)",,30,3.3,,
180847322,True,,Κοντογιάννη,primary,False,44.882,"LINESTRING (25.7146065 35.1875581, 25.7150338 35.1877605)",,20,,,
42126285,True,,Χορτατσών,residential,False,101.15000000000002,"LINESTRING (25.7146065 35.1875581, 25.7147491 35.1874548, 25.7153984 35.1869277, 25.7154052 35.1869255)",,,,,
899465065,True,,Ακτή Ατλαντίδος,tertiary,False,58.883,"LINESTRING (25.7160845 35.1874669, 25.7162022 35.1875039, 25.7163757 35.1875767, 25.7166555 35.1877147)",,,,,
4936441,True,,Ακτή Ατλαντίδος,residential,False,44.096,"LINESTRING (25.7154052 35.1869255, 25.7157266 35.1872226)",,,,,
42126259,True,,Ιδομενέως,residential,False,37.097,"LINESTRING (25.7157266 35.1872226, 25.7154329 35.1874543)",,,,,
4936441,True,,Ακτή Ατλαντίδος,residential,False,42.527,"LINESTRING (25.7157266 35.1872226, 25.7159888 35.1874194, 25.7160845 35.1874669)",,,,,
4936440,True,,Ρούσσου Καπετανάκη,tertiary,False,35.925,"LINESTRING (25.7155673 35.1880335, 25.7156272 35.1879868, 25.7157838 35.1878304, 25.7158212 35.1877867)",,,,,
41900441,True,,Ρούσσου Καπετανάκη,primary,False,61.338,"LINESTRING (25.7155673 35.1880335, 25.7154012 35.1881507, 25.7150714 35.1884075)",,,,,
489672944,True,,Κοντογιάννη,tertiary,False,17.002,"LINESTRING (25.716285 35.188392, 25.7162221 35.1883608, 25.7161246 35.1883133)",,,,,
489672944,True,,Κοντογιάννη,tertiary,False,35.458,"LINESTRING (25.716634 35.1885346, 25.7165619 35.1885051, 25.716285 35.188392)",,,,,
489672945,True,,Δημοκρατίας,residential,False,101.25000000000001,"LINESTRING (25.716634 35.1885346, 25.716227 35.1886525, 25.716077 35.188737, 25.7157648 35.1889578, 25.7157425 35.1889858, 25.7157334 35.189023)",1,20,,,
