osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,access
92285738,False,2,Μουσείου,residential,False,95.659,"LINESTRING (23.4405003 40.3806757, 23.440423 40.3806897, 23.440306 40.3807042, 23.440249 40.3807175, 23.4402084 40.3807393, 23.4401885 40.3807715, 23.4401465 40.3811041, 23.440117 40.3813596)",,,
92285846,True,1,Πολυτεχνείου,secondary,False,42.864000000000004,"LINESTRING (23.4405003 40.3806757, 23.4404522 40.3804963, 23.4404133 40.3802961)",50,,
92292372,False,2,Θεσσαλονίκη - Πολύγυρος,primary,True,83.20599999999999,"LINESTRING (23.4405003 40.3806757, 23.4405078 40.3807502, 23.4406476 40.3814153)",,ΕΟ16α,
345777346,False,2,Παπαγεωργάκη,tertiary,True,42.93300000000001,"LINESTRING (23.4405003 40.3806757, 23.4405775 40.3805314, 23.4406878 40.380317)",50,,
345777330,False,2,Εμμανουήλ Παππά,residential,False,6.219,"LINESTRING (23.438325 40.3791056, 23.4382619 40.3791342)",,,
92285755,False,2,,residential,True,104.909,"LINESTRING (23.438325 40.3791056, 23.4385085 40.3793134, 23.4386646 40.3794665, 23.4389318 40.3797397, 23.4390182 40.3796873, 23.4390981 40.3796446)",,,
345777330,False,2,Εμμανουήλ Παππά,residential,True,106.04400000000001,"LINESTRING (23.438325 40.3791056, 23.4386717 40.3789837, 23.4390385 40.3788814, 23.4394864 40.3787511)",,,
345777330,False,2,Εμμανουήλ Παππά,residential,True,51.7,"LINESTRING (23.4406669 40.381517, 23.4405834 40.3814477, 23.4405085 40.3814198, 23.4404361 40.3813953, 23.4403128 40.3813688, 23.440117 40.3813596)",,,
"[998507872, 998507873]",False,2,Θεσσαλονίκη - Πολύγυρος,primary,False,11.426,"LINESTRING (23.4406669 40.381517, 23.4406555 40.3814571, 23.4406476 40.3814153)",50,ΕΟ16α,
"[92144360, 998507874]",False,2,Θεσσαλονίκη - Πολύγυρος,primary,True,82.387,"LINESTRING (23.4406669 40.381517, 23.4406853 40.3816237, 23.4406981 40.3816975, 23.4408059 40.3822503)",50,ΕΟ16α,
345777378,True,1,Χαριλάου Τρικούπη,secondary,False,38.568,"LINESTRING (23.4415464 40.3786356, 23.4418893 40.3788638)",50,,
345777372,True,1,Παπαγεωργάκη,tertiary,False,78.27,"LINESTRING (23.4415464 40.3786356, 23.4412748 40.3790841, 23.4411917 40.3792843)",,,
92193172,False,2,,residential,False,25.699,"LINESTRING (23.4414634 40.3785723, 23.4415827 40.3783598)",,,
345777378,True,1,Χαριλάου Τρικούπη,secondary,False,9.948,"LINESTRING (23.4414634 40.3785723, 23.4415464 40.3786356)",50,,
92193172,False,2,,residential,True,25.699,"LINESTRING (23.4415827 40.3783598, 23.4414634 40.3785723)",,,
92285810,False,2,Μεγάλου Αλεξάνδρου,residential,False,55.25,"LINESTRING (23.4415827 40.3783598, 23.4421256 40.3786352)",,,
92193172,False,2,,residential,False,47.349000000000004,"LINESTRING (23.4415827 40.3783598, 23.4415523 40.3782742, 23.4415452 40.3782436, 23.4415345 40.3782038, 23.4415 40.3780898, 23.4414584 40.3779937, 23.4414145 40.3779603)",,,
92285846,True,1,Πολυτεχνείου,secondary,False,69.256,"LINESTRING (23.4404133 40.3802961, 23.4404012 40.3802102, 23.4403971 40.3800704, 23.4404012 40.379962, 23.440416 40.3798139, 23.4404334 40.3796749)",50,,
345777346,False,2,Παπαγεωργάκη,tertiary,True,48.152,"LINESTRING (23.4406878 40.380317, 23.4409011 40.3799156)",50,,
345777346,False,2,Παπαγεωργάκη,tertiary,False,42.93300000000001,"LINESTRING (23.4406878 40.380317, 23.4405775 40.3805314, 23.4405003 40.3806757)",50,,
345777373,True,,,secondary_link,False,24.52,"LINESTRING (23.4406878 40.380317, 23.4406373 40.3803328, 23.440585 40.3803369, 23.4405321 40.3803328, 23.4404703 40.3803201, 23.4404133 40.3802961)",50,,
92285719,False,2,,residential,False,48.351,"LINESTRING (23.4400446 40.3794131, 23.4398976 40.3792355, 23.4397508 40.3790404)",,,
