osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,width
168525010,False,2,residential,50,True,39.035,"LINESTRING (23.5431008 40.2946397, 23.5429314 40.2945619, 23.5427106 40.2944536)",,
168525030,False,2,residential,50,False,136.83900000000003,"LINESTRING (23.5431008 40.2946397, 23.5432242 40.2943016, 23.5432516 40.294213, 23.5432999 40.2940984, 23.5433508 40.2940104, 23.5434232 40.2939204, 23.5434877 40.2938113, 23.5436074 40.2936438, 23.5436569 40.2935856, 23.543691 40.2935547, 23.5437059 40.293545, 23.5437453 40.2935361)",Αθ. Βασιλα,
168525030,False,2,residential,50,True,37.65,"LINESTRING (23.5431008 40.2946397, 23.5430745 40.2947306, 23.543045 40.294796, 23.5430075 40.2948554, 23.5429599 40.2948998, 23.5429148 40.2949402)",Αθ. Βασιλα,
168524491,False,2,secondary,50,True,69.851,"LINESTRING (23.5447301 40.2916526, 23.5449203 40.2910414)",Γερακινής - Ορμύλιας,
168524453,False,2,residential,50,False,45.081999999999994,"LINESTRING (23.5447301 40.2916526, 23.5448153 40.2916761, 23.5448566 40.2916773, 23.5451345 40.2916229, 23.5452375 40.291588)",,
662754407,True,2,secondary,50,False,53.053000000000004,"LINESTRING (23.5447301 40.2916526, 23.5446674 40.2918104, 23.5446436 40.2918905, 23.5446234 40.2919627, 23.5446117 40.2920229, 23.5446073 40.2920721, 23.5446005 40.2921179)",,
168524491,False,2,secondary,50,False,56.079,"LINESTRING (23.5450685 40.2905499, 23.5449203 40.2910414)",Γερακινής - Ορμύλιας,
168524555,False,2,residential,50,False,106.444,"LINESTRING (23.5450685 40.2905499, 23.545223 40.2905325, 23.5453866 40.2904936, 23.5454713 40.2904669, 23.5456468 40.2904117, 23.546244 40.2902239)",,
168524555,False,2,residential,50,True,42.056999999999995,"LINESTRING (23.5450685 40.2905499, 23.5449145 40.2905631, 23.5448314 40.2905611, 23.5447563 40.2905611, 23.5446785 40.2905652, 23.54459 40.2905672, 23.5445739 40.2905678)",,
168525044,False,2,residential,50,False,8.145,"LINESTRING (23.541292 40.2954182, 23.5413874 40.2954098)",,
