osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,bridge
988121272,False,Φαρών,secondary,True,64.312,"LINESTRING (22.1133842 37.03287, 22.1134002 37.0334356, 22.1134013 37.0334482)",2,,,
104063641,True,,residential,False,44.061,"LINESTRING (22.1153904 37.0399722, 22.1149197 37.0400981)",,,,
656404483,True,Φαρών,secondary,False,0.572,"LINESTRING (22.1153904 37.0399722, 22.1153889 37.0399672)",2,50,,
44438951,True,Πλάτωνος,secondary,False,44.330999999999996,"LINESTRING (22.1110077 37.0329245, 22.1106207 37.0329334, 22.1105085 37.032936)",2,,,
103951715,True,Παμίσου,residential,False,65.281,"LINESTRING (22.1051186 37.0401517, 22.1053215 37.0403892, 22.1055487 37.0406277)",,,,
103951715,True,Παμίσου,residential,False,64.13300000000001,"LINESTRING (22.1055487 37.0406277, 22.1059084 37.0410022, 22.1059249 37.0410237, 22.1059681 37.0410955)",,,,
770746095,True,Μπουλούκου,tertiary,False,7.281,"LINESTRING (22.1072945 37.0414813, 22.1072387 37.0414333)",,,,
103953607,False,,residential,True,26.915,"LINESTRING (22.1072945 37.0414813, 22.1072787 37.0414924, 22.1072241 37.0415213, 22.1071916 37.0415371, 22.1071597 37.0415513, 22.1071399 37.0415587, 22.1071058 37.0415704, 22.1070763 37.0415796, 22.1070548 37.0415856, 22.1070273 37.0415921)",,,,
122602504,True,Κλαδά,tertiary,False,41.999,"LINESTRING (22.1072468 37.041209, 22.1074331 37.0408618)",,,,
821080777,False,Αθηνών,secondary,False,35.944,"LINESTRING (22.1072468 37.041209, 22.1068591 37.0411156)",2,,,
821080777,False,Αθηνών,secondary,True,26.192,"LINESTRING (22.1072468 37.041209, 22.1075253 37.0412869)",2,,,
103953597,False,,residential,False,17.656,"LINESTRING (22.1068974 37.041605, 22.10689 37.0415232, 22.1068852 37.0414953, 22.1068791 37.0414756, 22.1068676 37.0414488)",,,,
103953607,False,,residential,False,11.624,"LINESTRING (22.1068974 37.041605, 22.1069547 37.041601, 22.1070273 37.0415921)",,,,
821080777,False,Αθηνών,secondary,False,18.539,"LINESTRING (22.1062016 37.0410706, 22.1059946 37.0410929)",2,,,
821080777,False,Αθηνών,secondary,True,6.198,"LINESTRING (22.1062016 37.0410706, 22.1062708 37.0410631)",2,,,
103953610,True,Μανιακιού,tertiary,False,47.718,"LINESTRING (22.1062016 37.0410706, 22.1062201 37.0412445, 22.1062303 37.0413114, 22.1062448 37.0413884, 22.1062604 37.0414525, 22.1062745 37.0414951)",2,,,
104063699,True,Παναγιώτη Καίσαρη,residential,False,53.087,"LINESTRING (22.1127196 37.0388974, 22.1132956 37.0387688)",,,,
769483439,True,Αριστοδήμου,tertiary,False,26.784,"LINESTRING (22.1127196 37.0388974, 22.1126412 37.0386648)",,,,
104063601,False,Ταξιαρχών,residential,False,43.634,"LINESTRING (22.1142989 37.039677, 22.1141549 37.0393018)",,,,
104063601,False,Ταξιαρχών,residential,True,33.622,"LINESTRING (22.1142989 37.039677, 22.1144103 37.039966)",,,,
104063687,True,Νικηταρά,residential,False,32.467,"LINESTRING (22.1142989 37.039677, 22.1146423 37.0395764)",2,50,,
1268972390,True,Αριστομένους,tertiary,False,7.175,"LINESTRING (22.1110344 37.0370182, 22.1110223 37.0369544)",,,,
27438781,True,Αμβρόσιου Φραντζή,secondary,False,41.287,"LINESTRING (22.1110344 37.0370182, 22.1109539 37.0370299, 22.1105768 37.0370848)",2,,,
656404483,True,Φαρών,secondary,False,29.331,"LINESTRING (22.1152182 37.0394034, 22.1151406 37.039147)",2,50,,
104063687,True,Νικηταρά,residential,False,80.23400000000001,"LINESTRING (22.1152182 37.0394034, 22.1153371 37.0393747, 22.1153715 37.0393671, 22.1154107 37.039359, 22.1160958 37.0392312)",2,50,,
123042281,True,Κωνσταντίνου Κανάρη,residential,False,66.475,"LINESTRING (22.1124457 37.0335135, 22.1124609 37.0341112)",,,,
104112924,True,Αριστοτέλους,tertiary,False,85.149,"LINESTRING (22.1124457 37.0335135, 22.1133257 37.0334495, 22.1134013 37.0334482)",,,,
104063601,False,Ταξιαρχών,residential,False,35.118,"LINESTRING (22.1140057 37.0389376, 22.1138761 37.0386392)",,,,
104063601,False,Ταξιαρχών,residential,True,42.607,"LINESTRING (22.1140057 37.0389376, 22.1141549 37.0393018)",,,,
656404475,False,Ζουμπούλη,living_street,False,55.708,"LINESTRING (22.1140057 37.0389376, 22.1134017 37.0390738)",,,,
656404475,False,Ζουμπούλη,living_street,True,24.442,"LINESTRING (22.1140057 37.0389376, 22.11427 37.0388759)",,,,
656404483,True,Φαρών,secondary,False,7.091,"LINESTRING (22.1151406 37.039147, 22.1151219 37.039085)",2,50,,
104063684,True,Αναγνωσταρά,tertiary,False,36.079,"LINESTRING (22.1123149 37.0398469, 22.1124278 37.0401586)",,,,
104063600,True,Παυσανίου,residential,False,61.867,"LINESTRING (22.1123149 37.0398469, 22.1116737 37.0399794, 22.1116401 37.0399863)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,27.0,"LINESTRING (22.1120417 37.0390488, 22.1121192 37.0392836)",,,,
104063699,True,Παναγιώτη Καίσαρη,residential,False,62.48,"LINESTRING (22.1120417 37.0390488, 22.1127196 37.0388974)",,,,
104063597,True,Πολυχάρους,residential,False,53.863,"LINESTRING (22.1125153 37.0382988, 22.1131043 37.0381822)",,,,
769483439,True,Αριστοδήμου,tertiary,False,39.927,"LINESTRING (22.1125153 37.0382988, 22.1124001 37.0379517)",,,,
741982933,True,Βύρωνος,residential,False,34.239,"LINESTRING (22.1160958 37.0392312, 22.1161822 37.0395313)",,,,
1112243675,True,Αριστοδήμου,tertiary,False,42.389,"LINESTRING (22.111662 37.0355714, 22.1115622 37.0351986)",,,,
1116187886,True,Βασιλίσσης Σοφίας,residential,False,34.542,"LINESTRING (22.111662 37.0355714, 22.1116051 37.0355781, 22.1112766 37.0356144)",,,,
104112931,True,Αριστομένους,tertiary,False,58.692,"LINESTRING (22.1108962 37.0361918, 22.1108355 37.0356662)",,,,
104063606,True,Βασιλίσσης Όλγας,tertiary,False,44.22,"LINESTRING (22.1108962 37.0361918, 22.110951 37.0361797, 22.1109929 37.0361713, 22.1110149 37.0361677, 22.1110562 37.0361626, 22.1110701 37.0361619, 22.1110932 37.0361608, 22.111389 37.0361412)",,,,
988121272,False,Φαρών,secondary,False,69.073,"LINESTRING (22.1138951 37.0350457, 22.1137017 37.034444)",2,,,
988121273,False,Βασιλίσσης Αμαλίας,residential,True,47.258,"LINESTRING (22.1138951 37.0350457, 22.1144263 37.0350172)",,,,
"[988121274, 988121275, 988121271]",False,Φαρών,secondary,True,41.30500000000001,"LINESTRING (22.1138951 37.0350457, 22.1139183 37.0351174, 22.1139982 37.0353649, 22.1140113 37.0354054)",2,,,
104063619,True,Αριστοδήμου,tertiary,False,24.634,"LINESTRING (22.1128014 37.0391091, 22.1127196 37.0388974)",,,,
104063626,False,Πανταζόπουλου,residential,False,63.584,"LINESTRING (22.1128014 37.0391091, 22.1121192 37.0392836)",,,,
1112243675,True,Αριστοδήμου,tertiary,False,62.961,"LINESTRING (22.1118311 37.0361213, 22.111662 37.0355714)",,,,
1112243676,True,Αριστοδήμου,tertiary,False,64.184,"LINESTRING (22.1118311 37.0361213, 22.1120044 37.0366817)",,,,
104063606,True,Βασιλίσσης Όλγας,tertiary,False,61.226,"LINESTRING (22.1118311 37.0361213, 22.1124542 37.0360991, 22.1125202 37.0360971)",,,,
104063607,False,,residential,False,10.633,"LINESTRING (22.116165 37.0416447, 22.1161757 37.0416278, 22.1161864 37.0416134, 22.11623 37.0415646)",,,,
104063601,False,Ταξιαρχών,residential,False,33.622,"LINESTRING (22.1144103 37.039966, 22.1142989 37.039677)",,,,
104063601,False,Ταξιαρχών,residential,True,28.627,"LINESTRING (22.1144103 37.039966, 22.1145042 37.0402123)",,,,
104063643,False,Αβίας,residential,True,35.962,"LINESTRING (22.1144103 37.039966, 22.1147927 37.0398591)",,,,
104063643,False,Αβίας,residential,False,118.668,"LINESTRING (22.1144103 37.039966, 22.1143303 37.0399862, 22.1131537 37.0403303)",,,,
104063601,False,Ταξιαρχών,residential,False,42.607,"LINESTRING (22.1141549 37.0393018, 22.1140057 37.0389376)",,,,
104063601,False,Ταξιαρχών,residential,True,43.634,"LINESTRING (22.1141549 37.0393018, 22.1142989 37.039677)",,,,
104063631,True,Οιτύλου,residential,False,113.669,"LINESTRING (22.1141549 37.0393018, 22.1133519 37.0394846, 22.1129157 37.0395574)",,,,
104063749,True,Βύρωνος,residential,False,42.128,"LINESTRING (22.1153247 37.0340184, 22.1153334 37.0343972)",,,,
123042448,True,Σωκράτους,residential,False,82.309,"LINESTRING (22.1153247 37.0340184, 22.1143976 37.0340326)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,36.707,"LINESTRING (22.1117529 37.0381122, 22.111852 37.0384327)",,,,
104063658,True,Γεωργούλη,residential,False,43.242999999999995,"LINESTRING (22.1117529 37.0381122, 22.111373 37.0381996, 22.1112833 37.0382153)",,,,
104063626,False,Πανταζόπουλου,residential,True,63.584,"LINESTRING (22.1121192 37.0392836, 22.1128014 37.0391091)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,65.0,"LINESTRING (22.1121192 37.0392836, 22.1123149 37.0398469)",,,,
"[104063711, 104063599]",True,"['Βαλαωρίτου', 'Ανδρέα Σκιά']",residential,False,55.038,"LINESTRING (22.1115615 37.0369652, 22.1115652 37.0369898, 22.1116412 37.0373579, 22.1115217 37.0373762)",,,,
"[104063633, 1268972389]",True,Βασιλέως Γεωργίου,secondary,False,47.156000000000006,"LINESTRING (22.1115615 37.0369652, 22.1111969 37.0370019, 22.1111814 37.0370034, 22.1110344 37.0370182)",2,50,,
104063601,False,Ταξιαρχών,residential,False,44.2,"LINESTRING (22.1136583 37.0380708, 22.1135126 37.0376907)",,,,
104063601,False,Ταξιαρχών,residential,True,22.559,"LINESTRING (22.1136583 37.0380708, 22.1137293 37.0382656)",,,,
391731550,True,Αριστομένους,tertiary,False,87.654,"LINESTRING (22.1112833 37.0382153, 22.1111175 37.0374382)",,,,
104063634,True,Γρηγορίου,residential,False,37.609,"LINESTRING (22.1145291 37.0408444, 22.1146473 37.0411692)",,,,
104063654,True,Παπατσώνη,residential,False,64.685,"LINESTRING (22.1145291 37.0408444, 22.1152313 37.0406887)",2,50,,
656404483,True,Φαρών,secondary,False,20.031,"LINESTRING (22.1149164 37.0384063, 22.1148634 37.0382312)",2,50,,
656404491,True,Παναγιώτη Καίσαρη,residential,False,82.918,"LINESTRING (22.1149164 37.0384063, 22.1158233 37.0382274)",,,,
123042448,True,Σωκράτους,residential,False,72.658,"LINESTRING (22.1143976 37.0340326, 22.1135792 37.0340451)",,,,
656404486,True,Μαιζώνος,residential,False,68.009,"LINESTRING (22.1143976 37.0340326, 22.1143824 37.0334211)",,,,
104063696,True,Καπετανάκη,residential,False,78.54,"LINESTRING (22.1154837 37.0402803, 22.1163314 37.0400777)",1,50,,
656404483,True,Φαρών,secondary,False,13.075,"LINESTRING (22.1154837 37.0402803, 22.1154491 37.040166)",2,50,,
104112931,True,Αριστομένους,tertiary,False,74.632,"LINESTRING (22.1107466 37.0349049, 22.1106636 37.034237)",,,,
123042372,True,Βασιλέως Κωνσταντίνου,tertiary,False,63.556,"LINESTRING (22.1107466 37.0349049, 22.1108083 37.0349006, 22.1109062 37.0348888, 22.1110401 37.0348704, 22.1114001 37.0348141, 22.1114515 37.0348061)",,,,
104063601,False,Ταξιαρχών,residential,False,43.538,"LINESTRING (22.1138761 37.0386392, 22.1137293 37.0382656)",,,,
104063601,False,Ταξιαρχών,residential,True,35.118,"LINESTRING (22.1138761 37.0386392, 22.1140057 37.0389376)",,,,
104063699,True,Παναγιώτη Καίσαρη,residential,False,22.083,"LINESTRING (22.1138761 37.0386392, 22.1141157 37.0385857)",,,,
104063643,False,Αβίας,residential,True,36.861,"LINESTRING (22.1125452 37.0404932, 22.1129387 37.0403872)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,98.438,"LINESTRING (22.1125452 37.0404932, 22.1126343 37.0407432, 22.1128382 37.041347)",,,,
104063654,True,Παπατσώνη,residential,False,32.453,"LINESTRING (22.1152313 37.0406887, 22.1155836 37.0406106)",2,50,,
809503078,False,,residential,False,46.351,"LINESTRING (22.1152313 37.0406887, 22.1150293 37.0403043)",,,,
122898036,True,Αριστοδήμου,tertiary,False,32.448,"LINESTRING (22.1133435 37.0405797, 22.1131537 37.0403303)",2,50,,
122898061,False,,residential,True,20.788,"LINESTRING (22.1133435 37.0405797, 22.113136 37.0406664)",,,,
391731550,True,Αριστομένους,tertiary,False,91.37199999999999,"LINESTRING (22.1116401 37.0399863, 22.1115726 37.0396588, 22.1115286 37.0394451, 22.111482 37.0392025, 22.1114767 37.039175)",,,,
1082966107,False,Βύρωνος,residential,False,37.896,"LINESTRING (22.115563 37.0373278, 22.1156589 37.0376599)",,,,
656367947,False,Γεωργίου Ρουμελιώτη,residential,True,63.609,"LINESTRING (22.115563 37.0373278, 22.1162012 37.0372222, 22.1162634 37.0372075)",,,,
656404498,True,Βύρωνος,residential,False,77.067,"LINESTRING (22.115563 37.0373278, 22.115424 37.036861, 22.1153933 37.0366775, 22.1153886 37.0366496)",,,,
741982932,False,Γεωργίου Ρουμελιώτη,residential,False,84.59300000000002,"LINESTRING (22.115563 37.0373278, 22.1148247 37.0374367, 22.1147662 37.0374416, 22.114715 37.0374419, 22.114623 37.0374367)",,,,
104063601,False,Ταξιαρχών,residential,False,24.546,"LINESTRING (22.1145804 37.0404245, 22.1145042 37.0402123)",,,,
104063662,False,,residential,False,42.425,"LINESTRING (22.1145804 37.0404245, 22.1146386 37.0404258, 22.1146825 37.0404165, 22.1147228 37.0404063, 22.1150293 37.0403043)",,,,
104063662,False,,residential,True,18.061999999999998,"LINESTRING (22.1145804 37.0404245, 22.1145134 37.0404192, 22.1144717 37.0404219, 22.1143782 37.0404319)",,,,
104063643,False,Αβίας,residential,False,48.848,"LINESTRING (22.1153123 37.0397143, 22.1147927 37.0398591)",,,,
656404483,True,Φαρών,secondary,False,35.565,"LINESTRING (22.1153123 37.0397143, 22.1152182 37.0394034)",2,50,,
1082966108,True,Αβίας,residential,False,79.847,"LINESTRING (22.1153123 37.0397143, 22.1161822 37.0395313)",,,,
104063699,True,Παναγιώτη Καίσαρη,residential,False,52.075,"LINESTRING (22.1114767 37.039175, 22.1115129 37.0391669, 22.1120417 37.0390488)",,,,
391731550,True,Αριστομένους,tertiary,False,71.98100000000001,"LINESTRING (22.1114767 37.039175, 22.1113619 37.0385744, 22.1113541 37.0385351)",,,,
741982933,True,Βύρωνος,residential,False,27.423,"LINESTRING (22.1161822 37.0395313, 22.1162466 37.0397725)",,,,
104063601,False,Ταξιαρχών,residential,True,47.706,"LINESTRING (22.1133716 37.0372767, 22.1135126 37.0376907)",,,,
104063606,True,Βασιλίσσης Όλγας,tertiary,False,65.805,"LINESTRING (22.1134625 37.0360538, 22.1139746 37.0360425, 22.1142036 37.0360378)",,,,
104063657,True,,residential,False,69.467,"LINESTRING (22.1134625 37.0360538, 22.1134837 37.036093, 22.1135112 37.0361574, 22.1136828 37.0366528)",,,,
656404496,True,,residential,False,70.197,"LINESTRING (22.1134625 37.0360538, 22.1134336 37.0360981, 22.1134294 37.036123, 22.1134264 37.0361791, 22.1134535 37.0366787)",,,,
988121277,False,,residential,True,72.22999999999999,"LINESTRING (22.1134625 37.0360538, 22.1134447 37.0354377, 22.1134436 37.0354044)",,,,
104063628,False,,residential,True,46.227,"LINESTRING (22.1152496 37.0413259, 22.1147553 37.0414569)",,,,
104063597,True,Πολυχάρους,residential,False,60.728,"LINESTRING (22.111852 37.0384327, 22.1125153 37.0382988)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,41.27,"LINESTRING (22.111852 37.0384327, 22.1119631 37.0387931)",,,,
656404483,True,Φαρών,secondary,False,37.783,"LINESTRING (22.1155836 37.0406106, 22.1154837 37.0402803)",2,50,,
104063684,True,Αναγνωσταρά,tertiary,False,38.072,"LINESTRING (22.1128382 37.041347, 22.1129465 37.0416783)",,,,
104063741,True,Κολοκοτρώνη,residential,False,57.098,"LINESTRING (22.1128382 37.041347, 22.1134668 37.0412378)",,,,
1053110289,True,Βαλαωρίτου,residential,False,36.533,"LINESTRING (22.1111175 37.0374382, 22.1115217 37.0373762)",,,,
391731550,True,Αριστομένους,tertiary,False,47.281,"LINESTRING (22.1111175 37.0374382, 22.111046 37.0370769, 22.1110426 37.0370598, 22.1110344 37.0370182)",,,,
104063650,False,Βασιλίσσης Αμαλίας,residential,False,82.932,"LINESTRING (22.1115622 37.0351986, 22.1119451 37.0351536, 22.1124162 37.0350962, 22.1124865 37.0350901)",,,,
104063650,False,Βασιλίσσης Αμαλίας,residential,True,69.432,"LINESTRING (22.1115622 37.0351986, 22.1115047 37.0352053, 22.1108528 37.0352818, 22.1107883 37.0352894)",,,,
1112243675,True,Αριστοδήμου,tertiary,False,44.736999999999995,"LINESTRING (22.1115622 37.0351986, 22.1114613 37.0348447, 22.1114515 37.0348061)",,,,
104063628,False,,residential,False,46.227,"LINESTRING (22.1147553 37.0414569, 22.1152496 37.0413259)",,,,
104063643,False,Αβίας,residential,False,20.104,"LINESTRING (22.1131537 37.0403303, 22.1129387 37.0403872)",,,,
104063619,True,Αριστοδήμου,tertiary,False,34.028999999999996,"LINESTRING (22.1131537 37.0403303, 22.1130798 37.0401821, 22.1130615 37.0401376, 22.1130322 37.0400407)",,,,
104063643,False,Αβίας,residential,True,118.668,"LINESTRING (22.1131537 37.0403303, 22.1143303 37.0399862, 22.1144103 37.039966)",,,,
741982931,False,Βασιλίσσης Όλγας,tertiary,True,6.753,"LINESTRING (22.1162692 37.0360002, 22.1161932 37.0360029)",,,,
656404490,True,Ακρίτα,tertiary,False,63.202,"LINESTRING (22.1162692 37.0360002, 22.1162869 37.0364459, 22.1162883 37.0364816, 22.1162914 37.0365683)",2,50,,
122948732,False,Ανδρέα Σκια,residential,True,59.421,"LINESTRING (22.111389 37.0361412, 22.1112766 37.0356144)",2,50,,
104063606,True,Βασιλίσσης Όλγας,tertiary,False,39.303999999999995,"LINESTRING (22.111389 37.0361412, 22.1117701 37.0361243, 22.1118311 37.0361213)",,,,
104063658,True,Γεωργούλη,residential,False,60.154,"LINESTRING (22.1124001 37.0379517, 22.1117529 37.0381122)",,,,
769483439,True,Αριστοδήμου,tertiary,False,119.39,"LINESTRING (22.1124001 37.0379517, 22.1121823 37.0372749, 22.1120822 37.0369509, 22.1120743 37.0369274, 22.1120672 37.0369115)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,38.637,"LINESTRING (22.1124278 37.0401586, 22.1125452 37.0404932)",,,,
104063687,True,Νικηταρά,residential,False,35.171,"LINESTRING (22.1124278 37.0401586, 22.1128146 37.0400899)",2,50,,
104063749,True,Βύρωνος,residential,False,44.163,"LINESTRING (22.1153465 37.0349747, 22.1153555 37.0353718)",,,,
104063624,False,Βασιλίσσης Αμαλίας,residential,False,81.82300000000001,"LINESTRING (22.1153465 37.0349747, 22.1153032 37.0349755, 22.1152391 37.0349768, 22.1144263 37.0350172)",,,,
104063624,False,Βασιλίσσης Αμαλίας,residential,True,73.735,"LINESTRING (22.1153465 37.0349747, 22.1161424 37.0349577, 22.1161769 37.034957)",,,,
656404482,True,Βασιλέως Γεωργίου,secondary,False,73.135,"LINESTRING (22.1153832 37.036586, 22.1161063 37.0365719, 22.1161619 37.0365709, 22.1162069 37.03657)",2,50,,
104063662,False,,residential,True,40.309,"LINESTRING (22.1154491 37.040166, 22.1150293 37.0403043)",,,,
656404483,True,Φαρών,secondary,False,22.17,"LINESTRING (22.1154491 37.040166, 22.1153904 37.0399722)",2,50,,
104112978,True,Σωκράτους,residential,False,56.699000000000005,"LINESTRING (22.1112997 37.0341906, 22.111255 37.0341938, 22.1107269 37.0342324, 22.1106636 37.034237)",,,,
"[769483440, 1112243675]",True,Αριστοδήμου,tertiary,False,63.992999999999995,"LINESTRING (22.1112997 37.0341906, 22.1111817 37.0336614, 22.1111741 37.0336239)",,,,
104112931,True,Αριστομένους,tertiary,False,11.572000000000001,"LINESTRING (22.1108355 37.0356662, 22.1108242 37.0355818, 22.1108218 37.0355627)",,,,
104063634,True,Γρηγορίου,residential,False,33.396,"LINESTRING (22.1146473 37.0411692, 22.1147553 37.0414569)",,,,
104063692,True,Δημακοπούλου,residential,False,61.767,"LINESTRING (22.1146473 37.0411692, 22.1139816 37.0413311)",2,50,,
104063654,True,Παπατσώνη,residential,False,66.821,"LINESTRING (22.1138037 37.0410052, 22.1145291 37.0408444)",2,50,,
122898036,True,Αριστοδήμου,tertiary,False,41.269999999999996,"LINESTRING (22.1138037 37.0410052, 22.1137403 37.0409329, 22.1137262 37.0409173, 22.1137185 37.0409096, 22.1137064 37.0408979, 22.113688 37.0408815, 22.1136739 37.0408697, 22.1136526 37.0408531, 22.1136382 37.040844, 22.1136215 37.040835, 22.1136055 37.0408264, 22.1135687 37.0408088, 22.113538 37.0407916, 22.1134978 37.0407643, 22.1134773 37.0407466)",2,50,,
104063619,True,Αριστοδήμου,tertiary,False,54.730000000000004,"LINESTRING (22.1130322 37.0400407, 22.1129979 37.0399116, 22.1129157 37.0395574)",,,,
104063687,True,Νικηταρά,residential,False,119.498,"LINESTRING (22.1130322 37.0400407, 22.1130837 37.0400273, 22.1132263 37.0399893, 22.1134295 37.0399335, 22.1137045 37.0398562, 22.1142989 37.039677)",2,50,,
104063601,False,Ταξιαρχών,residential,False,47.706,"LINESTRING (22.1135126 37.0376907, 22.1133716 37.0372767)",,,,
104063601,False,Ταξιαρχών,residential,True,44.2,"LINESTRING (22.1135126 37.0376907, 22.1136583 37.0380708)",,,,
104063658,True,Γεωργούλη,residential,False,41.802,"LINESTRING (22.1135126 37.0376907, 22.1130601 37.0377949)",,,,
104063601,False,Ταξιαρχών,residential,False,28.627,"LINESTRING (22.1145042 37.0402123, 22.1144103 37.039966)",,,,
104063601,False,Ταξιαρχών,residential,True,24.546,"LINESTRING (22.1145042 37.0402123, 22.1145804 37.0404245)",,,,
104063641,True,,residential,False,111.294,"LINESTRING (22.1145042 37.0402123, 22.1144222 37.0402343, 22.1141819 37.040284, 22.1138748 37.0403701, 22.1135953 37.0404648, 22.1133435 37.0405797)",,,,
656404475,False,Ζουμπούλη,living_street,False,28.636,"LINESTRING (22.1158916 37.0384978, 22.1155849 37.0385777)",,,,
741982933,True,Βύρωνος,residential,False,15.63,"LINESTRING (22.1158916 37.0384978, 22.1159299 37.038635)",,,,
104063644,True,Βασιλίσσης Όλγας,tertiary,False,73.061,"LINESTRING (22.1153703 37.0360177, 22.1161932 37.0360029)",2,,,
104063749,True,Βύρωνος,residential,False,63.203,"LINESTRING (22.1153703 37.0360177, 22.1153832 37.036586)",,,,
104063597,True,Πολυχάρους,residential,False,45.637,"LINESTRING (22.1113541 37.0385351, 22.1113906 37.0385271, 22.111852 37.0384327)",,,,
391731550,True,Αριστομένους,tertiary,False,36.111,"LINESTRING (22.1113541 37.0385351, 22.1112879 37.0382371, 22.1112833 37.0382153)",,,,
104063650,False,Βασιλίσσης Αμαλίας,residential,False,69.432,"LINESTRING (22.1107883 37.0352894, 22.1108528 37.0352818, 22.1115047 37.0352053, 22.1115622 37.0351986)",,,,
104112931,True,Αριστομένους,tertiary,False,42.917,"LINESTRING (22.1107883 37.0352894, 22.1107527 37.0349472, 22.1107466 37.0349049)",,,,
656404475,False,Ζουμπούλη,living_street,False,24.725,"LINESTRING (22.1150084 37.0387102, 22.11474 37.0387697)",,,,
656404475,False,Ζουμπούλη,living_street,True,53.249,"LINESTRING (22.1150084 37.0387102, 22.1155849 37.0385777)",,,,
656404483,True,Φαρών,secondary,False,34.765,"LINESTRING (22.1150084 37.0387102, 22.1149164 37.0384063)",2,50,,
104063741,True,Κολοκοτρώνη,residential,False,2.037,"LINESTRING (22.1122144 37.0414555, 22.1122368 37.0414515)",,,,
104063619,True,Αριστοδήμου,tertiary,False,40.028,"LINESTRING (22.1129157 37.0395574, 22.1128345 37.0392033)",,,,
104063684,True,Αναγνωσταρά,tertiary,False,84.373,"LINESTRING (22.1115217 37.0373762, 22.1117529 37.0381122)",,,,
123042281,True,Κωνσταντίνου Κανάρη,residential,False,67.873,"LINESTRING (22.1125008 37.0354869, 22.1125202 37.0360971)",,,,
988121276,False,Βασιλίσσης Σοφίας,residential,True,84.216,"LINESTRING (22.1125008 37.0354869, 22.1125672 37.0354804, 22.1129818 37.0354398, 22.1131898 37.035419, 22.1132485 37.0354134, 22.1133053 37.0354106, 22.113364 37.0354078, 22.1134436 37.0354044)",,,,
1116187886,True,Βασιλίσσης Σοφίας,residential,False,75.046,"LINESTRING (22.1125008 37.0354869, 22.1124312 37.035493, 22.111662 37.0355714)",,,,
104063612,False,Φαρών,secondary,True,72.362,"LINESTRING (22.1140113 37.0354054, 22.1142036 37.0360378)",2,,,
