osmid,oneway,highway,reversed,length,geometry,name,lanes,bridge
376111351,True,secondary,False,54.806,"LINESTRING (21.4284957 38.3729723, 21.428436 38.3730091, 21.4284081 38.3730249, 21.4283554 38.3730381, 21.427899 38.3730992)",,,
976303067,False,tertiary_link,False,9.477,"LINESTRING (21.4339766 38.3657732, 21.4340325 38.3657001)",,,
117991212,True,tertiary,False,149.075,"LINESTRING (21.4339766 38.3657732, 21.4338167 38.3657016, 21.4336089 38.3656078, 21.4335122 38.3655621, 21.433415 38.3655149, 21.4333274 38.3654705, 21.4332493 38.3654284, 21.4331745 38.3653855, 21.4330376 38.3653009, 21.4329024 38.3652087, 21.4327247 38.365082, 21.4325979 38.3649894)",,,
117991257,False,residential,False,63.816,"LINESTRING (21.4336161 38.3683896, 21.4328913 38.3684699)",Σπύρου Τρικούπη,,
117991301,False,residential,True,49.373,"LINESTRING (21.4336161 38.3683896, 21.4337027 38.3688284)",Βλαχοπούλου,,
566470698,False,tertiary,False,60.575,"LINESTRING (21.4336161 38.3683896, 21.4335993 38.3682119, 21.4335684 38.3680353, 21.4335296 38.367927, 21.4335094 38.3678944, 21.4334815 38.3678614)",,,
117991206,False,residential,False,50.678,"LINESTRING (21.4238621 38.3696845, 21.4237724 38.3692342)",,,
117991206,False,residential,True,31.748,"LINESTRING (21.4238621 38.3696845, 21.4239199 38.3699664)",,,
660982910,False,tertiary,False,77.33,"LINESTRING (21.4238621 38.3696845, 21.4229887 38.3698059)",Χαριλάου Τρικούπη,,
660982910,False,tertiary,True,74.256,"LINESTRING (21.4238621 38.3696845, 21.4247008 38.369568)",Χαριλάου Τρικούπη,,
117991300,False,residential,False,48.53,"LINESTRING (21.4278822 38.3730212, 21.4277869 38.3725912)",,,
117991300,False,residential,True,8.796,"LINESTRING (21.4278822 38.3730212, 21.427899 38.3730992)",,,
"[376111352, 962409307]",True,secondary,False,54.105999999999995,"LINESTRING (21.4278822 38.3730212, 21.4282945 38.3729702, 21.4283784 38.3729613, 21.42842 38.3729613, 21.4284957 38.3729723)",,,
566470698,False,tertiary,False,3.126,"LINESTRING (21.4334815 38.3678614, 21.43346 38.3678389)",,,
566470698,False,tertiary,True,60.574999999999996,"LINESTRING (21.4334815 38.3678614, 21.4335094 38.3678944, 21.4335296 38.367927, 21.4335684 38.3680353, 21.4335993 38.3682119, 21.4336161 38.3683896)",,,
117991251,False,residential,True,46.421,"LINESTRING (21.4323522 38.3662983, 21.4324845 38.3663517, 21.4328214 38.3664956)",,,
800751456,False,residential,False,57.387,"LINESTRING (21.4323522 38.3662983, 21.4323395 38.3662415, 21.4323229 38.3661957, 21.4322685 38.3657871)",,,
800751456,False,residential,True,40.870999999999995,"LINESTRING (21.4323522 38.3662983, 21.4323775 38.366486, 21.4323795 38.3664985, 21.4323809 38.3665115, 21.4323806 38.3665193, 21.4323779 38.3665303, 21.4323732 38.3665404, 21.4323641 38.3665526, 21.4323575 38.3665592, 21.43234 38.3665698, 21.4323211 38.3665764, 21.4323046 38.3665793, 21.4322374 38.3665914)",,,
117991301,False,residential,False,62.7,"LINESTRING (21.4339814 38.3703065, 21.4338655 38.36975)",Βλαχοπούλου,,
660982901,False,tertiary,False,62.903,"LINESTRING (21.4339814 38.3703065, 21.4332686 38.3703943)",Ελευθερίου Βενιζέλου,2,
