osmid,lanes,highway,oneway,reversed,length,geometry,bridge,name
186635647,2,tertiary,False,True,206.299,"LINESTRING (22.8513103 40.7417338, 22.8510905 40.7416712, 22.8509341 40.7416274, 22.8507948 40.741594, 22.85059 40.7415511, 22.8504157 40.741521, 22.8499403 40.7414327, 22.848946 40.7412593)",,
273415577,,residential,False,True,163.01500000000001,"LINESTRING (22.8513103 40.7417338, 22.8510521 40.7420226, 22.8510311 40.742063, 22.8510215 40.7421086, 22.8510165 40.7421925, 22.8510153 40.7422946, 22.8510168 40.7423833, 22.8510193 40.7424684, 22.8510269 40.7425995, 22.8510333 40.7426694, 22.8510479 40.742773, 22.851059 40.7428396, 22.8510771 40.7429384, 22.8510898 40.7429986, 22.851109 40.7430708, 22.85113 40.7431294)",,
1000445098,,tertiary,False,False,45.44,"LINESTRING (22.8513103 40.7417338, 22.8515148 40.7417933, 22.8516357 40.741829, 22.8518087 40.7418895)",,
1000445099,2,tertiary,False,False,67.163,"LINESTRING (22.8513103 40.7417338, 22.851329 40.7417014, 22.8513575 40.7416442, 22.8513839 40.7415691, 22.8514184 40.7413888, 22.8514401 40.7412352, 22.8514544 40.7411427)",,
14337884,,tertiary,False,False,30.658,"LINESTRING (22.8514544 40.7411427, 22.8514373 40.7410915, 22.8514221 40.7410534, 22.8513875 40.7409805, 22.8513549 40.7409264, 22.8513257 40.7408859)",,
18833082,2,tertiary,False,False,88.24199999999999,"LINESTRING (22.8514544 40.7411427, 22.8515237 40.7412887, 22.8518087 40.7418895)",,
1000445099,2,tertiary,False,True,67.163,"LINESTRING (22.8514544 40.7411427, 22.8514401 40.7412352, 22.8514184 40.7413888, 22.8513839 40.7415691, 22.8513575 40.7416442, 22.851329 40.7417014, 22.8513103 40.7417338)",,
14337884,,tertiary,False,False,92.43099999999998,"LINESTRING (22.8513257 40.7408859, 22.8512912 40.7408426, 22.8512485 40.7407926, 22.8512127 40.7407539, 22.8510625 40.7406023, 22.8507456 40.7403188, 22.850652 40.7402311)",,
14337884,,tertiary,False,True,30.658000000000005,"LINESTRING (22.8513257 40.7408859, 22.8513549 40.7409264, 22.8513875 40.7409805, 22.8514221 40.7410534, 22.8514373 40.7410915, 22.8514544 40.7411427)",,
592185135,,residential,False,False,113.66,"LINESTRING (22.8513257 40.7408859, 22.8513944 40.740864, 22.8514668 40.7408419, 22.851564 40.7408148, 22.8523589 40.7406303, 22.8526079 40.7405696)",,
18835183,,residential,False,False,21.988,"LINESTRING (22.8545843 40.7470928, 22.8547003 40.7471416, 22.8548268 40.747158)",,
273415577,,residential,False,False,31.833,"LINESTRING (22.8545843 40.7470928, 22.8545232 40.7470394, 22.8544645 40.7469705, 22.8543851 40.7468512)",,
854027460,,residential,False,True,32.064,"LINESTRING (22.8545843 40.7470928, 22.8546996 40.74728, 22.8547214 40.7473601)",,
