osmid,lanes,highway,oneway,reversed,length,name,geometry,junction,maxspeed
181447584,2,tertiary,False,True,115.705,,"LINESTRING (22.5970027 40.6717924, 22.5983657 40.6716738)",,
339583636,2,tertiary,False,True,58.246,Πλατύ - Άδενδρο,"LINESTRING (22.5970027 40.6717924, 22.5963749 40.6720107)",,
188726392,,residential,False,False,131.814,,"LINESTRING (22.5970027 40.6717924, 22.5972064 40.6718412, 22.5977214 40.6720528, 22.5982847 40.6722236, 22.5984402 40.6722399)",,
188726392,,residential,False,True,37.892,,"LINESTRING (22.5970027 40.6717924, 22.5966809 40.6717575, 22.5965614 40.6717318)",,
339583636,2,tertiary,False,False,58.246,Πλατύ - Άδενδρο,"LINESTRING (22.5963749 40.6720107, 22.5970027 40.6717924)",,
181447587,,residential,False,False,34.777,,"LINESTRING (22.5963749 40.6720107, 22.5965521 40.6717482, 22.5965614 40.6717318)",,
188726419,,residential,False,False,366.637,,"LINESTRING (22.5963749 40.6720107, 22.5964992 40.6720761, 22.5968572 40.6722093, 22.5977156 40.6725155, 22.5982842 40.6726925, 22.5997809 40.6731583, 22.5999418 40.6731807, 22.6000839 40.6731401, 22.6002395 40.6729448)",,
181447581,,residential,False,False,73.212,,"LINESTRING (22.6003861 40.6675266, 22.5995184 40.6675451)",,
181447588,,residential,False,False,101.882,,"LINESTRING (22.6003861 40.6675266, 22.6005102 40.668438)",,
181447581,,residential,False,True,37.682,,"LINESTRING (22.5990718 40.6675546, 22.5995184 40.6675451)",,
181447587,,residential,False,True,58.419,,"LINESTRING (22.5990718 40.6675546, 22.5987212 40.6680077)",,
1149277018,,residential,False,False,253.335,,"LINESTRING (22.5990718 40.6675546, 22.5960735 40.6676908)",,
181447587,,residential,False,False,89.39,,"LINESTRING (22.5972843 40.6704407, 22.597716 40.6697065)",,
181447587,,residential,False,True,84.954,,"LINESTRING (22.5972843 40.6704407, 22.5968933 40.6711448)",,
188726401,,residential,False,False,76.303,,"LINESTRING (22.5972843 40.6704407, 22.5981882 40.6704701)",,
188726401,,residential,False,True,86.625,,"LINESTRING (22.5972843 40.6704407, 22.5963435 40.6701281)",,
181447588,,residential,False,False,36.174,,"LINESTRING (22.6008376 40.6708436, 22.6008817 40.6711672)",,
181447588,,residential,False,True,73.175,,"LINESTRING (22.6008376 40.6708436, 22.6007485 40.670189)",,
188726422,,residential,False,True,69.263,,"LINESTRING (22.6008376 40.6708436, 22.6000217 40.6709146)",,
181447584,2,tertiary,False,False,67.592,,"LINESTRING (22.6009258 40.6714913, 22.600133 40.6715804)",,
181447584,2,tertiary,False,True,35.939,,"LINESTRING (22.6009258 40.6714913, 22.600999 40.6718097)",,
181447588,,residential,False,True,36.23,,"LINESTRING (22.6009258 40.6714913, 22.6008817 40.6711672)",,
333817348,2,tertiary,False,False,0.627,Θεσσαλονίκης,"LINESTRING (22.6016893 40.6722296, 22.6016819 40.6722301)",,
396522649,,residential,False,True,89.839,,"LINESTRING (22.6016893 40.6722296, 22.6027545 40.6722215)",,
333817348,2,tertiary,False,True,206.56900000000002,Θεσσαλονίκης,"LINESTRING (22.6016893 40.6722296, 22.6021354 40.6725962, 22.6024176 40.6730517, 22.6026821 40.6734124, 22.6028472 40.6736514, 22.6029894 40.6737867)",,
181447593,,residential,False,True,141.987,Θεσσαλονίκης,"LINESTRING (22.6035826 40.674156, 22.6051237 40.6746702)",,
396522647,2,secondary,False,False,102.887,Άδενδρου - Κυμίνων,"LINESTRING (22.6035826 40.674156, 22.6043164 40.6734168)",,
333817348,2,tertiary,False,False,65.21600000000001,Θεσσαλονίκης,"LINESTRING (22.6035826 40.674156, 22.6032204 40.6739747, 22.603059 40.673853, 22.6029894 40.6737867)",,
333817348,2,tertiary,False,True,0.627,Θεσσαλονίκης,"LINESTRING (22.6016819 40.6722301, 22.6016893 40.6722296)",,
396522652,,tertiary,True,False,42.738,,"LINESTRING (22.6016819 40.6722301, 22.6015725 40.6722423, 22.6011811 40.6722888)",roundabout,
181447587,,residential,False,False,79.033,,"LINESTRING (22.5980768 40.6690415, 22.5984459 40.6683882)",,
181447587,,residential,False,True,79.961,,"LINESTRING (22.5980768 40.6690415, 22.597716 40.6697065)",,
188726410,,residential,False,False,69.322,,"LINESTRING (22.5980768 40.6690415, 22.5988874 40.6691447)",,
188726410,,residential,False,True,87.315,,"LINESTRING (22.5980768 40.6690415, 22.5971025 40.668776)",,
181447588,,residential,False,False,36.23,,"LINESTRING (22.6008817 40.6711672, 22.6009258 40.6714913)",,
181447588,,residential,False,True,36.174,,"LINESTRING (22.6008817 40.6711672, 22.6008376 40.6708436)",,
188726424,,residential,False,False,92.072,,"LINESTRING (22.6008817 40.6711672, 22.6012335 40.6711506, 22.6013606 40.6711139, 22.6015971 40.670693)",,
188726401,,residential,False,False,86.625,,"LINESTRING (22.5963435 40.6701281, 22.5972843 40.6704407)",,
188726404,,residential,False,True,84.58,,"LINESTRING (22.5963435 40.6701281, 22.5967151 40.6694216)",,
"[188726404, 188726422]",,residential,False,False,192.03699999999998,,"LINESTRING (22.5963435 40.6701281, 22.5958889 40.6710185, 22.596439 40.6710881, 22.5968933 40.6711448)",,
181447587,,residential,False,False,84.954,,"LINESTRING (22.5968933 40.6711448, 22.5972843 40.6704407)",,
181447587,,residential,False,True,71.02,,"LINESTRING (22.5968933 40.6711448, 22.5965614 40.6717318)",,
188726422,,residential,False,False,117.331,,"LINESTRING (22.5968933 40.6711448, 22.5982815 40.6710754)",,
"[188726404, 188726422]",,residential,False,True,192.03699999999998,,"LINESTRING (22.5968933 40.6711448, 22.596439 40.6710881, 22.5958889 40.6710185, 22.5963435 40.6701281)",,
188726419,,residential,False,False,69.032,,"LINESTRING (22.6000217 40.6709146, 22.599908 40.6702998)",,
188726419,,residential,False,True,74.626,,"LINESTRING (22.6000217 40.6709146, 22.600133 40.6715804)",,
188726422,,residential,False,False,69.263,,"LINESTRING (22.6000217 40.6709146, 22.6008376 40.6708436)",,
188726422,,residential,False,True,73.392,,"LINESTRING (22.6000217 40.6709146, 22.5991565 40.6709854)",,
