osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge
27105444,False,2,Ναυπλίου - Νέας Κίου,secondary,50,False,153.781,"LINESTRING (22.7466781 37.5848299, 22.7477069 37.5851908, 22.7478909 37.5852716, 22.7480724 37.5853551, 22.7482447 37.5854354)",,
27105444,False,2,Ναυπλίου - Νέας Κίου,secondary,50,True,115.812,"LINESTRING (22.7466781 37.5848299, 22.7461611 37.584674, 22.7459914 37.58462, 22.7454546 37.5844496)",,
220715567,False,,Πολυτεχνείου,residential,,False,70.122,"LINESTRING (22.7466781 37.5848299, 22.7466373 37.5849725, 22.746603 37.5851296, 22.746533 37.5854498)",,
220715567,False,,Πολυτεχνείου,residential,,True,42.053000000000004,"LINESTRING (22.7466781 37.5848299, 22.7466846 37.5847885, 22.7467882 37.5844622)",,
220717118,False,2,Νέας Κίου - Μύλων,secondary,50,False,52.778,"LINESTRING (22.744318 37.5840635, 22.7438179 37.5838023)",,
27105444,False,2,Ναυπλίου - Νέας Κίου,secondary,50,False,94.806,"LINESTRING (22.744318 37.5840635, 22.744452 37.584109, 22.7445919 37.5841565, 22.74511 37.5843325, 22.7453069 37.5843994)",,
868170335,False,2,Άργους - Νέας Κίου,secondary,50,True,127.81099999999998,"LINESTRING (22.744318 37.5840635, 22.7441484 37.5842393, 22.7438298 37.5845695, 22.7438067 37.5845934, 22.7434793 37.5849327, 22.7434533 37.5849596, 22.743437 37.5849766)",,
802605242,False,2,Ύλα,secondary,,True,44.806,"LINESTRING (22.7429159 37.5855166, 22.7431996 37.585851)",,
868170335,False,2,Άργους - Νέας Κίου,secondary,50,False,75.59,"LINESTRING (22.7429159 37.5855166, 22.743246 37.5851745, 22.743437 37.5849766)",,
868170335,False,2,Άργους - Νέας Κίου,secondary,50,True,198.18200000000002,"LINESTRING (22.7429159 37.5855166, 22.7416662 37.5867861, 22.7416461 37.586809, 22.7415328 37.586922)",,
802605242,False,2,Ύλα,secondary,,False,64.868,"LINESTRING (22.744294 37.5871406, 22.7438832 37.5866565)",,
868170331,False,,Νικόλαου Πλαστήρα,tertiary,,False,11.173,"LINESTRING (22.744294 37.5871406, 22.7441745 37.5871742)",,
802540501,False,2,Ύλα,secondary,,True,36.083,"LINESTRING (22.744294 37.5871406, 22.7444378 37.5872208, 22.7446577 37.5872834)",,
868170331,False,,Νικόλαου Πλαστήρα,tertiary,,True,11.173,"LINESTRING (22.7441745 37.5871742, 22.744294 37.5871406)",,
188157770,True,,Νικόλαου Πλαστήρα,tertiary,,False,99.855,"LINESTRING (22.7441745 37.5871742, 22.7440857 37.5872003, 22.744009 37.5872301, 22.7432176 37.587651)",,
220820539,False,,Ιατρού Χατζημανώλη,residential,,False,22.453,"LINESTRING (22.7442434 37.5890109, 22.7440335 37.5891254)",,
