osmid,name,highway,oneway,reversed,length,bridge,lanes,geometry
"[385009248, 385039713, 385039739]",Άστρους - Λεωνιδίου,secondary,False,True,113.19000000000001,yes,1,"LINESTRING (22.8650831 37.1647187, 22.8650482 37.1647331, 22.8649011 37.1647774, 22.8646668 37.1648284, 22.8643459 37.1649293, 22.8642346 37.1649763, 22.864126 37.1650351, 22.8639704 37.1651762)"
212277118,,tertiary,False,True,15.811,,,"LINESTRING (22.8608839 37.163512, 22.8607281 37.1635813)"
154734160,Λεωνίδιο - Πελετά,secondary,False,False,153.38,,2,"LINESTRING (22.8608839 37.163512, 22.8611487 37.163369, 22.8612321 37.1633275, 22.8614298 37.1632292, 22.8614777 37.1632054, 22.8619389 37.1630024, 22.8623718 37.1628089)"
"[154734160, 154734133, 154734117]",Λεωνίδιο - Πελετά,secondary,False,True,70.618,yes,2,"LINESTRING (22.8608839 37.163512, 22.8608818 37.1635642, 22.8608805 37.1636172, 22.8608776 37.1640387, 22.8608606 37.1641462)"
"[154734160, 154734117, 154734133]",Λεωνίδιο - Πελετά,secondary,False,False,70.61800000000001,yes,2,"LINESTRING (22.8608606 37.1641462, 22.8608776 37.1640387, 22.8608805 37.1636172, 22.8608818 37.1635642, 22.8608839 37.163512)"
218481458,Λεωνίδιο - Πελετά,secondary,False,False,117.771,,1,"LINESTRING (22.8608606 37.1641462, 22.860859 37.1643789, 22.8608295 37.1647925, 22.8608 37.165204)"
385009251,Λεωνιδίου - Σκάλας,secondary,False,True,72.377,,2,"LINESTRING (22.8608606 37.1641462, 22.8606874 37.1642133, 22.8605238 37.1642988, 22.8602877 37.1644612, 22.8602059 37.1645275)"
218481458,Λεωνίδιο - Πελετά,secondary,False,True,8.493,,1,"LINESTRING (22.8607893 37.1652799, 22.8608 37.165204)"
218481458,Λεωνίδιο - Πελετά,secondary,False,False,134.613,,1,"LINESTRING (22.8607893 37.1652799, 22.8606914 37.1658548, 22.8606372 37.1661208, 22.8606297 37.1662132, 22.8606222 37.1663135, 22.8606317 37.1663849, 22.860656 37.166479)"
967831090,,residential,False,False,79.608,,,"LINESTRING (22.8607893 37.1652799, 22.8606774 37.1652764, 22.8600892 37.1655021, 22.8599584 37.1655237)"
385009248,Άστρους - Λεωνιδίου,secondary,False,False,77.506,,1,"LINESTRING (22.8632937 37.1656151, 22.8635454 37.1654817, 22.8637584 37.1653253, 22.8639704 37.1651762)"
385009248,Άστρους - Λεωνιδίου,secondary,False,True,38.833,,1,"LINESTRING (22.8632937 37.1656151, 22.8630863 37.1656453, 22.8628612 37.1656711)"
385039709,,residential,False,True,63.07799999999999,,,"LINESTRING (22.8632937 37.1656151, 22.8633327 37.1657149, 22.8633408 37.1657311, 22.8633542 37.1657469, 22.8634632 37.1658092, 22.863507 37.1658431, 22.8635305 37.1658762, 22.8635734 37.165966, 22.8635704 37.1660113, 22.8635542 37.1661016)"
385009248,Άστρους - Λεωνιδίου,secondary,False,False,38.833,,1,"LINESTRING (22.8628612 37.1656711, 22.8630863 37.1656453, 22.8632937 37.1656151)"
385009248,Άστρους - Λεωνιδίου,secondary,False,True,62.447,,1,"LINESTRING (22.8628612 37.1656711, 22.8626358 37.1656862, 22.8624091 37.1657216, 22.8621719 37.165778)"
385039729,,residential,False,True,39.682,,,"LINESTRING (22.8628612 37.1656711, 22.8629383 37.1658805, 22.8629805 37.166015)"
"[395771219, 395771212]",,living_street,False,"[False, True]",216.02400000000003,,,"LINESTRING (22.8628612 37.1656711, 22.8626977 37.1650266, 22.8626199 37.1646327, 22.8626011 37.1645018, 22.862586 37.164478, 22.8625529 37.1644633, 22.8624791 37.164442, 22.8623933 37.1644302, 22.8621291 37.1643992, 22.8619266 37.1643789, 22.8618166 37.1643746, 22.8616878 37.1643778)"
220420321,,residential,False,False,93.582,,,"LINESTRING (22.861876 37.1659895, 22.8617464 37.165851, 22.8616753 37.1657579, 22.8616321 37.1656772, 22.8615794 37.1652807, 22.8615603 37.1652089)"
385009248,Άστρους - Λεωνιδίου,secondary,False,False,36.14,,1,"LINESTRING (22.861876 37.1659895, 22.8619579 37.1658978, 22.8619918 37.1658646, 22.8620318 37.1658335, 22.862084 37.1658071, 22.8621326 37.1657901, 22.8621719 37.165778)"
385009248,Άστρους - Λεωνιδίου,secondary,False,True,35.625,,1,"LINESTRING (22.861876 37.1659895, 22.8618046 37.1660578, 22.8616823 37.1661695, 22.8616613 37.1661904, 22.8616381 37.1662092, 22.8616048 37.1662234)"
