osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,bridge,junction
135960545,True,1,Οικονόμου,trunk,50,False,23.245,"LINESTRING (22.1892433 39.8950154, 22.1889826 39.8949546)",,,,
135960540,True,,Ισαύρων,residential,,False,51.373,"LINESTRING (22.1892433 39.8950154, 22.1893378 39.8952764, 22.1894848 39.8954307)",,,,
356116762,False,2,Ελασσόνας - Κοζάνης,trunk,,True,77.954,"LINESTRING (22.1870374 39.8959062, 22.1869901 39.8959605, 22.1869491 39.8959979, 22.1868783 39.8960409, 22.1868 39.8960799, 22.186368 39.8962532, 22.186295 39.8962984)",ΕΟ3,,,
786954505,False,2,Λάρισας - Κοζάνης,trunk,,False,50.638999999999996,"LINESTRING (22.1870374 39.8959062, 22.186979 39.8958385, 22.186935 39.8958067, 22.1865739 39.8956314)",ΕΟ3,,,
135960532,False,,Βενιζέλου,residential,30,True,76.157,"LINESTRING (22.188602 39.8950926, 22.1885471 39.8952409, 22.1884106 39.8957612)",,permissive,,
188883102,True,1,6ης Οκτωβρίου,trunk,,False,45.977000000000004,"LINESTRING (22.188602 39.8950926, 22.1881784 39.8952496, 22.1881212 39.8952785)",,,,
188883102,True,1,6ης Οκτωβρίου,trunk,,False,11.366,"LINESTRING (22.1871364 39.8958378, 22.1870374 39.8959062)",,,,
242755218,False,,Δραχμής,residential,,False,50.598,"LINESTRING (22.1871364 39.8958378, 22.1872334 39.8959213, 22.187449 39.896222)",,,,
694612957,False,,,tertiary,,True,54.801,"LINESTRING (22.1836566 39.8956541, 22.1836368 39.8961467)",,,,
997691518,False,2,Μεγάλου Αλεξάνδρου,primary,,True,46.357,"LINESTRING (22.1836566 39.8956541, 22.183149 39.8955053)",ΕΟ26,,,
997691518,False,2,Μεγάλου Αλεξάνδρου,primary,,False,86.77000000000001,"LINESTRING (22.1836566 39.8956541, 22.1837641 39.8956815, 22.1838522 39.8957003, 22.1839385 39.895714, 22.1840446 39.8957184, 22.1841437 39.8957163, 22.1842435 39.895711, 22.1843426 39.8957018, 22.1844508 39.8956876, 22.1845515 39.8956691, 22.1846544 39.8956506)",ΕΟ26,,,
242757411,False,,,residential,,True,78.013,"LINESTRING (22.1851985 39.8955085, 22.18515 39.8948079)",,,,
"[242751352, 242751353, 242751350]",False,,,residential,,False,20.112,"LINESTRING (22.1851985 39.8955085, 22.1852116 39.8955858, 22.1852184 39.895656, 22.1852089 39.8956877)",,,yes,
997691518,False,2,Μεγάλου Αλεξάνδρου,primary,,False,41.068999999999996,"LINESTRING (22.1851985 39.8955085, 22.1853151 39.8954704, 22.1853927 39.8954431, 22.1854552 39.8954165, 22.1855202 39.89539, 22.1855727 39.8953648, 22.1856258 39.8953398)",ΕΟ26,,,
997691518,False,2,Μεγάλου Αλεξάνδρου,primary,,True,49.042,"LINESTRING (22.1851985 39.8955085, 22.1848039 39.8956155, 22.1846544 39.8956506)",ΕΟ26,,,
"[1224958289, 83145438]",False,2,Μητροπολίτη,primary,,False,29.406,"LINESTRING (22.1871953 39.8939579, 22.1872392 39.8938037, 22.1872654 39.893699)",,,,
1224958287,True,1,Μητροπολίτη,primary,,False,99.646,"LINESTRING (22.1871953 39.8939579, 22.1870407 39.8944633, 22.1868954 39.8947239, 22.1868447 39.894809)",,,,
135978633,False,,,residential,,False,43.943,"LINESTRING (22.1941748 39.8913631, 22.194479 39.8910442)",,,,
135978633,False,,,residential,,True,45.459,"LINESTRING (22.1941748 39.8913631, 22.1937135 39.8915677)",,,,
356116760,False,2,25ης Μαρτίου,secondary,50,True,75.072,"LINESTRING (22.1941748 39.8913631, 22.1937229 39.8907838)",,,,
242750710,False,,,residential,,False,69.979,"LINESTRING (22.191323 39.8934689, 22.1913902 39.8936208, 22.1914706 39.8937566, 22.191586 39.8939418, 22.1916636 39.8940396)",,,,
786989904,True,,Γεωργάκη Ολυμπίου,trunk,,False,91.342,"LINESTRING (22.191323 39.8934689, 22.1918155 39.8932825, 22.1919483 39.8932322, 22.1922832 39.8931055)",,,,
242750714,False,,,residential,,False,131.15,"LINESTRING (22.1898363 39.8939638, 22.1899015 39.8940797, 22.1899579 39.8942073, 22.1899847 39.8943287, 22.1900034 39.8944439, 22.1900596 39.8951218)",,,,
786989904,True,,Γεωργάκη Ολυμπίου,trunk,,False,72.351,"LINESTRING (22.1898363 39.8939638, 22.1904698 39.8937762, 22.1906244 39.8937238)",,,,
356116762,False,2,Ελασσόνας - Κοζάνης,trunk,,False,4.819,"LINESTRING (22.1859415 39.896902, 22.1859863 39.8968756)",ΕΟ3,,,
"[694612952, 242755098]",False,,,"['residential', 'living_street']",,False,59.235,"LINESTRING (22.1859415 39.896902, 22.1860445 39.8969339, 22.1864379 39.8970252, 22.1866031 39.8970627)",,,,
333971180,False,,6ης Οκτωβρίου,secondary,,True,3.036,"LINESTRING (22.1879376 39.8917074, 22.1879379 39.8916801)",,,,
135960545,True,1,Οικονόμου,trunk,50,False,128.808,"LINESTRING (22.1934577 39.8941483, 22.1920446 39.8945563)",,,,
242753008,False,,,residential,,True,81.93299999999999,"LINESTRING (22.1934577 39.8941483, 22.1935574 39.8943534, 22.1937715 39.8948446)",,,,
135960545,True,1,Οικονόμου,trunk,50,False,35.913,"LINESTRING (22.1889826 39.8949546, 22.188602 39.8950926)",,,,
135960545,True,1,Οικονόμου,trunk,50,False,70.637,"LINESTRING (22.1900596 39.8951218, 22.1892433 39.8950154)",,,,
