osmid,oneway,lanes,name,highway,reversed,length,geometry,access,maxspeed
197960456,True,2,Πέτρου Ράλλη,primary,False,49.518,"LINESTRING (23.6538394 37.9709101, 23.6534406 37.970782, 23.6533163 37.970742)",,
32475200,True,2,Μουγλών,tertiary,False,84.428,"LINESTRING (23.6490781 37.9701285, 23.6487105 37.9708303)",,
745484016,True,2,Λαοδικείας,primary,False,79.91499999999999,"LINESTRING (23.6490781 37.9701285, 23.6484818 37.9699347, 23.6484172 37.9699137, 23.6483495 37.9698917, 23.6482449 37.9698576, 23.6482354 37.9698543)",,
32475200,True,2,Μουγλών,tertiary,False,85.083,"LINESTRING (23.6494484 37.9694212, 23.6494208 37.9694741, 23.6492497 37.9698009, 23.649133 37.9700237, 23.6491119 37.970064, 23.6490781 37.9701285)",,
222662452,True,2,Πέτρου Ράλλη,primary,False,76.428,"LINESTRING (23.6494484 37.9694212, 23.6499033 37.9695646, 23.650258 37.9696763)",,
100033315,True,,Ιωνίας,residential,False,62.179,"LINESTRING (23.651425 37.9689772, 23.6507701 37.9687624)",,
712611548,True,1,7ης Μαρτίου 1944,secondary,False,80.893,"LINESTRING (23.651425 37.9689772, 23.6511083 37.9682939)",,
34326995,True,2,Υψηλάντου,tertiary,False,80.9,"LINESTRING (23.650693 37.9638409, 23.6506163 37.9639166, 23.6505024 37.964007, 23.6500332 37.9643482)",,
96830673,False,2,Νίκου Μπελογιάννη,secondary,False,108.31200000000001,"LINESTRING (23.650693 37.9638409, 23.6507205 37.9638579, 23.6510832 37.9641138, 23.6513578 37.9643005, 23.6516304 37.9644751)",,
96830673,False,2,Νίκου Μπελογιάννη,secondary,True,25.386,"LINESTRING (23.650693 37.9638409, 23.6506516 37.9638199, 23.6504257 37.9637552)",,
96830667,False,2,Νίκου Μπελογιάννη,secondary,True,38.931,"LINESTRING (23.6519845 37.9646864, 23.6516304 37.9644751)",,
99877806,True,,Μαδύτου,residential,False,26.218,"LINESTRING (23.6519845 37.9646864, 23.6517302 37.9648105)",,
34326978,True,,Ίωνος Δραγούμη,residential,False,62.794,"LINESTRING (23.6519845 37.9646864, 23.6522848 37.9645371, 23.6525904 37.9643852)",,
96830667,False,2,Νίκου Μπελογιάννη,secondary,False,44.20099999999999,"LINESTRING (23.6519845 37.9646864, 23.6521303 37.964758, 23.6523515 37.9648532, 23.6524289 37.9648704)",,
27789982,True,,Κύπρου,residential,False,58.24,"LINESTRING (23.644242 37.9666527, 23.6440004 37.9671406)",,
100033315,True,,Ιωνίας,residential,False,71.125,"LINESTRING (23.644242 37.9666527, 23.6434876 37.9664173)",,
27789982,True,,Κύπρου,residential,False,57.476,"LINESTRING (23.6449919 37.9652121, 23.6447372 37.9656884)",,
100033312,True,,Δημήτριου Καρακουλουξή,residential,False,30.153,"LINESTRING (23.6449919 37.9652121, 23.6453105 37.9653143)",,
100036946,True,,Κιλικίας,residential,False,57.363,"LINESTRING (23.6442297 37.9649754, 23.6444786 37.9644983)",,
