osmid,oneway,lanes,name,highway,reversed,length,maxspeed,ref,geometry,width
22868415,True,,Ερωφίλης,residential,False,97.952,,,"LINESTRING (24.0235535 35.5099115, 24.0235936 35.5090312)",
22868415,True,,Ερωφίλης,residential,False,75.202,,,"LINESTRING (24.0235496 35.5105878, 24.0235535 35.5099115)",
26725203,False,2,Σολωμου,secondary,False,56.687,50,,"LINESTRING (24.0235496 35.5105878, 24.0241751 35.5106133)",
26725203,False,2,Σολωμου,secondary,True,59.513,50,,"LINESTRING (24.0235496 35.5105878, 24.0228925 35.5105691)",
22868358,True,,Παπαρηγοπούλου,residential,False,37.766,,,"LINESTRING (24.0235936 35.5090312, 24.0231768 35.5090467)",
23133688,True,,Πλαστήρα,secondary,False,53.334,50,,"LINESTRING (24.020252 35.5125847, 24.0202825 35.5130637)",
"[275820098, 733782733]",True,1,Αποκορώνου,secondary,False,15.934999999999999,50,,"LINESTRING (24.020252 35.5125847, 24.020261 35.5125745, 24.0203639 35.5124741)",
821506080,False,2,Μάρκου Μπότσαρη,secondary,False,110.635,50,,"LINESTRING (24.013985 35.5101321, 24.0152045 35.5101993)",
821506081,True,,Μαχιμου Mαργουνίου,residential,False,37.864,,,"LINESTRING (24.013985 35.5101321, 24.0139668 35.5104723)",
623127833,True,,Κυδωνίας,secondary,False,112.242,,,"LINESTRING (24.0138648 35.5123055, 24.0151033 35.5123564)",
619133372,False,,Μάξίμου Mαργουνίου,residential,True,75.977,,,"LINESTRING (24.0138648 35.5123055, 24.0138384 35.5127089, 24.0138225 35.5129879)",
22868520,True,,Εφέδρων Πολεμιστών,tertiary,False,112.752,50,,"LINESTRING (24.0164216 35.5076637, 24.0176548 35.5078067)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,104.597,,,"LINESTRING (24.0164216 35.5076637, 24.0164083 35.5086043)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,77.664,,,"LINESTRING (24.0163714 35.5102555, 24.0163536 35.5109538)",
1252126404,False,2,Μάρκου Μπότσαρη,secondary,False,108.752,50,,"LINESTRING (24.0163714 35.5102555, 24.0175708 35.5103132)",
1252126404,False,2,Μάρκου Μπότσαρη,secondary,True,105.806,50,,"LINESTRING (24.0163714 35.5102555, 24.0152045 35.5101993)",
619133364,True,,Κυδωνίας,secondary,False,58.249,,,"LINESTRING (24.0163032 35.5124054, 24.0169461 35.512429)",
623127831,True,,Παρθενίου Κελαϊδή,residential,False,113.33699999999999,,,"LINESTRING (24.0163032 35.5124054, 24.0162808 35.5127855, 24.0161003 35.5134071)",
22868520,True,,Εφέδρων Πολεμιστών,tertiary,False,107.739,50,,"LINESTRING (24.0176548 35.5078067, 24.0188368 35.5079207)",
22868520,True,,Εφέδρων Πολεμιστών,tertiary,False,191.885,50,,"LINESTRING (24.0198269 35.5080332, 24.0206195 35.508114, 24.0211156 35.5080909, 24.0219377 35.5080432)",
261536014,True,,Αναπαύσεως,secondary,False,100.6,50,,"LINESTRING (24.0198269 35.5080332, 24.0199045 35.5087095, 24.0199301 35.508934)",
22868489,True,,Μαχιμου Mαργουνίου,residential,False,82.932,50,,"LINESTRING (24.0140253 35.509387, 24.013985 35.5101321)",
823591605,True,,Αναγνώστου Μάντακα,residential,False,111.959,,,"LINESTRING (24.0140253 35.509387, 24.0152622 35.5093837)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,98.328,,,"LINESTRING (24.0152622 35.5093837, 24.0152469 35.5084995)",
821504608,True,1,Αναγνώστου Μάντακα,residential,False,102.572,50,,"LINESTRING (24.0152622 35.5093837, 24.0163954 35.5093808)",
821504608,True,1,Αναγνώστου Μάντακα,residential,False,109.696,50,,"LINESTRING (24.0163954 35.5093808, 24.0176073 35.5093777)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,97.289,,,"LINESTRING (24.0163954 35.5093808, 24.0163821 35.5099807, 24.0163714 35.5102555)",
22877694,True,1,Ζυμβρακάκηδων,secondary,False,47.229,,,"LINESTRING (24.0176073 35.5093777, 24.0176209 35.5089531)",
821504608,True,1,Αναγνώστου Μάντακα,residential,False,46.128,50,,"LINESTRING (24.0176073 35.5093777, 24.0181169 35.5093744)",
95471679,True,,Σφακιανάκη,residential,False,107.195,,,"LINESTRING (24.0181169 35.5093744, 24.018091 35.5103382)",
821504608,True,1,Αναγνώστου Μάντακα,residential,False,77.35,50,,"LINESTRING (24.0181169 35.5093744, 24.0183949 35.5093947, 24.0185494 35.5094148, 24.0189623 35.5094727)",
22868557,True,1,Νικολάου Σκουλά,tertiary,False,112.016,50,,"LINESTRING (24.0176381 35.5087167, 24.0164083 35.5086043)",
22877694,True,1,Ζυμβρακάκηδων,secondary,False,101.199,,,"LINESTRING (24.0176381 35.5087167, 24.0176548 35.5078067)",
22877694,True,1,Ζυμβρακάκηδων,secondary,False,104.075,,,"LINESTRING (24.0175708 35.5103132, 24.0176073 35.5093777)",
821504607,False,2,Μάρκου Μπότσαρη,secondary,False,47.167,50,,"LINESTRING (24.0175708 35.5103132, 24.018091 35.5103382)",
1252126404,False,2,Μάρκου Μπότσαρη,secondary,True,108.752,50,,"LINESTRING (24.0175708 35.5103132, 24.0163714 35.5102555)",
1252126405,True,1,Ζυμβρακάκηδων,secondary,False,81.86,,,"LINESTRING (24.0174843 35.5124488, 24.0175043 35.5117128)",
638254751,True,,Κυδωνίας,secondary,False,43.78,,,"LINESTRING (24.0174843 35.5124488, 24.0177064 35.5124569, 24.0179675 35.5124665)",
821506080,False,2,Μάρκου Μπότσαρη,secondary,True,110.635,50,,"LINESTRING (24.0152045 35.5101993, 24.013985 35.5101321)",
1252126404,False,2,Μάρκου Μπότσαρη,secondary,False,105.806,50,,"LINESTRING (24.0152045 35.5101993, 24.0163714 35.5102555)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,90.84400000000001,,,"LINESTRING (24.0152045 35.5101993, 24.0152123 35.5101269, 24.0152356 35.5097964, 24.0152622 35.5093837)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,54.827,,,"LINESTRING (24.0151033 35.5123564, 24.0151268 35.5118637)",
623127833,True,,Κυδωνίας,secondary,False,108.742,,,"LINESTRING (24.0151033 35.5123564, 24.0163032 35.5124054)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,96.49,,,"LINESTRING (24.0150619 35.5132235, 24.0150837 35.5127671, 24.0151033 35.5123564)",
95471685,True,1,Αναγνώστη Σκαλίδη,secondary,False,87.03399999999999,30,ΕΟ90,"LINESTRING (24.0150619 35.5132235, 24.0148948 35.5132042, 24.0145622 35.5131657, 24.0141091 35.5131181)",
22868489,True,,Μαχιμου Mαργουνίου,residential,False,111.322,50,,"LINESTRING (24.0140359 35.5083859, 24.0140253 35.509387)",
22868557,True,1,Νικολάου Σκουλά,tertiary,False,54.291,50,,"LINESTRING (24.0152469 35.5084995, 24.0146515 35.5084405)",
22868557,True,1,Νικολάου Σκουλά,tertiary,False,105.769,50,,"LINESTRING (24.0164083 35.5086043, 24.0152469 35.5084995)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,58.782,,,"LINESTRING (24.0164083 35.5086043, 24.0164003 35.5091329)",
22868557,True,1,Νικολάου Σκουλά,tertiary,False,93.099,50,,"LINESTRING (24.020952 35.509029, 24.0199301 35.508934)",
217424970,False,,Κριαράδων,residential,False,58.095,,,"LINESTRING (24.020952 35.509029, 24.0208861 35.5085093)",
"[217424970, 217424979]",False,,"['Αναγνώστου Μάντακα', 'Κριαράδων']",residential,"[False, True]",163.50900000000001,,,"LINESTRING (24.020952 35.509029, 24.0210742 35.5097022, 24.0220274 35.5098505)",
261536013,True,,Γρηγορίου Ε,residential,False,76.384,,,"LINESTRING (24.0194985 35.5110526, 24.0203424 35.5110548)",
22995945,True,,Καραϊσκάκη,residential,False,80.543,,,"LINESTRING (24.0194985 35.5110526, 24.019477 35.5113967, 24.0194533 35.511776)",
22995945,True,,Καραϊσκάκη,residential,False,56.042,,,"LINESTRING (24.0194149 35.5125196, 24.0193874 35.5130231)",
531218347,True,2,Κυδωνίας,secondary,False,76.747,,,"LINESTRING (24.0194149 35.5125196, 24.0201206 35.5125415, 24.020252 35.5125847)",
331144201,True,,Χατζημιχάλη Γιάνναρη,secondary,False,73.265,30,ΕΟ90,"LINESTRING (24.0193625 35.5138466, 24.0189449 35.5138915, 24.0187285 35.5139131, 24.0185584 35.5139185)",
261536013,True,,Γρηγορίου Ε,residential,False,45.319,,,"LINESTRING (24.0175543 35.5109901, 24.0180546 35.5110062)",
1252126405,True,1,Ζυμβρακάκηδων,secondary,False,75.283,,,"LINESTRING (24.0175543 35.5109901, 24.0175708 35.5103132)",
158554174,False,1,Πλατε;ία Κολοκοτρωνη,residential,False,18.239,,,"LINESTRING (24.0203424 35.5110548, 24.0205431 35.5110695)",
22868541,True,,Περίδου,secondary,False,81.571,50,,"LINESTRING (24.0203424 35.5110548, 24.0203199 35.5114263, 24.0202935 35.5117873)",
27226432,True,1,Πλατε;ία Κολοκοτρωνη,residential,False,82.729,,,"LINESTRING (24.0205431 35.5110695, 24.0214534 35.5111364)",
158554174,False,1,Πλατε;ία Κολοκοτρωνη,residential,True,18.239,,,"LINESTRING (24.0205431 35.5110695, 24.0203424 35.5110548)",
22868624,True,,Κωνσταντινουπολεως,residential,False,110.502,,,"LINESTRING (24.013952 35.5108813, 24.015172 35.5109181)",
821506081,True,,Μαχιμου Mαργουνίου,residential,False,52.518,,,"LINESTRING (24.013952 35.5108813, 24.013935 35.5113534)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,79.981,,,"LINESTRING (24.015172 35.5109181, 24.0152045 35.5101993)",
22868624,True,,Κωνσταντινουπολεως,residential,False,107.024,,,"LINESTRING (24.015172 35.5109181, 24.0163536 35.5109538)",
22868624,True,,Κωνσταντινουπολεως,residential,False,108.754,,,"LINESTRING (24.0163536 35.5109538, 24.0175543 35.5109901)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,53.333,,,"LINESTRING (24.0163536 35.5109538, 24.0163315 35.5114331)",
821504607,False,2,Μάρκου Μπότσαρη,secondary,False,76.201,50,,"LINESTRING (24.018091 35.5103382, 24.0189314 35.5103787)",
821504607,False,2,Μάρκου Μπότσαρη,secondary,True,47.167,50,,"LINESTRING (24.018091 35.5103382, 24.0175708 35.5103132)",
95471679,True,,Σφακιανάκη,residential,False,74.366,,,"LINESTRING (24.018091 35.5103382, 24.0180817 35.5106568, 24.0180546 35.5110062)",
95471679,True,,Σφακιανάκη,residential,False,80.519,,,"LINESTRING (24.0180546 35.5110062, 24.0180149 35.5117296)",
261536013,True,,Γρηγορίου Ε,residential,False,77.15,,,"LINESTRING (24.0180546 35.5110062, 24.0189063 35.5110336)",
380959518,True,,Σφακιανάκη,tertiary,False,56.473,,,"LINESTRING (24.0179675 35.5124665, 24.0179217 35.512973)",
531218347,True,2,Κυδωνίας,secondary,False,77.738,,,"LINESTRING (24.0179675 35.5124665, 24.0188255 35.512498)",
23133688,True,,Πλαστήρα,secondary,False,77.857,50,,"LINESTRING (24.0202825 35.5130637, 24.0203427 35.5136548, 24.0203517 35.5137616)",
22868711,True,,Σφακίων,residential,False,55.073,,,"LINESTRING (24.0208104 35.5128174, 24.0202825 35.5130637)",
26724843,True,,Βολουδάκηδων,residential,False,71.829,,,"LINESTRING (24.0208104 35.5128174, 24.0211854 35.5133867)",
22868711,True,,Σφακίων,residential,False,136.937,,,"LINESTRING (24.022129 35.5122136, 24.0208104 35.5128174)",
5738801,True,,Μπονιαλη Κτιστακη,residential,False,123.60299999999998,,,"LINESTRING (24.022129 35.5122136, 24.0218716 35.5118224, 24.0217171 35.5117106, 24.0211886 35.5114567)",
22868718,True,,Κορναρου,residential,False,76.183,,,"LINESTRING (24.0231028 35.5114952, 24.0236677 35.5120031)",
22868711,True,,Σφακίων,residential,False,118.95400000000001,,,"LINESTRING (24.0231028 35.5114952, 24.0225067 35.5119342, 24.022129 35.5122136)",
22868711,True,,Σφακίων,residential,False,131.822,,,"LINESTRING (24.0241684 35.5106871, 24.0231028 35.5114952)",
22868715,True,,Βαλαωρίτου,residential,False,8.229,,,"LINESTRING (24.0241684 35.5106871, 24.0241751 35.5106133)",
22868715,True,,Βαλαωρίτου,residential,False,80.811,,,"LINESTRING (24.0246354 35.5113065, 24.0241684 35.5106871)",
26712696,True,,Στρατηγού Τζανακάκη,secondary,False,116.945,50,ΕΟ90,"LINESTRING (24.0246354 35.5113065, 24.0243029 35.511535, 24.0239767 35.5117795, 24.0239393 35.5118066, 24.0236677 35.5120031)",
95471680,False,,,residential,True,50.702,,,"LINESTRING (24.0174493 35.5132244, 24.0169086 35.5131052)",
"[1265254232, 58370697]",True,,,tertiary,False,86.30199999999999,,,"LINESTRING (24.0174493 35.5132244, 24.0174544 35.5131445, 24.0174676 35.5128375, 24.0174843 35.5124488)",
1252126405,True,1,Ζυμβρακάκηδων,secondary,False,26.737,,,"LINESTRING (24.0175043 35.5117128, 24.0175147 35.5114725)",
22868732,True,,Υψηλαντών,residential,False,46.253,,,"LINESTRING (24.0180149 35.5117296, 24.0175043 35.5117128)",
95471679,True,,Σφακιανάκη,residential,False,82.052,,,"LINESTRING (24.0180149 35.5117296, 24.0179675 35.5124665)",
22995945,True,,Καραϊσκάκη,residential,False,82.758,,,"LINESTRING (24.0194533 35.511776, 24.0194149 35.5125196)",
22868732,True,,Υψηλαντών,residential,False,53.165,,,"LINESTRING (24.0194533 35.511776, 24.0192327 35.5117735, 24.0188663 35.5117603)",
22868541,True,,Περίδου,secondary,False,88.746,50,,"LINESTRING (24.0202935 35.5117873, 24.020252 35.5125847)",
22868732,True,,Υψηλαντών,residential,False,76.059,,,"LINESTRING (24.0202935 35.5117873, 24.0194533 35.511776)",
22868549,True,,Μανουσογιαννάκηδων,residential,False,52.935,,,"LINESTRING (24.0151493 35.5113938, 24.015172 35.5109181)",
22868737,True,,Σμυρνης,residential,False,110.001,,,"LINESTRING (24.0151493 35.5113938, 24.013935 35.5113534)",
22868737,True,,Σμυρνης,residential,False,107.093,,,"LINESTRING (24.0163315 35.5114331, 24.0151493 35.5113938)",
25636013,True,1,Παρθενίου Κελαϊδή,residential,False,51.979,,,"LINESTRING (24.0163315 35.5114331, 24.0163124 35.5119003)",
22868737,True,,Σμυρνης,residential,False,107.184,,,"LINESTRING (24.0175147 35.5114725, 24.0163315 35.5114331)",
1252126405,True,1,Ζυμβρακάκηδων,secondary,False,53.76,,,"LINESTRING (24.0175147 35.5114725, 24.0175543 35.5109901)",
5738801,True,,Μπονιαλη Κτιστακη,residential,False,89.544,,,"LINESTRING (24.0229368 35.5134873, 24.0224833 35.5127716)",
638808800,False,2,Παπανδρέου Α.,tertiary,False,8.86,,,"LINESTRING (24.0229368 35.5134873, 24.0228513 35.5135261)",
638808800,False,2,Παπανδρέου Α.,tertiary,True,38.8,,,"LINESTRING (24.0229368 35.5134873, 24.0233111 35.5133172)",
22868816,False,,Metaxaki,residential,True,25.613,50,,"LINESTRING (24.0137593 35.5132121, 24.0137761 35.5131733, 24.0138225 35.5129879)",
158554138,True,,Μεταξάκη Μελετίου,tertiary,False,47.455,50,,"LINESTRING (24.0137593 35.5132121, 24.0137402 35.5132576, 24.013644 35.5136281)",
744348548,False,,Μελετίου Πήγας,residential,False,74.126,,,"LINESTRING (24.015955 35.5148149, 24.0151519 35.5146842)",5.5
22877600,True,,Εμμανουήλ Μπαλαντίνου,residential,False,177.87800000000001,,,"LINESTRING (24.015955 35.5148149, 24.0160078 35.5148043, 24.0160483 35.5147771, 24.0161984 35.5145919, 24.0162251 35.5145704, 24.016254 35.5145507, 24.0162848 35.5145331, 24.016304 35.514525, 24.0163511 35.5145044, 24.0163863 35.5144934, 24.0164225 35.5144849, 24.0164594 35.5144789, 24.0164967 35.5144754, 24.0165344 35.5144744, 24.016572 35.5144759, 24.0166093 35.51448, 24.016646 35.5144866, 24.016682 35.5144957, 24.0167169 35.5145072, 24.0167505 35.5145209, 24.0167826 35.5145369, 24.0168129 35.514555, 24.0168274 35.5145649, 24.0168413 35.5145751, 24.0168676 35.5145971, 24.0169072 35.5146354, 24.0169309 35.5146558, 24.0169545 35.5146761, 24.0169734 35.5146899, 24.0169922 35.5147036, 24.0170111 35.5147174, 24.0170308 35.5147302, 24.0170733 35.5147545, 24.0171037 35.5147709, 24.0171442 35.5147878, 24.0171631 35.5147944, 24.0171654 35.5147952, 24.0171901 35.5148017, 24.0172189 35.5148062, 24.0173336 35.5148178, 24.0174124 35.5148257, 24.017523 35.5148368, 24.0176058 35.5148413)",
486878601,False,,Μελετίου Πήγας,residential,True,57.458,,,"LINESTRING (24.015955 35.5148149, 24.0160088 35.5148452, 24.0160323 35.5148649, 24.0160589 35.5148971, 24.0160656 35.5149069, 24.0160855 35.5149358, 24.0162647 35.5151512, 24.0163492 35.5152134)",5.5
744348548,False,,Μελετίου Πήγας,residential,True,74.126,,,"LINESTRING (24.0151519 35.5146842, 24.015955 35.5148149)",5.5
22877586,True,1,Πειραιώς,tertiary,False,85.455,40,,"LINESTRING (24.0151519 35.5146842, 24.0149501 35.5153763, 24.0149322 35.5154316)",
819554950,False,,Μίνωος,residential,False,59.048,,,"LINESTRING (24.023842 35.5151899, 24.0237325 35.5157134)",
"[1007818489, 380954614]",True,1,Νικηφόρου Φωκά,tertiary,False,137.809,50,,"LINESTRING (24.023842 35.5151899, 24.0237351 35.5151894, 24.0224898 35.5146413)",
50337656,False,,Επισκόπου Νικηφόρου,residential,True,42.085,,,"LINESTRING (24.0237325 35.5157134, 24.0232784 35.515632)",
819554950,False,,Μίνωος,residential,True,59.048,,,"LINESTRING (24.0237325 35.5157134, 24.023842 35.5151899)",
819554950,False,,Μίνωος,residential,False,53.634,,,"LINESTRING (24.0237325 35.5157134, 24.0236624 35.5160485, 24.023674 35.5161906)",
26712991,False,,Τσουδερών,residential,False,87.261,,,"LINESTRING (24.0195736 35.5149786, 24.0201618 35.5150367, 24.0204493 35.5150599, 24.0205318 35.5150645)",
26712991,False,,Τσουδερών,residential,True,34.412,,,"LINESTRING (24.0209097 35.5150985, 24.0205318 35.5150645)",
26712990,False,,Τσουδερών,residential,False,87.785,,,"LINESTRING (24.0209097 35.5150985, 24.0218009 35.5152994, 24.021844 35.5153104)",
22877586,True,1,Πειραιώς,tertiary,False,87.931,40,,"LINESTRING (24.0149322 35.5154316, 24.0146716 35.5161934)",
95471685,True,1,Αναγνώστη Σκαλίδη,secondary,False,40.25,30,ΕΟ90,"LINESTRING (24.0154987 35.5132914, 24.0150619 35.5132235)",
744336572,True,,Πειραιώς,tertiary,False,54.075,50,,"LINESTRING (24.0154987 35.5132914, 24.0153849 35.5137688)",
486878601,False,,Μελετίου Πήγας,residential,False,57.45799999999999,,,"LINESTRING (24.0163492 35.5152134, 24.0162647 35.5151512, 24.0160855 35.5149358, 24.0160656 35.5149069, 24.0160589 35.5148971, 24.0160323 35.5148649, 24.0160088 35.5148452, 24.015955 35.5148149)",5.5
22868549,True,,Μανουσογιαννάκηδων,residential,False,52.29,,,"LINESTRING (24.0151268 35.5118637, 24.0151493 35.5113938)",
22997480,True,,Ιωνίας,residential,False,107.388,,,"LINESTRING (24.0151268 35.5118637, 24.0163124 35.5119003)",
"[25636013, 623127830]",True,1,Παρθενίου Κελαϊδή,residential,False,56.172,,,"LINESTRING (24.0163124 35.5119003, 24.0163081 35.5120289, 24.0163032 35.5124054)",
22997480,True,,Ιωνίας,residential,False,110.559,,,"LINESTRING (24.0139062 35.5118259, 24.0151268 35.5118637)",
821506081,True,,Μαχιμου Mαργουνίου,residential,False,10.053,,,"LINESTRING (24.0139062 35.5118259, 24.0139007 35.5119162)",
821506081,True,,Μαχιμου Mαργουνίου,residential,False,16.444,,,"LINESTRING (24.013935 35.5113534, 24.013926 35.5115011)",
331144197,True,2,Τζανακάκη,secondary,False,52.315000000000005,50,ΕΟ90,"LINESTRING (24.0203517 35.5137616, 24.0200032 35.5137901, 24.0199443 35.5137949, 24.0197766 35.5138086)",
"[422984252, 380959517]",True,"['1', '2']",Ελευθερίου Βενιζέλου,secondary,False,39.653999999999996,50,ΕΟ94,"LINESTRING (24.0203517 35.5137616, 24.0203984 35.5137482, 24.0204698 35.51374, 24.0205419 35.513742, 24.0206121 35.5137539, 24.0206923 35.5137803, 24.020769 35.5138122)",
275820098,True,1,Αποκορώνου,secondary,False,48.013,50,,"LINESTRING (24.0221343 35.5103262, 24.0224272 35.5099662)",
24019361,True,,Γεωργιλάδων,residential,False,56.524,50,,"LINESTRING (24.0221343 35.5103262, 24.022055 35.5102772, 24.0220274 35.5098505)",
24019361,True,,Γεωργιλάδων,residential,False,82.885,50,,"LINESTRING (24.0220274 35.5098505, 24.0220535 35.5091054)",
217424979,False,,Αναγνώστου Μάντακα,residential,False,39.971000000000004,,,"LINESTRING (24.0220274 35.5098505, 24.0222788 35.509871, 24.0224272 35.5099662)",
"[217424970, 217424979]",False,,"['Αναγνώστου Μάντακα', 'Κριαράδων']",residential,"[False, True]",163.50900000000001,,,"LINESTRING (24.0220274 35.5098505, 24.0210742 35.5097022, 24.020952 35.509029)",
