osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,access,ref,junction
138669409,False,Κωπηλατών,residential,50,False,76.255,,"LINESTRING (21.2619885 40.5355698, 21.2614684 40.5350094)",,,
160222895,False,Δημάρχου Απ. Πετκανά,residential,50,False,41.172,,"LINESTRING (21.2619885 40.5355698, 21.2615899 40.5357827)",,,
928477520,False,Αποδήμων Καστοριανών,residential,50,True,80.2,2,"LINESTRING (21.2563938 40.5357643, 21.2569959 40.5352068)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,False,75.838,2,"LINESTRING (21.2563938 40.5357643, 21.2561586 40.5359699, 21.255805 40.536279)",,,
138669413,False,Γουναράδων,secondary,50,True,83.863,2,"LINESTRING (21.2580278 40.5361966, 21.2580273 40.5354424)",,ΕΟ15,
138669413,False,Γουναράδων,secondary,50,False,82.362,2,"LINESTRING (21.2580278 40.5361966, 21.258028 40.536486, 21.2580283 40.5369373)",,ΕΟ15,
922910030,True,Ανδρέα Παπανδρέου,residential,50,False,148.98399999999998,,"LINESTRING (21.2580278 40.5361966, 21.2577674 40.5361799, 21.2575003 40.5361488, 21.2573804 40.5361275, 21.2571463 40.5360858, 21.2568696 40.5359998, 21.2567236 40.5359403, 21.2565719 40.5358658, 21.2563938 40.5357643)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,False,54.379,2,"LINESTRING (21.2554228 40.5366398, 21.255345 40.5367255, 21.2552914 40.536805, 21.2552378 40.5369334, 21.2551855 40.5370893)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,True,51.522,2,"LINESTRING (21.2554228 40.5366398, 21.2556347 40.5364492, 21.255805 40.536279)",,,
160222909,False,Δημάρχου Γ. Βουίτση,residential,50,False,156.962,,"LINESTRING (21.2554228 40.5366398, 21.2557165 40.5370445, 21.2558869 40.5372769, 21.2560652 40.5374787, 21.2562409 40.5376621, 21.2564028 40.5378365)",,,
138669413,False,Γουναράδων,secondary,50,False,10.252,2,"LINESTRING (21.2580286 40.5372224, 21.2580286 40.5373146)",,ΕΟ15,
138669413,False,Γουναράδων,secondary,50,True,31.702,2,"LINESTRING (21.2580286 40.5372224, 21.2580283 40.5369373)",,ΕΟ15,
160222887,False,,residential,,False,153.446,,"LINESTRING (21.2580286 40.5372224, 21.2572938 40.537513, 21.2564028 40.5378365)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,False,74.32400000000001,2,"LINESTRING (21.2550634 40.5374073, 21.2549829 40.5375215, 21.2548327 40.5376815, 21.2547563 40.5377508, 21.2546423 40.5378232, 21.2544961 40.5379067)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,True,36.873999999999995,2,"LINESTRING (21.2550634 40.5374073, 21.2551372 40.5372422, 21.2551855 40.5370893)",,,
160222905,False,Βασιλείου Τσανούσα,residential,50,False,97.475,,"LINESTRING (21.2550634 40.5374073, 21.2552364 40.5376407, 21.2553611 40.5378211, 21.2555073 40.5380229, 21.2556255 40.5381726)",,,
260209678,False,Οδυσσέα Ελύτη,residential,50,False,54.993,,"LINESTRING (21.2592759 40.5329137, 21.2599075 40.5330327)",,,
260209678,False,Οδυσσέα Ελύτη,residential,50,True,65.16,,"LINESTRING (21.2592759 40.5329137, 21.2585275 40.5327728)",,,
160222912,False,Εμπειρίκου,residential,50,True,55.471000000000004,,"LINESTRING (21.2592759 40.5329137, 21.2592121 40.5332568, 21.259195 40.5334086)",,,
260205110,False,Νικ. Καζαντζάκη,residential,50,True,50.995,,"LINESTRING (21.26087 40.5344579, 21.2603594 40.5347023)",,,
138669409,False,Κωπηλατών,residential,50,False,179.236,,"LINESTRING (21.26087 40.5344579, 21.2606692 40.5342681, 21.2605405 40.534106, 21.2604305 40.5339297, 21.2602428 40.5336106, 21.2600563 40.5333263, 21.2599571 40.5331723, 21.2599236 40.5331041, 21.2599075 40.5330327)",,,
138669409,False,Κωπηλατών,residential,50,True,79.487,,"LINESTRING (21.26087 40.5344579, 21.2611131 40.5346788, 21.2614684 40.5350094)",,,
260205110,False,Νικ. Καζαντζάκη,residential,50,False,50.995,,"LINESTRING (21.2603594 40.5347023, 21.26087 40.5344579)",,,
260205110,False,Νικ. Καζαντζάκη,residential,50,True,58.226,,"LINESTRING (21.2603594 40.5347023, 21.2597738 40.5349782)",,,
160222912,False,Εμπειρίκου,residential,50,False,100.777,,"LINESTRING (21.2603594 40.5347023, 21.2601194 40.5344209, 21.2599631 40.5342475, 21.2597843 40.5341019, 21.2596238 40.5339959)",,,
138669409,False,Κωπηλατών,residential,50,True,76.255,,"LINESTRING (21.2614684 40.5350094, 21.2619885 40.5355698)",,,
138669409,False,Κωπηλατών,residential,50,False,79.487,,"LINESTRING (21.2614684 40.5350094, 21.2611131 40.5346788, 21.26087 40.5344579)",,,
160222894,False,Καρυωτάκη,residential,50,False,121.12,,"LINESTRING (21.2614684 40.5350094, 21.2610979 40.5351671, 21.2602179 40.5355416)",,,
160222894,False,Καρυωτάκη,residential,50,False,97.682,,"LINESTRING (21.2602179 40.5355416, 21.2592098 40.5359714)",,,
160222894,False,Καρυωτάκη,residential,50,True,121.12,,"LINESTRING (21.2602179 40.5355416, 21.2610979 40.5351671, 21.2614684 40.5350094)",,,
260211639,False,Γκίκα,residential,50,False,88.85,,"LINESTRING (21.2602179 40.5355416, 21.2603526 40.535745, 21.2605856 40.536109, 21.2606973 40.5362523)",,,
260211639,False,Γκίκα,residential,50,True,73.06,,"LINESTRING (21.2602179 40.5355416, 21.260123 40.5354286, 21.259971 40.5352176, 21.2597738 40.5349782)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,False,51.522,2,"LINESTRING (21.255805 40.536279, 21.2556347 40.5364492, 21.2554228 40.5366398)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,True,75.838,2,"LINESTRING (21.255805 40.536279, 21.2561586 40.5359699, 21.2563938 40.5357643)",,,
160222899,False,Παπαναστασίου,residential,50,True,207.188,,"LINESTRING (21.255805 40.536279, 21.2562034 40.5365053, 21.256552 40.5366928, 21.2566848 40.5367632, 21.2568229 40.5367917, 21.2569611 40.5368192, 21.2571201 40.5368429, 21.2573192 40.5368712, 21.2578256 40.5369265, 21.2580283 40.5369373)",,,
160222895,False,Δημάρχου Απ. Πετκανά,residential,50,False,47.404,,"LINESTRING (21.2606973 40.5362523, 21.2602355 40.5364943)",,,
160222895,False,Δημάρχου Απ. Πετκανά,residential,50,True,66.637,,"LINESTRING (21.2606973 40.5362523, 21.2613479 40.5359137)",,,
260211639,False,Γκίκα,residential,50,False,147.246,,"LINESTRING (21.2606973 40.5362523, 21.260755 40.5363186, 21.2609725 40.5365172, 21.2611195 40.5366425, 21.2613111 40.536817, 21.2614305 40.5369328, 21.2615396 40.5370603, 21.2617387 40.53731)",,,
260211639,False,Γκίκα,residential,50,True,88.85,,"LINESTRING (21.2606973 40.5362523, 21.2605856 40.536109, 21.2603526 40.535745, 21.2602179 40.5355416)",,,
138669413,False,Γουναράδων,secondary,50,False,31.702,2,"LINESTRING (21.2580283 40.5369373, 21.2580286 40.5372224)",,ΕΟ15,
138669413,False,Γουναράδων,secondary,50,True,82.362,2,"LINESTRING (21.2580283 40.5369373, 21.258028 40.536486, 21.2580278 40.5361966)",,ΕΟ15,
160222899,False,Παπαναστασίου,residential,50,False,207.18800000000005,,"LINESTRING (21.2580283 40.5369373, 21.2578256 40.5369265, 21.2573192 40.5368712, 21.2571201 40.5368429, 21.2569611 40.5368192, 21.2568229 40.5367917, 21.2566848 40.5367632, 21.256552 40.5366928, 21.2562034 40.5365053, 21.255805 40.536279)",,,
916730188,False,Παπαναστασίου,residential,50,True,66.555,,"LINESTRING (21.2580283 40.5369373, 21.2581877 40.5369428, 21.2583639 40.5369538, 21.2585556 40.5369731, 21.2586656 40.5369925, 21.2587977 40.5370378)",,,
138669413,False,Γουναράδων,secondary,50,True,10.252,2,"LINESTRING (21.2580286 40.5373146, 21.2580286 40.5372224)",,ΕΟ15,
260211388,True,Φουντουκλή,tertiary,50,False,71.913,,"LINESTRING (21.2580286 40.5373146, 21.2587977 40.5370378)",,,
340859955,False,Γουναράδων,secondary,50,False,5.942,2,"LINESTRING (21.2580286 40.5373146, 21.2580259 40.537368)",,,
268094751,False,Φουντουκλή,tertiary,50,False,74.024,,"LINESTRING (21.2580286 40.5373146, 21.2578804 40.5373579, 21.2576853 40.5374323, 21.2573352 40.5375627, 21.2572883 40.5375811, 21.25724 40.537603)",,,
160222887,False,,residential,,False,75.574,,"LINESTRING (21.2564028 40.5378365, 21.2556255 40.5381726)",,,
160222909,False,Δημάρχου Γ. Βουίτση,residential,50,False,7.554,,"LINESTRING (21.2564028 40.5378365, 21.2564676 40.5378833)",,,
160222887,False,,residential,,True,153.446,,"LINESTRING (21.2564028 40.5378365, 21.2572938 40.537513, 21.2580286 40.5372224)",,,
160222909,False,Δημάρχου Γ. Βουίτση,residential,50,True,156.962,,"LINESTRING (21.2564028 40.5378365, 21.2562409 40.5376621, 21.2560652 40.5374787, 21.2558869 40.5372769, 21.2557165 40.5370445, 21.2554228 40.5366398)",,,
160222909,False,Δημάρχου Γ. Βουίτση,residential,50,False,15.689,,"LINESTRING (21.2564676 40.5378833, 21.2565748 40.5379985)",,,
160222909,False,Δημάρχου Γ. Βουίτση,residential,50,True,7.554,,"LINESTRING (21.2564676 40.5378833, 21.2564028 40.5378365)",,,
268094751,False,Φουντουκλή,tertiary,50,False,76.364,,"LINESTRING (21.2564676 40.5378833, 21.2556709 40.5382074)",,,
268094751,False,Φουντουκλή,tertiary,50,True,72.332,,"LINESTRING (21.2564676 40.5378833, 21.25724 40.537603)",,,
916731305,False,Νικόλαου Κρίκη,residential,50,False,73.559,,"LINESTRING (21.2544961 40.5379067, 21.2548924 40.5384957)",,,
138669408,False,Αποδήμων Καστοριανών,residential,50,True,74.32400000000001,2,"LINESTRING (21.2544961 40.5379067, 21.2546423 40.5378232, 21.2547563 40.5377508, 21.2548327 40.5376815, 21.2549829 40.5375215, 21.2550634 40.5374073)",,,
160222887,False,,residential,,False,71.615,,"LINESTRING (21.2556255 40.5381726, 21.2548924 40.5384957)",,,
160222887,False,,residential,,True,75.574,,"LINESTRING (21.2556255 40.5381726, 21.2564028 40.5378365)",,,
160222905,False,Βασιλείου Τσανούσα,residential,50,False,5.449,,"LINESTRING (21.2556255 40.5381726, 21.2556709 40.5382074)",,,
160222905,False,Βασιλείου Τσανούσα,residential,50,True,97.475,,"LINESTRING (21.2556255 40.5381726, 21.2555073 40.5380229, 21.2553611 40.5378211, 21.2552364 40.5376407, 21.2550634 40.5374073)",,,
160222905,False,Βασιλείου Τσανούσα,residential,50,False,18.607,,"LINESTRING (21.2556709 40.5382074, 21.2557903 40.538348)",,,
160222905,False,Βασιλείου Τσανούσα,residential,50,True,5.449,,"LINESTRING (21.2556709 40.5382074, 21.2556255 40.5381726)",,,
268094751,False,Φουντουκλή,tertiary,50,False,72.767,,"LINESTRING (21.2556709 40.5382074, 21.2549297 40.5385405)",,,
268094751,False,Φουντουκλή,tertiary,50,True,76.364,,"LINESTRING (21.2556709 40.5382074, 21.2564676 40.5378833)",,,
160222910,True,Δημάρχου Μ. Παπαμαντζάρη,residential,50,False,120.557,,"LINESTRING (21.2590465 40.5384571, 21.2602259 40.5378471)",,,
31307810,False,Εθνικής Αντιστάσεως,residential,50,True,160.1,,"LINESTRING (21.2590465 40.5384571, 21.2590049 40.538188, 21.2589714 40.5378537, 21.2589499 40.5376428, 21.2589077 40.537353, 21.2588471 40.537095, 21.2587977 40.5370378)",,,
160222887,False,,residential,,True,71.615,,"LINESTRING (21.2548924 40.5384957, 21.2556255 40.5381726)",,,
160222902,False,Νικόλαου Κρίκη,residential,50,False,5.895,2,"LINESTRING (21.2548924 40.5384957, 21.2549297 40.5385405)",,,
916731305,False,Νικόλαου Κρίκη,residential,50,True,73.559,,"LINESTRING (21.2548924 40.5384957, 21.2544961 40.5379067)",,,
994013464,False,Γουναράδων,secondary,50,True,5.716,2,"LINESTRING (21.2580479 40.5385467, 21.2580486 40.5384953)",,,
160222910,True,Δημάρχου Μ. Παπαμαντζάρη,residential,50,False,86.407,,"LINESTRING (21.2580479 40.5385467, 21.2583564 40.5385705, 21.2586455 40.538558, 21.2588346 40.5385182, 21.2590465 40.5384571)",,,
160222902,False,Νικόλαου Κρίκη,residential,50,False,16.292,2,"LINESTRING (21.2549297 40.5385405, 21.2550454 40.5386577)",,,
160222902,False,Νικόλαου Κρίκη,residential,50,True,5.895,2,"LINESTRING (21.2549297 40.5385405, 21.2548924 40.5384957)",,,
268094751,False,Φουντουκλή,tertiary,50,True,72.767,,"LINESTRING (21.2549297 40.5385405, 21.2556709 40.5382074)",,,
160222902,False,Νικόλαου Κρίκη,residential,50,True,16.292,2,"LINESTRING (21.2550454 40.5386577, 21.2549297 40.5385405)",,,
160222914,False,,residential,,True,71.86800000000001,,"LINESTRING (21.2550454 40.5386577, 21.2551309 40.538609, 21.2552968 40.5385417, 21.2554282 40.5384943, 21.2556696 40.538398, 21.2557903 40.538348)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,True,43.012,,"LINESTRING (21.2564112 40.5302785, 21.2568793 40.5301267)",,,
"[160231304, 160231274]",False,"['Ευάγγελου Παπανούτσου', 'Αλέξανδρου Δελμούζου']",residential,50,False,152.70299999999997,,"LINESTRING (21.2564112 40.5302785, 21.2567572 40.5307882, 21.2567344 40.5309625, 21.2567016 40.5311394, 21.2566486 40.5313458, 21.2566473 40.5313988, 21.2566848 40.5315792)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,False,66.407,,"LINESTRING (21.2564112 40.5302785, 21.2559435 40.5304266, 21.2556911 40.5305171)",,,
1012089302,False,Γουναράδων,secondary,,False,10.336,2,"LINESTRING (21.2596507 40.5310145, 21.2597492 40.5309594)",yes,ΕΟ15,
"[138669416, 1012089302]",False,Γουναράδων,secondary,30,True,125.556,2,"LINESTRING (21.2596507 40.5310145, 21.2595871 40.5310493, 21.2593576 40.531198, 21.2592088 40.5313091, 21.2591042 40.5314059, 21.259021 40.5314976, 21.2589674 40.5315843, 21.2588735 40.5317504, 21.2588225 40.5319145)",yes,ΕΟ15,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,False,62.651,,"LINESTRING (21.2550185 40.531464, 21.2551709 40.5320154)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,True,130.46,,"LINESTRING (21.2550185 40.531464, 21.254991 40.5313193, 21.2549883 40.5312336, 21.2550017 40.5311521, 21.2550688 40.5309819, 21.2551425 40.5308585, 21.2552639 40.5307479, 21.2553893 40.5306496, 21.2555502 40.5305741, 21.2556911 40.5305171)",,,
160231302,False,Γ. Καστριώτη,residential,50,False,141.50900000000001,,"LINESTRING (21.2550185 40.531464, 21.2554074 40.5314727, 21.2562811 40.5315364, 21.2566848 40.5315792)",,,
160231278,False,Δημάρχου Λ. Μαυροβίτη,residential,50,False,27.859,,"LINESTRING (21.2579307 40.5315486, 21.2579682 40.5315955, 21.2579964 40.531622, 21.2580621 40.5316776, 21.2581406 40.5317407)",,,
160231278,False,Δημάρχου Λ. Μαυροβίτη,residential,50,True,181.38,,"LINESTRING (21.2579307 40.5315486, 21.2577711 40.5313284, 21.2577242 40.5312642, 21.2569611 40.5302276, 21.2568793 40.5301267)",,,
160231302,False,Γ. Καστριώτη,residential,50,True,105.46199999999999,,"LINESTRING (21.2579307 40.5315486, 21.257755 40.5315639, 21.2575847 40.5315721, 21.2573419 40.5315833, 21.257177 40.5315822, 21.2566848 40.5315792)",,,
160231304,False,Ευάγγελου Παπανούτσου,residential,50,False,64.05,,"LINESTRING (21.2566848 40.5315792, 21.2568809 40.5321356)",,,
160231302,False,Γ. Καστριώτη,residential,50,False,105.46199999999999,,"LINESTRING (21.2566848 40.5315792, 21.257177 40.5315822, 21.2573419 40.5315833, 21.2575847 40.5315721, 21.257755 40.5315639, 21.2579307 40.5315486)",,,
160231302,False,Γ. Καστριώτη,residential,50,True,141.50900000000001,,"LINESTRING (21.2566848 40.5315792, 21.2562811 40.5315364, 21.2554074 40.5314727, 21.2550185 40.531464)",,,
"[160231304, 160231274]",False,"['Ευάγγελου Παπανούτσου', 'Αλέξανδρου Δελμούζου']",residential,50,True,152.703,,"LINESTRING (21.2566848 40.5315792, 21.2566473 40.5313988, 21.2566486 40.5313458, 21.2567016 40.5311394, 21.2567344 40.5309625, 21.2567572 40.5307882, 21.2564112 40.5302785)",,,
160231278,False,Δημάρχου Λ. Μαυροβίτη,residential,50,False,60.94800000000001,,"LINESTRING (21.2581406 40.5317407, 21.2582164 40.5317723, 21.2583397 40.531808, 21.2585422 40.5318554, 21.2588225 40.5319145)",,,
160231278,False,Δημάρχου Λ. Μαυροβίτη,residential,50,True,27.859,,"LINESTRING (21.2581406 40.5317407, 21.2580621 40.5316776, 21.2579964 40.531622, 21.2579682 40.5315955, 21.2579307 40.5315486)",,,
160231291,False,,residential,,False,115.727,,"LINESTRING (21.2581406 40.5317407, 21.2578341 40.5318636, 21.2573299 40.5320468, 21.2568809 40.5321356)",,,
"[138669416, 1012089302]",False,Γουναράδων,secondary,30,False,125.556,2,"LINESTRING (21.2588225 40.5319145, 21.2588735 40.5317504, 21.2589674 40.5315843, 21.259021 40.5314976, 21.2591042 40.5314059, 21.2592088 40.5313091, 21.2593576 40.531198, 21.2595871 40.5310493, 21.2596507 40.5310145)",yes,ΕΟ15,
138669416,False,Γουναράδων,secondary,30,True,98.664,2,"LINESTRING (21.2588225 40.5319145, 21.2587581 40.5321347, 21.2585275 40.5327728)",,ΕΟ15,
160231278,False,Δημάρχου Λ. Μαυροβίτη,residential,50,True,60.94799999999999,,"LINESTRING (21.2588225 40.5319145, 21.2585422 40.5318554, 21.2583397 40.531808, 21.2582164 40.5317723, 21.2581406 40.5317407)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,True,62.651,,"LINESTRING (21.2551709 40.5320154, 21.2550185 40.531464)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,False,115.956,,"LINESTRING (21.2551709 40.5320154, 21.255227 40.5322499, 21.2552606 40.5324762, 21.2552941 40.5326535, 21.2553303 40.5327993, 21.2553933 40.5330439)",,,
160231288,False,Μιλτιάδη Κουντουρά,residential,50,False,108.11600000000001,,"LINESTRING (21.2551709 40.5320154, 21.2548482 40.5320883, 21.2547717 40.5321143, 21.2546906 40.5321571, 21.2545934 40.5322356, 21.2544914 40.5323294, 21.2544143 40.5323885, 21.2543426 40.5324339, 21.2542608 40.5324695, 21.2541112 40.5325149)",,,
160231304,False,Ευάγγελου Παπανούτσου,residential,50,False,67.85,,"LINESTRING (21.2568809 40.5321356, 21.2571038 40.5327218)",,,
160231304,False,Ευάγγελου Παπανούτσου,residential,50,True,64.05,,"LINESTRING (21.2568809 40.5321356, 21.2566848 40.5315792)",,,
160231291,False,,residential,,True,115.727,,"LINESTRING (21.2568809 40.5321356, 21.2573299 40.5320468, 21.2578341 40.5318636, 21.2581406 40.5317407)",,,
160231288,False,Μιλτιάδη Κουντουρά,residential,50,True,108.11599999999999,,"LINESTRING (21.2541112 40.5325149, 21.2542608 40.5324695, 21.2543426 40.5324339, 21.2544143 40.5323885, 21.2544914 40.5323294, 21.2545934 40.5322356, 21.2546906 40.5321571, 21.2547717 40.5321143, 21.2548482 40.5320883, 21.2551709 40.5320154)",,,
160231297,False,Αμπελώνων,residential,50,False,85.166,,"LINESTRING (21.2541112 40.5325149, 21.2540925 40.5325699, 21.2540227 40.5327595, 21.2539597 40.5329389, 21.2539221 40.5330837, 21.2538955 40.5332615)",,,
160231304,False,Ευάγγελου Παπανούτσου,residential,50,False,90.687,,"LINESTRING (21.2571038 40.5327218, 21.2572768 40.5335267)",,,
160231304,False,Ευάγγελου Παπανούτσου,residential,50,True,67.85,,"LINESTRING (21.2571038 40.5327218, 21.2568809 40.5321356)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,False,122.476,,"LINESTRING (21.2571038 40.5327218, 21.2575154 40.5326729, 21.2577872 40.5326525, 21.2579361 40.5326596, 21.2581024 40.5326872, 21.2583062 40.5327218, 21.2585275 40.5327728)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,True,75.519,,"LINESTRING (21.2571038 40.5327218, 21.2566295 40.5327406, 21.2562164 40.5327922)",,,
138669416,False,Γουναράδων,secondary,30,True,54.488,2,"LINESTRING (21.2585275 40.5327728, 21.258385 40.5332507)",,ΕΟ15,
260209678,False,Οδυσσέα Ελύτη,residential,50,False,65.16,,"LINESTRING (21.2585275 40.5327728, 21.2592759 40.5329137)",,,
138669416,False,Γουναράδων,secondary,30,False,98.664,2,"LINESTRING (21.2585275 40.5327728, 21.2587581 40.5321347, 21.2588225 40.5319145)",,ΕΟ15,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,True,122.476,,"LINESTRING (21.2585275 40.5327728, 21.2583062 40.5327218, 21.2581024 40.5326872, 21.2579361 40.5326596, 21.2577872 40.5326525, 21.2575154 40.5326729, 21.2571038 40.5327218)",,,
339161728,False,Δημήτριου Γληνού,residential,50,False,108.309,,"LINESTRING (21.2562164 40.5327922, 21.2563302 40.5337624)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,False,75.519,,"LINESTRING (21.2562164 40.5327922, 21.2566295 40.5327406, 21.2571038 40.5327218)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,True,75.072,,"LINESTRING (21.2562164 40.5327922, 21.2556643 40.5329441, 21.2553933 40.5330439)",,,
260209678,False,Οδυσσέα Ελύτη,residential,50,True,54.993,,"LINESTRING (21.2599075 40.5330327, 21.2592759 40.5329137)",,,
"[138669409, 260209892]",False,Κωπηλατών,residential,50,"[False, True]",239.375,,"LINESTRING (21.2599075 40.5330327, 21.2599128 40.5329145, 21.2599397 40.5327004, 21.2600054 40.5323793, 21.2600499 40.5320686, 21.2600791 40.5316995, 21.2600698 40.5315822, 21.260055 40.5314222, 21.2600121 40.5312316, 21.2599745 40.5311633, 21.2599048 40.5310874, 21.2597492 40.5309594)",,,
138669409,False,Κωπηλατών,residential,50,True,179.23599999999996,,"LINESTRING (21.2599075 40.5330327, 21.2599236 40.5331041, 21.2599571 40.5331723, 21.2600563 40.5333263, 21.2602428 40.5336106, 21.2604305 40.5339297, 21.2605405 40.534106, 21.2606692 40.5342681, 21.26087 40.5344579)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,False,230.67799999999997,,"LINESTRING (21.2553933 40.5330439, 21.2554416 40.5333538, 21.2554751 40.5337126, 21.2554912 40.5340092, 21.2554912 40.5343078, 21.2555006 40.53458, 21.2555221 40.53474, 21.2555569 40.5348633, 21.2555999 40.5349693, 21.2556612 40.5350983)",,,
160231280,False,Μ. Τριανταφυλλίδη,residential,50,True,115.956,,"LINESTRING (21.2553933 40.5330439, 21.2553303 40.5327993, 21.2552941 40.5326535, 21.2552606 40.5324762, 21.255227 40.5322499, 21.2551709 40.5320154)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,False,75.072,,"LINESTRING (21.2553933 40.5330439, 21.2556643 40.5329441, 21.2562164 40.5327922)",,,
160322906,False,Λεοντιάδη Σεβαστού,residential,50,True,65.857,,"LINESTRING (21.2553933 40.5330439, 21.2549713 40.5332534, 21.2548564 40.533298, 21.254717 40.5333315)",,,
138669416,False,Γουναράδων,secondary,30,False,54.488,2,"LINESTRING (21.258385 40.5332507, 21.2585275 40.5327728)",,ΕΟ15,
1012089300,False,Γουναράδων,secondary,,True,58.378,2,"LINESTRING (21.258385 40.5332507, 21.2582328 40.5337628)",,ΕΟ15,
339161729,False,Μεθόδιου Ανθρακίτη,residential,50,True,98.555,,"LINESTRING (21.258385 40.5332507, 21.2579876 40.5333496, 21.2572768 40.5335267)",,,
