osmid,lanes,name,highway,oneway,reversed,length,maxspeed,junction,geometry
524992354,4,Jalan Pelabohan,unclassified,False,True,29.456,,,"LINESTRING (115.0715855 5.0286827, 115.0714238 5.028893)"
201164342,2,,unclassified,True,False,61.887,50,roundabout,"LINESTRING (115.0715855 5.0286827, 115.071617 5.0286988, 115.0716518 5.0287052, 115.0716869 5.0287012, 115.0717194 5.0286873, 115.0717465 5.0286646, 115.0717658 5.0286351, 115.0717756 5.0286012, 115.0717752 5.028566, 115.0717642 5.0285316, 115.0717434 5.028502, 115.0717148 5.0284799, 115.0716808 5.0284672, 115.0716482 5.0284649, 115.0716162 5.0284714, 115.0715871 5.0284862, 115.071563 5.0285082)"
157482470,2,Jalan Pelabuhan Muara,tertiary,True,False,432.78200000000004,65,,"LINESTRING (115.0690792 5.0267191, 115.068987 5.0266547, 115.0689248 5.0266076, 115.0687555 5.026477, 115.0684995 5.0262879, 115.0682889 5.0261537, 115.0678798 5.0259203, 115.06743 5.0256546, 115.0667955 5.0252769, 115.0666392 5.025187, 115.066527 5.0251216, 115.0662072 5.0249392, 115.0657531 5.0246847)"
673981558,2,,secondary,True,False,10.437000000000001,50,roundabout,"LINESTRING (115.0690792 5.0267191, 115.0690385 5.0267487, 115.0690146 5.0267853)"
524992354,4,Jalan Pelabohan,unclassified,False,False,29.456,,,"LINESTRING (115.0714238 5.028893, 115.0715855 5.0286827)"
46137423,4,Jalan Perusahaan Muara,tertiary,False,False,315.12000000000006,65,,"LINESTRING (115.071563 5.0285082, 115.070861 5.0280479, 115.0705167 5.0278156, 115.0704273 5.0277571, 115.0701022 5.0275325, 115.0698134 5.0273143, 115.069438 5.0270612, 115.0692174 5.0269057)"
673981562,2,,unclassified,True,False,21.87,50,roundabout,"LINESTRING (115.071563 5.0285082, 115.0715456 5.028536, 115.0715365 5.0285675, 115.0715362 5.0286003, 115.0715448 5.028632, 115.0715617 5.0286601, 115.0715855 5.0286827)"
295445460,2,Jalan Pelabuhan Muara,tertiary,True,False,373.29,65,,"LINESTRING (115.0661571 5.0250162, 115.0665483 5.0252348, 115.0670512 5.0255397, 115.067675 5.0258961, 115.068153 5.0261717, 115.0684217 5.026333, 115.0685217 5.0264033, 115.0688522 5.0266461, 115.068947 5.0267194, 115.0690146 5.0267853)"
46137423,4,Jalan Perusahaan Muara,tertiary,False,True,315.12,65,,"LINESTRING (115.0692174 5.0269057, 115.069438 5.0270612, 115.0698134 5.0273143, 115.0701022 5.0275325, 115.0704273 5.0277571, 115.0705167 5.0278156, 115.070861 5.0280479, 115.071563 5.0285082)"
673981558,2,,secondary,True,False,35.601,50,roundabout,"LINESTRING (115.0692174 5.0269057, 115.0692438 5.0268577, 115.0692465 5.0268115, 115.0692311 5.0267725, 115.0692002 5.0267372, 115.0691683 5.0267127, 115.0691247 5.0267082, 115.0690792 5.0267191)"
1234202564,,,residential,False,False,9.646,,,"LINESTRING (115.0657531 5.0246847, 115.065713 5.0247617)"
673981558,2,,secondary,True,False,5.157,50,roundabout,"LINESTRING (115.0690146 5.0267853, 115.0690046 5.0268306)"
673981558,2,,secondary,True,False,15.093,50,roundabout,"LINESTRING (115.0690046 5.0268306, 115.0690182 5.0268722, 115.069041 5.0269075, 115.0690819 5.0269365)"
673981558,2,,secondary,True,False,16.145,50,roundabout,"LINESTRING (115.0690819 5.0269365, 115.069131 5.0269438, 115.0691774 5.0269329, 115.0692174 5.0269057)"
295445460,2,Jalan Pelabuhan Muara,tertiary,True,False,56.751,65,,"LINESTRING (115.065713 5.0247617, 115.0661571 5.0250162)"
1234202564,,,residential,False,True,9.646,,,"LINESTRING (115.065713 5.0247617, 115.0657531 5.0246847)"
