osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,bridge
1056619434,2,ulica Jovana Tomaševića,tertiary,False,False,22.59,"LINESTRING (19.0926999 42.1020105, 19.0927502 42.1018108)",,,,
1056619434,2,ulica Jovana Tomaševića,tertiary,False,True,12.606,"LINESTRING (19.0926999 42.1020105, 19.092673 42.1021221)",,,,
167251186,3,Bulevar Revolucije,tertiary,True,False,20.405,"LINESTRING (19.0926999 42.1020105, 19.0929001 42.1020202, 19.0929468 42.1020197)",,,,
722209656,3,ulica Jovana Tomaševića,tertiary,False,True,9.889,"LINESTRING (19.0958828 42.0940901, 19.0959035 42.0941777)",,,,
"[738274061, 1080921479]",2,ulica Jugoslovenske Narodne Armije,residential,True,False,189.22700000000003,"LINESTRING (19.0958828 42.0940901, 19.0961128 42.0940576, 19.0961521 42.0940512, 19.0963355 42.0940212, 19.0968366 42.0939393, 19.0973514 42.0938552, 19.0977944 42.0937828, 19.0978906 42.0937603, 19.097944 42.0937478, 19.0979913 42.0937293, 19.0980929 42.0936728)",,,,
28433527,2,ulica Branka Čalovića,residential,False,True,9.536,"LINESTRING (19.091653 42.0956807, 19.0917676 42.0956696)",,,,
"[738274061, 722209655]",2,"['ulica Jugoslovenske Narodne Armije', 'Obala 13. jula']",residential,True,False,222.94600000000003,"LINESTRING (19.091653 42.0956807, 19.0916625 42.0948788, 19.0916953 42.0947738, 19.0917641 42.094697, 19.0918608 42.0946423, 19.0920167 42.0945981, 19.0930618 42.0944528)",,,,
28433528,2,ulica Vladimira Rolovića,residential,False,False,195.34399999999997,"LINESTRING (19.0969089 42.0989238, 19.0956786 42.0983967, 19.0951305 42.0981618, 19.095039 42.098121, 19.0948548 42.0980505)",,,,
28433528,2,ulica Vladimira Rolovića,residential,False,True,121.90700000000001,"LINESTRING (19.0969089 42.0989238, 19.0971428 42.0989256, 19.0981493 42.0989246, 19.0982112 42.0989231, 19.0983864 42.0989215)",,,,
163124811,2,ulica Mila Boškovića,residential,False,False,41.036,"LINESTRING (19.0969089 42.0989238, 19.096917 42.098999, 19.0969191 42.0992926)",,,,
61333436,,,unclassified,False,False,103.147,"LINESTRING (19.0928348 42.0935406, 19.0930522 42.0944141, 19.0930618 42.0944528)",,,,
61333436,,,unclassified,False,True,10.398,"LINESTRING (19.0930812 42.0945452, 19.0930618 42.0944528)",,,,
"[1078576480, 28535345, 738274062]",2,"['ulica Jugoslovenske narodne armije', 'Obala 13. jula']",residential,True,False,207.394,"LINESTRING (19.0930812 42.0945452, 19.0919797 42.094697, 19.0918541 42.0947622, 19.0918053 42.0948223, 19.0917759 42.0949134, 19.0917704 42.0954151, 19.0917676 42.0956696)",,,,
163122778,2,ulica Jugoslovenske Narodne Armije,primary,True,False,6.682,"LINESTRING (19.098547 42.0935393, 19.0985796 42.0935571, 19.0986087 42.093578)",M-1,50,roundabout,
163122778,2,ulica Jugoslovenske Narodne Armije,primary,True,False,28.113000000000003,"LINESTRING (19.0982232 42.0935392, 19.0983008 42.0935131, 19.0983851 42.0935042, 19.0984694 42.0935132, 19.098547 42.0935393)",M-1,50,roundabout,
163122778,2,ulica Jugoslovenske Narodne Armije,primary,True,False,22.595000000000002,"LINESTRING (19.0986087 42.093578, 19.0986589 42.0936345, 19.098684 42.0936997, 19.0986817 42.0937674)",M-1,50,roundabout,
163122778,2,ulica Jugoslovenske Narodne Armije,primary,True,False,18.731,"LINESTRING (19.0980929 42.0936728, 19.0981206 42.0936206, 19.0981649 42.0935751, 19.0982232 42.0935392)",M-1,50,roundabout,
163122778,2,ulica Jugoslovenske Narodne Armije,primary,True,False,20.826999999999998,"LINESTRING (19.0986817 42.0937674, 19.0986554 42.0938267, 19.098608 42.0938783, 19.0985433 42.0939182)",M-1,50,roundabout,
