osmid,highway,oneway,reversed,length,geometry,bridge,maxspeed,access,lanes,name,width,junction
374567838,tertiary,False,False,54.608999999999995,"LINESTRING (19.5187618 42.8207785, 19.5185166 42.8206966, 19.5181856 42.8205317)",,,,,,,
"[1067715072, 374567838, 1067715071]",tertiary,False,True,126.01500000000001,"LINESTRING (19.5187618 42.8207785, 19.5190431 42.820892, 19.5191318 42.8209533, 19.5191907 42.820994, 19.519337 42.821128, 19.5193954 42.8211814, 19.5196265 42.8215364, 19.5196421 42.8216, 19.5196324 42.8216504)",yes,,,,,,
1078542226,residential,False,False,151.854,"LINESTRING (19.5187618 42.8207785, 19.5185509 42.8208115, 19.5182568 42.820833, 19.5180057 42.8208607, 19.5175912 42.8208582, 19.5173705 42.8208519, 19.5172635 42.8208723, 19.5171636 42.8209126, 19.5169772 42.8210197)",,30,yes,,,,
35934670,unclassified,False,False,137.243,"LINESTRING (19.5196324 42.8216504, 19.5197082 42.8216589, 19.519885 42.821638, 19.5200601 42.8215946, 19.5203032 42.8214832, 19.5205339 42.8214196, 19.5210011 42.8213855, 19.5212395 42.8213683)",,40,,2,Zaobilaznica,,
"[1067715072, 374567838, 1067715071]",tertiary,False,False,126.01499999999999,"LINESTRING (19.5196324 42.8216504, 19.5196421 42.8216, 19.5196265 42.8215364, 19.5193954 42.8211814, 19.519337 42.821128, 19.5191907 42.820994, 19.5191318 42.8209533, 19.5190431 42.820892, 19.5187618 42.8207785)",yes,,,,,,
1067715071,tertiary,False,True,108.81099999999999,"LINESTRING (19.5196324 42.8216504, 19.5195647 42.8217041, 19.5194719 42.821742, 19.5193168 42.821823, 19.5191533 42.8219397, 19.5190287 42.8220824, 19.5189952 42.8222125, 19.518969 42.8223347, 19.5189696 42.8223725, 19.5189845 42.8224055, 19.5190034 42.8224231)",,,,,,,
35934486,tertiary,False,False,102.099,"LINESTRING (19.5205738 42.8228811, 19.5217452 42.823205)",,,,,13. jula,,
35934486,tertiary,False,True,95.38,"LINESTRING (19.5205738 42.8228811, 19.5198768 42.822686, 19.5194812 42.8225752)",,,,,13. jula,,
206686757,tertiary,False,True,91.466,"LINESTRING (19.5205738 42.8228811, 19.5206987 42.8234729, 19.5207453 42.823694)",,,,,,,
1178568940,tertiary,False,False,34.477,"LINESTRING (19.5207863 42.8240026, 19.5207453 42.823694)",,,,,,,
374522760,tertiary,False,True,28.980999999999998,"LINESTRING (19.5207863 42.8240026, 19.5207707 42.8240829, 19.5207208 42.8241487, 19.520658 42.8242422)",,,,,,,
"[83626582, 1178568935]",residential,False,True,164.973,"LINESTRING (19.5207863 42.8240026, 19.5218551 42.8238923, 19.5217452 42.823205)",,,,,"['Generala Anđelića', 'IV Proleterske']",,
35934454,tertiary,True,False,96.588,"LINESTRING (19.520658 42.8242422, 19.5207476 42.8242537, 19.5208582 42.8242814, 19.5209783 42.8243101, 19.5210856 42.8243157, 19.5211634 42.8243151, 19.5214017 42.824296, 19.5218165 42.8242278)",,,,,Palih partizanki,,
172783640,residential,False,True,67.103,"LINESTRING (19.520658 42.8242422, 19.5201354 42.8243106, 19.519848 42.8243482)",,,,,Mirka Vešovića,,
374522760,tertiary,False,False,28.981,"LINESTRING (19.520658 42.8242422, 19.5207208 42.8241487, 19.5207707 42.8240829, 19.5207863 42.8240026)",,,,,,,
374567837,tertiary,False,True,92.977,"LINESTRING (19.520658 42.8242422, 19.5203619 42.8246599, 19.5202563 42.8248343, 19.5201719 42.8249975)",,,,2,,,
116024129,residential,False,False,16.571,"LINESTRING (19.5201719 42.8249975, 19.5201069 42.8248563)",,20,,,,,
374567837,tertiary,False,True,5.169,"LINESTRING (19.5201719 42.8249975, 19.5201527 42.8250418)",,,,2,,,
374567837,tertiary,False,False,92.977,"LINESTRING (19.5201719 42.8249975, 19.5202563 42.8248343, 19.5203619 42.8246599, 19.520658 42.8242422)",,,,2,,,
"[374695466, 206709708]",secondary,False,True,146.343,"LINESTRING (19.5268223 42.823843, 19.5262962 42.8243254, 19.5261732 42.8244282, 19.526013 42.8245352, 19.5256571 42.8246565, 19.5255136 42.8247024)",,40,,,Dunje Đokić,,
57851756,residential,False,True,48.223000000000006,"LINESTRING (19.5205449 42.8256953, 19.5205132 42.8256534, 19.5204298 42.8255452, 19.5203641 42.825462, 19.5202789 42.8253809, 19.5202237 42.8253327)",,,,,,,
572394404,residential,False,True,28.436999999999998,"LINESTRING (19.5205449 42.8256953, 19.520541 42.8258127, 19.5205167 42.8258945, 19.5204859 42.8259442)",,20,,,,,
572394413,residential,False,False,178.749,"LINESTRING (19.5205449 42.8256953, 19.5205951 42.8257214, 19.5206726 42.8257373, 19.5207474 42.8257438, 19.5227212 42.8257816)",,,,2,Mojkovačka IV,,
"[35934370, 35934373]",residential,False,False,208.279,"LINESTRING (19.5227212 42.8257816, 19.5226819 42.82608, 19.5225325 42.8263978, 19.5219795 42.8269434, 19.521538 42.827397)",yes,,,,Junaka Breze,,
374695464,residential,False,False,51.446,"LINESTRING (19.5227212 42.8257816, 19.5228378 42.8257531, 19.522925 42.8257147, 19.5229939 42.8256654, 19.5231392 42.8254646)",,,,,Junaka Breze,,
572394413,residential,False,True,178.749,"LINESTRING (19.5227212 42.8257816, 19.5207474 42.8257438, 19.5206726 42.8257373, 19.5205951 42.8257214, 19.5205449 42.8256953)",,,,2,Mojkovačka IV,,
35934380,residential,False,True,55.245,"LINESTRING (19.520853 42.8263542, 19.5205896 42.8260096, 19.5205486 42.8259724, 19.5204859 42.8259442)",,,,,,,
55383737,residential,True,False,148.047,"LINESTRING (19.519848 42.8243482, 19.5180512 42.8245378)",,30,,,Mirka Vešovića,,
172783640,residential,False,False,67.103,"LINESTRING (19.519848 42.8243482, 19.5201354 42.8243106, 19.520658 42.8242422)",,,,,Mirka Vešovića,,
35934454,tertiary,True,False,108.152,"LINESTRING (19.5218165 42.8242278, 19.5224354 42.8241439, 19.5228778 42.824084, 19.5231246 42.8240881)",,,,,Palih partizanki,,
55383735,residential,True,False,129.544,"LINESTRING (19.5218165 42.8242278, 19.5219772 42.8247921, 19.5220033 42.8250155, 19.522009 42.8253798)",,,,,Generala Bulatovića,2,
35934635,residential,False,False,136.268,"LINESTRING (19.5231928 42.8234005, 19.5232024 42.8230186, 19.5232068 42.8228406, 19.5233047 42.822179)",,30,yes,,Toška i Jovana,,
172783642,tertiary,False,False,142.632,"LINESTRING (19.5231928 42.8234005, 19.52353 42.8234123, 19.5245726 42.8234048, 19.5246373 42.8234043, 19.5249366 42.8233655)",,40,,,Boška Rašovića,6,
35934635,residential,False,True,136.26799999999997,"LINESTRING (19.5233047 42.822179, 19.5232068 42.8228406, 19.5232024 42.8230186, 19.5231928 42.8234005)",,30,yes,,Toška i Jovana,,
35934669,residential,False,False,129.927,"LINESTRING (19.5233047 42.822179, 19.5235823 42.8221685, 19.5239173 42.8221611, 19.5239925 42.8221658, 19.5243638 42.8222204, 19.5248884 42.8222463)",,,,,Milvoja Bulatovića,,
206686761,residential,False,True,23.58,"LINESTRING (19.5233047 42.822179, 19.5231745 42.8221096, 19.5230921 42.8220376)",,,,,,,
35934670,unclassified,False,True,167.652,"LINESTRING (19.5224798 42.8198729, 19.522178 42.8201483, 19.5219997 42.8203637, 19.5218682 42.8206175, 19.5217247 42.8209736, 19.521655 42.8211015, 19.5215571 42.8211999)",,40,,2,Zaobilaznica,,
1220242151,residential,False,False,56.887,"LINESTRING (19.5224798 42.8198729, 19.5227735 42.8200076, 19.5230564 42.8201601)",,,,,,,
35934870,residential,False,False,33.946,"LINESTRING (19.5230921 42.8220376, 19.5232199 42.8219325, 19.523364 42.8218065)",,,,,Dulovinska,,
206686761,residential,False,False,23.58,"LINESTRING (19.5230921 42.8220376, 19.5231745 42.8221096, 19.5233047 42.822179)",,,,,,,
1187194599,residential,False,True,28.197000000000003,"LINESTRING (19.5230921 42.8220376, 19.5229451 42.8218929, 19.5229158 42.821823)",,40,,2,Zaobilaznica,,
35934870,residential,False,False,116.065,"LINESTRING (19.523364 42.8218065, 19.5237306 42.8214735, 19.524098 42.8212219, 19.5243816 42.8210885)",,,,,Dulovinska,,
35934870,residential,False,True,33.946,"LINESTRING (19.523364 42.8218065, 19.5232199 42.8219325, 19.5230921 42.8220376)",,,,,Dulovinska,,
192435175,residential,False,False,158.17600000000002,"LINESTRING (19.523364 42.8218065, 19.5233144 42.8217475, 19.5232724 42.8216887, 19.5232494 42.8216082, 19.5232576 42.8215284, 19.5232919 42.8214433, 19.5237167 42.8208787, 19.5239833 42.8205402)",,,,,Dulovinska I,,
35934870,residential,False,False,71.931,"LINESTRING (19.5243816 42.8210885, 19.5245869 42.8210307, 19.5247558 42.820979, 19.5250996 42.8208612, 19.5251916 42.8208333)",,,,,Dulovinska,,
35934870,residential,False,True,116.065,"LINESTRING (19.5243816 42.8210885, 19.524098 42.8212219, 19.5237306 42.8214735, 19.523364 42.8218065)",,,,,Dulovinska,,
374687178,tertiary,False,True,42.513,"LINESTRING (19.5190034 42.8224231, 19.51921 42.822497, 19.5194812 42.8225752)",,,,,,,
1067715071,tertiary,False,False,108.81099999999999,"LINESTRING (19.5190034 42.8224231, 19.5189845 42.8224055, 19.5189696 42.8223725, 19.518969 42.8223347, 19.5189952 42.8222125, 19.5190287 42.8220824, 19.5191533 42.8219397, 19.5193168 42.821823, 19.5194719 42.821742, 19.5195647 42.8217041, 19.5196324 42.8216504)",,,,,,,
1178568939,residential,True,False,59.665,"LINESTRING (19.5180512 42.8245378, 19.5182043 42.8240131)",,30,,,,,
172783641,residential,False,False,87.53,"LINESTRING (19.5180512 42.8245378, 19.5179878 42.8246481, 19.5179428 42.8249269, 19.51792 42.8252082, 19.5179166 42.8253131)",,,,,,,
55383736,residential,True,False,125.47,"LINESTRING (19.5182043 42.8240131, 19.5197207 42.8238227)",,30,,,Buda Tomovića,,
404409581,residential,True,False,188.716,"LINESTRING (19.5182043 42.8240131, 19.5184581 42.8234419, 19.5187893 42.8227405, 19.5190034 42.8224231)",,30,,,Prote Jagoša Simonovića,,
1178568940,tertiary,False,True,34.477,"LINESTRING (19.5207453 42.823694, 19.5207863 42.8240026)",,,,,,,
206686757,tertiary,False,False,91.466,"LINESTRING (19.5207453 42.823694, 19.5206987 42.8234729, 19.5205738 42.8228811)",,,,,,,
55383734,residential,False,False,130.089,"LINESTRING (19.5241026 42.8240312, 19.5241832 42.8244558, 19.5241994 42.8246159, 19.5241503 42.824739, 19.5241585 42.8248634, 19.5241904 42.8249863, 19.5242752 42.8251793)",,40,,1,Braće Ranka i Strahinje,2,
1178541432,tertiary,True,False,70.328,"LINESTRING (19.5241026 42.8240312, 19.524623 42.8239769, 19.524854 42.8239414, 19.5249537 42.8239311)",,,,,Palih partizanki,,
55383733,residential,True,False,100.275,"LINESTRING (19.5249537 42.8239311, 19.5252233 42.8241437, 19.5253827 42.8242877, 19.5254876 42.8245888, 19.5255136 42.8247024)",,20,yes,,29. decembra,2,
1178541429,residential,False,False,72.223,"LINESTRING (19.5249537 42.8239311, 19.5245628 42.8236934, 19.5245252 42.8236724, 19.5244724 42.8236607, 19.5241982 42.823642)",,,,,,,
1178541432,tertiary,True,False,154.27100000000002,"LINESTRING (19.5249537 42.8239311, 19.5256108 42.8238437, 19.5262078 42.8237807, 19.5264564 42.8238128, 19.5268223 42.823843)",,,,,Palih partizanki,,
200734089,secondary,False,False,92.653,"LINESTRING (19.522009 42.8253798, 19.5231392 42.8254646)",,,,2,Radoša Maškovića,,
200734089,secondary,False,True,127.01199999999999,"LINESTRING (19.522009 42.8253798, 19.5216642 42.8253619, 19.521119 42.8253231, 19.5210239 42.8253136, 19.5207502 42.8252861, 19.5205977 42.8252788, 19.5204588 42.8252807)",,,,2,Radoša Maškovića,,
"[374695466, 206709708]",secondary,False,False,146.34300000000002,"LINESTRING (19.5255136 42.8247024, 19.5256571 42.8246565, 19.526013 42.8245352, 19.5261732 42.8244282, 19.5262962 42.8243254, 19.5268223 42.823843)",,40,,,Dunje Đokić,,
374695466,secondary,False,True,114.094,"LINESTRING (19.5255136 42.8247024, 19.5246811 42.8250337, 19.5242752 42.8251793)",,,,,Dunje Đokić,,
200734089,secondary,False,True,92.653,"LINESTRING (19.5231392 42.8254646, 19.522009 42.8253798)",,,,2,Radoša Maškovića,,
57851755,residential,False,True,153.301,"LINESTRING (19.5231392 42.8254646, 19.523161 42.8248538, 19.5231744 42.8244492, 19.5231246 42.8240881)",,,,,Junaka Breze,,
374695464,residential,False,True,51.446,"LINESTRING (19.5231392 42.8254646, 19.5229939 42.8256654, 19.522925 42.8257147, 19.5228378 42.8257531, 19.5227212 42.8257816)",,,,,Junaka Breze,,
374695466,secondary,False,False,98.657,"LINESTRING (19.5231392 42.8254646, 19.5232366 42.8254594, 19.5233649 42.8254492, 19.5235251 42.8254157, 19.5242752 42.8251793)",,,,,Dunje Đokić,,
55383734,residential,False,True,130.089,"LINESTRING (19.5242752 42.8251793, 19.5241904 42.8249863, 19.5241585 42.8248634, 19.5241503 42.824739, 19.5241994 42.8246159, 19.5241832 42.8244558, 19.5241026 42.8240312)",,40,,1,Braće Ranka i Strahinje,2,
374695466,secondary,False,False,114.094,"LINESTRING (19.5242752 42.8251793, 19.5246811 42.8250337, 19.5255136 42.8247024)",,,,,Dunje Đokić,,
374695466,secondary,False,True,98.657,"LINESTRING (19.5242752 42.8251793, 19.5235251 42.8254157, 19.5233649 42.8254492, 19.5232366 42.8254594, 19.5231392 42.8254646)",,,,,Dunje Đokić,,
57851755,residential,False,False,153.301,"LINESTRING (19.5231246 42.8240881, 19.5231744 42.8244492, 19.523161 42.8248538, 19.5231392 42.8254646)",,,,,Junaka Breze,,
1178541432,tertiary,True,False,80.025,"LINESTRING (19.5231246 42.8240881, 19.5237322 42.824059, 19.5241026 42.8240312)",,,,,Palih partizanki,,
256603982,residential,True,False,135.677,"LINESTRING (19.5272288 42.8232834, 19.5273303 42.8220655)",,,,,,,
172783642,tertiary,False,True,187.86100000000002,"LINESTRING (19.5272288 42.8232834, 19.5263588 42.8232724, 19.5255094 42.8232828, 19.5249366 42.8233655)",,40,,,Boška Rašovića,6,
83624658,residential,False,True,73.316,"LINESTRING (19.5273303 42.8220655, 19.5272669 42.8214078)",,,,,,,
35934669,residential,False,True,84.352,"LINESTRING (19.5273303 42.8220655, 19.5268303 42.8220842, 19.5263035 42.8221465)",,,,,Milvoja Bulatovića,,
35934486,tertiary,False,True,102.099,"LINESTRING (19.5217452 42.823205, 19.5205738 42.8228811)",,,,,13. jula,,
"[83626582, 1178568935]",residential,False,False,164.973,"LINESTRING (19.5217452 42.823205, 19.5218551 42.8238923, 19.5207863 42.8240026)",,,,,"['IV Proleterske', 'Generala Anđelića']",,
116024126,residential,False,False,208.81900000000002,"LINESTRING (19.5217452 42.823205, 19.5217117 42.8230231, 19.5216441 42.8226531, 19.5214875 42.8219768, 19.5212395 42.8213683)",,30,yes,,Generala Anđelića,,
"[172783643, 206686765]",tertiary,True,False,120.636,"LINESTRING (19.5217452 42.823205, 19.5221243 42.8232939, 19.5226952 42.8233797, 19.5231928 42.8234005)",,,,,13. jula,,
"[1078542225, 1078542226, 115853941]",residential,False,True,428.5,"LINESTRING (19.5162964 42.8237847, 19.5165112 42.8237761, 19.5166292 42.8237651, 19.5167392 42.8237336, 19.5168475 42.8236747, 19.5169196 42.8236261, 19.5169801 42.8235463, 19.5170095 42.823455, 19.5170118 42.8233589, 19.5169794 42.8230018, 19.5169512 42.822963, 19.5169275 42.8229438, 19.5168986 42.8229308, 19.5166797 42.8229021, 19.5163878 42.822904, 19.5162648 42.8228981, 19.5162233 42.8228864, 19.5162063 42.8228605, 19.5162082 42.8228041, 19.5162163 42.8227008, 19.5162454 42.8224368, 19.5162373 42.8221477, 19.5162516 42.8219585, 19.5162401 42.8218134, 19.5162384 42.8217261, 19.5162371 42.8216588, 19.5162917 42.8214724, 19.5163114 42.8214448, 19.5164163 42.8212978, 19.5165022 42.8212427, 19.5169772 42.8210197)",yes,30,yes,,,,
35934669,residential,False,False,116.03999999999999,"LINESTRING (19.5248884 42.8222463, 19.5252733 42.8222376, 19.5259191 42.8221771, 19.5263035 42.8221465)",,,,,Milvoja Bulatovića,,
35934669,residential,False,True,129.927,"LINESTRING (19.5248884 42.8222463, 19.5243638 42.8222204, 19.5239925 42.8221658, 19.5239173 42.8221611, 19.5235823 42.8221685, 19.5233047 42.822179)",,,,,Milvoja Bulatovića,,
192435163,residential,False,False,117.082,"LINESTRING (19.5169772 42.8210197, 19.5167794 42.8208004, 19.5165389 42.82046, 19.5164824 42.8203185, 19.5164401 42.8202133, 19.5163976 42.8200671)",,,,,,,
