osmid,highway,oneway,reversed,length,geometry,name,width,lanes,maxspeed
55388597,residential,False,False,65.428,"LINESTRING (18.7507452 42.4495805, 18.7512975 42.4498195, 18.751405 42.4499041)",Monda Sbutege,1.5,,
55388597,residential,False,True,120.13499999999999,"LINESTRING (18.7507452 42.4495805, 18.7507462 42.4494575, 18.7507228 42.4493491, 18.7506695 42.4492116, 18.750628 42.4491425, 18.750512 42.4490396, 18.7502704 42.448844, 18.750054 42.4486777)",Monda Sbutege,1.5,,
192308868,residential,False,False,100.258,"LINESTRING (18.7507452 42.4495805, 18.7506258 42.4495656, 18.7505092 42.449534, 18.7504435 42.4494845, 18.7503187 42.4493727, 18.7502302 42.4493153, 18.7501605 42.4492925, 18.7501001 42.4492856, 18.7500277 42.4493113, 18.7497421 42.4494617)",,,,
55388600,residential,False,True,58.485,"LINESTRING (18.7494451 42.4489361, 18.7495745 42.4488961, 18.7497063 42.4488649, 18.7498209 42.4488217, 18.7499138 42.4487504, 18.750054 42.4486777)",,1.5,,
55388597,residential,False,True,65.428,"LINESTRING (18.751405 42.4499041, 18.7512975 42.4498195, 18.7507452 42.4495805)",Monda Sbutege,1.5,,
197886345,tertiary,False,False,237.838,"LINESTRING (18.751405 42.4499041, 18.7511811 42.4500208, 18.7509021 42.4501823, 18.7507441 42.4502889, 18.7506081 42.450383, 18.750423 42.4505388, 18.7502701 42.4507009, 18.7501713 42.450805, 18.7501164 42.4508711, 18.750075 42.4509278, 18.7500361 42.4509808, 18.7499837 42.4510637, 18.7499558 42.4511391, 18.749933 42.4512451, 18.7499271 42.4513696, 18.7498909 42.4514448, 18.749793 42.4515922)",,,1,40
197886345,tertiary,False,True,232.46700000000004,"LINESTRING (18.751405 42.4499041, 18.7514729 42.4498501, 18.7515288 42.4498082, 18.751577 42.4497746, 18.7516558 42.4497355, 18.7517308 42.4497054, 18.7518193 42.4496761, 18.7519189 42.449649, 18.7520303 42.4496218, 18.7521585 42.4495965, 18.7524284 42.4495418, 18.7526289 42.449499, 18.7528029 42.4494541, 18.7529339 42.4494138, 18.753062 42.4493692, 18.7532571 42.4493024, 18.753527 42.4491986, 18.7537112 42.4491238, 18.7538506 42.4490633, 18.7539344 42.4490154)",,,1,40
197886345,tertiary,False,False,232.46699999999998,"LINESTRING (18.7539344 42.4490154, 18.7538506 42.4490633, 18.7537112 42.4491238, 18.753527 42.4491986, 18.7532571 42.4493024, 18.753062 42.4493692, 18.7529339 42.4494138, 18.7528029 42.4494541, 18.7526289 42.449499, 18.7524284 42.4495418, 18.7521585 42.4495965, 18.7520303 42.4496218, 18.7519189 42.449649, 18.7518193 42.4496761, 18.7517308 42.4497054, 18.7516558 42.4497355, 18.751577 42.4497746, 18.7515288 42.4498082, 18.7514729 42.4498501, 18.751405 42.4499041)",,,1,40
197886345,tertiary,False,True,221.573,"LINESTRING (18.7539344 42.4490154, 18.7540044 42.4489595, 18.7540685 42.4488849, 18.7541193 42.4488123, 18.7541342 42.4487453, 18.754169 42.4486206, 18.754224 42.4484504, 18.754279 42.4482426, 18.7543192 42.4480813, 18.7543367 42.4479348, 18.7543783 42.4478012, 18.7544225 42.4476854, 18.7544493 42.4476191, 18.7544739 42.447538, 18.754482 42.4474819, 18.7544797 42.447413, 18.7544711 42.4473363, 18.7544514 42.4470952)",,,1,40
734523792,residential,False,False,69.358,"LINESTRING (18.7539344 42.4490154, 18.753598 42.4487622, 18.7533291 42.4485803)",Monda Sbutege,1.5,,
734523790,residential,False,False,125.62,"LINESTRING (18.7533291 42.4485803, 18.7527807 42.4488559, 18.7527239 42.448888, 18.7525608 42.4489458, 18.752049 42.4491975)",,,,
734523792,residential,False,False,116.4,"LINESTRING (18.7533291 42.4485803, 18.7532531 42.4485397, 18.7529694 42.4483882, 18.7521717 42.447975)",Monda Sbutege,1.5,,
734523792,residential,False,True,69.358,"LINESTRING (18.7533291 42.4485803, 18.753598 42.4487622, 18.7539344 42.4490154)",Monda Sbutege,1.5,,
192308855,residential,False,True,19.403,"LINESTRING (18.7512739 42.4487253, 18.751474 42.4488183)",,,,
192308855,residential,False,False,19.403,"LINESTRING (18.751474 42.4488183, 18.7512739 42.4487253)",,,,
192308855,residential,False,True,22.618,"LINESTRING (18.751474 42.4488183, 18.7516745 42.4489579)",,,,
192308849,residential,False,True,109.93,"LINESTRING (18.751474 42.4488183, 18.7517934 42.4483994, 18.7521717 42.447975)",,,,
192308855,residential,False,False,22.618,"LINESTRING (18.7516745 42.4489579, 18.751474 42.4488183)",,,,
1185897095,residential,False,False,24.735,"LINESTRING (18.7516745 42.4489579, 18.7514399 42.4490976)",,,,
192308855,residential,False,True,33.35,"LINESTRING (18.7516745 42.4489579, 18.7517095 42.4489564, 18.7517553 42.4489336, 18.751982 42.448771)",,,,
192308868,residential,False,True,100.25800000000001,"LINESTRING (18.7497421 42.4494617, 18.7500277 42.4493113, 18.7501001 42.4492856, 18.7501605 42.4492925, 18.7502302 42.4493153, 18.7503187 42.4493727, 18.7504435 42.4494845, 18.7505092 42.449534, 18.7506258 42.4495656, 18.7507452 42.4495805)",,,,
197886345,tertiary,False,True,83.5,"LINESTRING (18.7495125 42.452314, 18.7495412 42.4522488, 18.749793 42.4515922)",,,1,40
234538941,residential,False,True,222.382,"LINESTRING (18.7471752 42.451139, 18.7472597 42.4511816, 18.7473844 42.4512241, 18.7476338 42.4512716, 18.7479356 42.4512736, 18.7485565 42.4513389, 18.7487979 42.4513755, 18.7494658 42.4515131, 18.749793 42.4515922)",,,,
197886345,tertiary,False,False,83.5,"LINESTRING (18.749793 42.4515922, 18.7495412 42.4522488, 18.7495125 42.452314)",,,1,40
197886345,tertiary,False,True,237.83800000000002,"LINESTRING (18.749793 42.4515922, 18.7498909 42.4514448, 18.7499271 42.4513696, 18.749933 42.4512451, 18.7499558 42.4511391, 18.7499837 42.4510637, 18.7500361 42.4509808, 18.750075 42.4509278, 18.7501164 42.4508711, 18.7501713 42.450805, 18.7502701 42.4507009, 18.750423 42.4505388, 18.7506081 42.450383, 18.7507441 42.4502889, 18.7509021 42.4501823, 18.7511811 42.4500208, 18.751405 42.4499041)",,,1,40
234538941,residential,False,False,222.382,"LINESTRING (18.749793 42.4515922, 18.7494658 42.4515131, 18.7487979 42.4513755, 18.7485565 42.4513389, 18.7479356 42.4512736, 18.7476338 42.4512716, 18.7473844 42.4512241, 18.7472597 42.4511816, 18.7471752 42.451139)",,,,
734523787,residential,False,True,198.71800000000002,"LINESTRING (18.7527005 42.4467281, 18.7526025 42.4469716, 18.7526004 42.4470328, 18.7526323 42.4470737, 18.7532215 42.4472104, 18.753346 42.4472204, 18.7534148 42.4471948, 18.7534879 42.4471492, 18.7535363 42.4470984, 18.753579 42.4470749, 18.7536371 42.4470607, 18.7538421 42.4470577, 18.7544514 42.4470952)",,,,
197886345,tertiary,False,False,221.573,"LINESTRING (18.7544514 42.4470952, 18.7544711 42.4473363, 18.7544797 42.447413, 18.754482 42.4474819, 18.7544739 42.447538, 18.7544493 42.4476191, 18.7544225 42.4476854, 18.7543783 42.4478012, 18.7543367 42.4479348, 18.7543192 42.4480813, 18.754279 42.4482426, 18.754224 42.4484504, 18.754169 42.4486206, 18.7541342 42.4487453, 18.7541193 42.4488123, 18.7540685 42.4488849, 18.7540044 42.4489595, 18.7539344 42.4490154)",,,1,40
734523787,residential,False,False,198.718,"LINESTRING (18.7544514 42.4470952, 18.7538421 42.4470577, 18.7536371 42.4470607, 18.753579 42.4470749, 18.7535363 42.4470984, 18.7534879 42.4471492, 18.7534148 42.4471948, 18.753346 42.4472204, 18.7532215 42.4472104, 18.7526323 42.4470737, 18.7526004 42.4470328, 18.7526025 42.4469716, 18.7527005 42.4467281)",,,,
55388598,residential,False,True,287.53399999999993,"LINESTRING (18.7484103 42.4477092, 18.74846 42.4473886, 18.7484895 42.4472401, 18.748512 42.447218, 18.7485545 42.4472078, 18.7486289 42.4472168, 18.7486745 42.4472223, 18.7487617 42.4472639, 18.7489261 42.4473218, 18.7492106 42.4473485, 18.7495164 42.4473133, 18.7496871 42.4473163, 18.7498198 42.4473549, 18.7500317 42.447445, 18.7500961 42.4474737, 18.7501484 42.4474786, 18.7502114 42.4474707, 18.7504153 42.4474183, 18.750544 42.4474034, 18.750677 42.4474161, 18.7508303 42.4474719, 18.7511462 42.4476231)",,1.5,,
734523789,residential,False,True,94.721,"LINESTRING (18.7509975 42.4484729, 18.7512442 42.4480328, 18.7513034 42.447882, 18.7513203 42.4477411, 18.7513608 42.44767)",,,,
734523790,residential,False,True,125.62,"LINESTRING (18.752049 42.4491975, 18.7525608 42.4489458, 18.7527239 42.448888, 18.7527807 42.4488559, 18.7533291 42.4485803)",,,,
192308855,residential,False,False,33.35,"LINESTRING (18.751982 42.448771, 18.7517553 42.4489336, 18.7517095 42.4489564, 18.7516745 42.4489579)",,,,
734523792,residential,False,False,18.364,"LINESTRING (18.7513608 42.44767, 18.7511462 42.4476231)",Monda Sbutege,1.5,,
734523789,residential,False,False,94.721,"LINESTRING (18.7513608 42.44767, 18.7513203 42.4477411, 18.7513034 42.447882, 18.7512442 42.4480328, 18.7509975 42.4484729)",,,,
734523792,residential,False,True,74.922,"LINESTRING (18.7513608 42.44767, 18.7517765 42.4477959, 18.7521717 42.447975)",Monda Sbutege,1.5,,
192308849,residential,False,False,56.073,"LINESTRING (18.7523612 42.4474905, 18.7521717 42.447975)",,,,
1185897095,residential,False,True,24.735,"LINESTRING (18.7514399 42.4490976, 18.7516745 42.4489579)",,,,
