osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,name
370825086,residential,False,False,33.306,"LINESTRING (19.7907963 42.7341734, 19.7908227 42.7342068, 19.790836 42.7342236, 19.7910009 42.7344325)",,,,,
1128030198,primary,False,False,53.567,"LINESTRING (19.7907963 42.7341734, 19.7909211 42.7341216, 19.7913673 42.7339364)",2,R-2,40,yes,
"[374274833, 1128030197, 1128030198]",primary,False,True,541.0640000000002,"LINESTRING (19.7907963 42.7341734, 19.790456 42.7343176, 19.7904155 42.7343345, 19.7903211 42.7343743, 19.7902771 42.7343926, 19.790213 42.7344222, 19.7901527 42.7344512, 19.7900921 42.7344815, 19.7900351 42.734511, 19.7899912 42.7345346, 19.7899496 42.7345575, 19.789889 42.7345919, 19.7898235 42.7346307, 19.7897653 42.7346666, 19.7897232 42.7346934, 19.7896761 42.7347243, 19.7896324 42.7347538, 19.7895858 42.7347862, 19.78953 42.7348265, 19.7894775 42.7348658, 19.7894282 42.734904, 19.789371 42.7349501, 19.7893319 42.7349828, 19.7892946 42.7350148, 19.789246 42.735058, 19.7888036 42.7354819, 19.7887554 42.7355274, 19.7887125 42.7355685, 19.7886627 42.735615, 19.7886199 42.7356536, 19.7885772 42.7356912, 19.78853 42.7357315, 19.7884933 42.735762, 19.7884506 42.7357968, 19.7884126 42.735827, 19.7883744 42.7358566, 19.7883301 42.7358902, 19.7882827 42.7359252, 19.7882247 42.7359668, 19.7881665 42.7360072, 19.7881101 42.7360473, 19.787839 42.7362289, 19.7874146 42.7365268, 19.7873852 42.736549, 19.7873559 42.7365714, 19.7873137 42.7366043, 19.7872796 42.7366313, 19.7872434 42.7366606, 19.7872026 42.7366942, 19.7871651 42.7367257, 19.7871285 42.736757, 19.7870831 42.7367967, 19.7870432 42.7368324, 19.7870045 42.7368678, 19.7869608 42.7369086, 19.7869253 42.7369425, 19.786887 42.7369799, 19.7868438 42.7370214, 19.7868049 42.7370594, 19.7864847 42.7373821, 19.7863555 42.737514, 19.7862313 42.737643)",2,R-2,40,yes,
370141924,primary,False,False,101.00899999999997,"LINESTRING (19.7930644 42.7310856, 19.7926231 42.7305406, 19.7925982 42.7305091, 19.7925734 42.7304766, 19.7925442 42.7304366, 19.7925192 42.7304007, 19.7924911 42.7303573, 19.7924682 42.7303195, 19.7924534 42.7302965)",2,R-2,40,yes,
370141924,primary,False,True,229.183,"LINESTRING (19.7930644 42.7310856, 19.7931335 42.7311826, 19.7931578 42.7312168, 19.7931808 42.7312509, 19.793203 42.7312862, 19.7932219 42.7313182, 19.7932398 42.7313502, 19.7932587 42.7313865, 19.7932769 42.731424, 19.7932915 42.7314567, 19.7933037 42.7314859, 19.7933154 42.731516, 19.7933278 42.7315507, 19.7933392 42.7315856, 19.7933482 42.731616, 19.7933568 42.7316482, 19.793365 42.7316828, 19.7933718 42.7317158, 19.793378 42.7317508, 19.7933824 42.7317802, 19.7933864 42.7318127, 19.7933894 42.7318437, 19.7933914 42.7318737, 19.7933976 42.7321254, 19.7933903 42.7325533, 19.7933869 42.7325883, 19.7933821 42.7326224, 19.7933768 42.732651, 19.7933699 42.7326814, 19.793364 42.7327038, 19.7933563 42.7327298, 19.793347 42.7327573, 19.7933365 42.7327854, 19.7933249 42.732813, 19.793314 42.7328368, 19.7933021 42.7328606, 19.7932896 42.732884, 19.7932745 42.7329102, 19.7932594 42.7329345, 19.7932487 42.7329508, 19.7932362 42.7329689, 19.7932152 42.7329975, 19.7931969 42.7330207, 19.7931818 42.733039, 19.7931562 42.7330679)",2,R-2,40,yes,
151672606,tertiary,False,False,83.946,"LINESTRING (19.7924534 42.7302965, 19.7923923 42.7302377, 19.792314 42.7301135, 19.7922695 42.7300039, 19.7922256 42.7297826, 19.7922269 42.7295765)",,,,,Andrijevica - Jošanica
370141924,primary,False,True,101.009,"LINESTRING (19.7924534 42.7302965, 19.7924682 42.7303195, 19.7924911 42.7303573, 19.7925192 42.7304007, 19.7925442 42.7304366, 19.7925734 42.7304766, 19.7925982 42.7305091, 19.7926231 42.7305406, 19.7930644 42.7310856)",2,R-2,40,yes,
243162772,unclassified,False,True,8.826,"LINESTRING (19.7877865 42.7311225, 19.7878886 42.7311485)",,,,,
243162772,unclassified,False,False,8.826,"LINESTRING (19.7878886 42.7311485, 19.7877865 42.7311225)",,,,,
243162772,unclassified,False,True,1235.9020000000003,"LINESTRING (19.7878886 42.7311485, 19.7880102 42.7310962, 19.7881231 42.7310319, 19.7881901 42.730961, 19.7882062 42.7309107, 19.7882062 42.7308546, 19.7881821 42.7307797, 19.7880337 42.7304592, 19.787968 42.7303009, 19.7878831 42.7301463, 19.7878039 42.7300705, 19.7876993 42.7300005, 19.7874861 42.729901, 19.7872594 42.7297463, 19.7870529 42.729636, 19.7868369 42.7295138, 19.786359 42.7292464, 19.7863214 42.7291988, 19.7863064 42.7291491, 19.7863264 42.7291013, 19.7863905 42.7290607, 19.7865202 42.7290309, 19.7866814 42.7290143, 19.7869416 42.7290183, 19.7873117 42.7290695, 19.7876013 42.7291444, 19.7879167 42.7292399, 19.7880068 42.7292543, 19.7882687 42.7292791, 19.7887385 42.7293421, 19.788865 42.7293636, 19.7889957 42.7293773, 19.7891055 42.7293877, 19.7892667 42.729409, 19.7894742 42.7294769, 19.7896882 42.7295872, 19.790058 42.7297463, 19.7902817 42.7298657, 19.7906417 42.7301335, 19.7908791 42.7303492, 19.7912921 42.7308033, 19.7913994 42.7309009, 19.7918353 42.7311689, 19.7925568 42.7316062, 19.7927191 42.731754, 19.7927677 42.7318107, 19.7927744 42.7318659, 19.792755 42.7319217, 19.7926595 42.7320381, 19.7924757 42.732183, 19.7921769 42.7324563, 19.7920056 42.732633, 19.7919545 42.7327276, 19.7919087 42.7328558, 19.7919002 42.7329402, 19.7919183 42.733009, 19.7919875 42.7330661, 19.7920992 42.7331177, 19.7921578 42.733131, 19.7922057 42.7331294, 19.7922525 42.7331154, 19.7924835 42.7330262, 19.7925444 42.7329958, 19.7925936 42.7329557, 19.7927278 42.7328137, 19.7927619 42.7328333, 19.7927869 42.7328456, 19.7931562 42.7330679)",,,,,
