osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,junction
11672310,Marc Drive,residential,False,False,139.38500000000002,"LINESTRING (-74.5273678 40.3779946, -74.5270761 40.3782502, -74.5268728 40.3783772, -74.5267526 40.3784919, -74.5266812 40.3785763, -74.5266446 40.3786457, -74.5266232 40.3787356, -74.5266142 40.3788213, -74.5266178 40.378905, -74.5266437 40.379035)",,,,
60512706,Ridge Road,tertiary,False,False,406.524,"LINESTRING (-74.5273678 40.3779946, -74.5285141 40.3787162, -74.5287976 40.3788947, -74.5289301 40.3789781, -74.5292 40.3792035, -74.5293587 40.3793452, -74.5294436 40.379427, -74.5295138 40.3794946, -74.5300388 40.3800242, -74.5306453 40.3806359)",45 mph,,,
"[11648984, 11648986]",,residential,False,False,99.08800000000001,"LINESTRING (-74.527279 40.382726, -74.527262 40.382718, -74.527233 40.382714, -74.527149 40.382714, -74.527107 40.382707, -74.526982 40.382535, -74.52699 40.382503, -74.527149 40.382417, -74.527182 40.382417, -74.527337 40.382599, -74.527341 40.382615, -74.527279 40.382726)",,,,
"[11648984, 11648986]",,residential,False,True,99.088,"LINESTRING (-74.527279 40.382726, -74.527341 40.382615, -74.527337 40.382599, -74.527182 40.382417, -74.527149 40.382417, -74.52699 40.382503, -74.526982 40.382535, -74.527107 40.382707, -74.527149 40.382714, -74.527233 40.382714, -74.527262 40.382718, -74.527279 40.382726)",,,,
11674072,Leah Court,residential,False,True,40.772999999999996,"LINESTRING (-74.527279 40.382726, -74.527429 40.382914, -74.5275258 40.3830408)",,,,
11655389,,residential,False,False,86.649,"LINESTRING (-74.5338446 40.3803573, -74.5338961 40.3802527, -74.533943 40.380174, -74.534345 40.3798522, -74.534466 40.379751)",,,,
11655389,,residential,False,True,166.25199999999998,"LINESTRING (-74.5338446 40.3803573, -74.5337931 40.3804227, -74.5335194 40.381522, -74.5334699 40.3818196)",,,,
11672093,Dawn Court,residential,False,False,145.28,"LINESTRING (-74.5338446 40.3803573, -74.5337204 40.3802592, -74.53351 40.380093, -74.533466 40.379984, -74.53351 40.379883, -74.533894 40.379589, -74.5340584 40.3795196, -74.534248 40.3794485)",,,,
11674016,Cheryl Court,residential,False,False,65.025,"LINESTRING (-74.5338446 40.3803573, -74.5340526 40.3803861, -74.5345999 40.3804619)",,,,
11655389,,residential,False,True,86.649,"LINESTRING (-74.534466 40.379751, -74.534345 40.3798522, -74.533943 40.380174, -74.5338961 40.3802527, -74.5338446 40.3803573)",,,,
11660546,Erica Court,residential,False,True,80.189,"LINESTRING (-74.534466 40.379751, -74.5347372 40.3796119, -74.5352694 40.3798538)",,,,
11661027,Kara Boulevard,residential,False,False,40.027,"LINESTRING (-74.534466 40.379751, -74.534428 40.37973, -74.5343424 40.3796642, -74.5342909 40.3796054, -74.5342566 40.3795138, -74.534248 40.3794485)",,,,
11661027,Kara Boulevard,residential,False,True,80.117,"LINESTRING (-74.534466 40.379751, -74.534537 40.379791, -74.535266 40.380135)",,,,
11661027,Kara Boulevard,residential,False,True,159.683,"LINESTRING (-74.5370203 40.3780035, -74.536542 40.377841, -74.536427 40.377808, -74.53623 40.3778, -74.536168 40.377814, -74.536 40.37785, -74.535902 40.377921, -74.53542 40.378272)",,,,
