osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,lanes
21824898,West Broadway Street,residential,False,False,58.138,"LINESTRING (-88.8376498 41.1251218, -88.8383439 41.1251228)",,,
"[21821137, 21829415]",Rush Street,residential,False,True,109.53399999999999,"LINESTRING (-88.8376498 41.1251218, -88.8376115 41.1246428, -88.838069 41.1245977, -88.8382761 41.1245751)",,,
21824898,West Broadway Street,residential,False,True,57.315,"LINESTRING (-88.8376498 41.1251218, -88.8374364 41.1251243, -88.8369668 41.12515)",,,
21824246,,residential,False,False,44.789,"LINESTRING (-88.8307917 41.1250565, -88.830257 41.1250604)",,,
21824246,,residential,False,True,44.789,"LINESTRING (-88.830257 41.1250604, -88.8307917 41.1250565)",,,
21825427,North Sterling Street,residential,False,True,97.777,"LINESTRING (-88.830257 41.1250604, -88.8302417 41.1245536, -88.8302395 41.1242633, -88.8302519 41.1242183, -88.8302644 41.1241834)",,,
21826897,Armory Court,residential,False,True,135.684,"LINESTRING (-88.8408305 41.1190317, -88.8408743 41.120184, -88.840935 41.1202336)",,,
"[21832106, 398277286, 457089791]","['West Bridge Street', 'Bridge Street']",secondary,True,False,300.301,"LINESTRING (-88.8408305 41.1190317, -88.8388309 41.1190334, -88.8379123 41.1190347, -88.8372456 41.1190347)",yes,,
398277286,West Bridge Street,secondary,True,False,52.775,"LINESTRING (-88.8414605 41.1190294, -88.8408305 41.1190317)",,,
21829263,Pratt Street,residential,False,True,177.266,"LINESTRING (-88.8414605 41.1190294, -88.841454 41.1202326, -88.8411677 41.1202331, -88.840935 41.1202336)",,,
21824898,West Broadway Street,residential,False,False,120.87,"LINESTRING (-88.8355818 41.1254552, -88.8369668 41.12515)",,,
21829389,North Bloomington Street,secondary,True,False,152.032,"LINESTRING (-88.8355818 41.1254552, -88.8355662 41.124088)",,IL 23,
21824898,West Broadway Street,residential,False,True,120.87,"LINESTRING (-88.8369668 41.12515, -88.8355818 41.1254552)",,,
21824898,West Broadway Street,residential,False,False,57.315,"LINESTRING (-88.8369668 41.12515, -88.8374364 41.1251243, -88.8376498 41.1251218)",,,
21824898,West Broadway Street,residential,False,True,58.138,"LINESTRING (-88.8383439 41.1251228, -88.8376498 41.1251218)",,,
21832289,North Jefferson Street,residential,False,True,61.44499999999999,"LINESTRING (-88.8383439 41.1251228, -88.8383301 41.1248439, -88.8383152 41.1246761, -88.838297 41.1246206, -88.8382761 41.1245751)",,,
21830554,Sherman Street,residential,False,False,57.678,"LINESTRING (-88.8379797 41.1224544, -88.8379748 41.1229731)",,,
"[21826112, 21830961, 21825108]","['Water Street', 'Cedar Street', 'North Water Street']",residential,False,False,449.33099999999996,"LINESTRING (-88.8379797 41.1224544, -88.8382372 41.1224235, -88.8384407 41.1224562, -88.8395812 41.1227635, -88.8400616 41.1228623, -88.8401912 41.122904, -88.8402054 41.1235206, -88.8399962 41.1235228, -88.8379811 41.1235958)",,,
21830554,Sherman Street,residential,False,True,68.09,"LINESTRING (-88.8379797 41.1224544, -88.8379319 41.1221499, -88.8379158 41.1220673, -88.8376986 41.1219169)",,,
21825427,North Sterling Street,residential,False,True,118.223,"LINESTRING (-88.8302644 41.1241834, -88.8302619 41.1231202)",,,
21825255,East Kent Street,residential,False,False,111.65,"LINESTRING (-88.8302644 41.1241834, -88.8308996 41.1241754, -88.8315971 41.1241641)",,,
21825427,North Sterling Street,residential,False,False,97.77700000000002,"LINESTRING (-88.8302644 41.1241834, -88.8302519 41.1242183, -88.8302395 41.1242633, -88.8302417 41.1245536, -88.830257 41.1250604)",,,
21825255,East Kent Street,residential,False,False,108.8,"LINESTRING (-88.8315971 41.1241641, -88.8328957 41.1241422)",,,
21825255,East Kent Street,residential,False,True,111.65,"LINESTRING (-88.8315971 41.1241641, -88.8308996 41.1241754, -88.8302644 41.1241834)",,,
