osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,bridge,maxspeed,junction
19354085,True,secondary_link,False,40.45399999999999,"LINESTRING (-71.510857 42.0048757, -71.510781 42.0049011, -71.5107108 42.0049104, -71.5106968 42.0049103, -71.5106297 42.00491, -71.5105669 42.0048941, -71.5104946 42.0048575, -71.510429 42.0048014)",,,,,,
983756948,True,primary,False,44.762,"LINESTRING (-71.510857 42.0048757, -71.5107769 42.0049773, -71.5106233 42.0051721, -71.5105796 42.0052214)",Clinton Street,,,,,
"[932281545, 19386562, 930889275, 980703343]",True,secondary,False,678.5740000000004,"LINESTRING (-71.510429 42.0048014, -71.5104358 42.0046497, -71.510437 42.004623, -71.51046 42.004513, -71.510498 42.004395, -71.510635 42.00415, -71.510994 42.003609, -71.5110405 42.0035501, -71.511093 42.003475, -71.511192 42.00338, -71.511299 42.003307, -71.511406 42.003262, -71.511528 42.00322, -71.512001 42.003101, -71.51223 42.003025, -71.512497 42.002922, -71.512543 42.002895, -71.512733 42.002789, -71.512863 42.002716, -71.513039 42.002602, -71.5130731 42.0025775, -71.513199 42.002487, -71.513344 42.002365, -71.513853 42.0018706, -71.5139094 42.0018118, -71.5139447 42.0017745, -71.5140227 42.001692, -71.5141095 42.0016012, -71.5141907 42.0015156, -71.5142374 42.0014668, -71.5142849 42.0014174, -71.5143134 42.0013876, -71.5143436 42.0013559, -71.5143605 42.0013385, -71.5143805 42.0013172, -71.5143999 42.0012956, -71.5144172 42.0012756, -71.5144366 42.001253, -71.5144586 42.001228, -71.5144758 42.0012089, -71.5144957 42.0011869, -71.5145296 42.0011493, -71.5145742 42.0011001, -71.5146196 42.001051, -71.514704 42.0009599, -71.5147296 42.000932, -71.5147552 42.0009042, -71.5147749 42.0008827, -71.5147962 42.0008596, -71.5148118 42.0008426, -71.5148268 42.0008262, -71.5148507 42.0007999, -71.5148655 42.0007836, -71.5148771 42.000771, -71.5148898 42.000757, -71.5149027 42.0007428, -71.5149135 42.0007304, -71.514924 42.0007183, -71.5149335 42.0007071, -71.5149421 42.0006959, -71.5149507 42.0006853, -71.5149601 42.0006723, -71.5149682 42.0006609, -71.514976 42.0006493, -71.5149836 42.0006376, -71.5149912 42.0006259, -71.5150019 42.0006082, -71.5150113 42.0005915, -71.5150205 42.0005747, -71.5150272 42.0005616, -71.5150336 42.0005479, -71.5150417 42.0005301, -71.5150464 42.0005192, -71.515051 42.0005083, -71.5150572 42.000493, -71.5150622 42.0004798, -71.5150671 42.0004659, -71.5150702 42.0004559, -71.5150729 42.0004455, -71.5150754 42.0004355, -71.5150775 42.000425, -71.515079 42.0004148, -71.5150801 42.0004045, -71.5150809 42.0003941, -71.5150815 42.0003837, -71.5150817 42.0003742, -71.5150811 42.0003644, -71.5150801 42.0003545, -71.5150788 42.0003442, -71.5150766 42.0003341, -71.5150744 42.000323, -71.5150728 42.0003116, -71.5150719 42.0003002, -71.5150726 42.0002754, -71.5150737 42.0002661, -71.5150745 42.0002595, -71.515076 42.0002525, -71.5150782 42.0002442, -71.5150808 42.0002361, -71.5150833 42.000228, -71.5150858 42.0002197, -71.5150887 42.0002118, -71.5150921 42.0002024, -71.5150993 42.0001873, -71.5151026 42.0001805, -71.5151078 42.0001695, -71.5151158 42.0001428)",Truman Drive,"['1', '2']",,,,
576675021,False,residential,False,72.39,"LINESTRING (-71.519325 41.9987879, -71.5191006 41.9994172)",East Street,,,,,
19382646,False,residential,False,42.834,"LINESTRING (-71.5114377 41.9985852, -71.5111849 41.9989215)",Union Street,,,,,
19358718,False,residential,False,51.521,"LINESTRING (-71.5129377 41.9998386, -71.5126275 41.9997108, -71.5123923 41.9996141)",Helmer Lane,,,,,
19404159,False,tertiary,True,17.172,"LINESTRING (-71.5123923 41.9996141, -71.5124956 41.9994801)",Front Street,2,,,,
19358718,False,residential,True,51.521,"LINESTRING (-71.5123923 41.9996141, -71.5126275 41.9997108, -71.5129377 41.9998386)",Helmer Lane,,,,,
19404159,False,tertiary,False,70.957,"LINESTRING (-71.5123923 41.9996141, -71.5122647 41.9997784, -71.5119707 42.00017)",Front Street,2,,,,
164417494,False,tertiary,True,142.521,"LINESTRING (-71.520484 42.0036649, -71.5192762 42.0032086, -71.5189465 42.003084)",River Street,,,,,
