osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,maxspeed
23538282,True,Armour Villa Avenue,primary,False,100.892,"LINESTRING (-73.8327023 40.9490139, -73.8316224 40.9494114)",,,
"[23525572, 60721093]",True,"['Garrett Avenue', 'Lake Avenue']",residential,False,187.98399999999998,"LINESTRING (-73.8327023 40.9490139, -73.8326196 40.9488786, -73.8320446 40.9484118, -73.8312378 40.9490795)",,,
23510408,False,Elm Street,tertiary,False,132.648,"LINESTRING (-73.8311529 40.9516194, -73.8311056 40.9516062, -73.8310641 40.9515901, -73.8309757 40.951549, -73.8309175 40.9515142, -73.8308569 40.9514755, -73.8308063 40.9514315, -73.8305342 40.9511564, -73.830443 40.9510662, -73.8303503 40.9509827, -73.8302497 40.9508991, -73.8300682 40.9507703)",2,,
"[1172334544, 31529131]",False,,tertiary,True,190.86699999999996,"LINESTRING (-73.8311529 40.9516194, -73.831162 40.9515824, -73.8311745 40.9515271, -73.8311997 40.9514598, -73.8312349 40.9513887, -73.8312748 40.9513233, -73.8313203 40.9512579, -73.8313764 40.9511947, -73.8314416 40.951136, -73.8315113 40.9510787, -73.8315813 40.951034, -73.8316506 40.9509948, -73.831727 40.9509625, -73.8317969 40.9509371, -73.8318835 40.9509061, -73.8319113 40.9508929, -73.8319264 40.950881, -73.8319369 40.9508687, -73.8319421 40.9508524, -73.8319425 40.9508339, -73.8319374 40.950815, -73.8319292 40.9507969, -73.8319182 40.9507776, -73.8319083 40.9507619, -73.831598 40.9502859, -73.8315569 40.9502229)",2,,
"[958514256, 958514253, 958514254]",False,,trunk_link,True,79.50200000000001,"LINESTRING (-73.8311529 40.9516194, -73.8311471 40.9516606, -73.8311456 40.9517076, -73.8311467 40.9517593, -73.8311502 40.951812, -73.8311555 40.9518657, -73.8311624 40.9519179, -73.8311703 40.9519723, -73.8311816 40.9520273, -73.831198 40.9520853, -73.8312167 40.9521409, -73.8312407 40.952203, -73.8312732 40.9522814, -73.8312911 40.952321)",2,yes,
"[1172334544, 31529131]",False,,tertiary,False,190.867,"LINESTRING (-73.8315569 40.9502229, -73.831598 40.9502859, -73.8319083 40.9507619, -73.8319182 40.9507776, -73.8319292 40.9507969, -73.8319374 40.950815, -73.8319425 40.9508339, -73.8319421 40.9508524, -73.8319369 40.9508687, -73.8319264 40.950881, -73.8319113 40.9508929, -73.8318835 40.9509061, -73.8317969 40.9509371, -73.831727 40.9509625, -73.8316506 40.9509948, -73.8315813 40.951034, -73.8315113 40.9510787, -73.8314416 40.951136, -73.8313764 40.9511947, -73.8313203 40.9512579, -73.8312748 40.9513233, -73.8312349 40.9513887, -73.8311997 40.9514598, -73.8311745 40.9515271, -73.831162 40.9515824, -73.8311529 40.9516194)",2,,
23466587,True,,trunk_link,False,107.992,"LINESTRING (-73.8322468 40.9525645, -73.8321561 40.9526374, -73.8321206 40.952661, -73.8320756 40.9526855, -73.8320309 40.9527031, -73.8319787 40.9527176, -73.8319155 40.9527263, -73.8318556 40.9527278, -73.8317898 40.9527225, -73.8317278 40.9527099, -73.8316749 40.9526902, -73.8316169 40.9526624, -73.8315615 40.9526284, -73.8315133 40.9525893, -73.8314635 40.9525446, -73.8314181 40.9524945, -73.8313747 40.9524406, -73.8312911 40.952321)",1,,
1249385207,False,Midland Avenue,tertiary,False,223.50500000000002,"LINESTRING (-73.8235192 40.9465772, -73.8234762 40.9466301, -73.8228269 40.9474024, -73.8227497 40.9474818, -73.8223905 40.9478221, -73.8221463 40.9480629, -73.8220894 40.9481238, -73.8219965 40.948223)",2,,
23529830,False,Union Place,residential,True,75.71,"LINESTRING (-73.8233891 40.9473374, -73.8242712 40.9474777)",,,
23472225,True,Midland Place,residential,False,88.13099999999999,"LINESTRING (-73.8233891 40.9473374, -73.8235004 40.9468622, -73.823552 40.9467656, -73.8235728 40.946724, -73.8235846 40.9466785, -73.8235821 40.9466532, -73.8235192 40.9465772)",,,
374338560,False,Midland Place,residential,False,202.645,"LINESTRING (-73.8233891 40.9473374, -73.8229465 40.9490701, -73.8229272 40.949126)",,,
