osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,bridge
9341980,False,2,Foster Street,secondary,25 mph,15.9,False,47.883,"LINESTRING (-70.92874 42.524159, -70.928687 42.5242125, -70.928634 42.524266, -70.928394 42.524506)",
9341980,False,2,Foster Street,secondary,25 mph,15.9,True,64.25800000000001,"LINESTRING (-70.92874 42.524159, -70.9287626 42.5241359, -70.9288729 42.5240235, -70.929005 42.523889, -70.929209 42.523696)",
624395923,False,2,Franklin Street,residential,,11.6,False,85.358,"LINESTRING (-70.92874 42.524159, -70.9288508 42.5242176, -70.929336 42.524474, -70.9293392 42.5244757, -70.929401 42.524509, -70.9295821 42.5246107)",
9341980,False,2,Foster Street,secondary,25 mph,15.9,False,7.183,"LINESTRING (-70.927801 42.525136, -70.9277557 42.5251913)",
9341980,False,2,Foster Street,secondary,25 mph,15.9,True,85.287,"LINESTRING (-70.927801 42.525136, -70.927858 42.525066, -70.927932 42.5249881, -70.92799 42.524927, -70.928047 42.524865, -70.9282099 42.5246928, -70.92824 42.524661, -70.928394 42.524506)",
"[9340483, 1030588822, 1030588823]",True,2,Church Street,residential,,9.8,False,89.89500000000001,"LINESTRING (-70.927801 42.525136, -70.9280078 42.5252252, -70.9281714 42.5252958, -70.9282456 42.5253278, -70.9283027 42.5253525, -70.928334 42.525366, -70.9283438 42.5253714, -70.928354 42.525377, -70.92873 42.525565)",yes
9340500,False,2,Spring Street Court,residential,,7.9,False,47.716,"LINESTRING (-70.927733 42.524167, -70.9274093 42.5245237)",
9342212,False,2,Spring Street,residential,,13.4,False,73.741,"LINESTRING (-70.927733 42.524167, -70.927496 42.524049, -70.92698 42.523804)",
9342212,False,2,Spring Street,residential,,13.4,True,66.001,"LINESTRING (-70.927733 42.524167, -70.9277629 42.5241818, -70.92799 42.524294, -70.928394 42.524506)",
9341556,False,2,Jacobs Street,residential,,11.0,True,34.356,"LINESTRING (-70.929598 42.529298, -70.930017 42.529287)",
9341556,False,2,Jacobs Street,residential,,11.0,False,195.873,"LINESTRING (-70.929598 42.529298, -70.929292 42.529306, -70.928497 42.529327, -70.92721 42.529375)",
"[9342507, 9342028]",False,2,"['Ash Street', 'Stevens Street']",residential,,"['11.6', '9.1']","[False, True]",264.623,"LINESTRING (-70.929598 42.529298, -70.929476 42.528653, -70.929446 42.528611, -70.92943 42.528601, -70.929392 42.528594, -70.929322 42.528602, -70.929298 42.528605, -70.928449 42.528728, -70.928068 42.528776, -70.927746 42.528821, -70.9275 42.528851, -70.927204 42.528869)",
9340616,False,2,Buxton Street,residential,,11.0,False,101.974,"LINESTRING (-70.929086 42.529976, -70.929102 42.530893)",
9341264,False,2,Warren Street,tertiary,,15.9,False,149.0,"LINESTRING (-70.929086 42.529976, -70.92888 42.529968, -70.927269 42.529925)",
9341264,False,2,Warren Street,tertiary,,15.9,True,59.408,"LINESTRING (-70.929086 42.529976, -70.929286 42.529984, -70.92981 42.530004)",
306461015,False,2,Main Street,secondary,30 mph,25.0,True,31.016000000000002,"LINESTRING (-70.9220339 42.5236393, -70.922138 42.523688, -70.922359 42.523782)",
9340608,False,2,Water Street,residential,,5.5,True,18.662,"LINESTRING (-70.929757 42.53147, -70.9299845 42.5314779)",
624395925,False,2,Water Street,residential,,5.5,True,52.859,"LINESTRING (-70.929757 42.53147, -70.929272 42.531464, -70.929112 42.531462)",
306461015,False,2,Main Street,secondary,30 mph,25.0,False,31.016000000000002,"LINESTRING (-70.922359 42.523782, -70.922138 42.523688, -70.9220339 42.5236393)",
"[592009983, 306461015]",False,2,Main Street,secondary,"['25 mph', '30 mph']",25.0,True,71.98400000000001,"LINESTRING (-70.922359 42.523782, -70.9225119 42.5238473, -70.922558 42.523867, -70.9229525 42.5240346, -70.923121 42.524104)",
9342516,False,2,Elliott Place,residential,,9.8,False,45.662,"LINESTRING (-70.926675 42.523708, -70.9262081 42.5234839)",
9342212,False,2,Spring Street,residential,,13.4,True,28.378,"LINESTRING (-70.926675 42.523708, -70.9267123 42.5236999, -70.9267503 42.5237022, -70.926796 42.523714, -70.92698 42.523804)",
9342415,False,2,Park Street,residential,,10.7,False,52.611000000000004,"LINESTRING (-70.926675 42.523708, -70.926658 42.523716, -70.926611 42.523748, -70.926557 42.52381, -70.9263443 42.5240603, -70.926314 42.524096)",
9341980,False,2,Foster Street,secondary,25 mph,15.9,False,104.68900000000001,"LINESTRING (-70.92999 42.522951, -70.9299536 42.5229847, -70.9298902 42.5230435, -70.929853 42.523078, -70.9296728 42.5232523, -70.929402 42.523514, -70.9293562 42.5235567, -70.929344 42.523569, -70.9292765 42.5236325, -70.929209 42.523696)",
9340673,False,2,Northend Street,residential,,13.4,False,29.372,"LINESTRING (-70.923098 42.530024, -70.922937 42.53026)",
9341454,False,2,Tremont Street,tertiary,,11.6,True,20.322,"LINESTRING (-70.923098 42.530024, -70.923346 42.530023)",
9340471,False,2,Munroe Court,residential,,6.1,False,39.647,"LINESTRING (-70.927287 42.528348, -70.926814 42.528273)",
9341921,False,,Central Street,secondary,25 mph,20.1,False,58.33,"LINESTRING (-70.927287 42.528348, -70.92727 42.528452, -70.9272518 42.5285672, -70.927204 42.528869)",
9341921,False,,Central Street,secondary,25 mph,20.1,True,28.813,"LINESTRING (-70.927287 42.528348, -70.927299 42.528273, -70.927317 42.528117, -70.927319 42.52809)",
9342657,False,2,Perkins Street,tertiary,,12.8,True,87.537,"LINESTRING (-70.931925 42.527426, -70.932721 42.526901)",
9342652,False,2,Lowell Street,secondary,30 mph,16.8,False,58.050999999999995,"LINESTRING (-70.931925 42.527426, -70.931891 42.5274115, -70.931857 42.527397, -70.931757 42.527358, -70.931664 42.527324, -70.931527 42.527278, -70.931344 42.527224, -70.931283 42.527207)",
9342652,False,2,Lowell Street,secondary,30 mph,16.8,True,49.816,"LINESTRING (-70.931925 42.527426, -70.932006 42.527465, -70.932108 42.527528, -70.932218 42.5276, -70.932387 42.527716)",
9341520,False,2,Elm Street,residential,,13.4,True,95.462,"LINESTRING (-70.923842 42.528388, -70.924952 42.5286486)",
578869992,False,2,Wallis Street,tertiary,,11.6,True,98.315,"LINESTRING (-70.923842 42.528388, -70.9240793 42.5275213)",
578869992,False,2,Wallis Street,tertiary,,11.6,False,103.985,"LINESTRING (-70.923842 42.528388, -70.923673 42.528944, -70.923565 42.5293006)",
9342009,False,2,Smidt Avenue,residential,,11.6,False,28.693,"LINESTRING (-70.92979 42.530903, -70.929784 42.531161)",
9342009,False,2,Smidt Avenue,residential,,11.6,True,99.978,"LINESTRING (-70.92979 42.530903, -70.92981 42.530004)",
9342277,False,2,Smidt Avenue,residential,,9.1,False,56.386,"LINESTRING (-70.92979 42.530903, -70.929278 42.530895, -70.929102 42.530893)",
9340438,True,2,Franklin Street,residential,,11.6,False,174.977,"LINESTRING (-70.931555 42.525652, -70.931687 42.525711, -70.932125 42.525949, -70.93219 42.525986, -70.932231 42.526018, -70.932275 42.526082, -70.932721 42.526901)",
