osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
"[295702904, 10355852]",US 99 HISTORIC,East 2nd Street,tertiary,False,False,110.214,"LINESTRING (-115.4986646 32.6666648, -115.4985419 32.6666644, -115.49853 32.6666644, -115.4980806 32.6666631, -115.4979348 32.6666627, -115.4974872 32.6666613)",,,
82145699,CA 111,Imperial Avenue,trunk,False,True,119.824,"LINESTRING (-115.4986646 32.6666648, -115.4986675 32.6667932, -115.4986679 32.6668109, -115.4986693 32.6669143, -115.4986802 32.6673962, -115.4986886 32.6677422)",4,,
945207363,CA 111,West 2nd Street,trunk,False,False,196.05700000000002,"LINESTRING (-115.4986646 32.6666648, -115.498805 32.6666675, -115.4988318 32.666668, -115.4991613 32.6666742, -115.4992833 32.6666765, -115.4996554 32.6666836, -115.4998637 32.6666846, -115.5007588 32.6666891)",,,
945207359,CA 111,West 2nd Street,trunk,False,True,17.57,"LINESTRING (-115.5009465 32.66669, -115.5007588 32.6666891)",,,
"[1014969833, 791934756, 791934757, 791934761]",CA 111,,trunk,True,False,472.50500000000005,"LINESTRING (-115.5009465 32.66669, -115.500979 32.6662656, -115.5009637 32.6662131, -115.5007024 32.665872, -115.5006527 32.6658352, -115.5004937 32.6657349, -115.500446 32.6656914, -115.5002964 32.6654369, -115.5001634 32.6652822, -115.4999757 32.6650564, -115.4998158 32.6648097, -115.4997382 32.6645979, -115.4996833 32.6643519, -115.499568 32.6641465, -115.4995295 32.6641122, -115.499325 32.6639297, -115.4990825 32.6637129, -115.4985719 32.6632721, -115.4985429 32.6632139, -115.4985391 32.6631374)",,yes,
54674055,,East 1st Street,residential,False,False,133.637,"LINESTRING (-115.4935024 32.6656025, -115.4920748 32.6656097)",,,
54674055,,East 1st Street,residential,False,True,127.026,"LINESTRING (-115.4935024 32.6656025, -115.4948594 32.6656043)",,,
10354320,,Heber Avenue,residential,False,False,118.92599999999999,"LINESTRING (-115.4935024 32.6656025, -115.4935057 32.6659262, -115.4935083 32.6661291, -115.4935076 32.666672)",,,
10354320,,Heber Avenue,residential,False,True,118.92599999999999,"LINESTRING (-115.4935076 32.666672, -115.4935083 32.6661291, -115.4935057 32.6659262, -115.4935024 32.6656025)",,,
295702899,,University Avenue,residential,False,False,116.86500000000001,"LINESTRING (-115.4935076 32.666672, -115.4935161 32.667219, -115.4935208 32.6675679, -115.4935239 32.6677229)",,,30 mph
