osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,bridge
11929969,residential,False,False,30.662,"LINESTRING (-75.47458 40.655825, -75.474334 40.656028)",,,,
11929969,residential,False,True,30.662,"LINESTRING (-75.474334 40.656028, -75.47458 40.655825)",,,,
11929969,residential,False,False,34.205,"LINESTRING (-75.474334 40.656028, -75.474272 40.656082, -75.474059 40.656254)",,,,
11931557,residential,False,False,26.403,"LINESTRING (-75.474334 40.656028, -75.474419 40.656085, -75.474564 40.656189)",,,,
11935087,residential,False,False,48.203,"LINESTRING (-75.474059 40.656254, -75.474474 40.656552)",3rd Street,,,
11935087,residential,False,True,5.677,"LINESTRING (-75.474059 40.656254, -75.47401 40.656219)",3rd Street,,,
11929969,residential,False,True,34.205,"LINESTRING (-75.474059 40.656254, -75.474272 40.656082, -75.474334 40.656028)",,,,
11930685,residential,False,False,65.36,"LINESTRING (-75.474395 40.657308, -75.473871 40.657741)",,,,
11935483,residential,False,True,52.243,"LINESTRING (-75.474395 40.657308, -75.473944 40.656986)",Crane Street,,,
11935483,residential,False,False,80.74199999999999,"LINESTRING (-75.474395 40.657308, -75.474798 40.657584, -75.4750934 40.6578043)",Crane Street,,,
11930685,residential,False,True,65.36,"LINESTRING (-75.473871 40.657741, -75.474395 40.657308)",,,,
11941522,tertiary,False,True,52.001,"LINESTRING (-75.473871 40.657741, -75.473419 40.657423)",4th Street,,,
11931142,residential,False,False,34.633,"LINESTRING (-75.470764 40.652786, -75.470986 40.653048)",,,,
11931142,residential,False,True,34.633,"LINESTRING (-75.470986 40.653048, -75.470764 40.652786)",,,,
11954709,residential,False,False,24.422,"LINESTRING (-75.470986 40.653048, -75.470741 40.653165)",Peach Street,,,
11954709,residential,False,True,54.382,"LINESTRING (-75.470986 40.653048, -75.471532 40.652788)",Peach Street,,,
11931557,residential,False,True,26.403,"LINESTRING (-75.474564 40.656189, -75.474419 40.656085, -75.474334 40.656028)",,,,
323725649,residential,True,False,58.512,"LINESTRING (-75.471333 40.6538441, -75.470749 40.654128)",Church Street,,,
11933175,residential,False,True,44.964,"LINESTRING (-75.471333 40.6538441, -75.4712981 40.6538078, -75.471261 40.6537699, -75.471029 40.653512)",Limestone Street,,,
11931706,residential,False,False,56.675,"LINESTRING (-75.477936 40.654185, -75.477481 40.65456)",,,,
11931706,residential,False,True,56.675,"LINESTRING (-75.477481 40.65456, -75.477936 40.654185)",,,,
11936421,residential,False,False,99.16,"LINESTRING (-75.477481 40.65456, -75.478347 40.655163)",Brick Street,,,
11936421,residential,False,True,13.162,"LINESTRING (-75.477481 40.65456, -75.477366 40.65448)",Brick Street,,,
11932700,residential,False,False,68.895,"LINESTRING (-75.469213 40.650441, -75.468663 40.650899)",,,,
11943280,residential,False,False,42.499,"LINESTRING (-75.469213 40.650441, -75.469375 40.650554, -75.469581 40.650702)",Railroad Street,,,
11943280,residential,False,True,42.518,"LINESTRING (-75.469213 40.650441, -75.468947 40.650263, -75.46884 40.650184)",Railroad Street,,,
11932700,residential,False,True,68.895,"LINESTRING (-75.468663 40.650899, -75.469213 40.650441)",,,,
11954361,residential,True,False,47.953,"LINESTRING (-75.470239 40.65256, -75.470719 40.652329)",Wood Street,,,
"[1105605496, 11933175]",residential,False,False,79.504,"LINESTRING (-75.470239 40.65256, -75.4704609 40.6528214, -75.470467 40.652827, -75.4705486 40.6529277, -75.4706723 40.6530802, -75.470741 40.653165)",Limestone Street,,,
11933175,residential,False,False,45.597,"LINESTRING (-75.470741 40.653165, -75.471029 40.653512)",Limestone Street,,,
11954709,residential,False,True,24.422,"LINESTRING (-75.470741 40.653165, -75.470986 40.653048)",Peach Street,,,
"[1105605496, 11933175]",residential,False,True,79.50399999999999,"LINESTRING (-75.470741 40.653165, -75.4706723 40.6530802, -75.4705486 40.6529277, -75.470467 40.652827, -75.4704609 40.6528214, -75.470239 40.65256)",Limestone Street,,,
11954709,residential,False,False,46.491,"LINESTRING (-75.470741 40.653165, -75.4704607 40.6532982, -75.470274 40.653387)",Peach Street,,,
11933175,residential,False,True,45.597,"LINESTRING (-75.471029 40.653512, -75.470741 40.653165)",Limestone Street,,,
11939952,residential,False,False,151.082,"LINESTRING (-75.471029 40.653512, -75.469516 40.654239)",West Hickory Street,,,
11939952,residential,False,True,97.319,"LINESTRING (-75.471029 40.653512, -75.472003 40.653043)",West Hickory Street,,,
11933175,residential,False,False,44.964000000000006,"LINESTRING (-75.471029 40.653512, -75.471261 40.6537699, -75.4712981 40.6538078, -75.471333 40.6538441)",Limestone Street,,,
11954361,residential,True,False,24.174,"LINESTRING (-75.469995 40.652674, -75.470239 40.65256)",Wood Street,,,
1117922878,residential,False,False,14.049,"LINESTRING (-75.469995 40.652674, -75.469873 40.652588)",Limestone Street,,,
323725653,residential,False,True,68.844,"LINESTRING (-75.469873 40.652588, -75.470425 40.652132)",Willow Street,,,
1117922878,residential,False,False,39.749,"LINESTRING (-75.469873 40.652588, -75.469525 40.652347)",Limestone Street,,,
1117922878,residential,False,True,14.049,"LINESTRING (-75.469873 40.652588, -75.469995 40.652674)",Limestone Street,,,
